Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
69,up,"alyona alyona, Jerry Heil & ela.",KUPALA,75,4,22,,,,,UA,0,0
70,up,Анна Тринчер,Зай,85,70,2,,,,,UA,0,0
71,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),84,17,62,,,,,0,0,OTHER
72,up,Imagine Dragons,Bones,87,60,13,,,,,0,0,OTHER
73,up,PHARAOH,Соната Ей,88,73,2,,,,,0,RU,0
74,up,KALUSH,Давай начистоту (feat. Skofka),76,20,42,,,,,UA,0,0
75,up,Mr.Kitty,After Dark,77,42,25,,,,,0,0,OTHER
76,up,PHARAOH,"Может Расскажешь, Что Ты Чувствуешь (Главные Ворота)",90,76,2,,,,,0,RU,0
77,-,Jah Khalib,Доча,-,2,1,,,,,0,RU,0
78,down,Мюслі UA,"Вова, їбашь їх блять",70,1,36,,,,,UA,0,0
79,down,Asket,Кров,59,11,11,,,,,UA,0,0
80,down,PURPLEH00D,Vona Ukrainka,64,37,4,,,,,UA,0,0
81,down,Miyagi & Эндшпиль,Ночь,55,10,6,,,,,0,RU,0
82,-,KRBK,Стоник,-,2,12,,,,,UA,0,0
83,down,Beyoncé,CUFF IT,72,17,11,,,,,0,0,OTHER
84,down,kizaru,Jefe,22,22,3,,,,,0,RU,0
85,up,PHARAOH,Белые Нити (Незабываема),94,85,2,,,,,0,RU,0
86,up,Tiësto & Ava Max,The Motto,92,35,43,,,,,0,0,OTHER
87,-,Scriptonite,Цепи (feat. 104),-,41,77,,,,,0,RU,0
88,up,PHARAOH,Драгоценный Металл (feat. Dima Roux),93,88,2,,,,,0,RU,0
89,-,KRBK,Стрела,-,8,1,,,,,UA,0,0
90,-,The Weeknd,Blinding Lights,-,3,110,94,12/1/2019,1,3/1/2020,0,0,OTHER
91,-,Baryk,Твоє серце,-,76,1,,,,,UA,0,0
92,up,PHARAOH,Колыбель На Судный День,98,92,2,,,,,0,RU,0
93,down,David Guetta & Bebe Rexha,I'm Good (Blue),82,41,12,,,,,0,0,OTHER
94,up,Coolio,Gangsta's Paradise (feat. L.V.),100,45,10,,,,,0,0,OTHER
95,-,"Metro Boomin, The Weeknd & 21 Savage",Creepin',-,13,1,,,,,0,0,OTHER
96,down,kizaru,Ride Wid Me,32,32,3,,,,,0,RU,0
97,-,The Neighbourhood,Sweater Weather,-,73,9,77,1/10/2021,63,2/7/2021,0,0,OTHER
98,-,KRBK,24,-,12,28,,,,,UA,0,0
99,-,Один в каное,Будь мені кимось,-,82,6,,,,,UA,0,0
100,down,kizaru,If I Could Teach the World,35,35,3,,,,,0,RU,0
