Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,3,,,,,UA,0,0
2,up,CHEEV,Гарно так,2,1,8,,,,,UA,0,0
3,up,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,70,3,2,,,,,0,RU,0
4,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),3,2,5,,,,,UA,0,0
5,down,Chico & Qatoshi,Ластівки,4,1,8,,,,,UA,0,0
6,down,Enleo,інша любов,5,4,5,,,,,UA,0,0
7,down,"Jakone, A.V.G & Итачи",Курить,6,6,4,,,,,0,RU,0
8,up,KALUSH,Додому (feat. Skofka),8,2,47,,,,,UA,0,0
9,down,KOLA,Чи разом?,7,1,10,,,,,UA,0,0
10,down,KALUSH,Stefania (Kalush Orchestra),9,1,14,,,,,UA,0,0
11,down,Chico & Qatoshi,Допоможе ЗСУ,10,3,16,,,,,UA,0,0
12,down,SHUMEI,Біля тополі,11,9,19,,,,,UA,0,0
13,down,"alyona alyona, Jerry Heil & ela.",KUPALA,12,4,6,,,,,UA,0,0
14,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),13,8,6,,,,,UA,0,0
15,up,Markul & Тося Чайкина,Стрелы,87,15,2,,,,,0,RU,0
16,down,KALUSH,Файна (feat. Skofka),15,8,24,,,,,UA,0,0
17,down,Patsyki Z Franeka,Марічка,14,10,14,,,,,UA,0,0
18,down,Artem Pivovarov & DOROFEEVA,Думи,16,9,11,,,,,UA,0,0
19,down,Ed Sheeran,2step (feat. Antytila),17,2,14,,,,,0,0,OTHER
20,down,Мюслі UA,"Вова, їбашь їх блять",18,1,20,,,,,UA,0,0
21,up,KALUSH,Тiпок (Tipok),21,21,15,,,,,UA,0,0
22,up,ANNA ASTI,По барам,22,14,11,,,,,0,RU,0
23,up,Лилу45,Світ мене ловив,38,23,2,,,,,UA,0,0
24,down,MONATIK,Молчунам,20,5,7,,,,,UA,0,0
25,down,O.G EzzY,Шёлковая простынь,24,11,6,,,,,0,RU,0
26,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),26,13,23,,,,,UA,0,0
27,up,Harry Styles,As It Was,27,18,20,,,,,0,0,OTHER
28,down,INSTASAMKA,MONEYKEN LOVE,19,13,5,,,,,0,RU,0
29,down,Один в каное,У мене немає дому,28,5,23,,,,,UA,0,0
30,down,Chris Brown,Under the Influence,29,3,3,,,,,0,0,OTHER
31,up,Skofka,Не забудем і не пробачим,39,28,14,,,,,UA,0,0
32,up,KALUSH,Зорi,33,9,29,,,,,UA,0,0
33,-,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),-,26,1,,,,,UA,0,0
34,down,JKLN,Welcome to Ukraine,25,21,8,,,,,UA,0,0
35,down,Artem Pivovarov,Ой на горі,34,31,6,,,,,UA,0,0
36,down,Eminem,Superman (feat. Dina Rae),31,24,4,,,,,0,0,OTHER
37,down,V $ X V PRiNCE,Суета,30,2,12,,,,,0,RU,0
38,up,Manu Chao,Me Gustas Tu,84,38,2,,,,,0,0,OTHER
39,up,KALUSH,Давай начистоту (feat. Skofka),42,20,26,,,,,UA,0,0
40,down,Tom Odell,Another Love,36,6,25,,,,,0,0,OTHER
41,down,Max Korzh,Свой дом,35,1,11,,,,,0,RU,0
42,down,Egor Kreed,We Gotta Get Love,23,18,4,,,,,0,RU,0
43,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),40,2,25,,,,,UA,0,0
44,up,Lost Frequencies & Calum Scott,Where Are You Now,44,27,21,,,,,0,0,OTHER
45,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),37,14,12,,,,,UA,0,0
46,down,SHUMEI,Пробач,32,10,7,,,,,UA,0,0
47,down,Elley Duhé,MIDDLE OF THE NIGHT,41,8,42,,,,,0,0,OTHER
48,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),43,17,46,,,,,0,0,OTHER
49,down,Маша Кондратенко,Ванька-Встанька,45,45,4,,,,,UA,0,0
50,down,Scriptonite,Положение,46,17,142,,,,,0,RU,0
51,down,uglystephan & Scally Milano,Заберу,47,47,3,,,,,0,RU,0
52,down,Tiësto & Ava Max,The Motto,50,35,27,,,,,0,0,OTHER
53,down,Антон Токарев,Седьмой лепесток,52,6,29,,,,,0,RU,0
54,down,KRBK,Увечье,49,13,8,,,,,UA,0,0
55,up,Mr.Kitty,After Dark,59,42,9,,,,,0,0,OTHER
56,down,MAX BARSKIH,Буде весна,53,4,22,,,,,UA,0,0
57,down,Scriptonite,Танцуй сама,54,28,21,,,,,0,RU,0
58,down,MACAN,Останься образом,48,26,5,,,,,0,RU,0
59,down,Wellboy,Ворогів на ножі,51,41,5,,,,,UA,0,0
60,up,DOROFEEVA,різнокольорова,98,60,2,,,,,UA,0,0
61,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",55,15,23,,,,,UA,0,0
62,down,jockii druce,Шо Ви Браття,56,6,23,,,,,UA,0,0
63,up,Miyagi & Andy Panda,Minor,63,2,108,,,,,0,RU,0
64,up,Skofka,Ой на ой,68,64,10,,,,,UA,0,0
65,down,BURLA,Руський корабль,58,10,19,,,,,UA,0,0
66,up,NEEL & Nasty Babe,Мона Лиза,92,66,2,,,,,0,RU,0
67,down,KRBK,24,61,12,14,,,,,UA,0,0
68,down,Scriptonite,Цепи (feat. 104),66,41,62,,,,,0,RU,0
69,up,Artik & Asti,Гармония,69,2,30,,,,,0,RU,0
70,-,ELMAN & MONA,Черная любовь,-,59,1,,,,,0,RU,0
71,down,Scriptonite & Райда,Baby mama,64,1,66,,,,,0,RU,0
72,down,Boombox,Люди,65,27,25,,,,,UA,0,0
73,up,HammAli & Navai,Птичка,73,1,65,,,,,0,RU,0
74,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),67,1,39,,,,,0,RU,0
75,down,To Eternity,Несмачний Мед,60,6,8,,,,,UA,0,0
76,down,Gayle,abcdefu,75,9,38,,,,,0,0,OTHER
77,down,Acraze,Do It To It (feat. Cherish),76,14,36,,,,,0,0,OTHER
78,-,jockii druce,Боі Стули Пельку,-,2,1,,,,,UA,0,0
79,-,Arhangel,Оригами (feat. Белла),-,58,3,,,,,0,RU,0
80,down,Arut & Big Baby Tape,VLAGA,62,9,9,,,,,0,RU,0
81,down,BUSHIDO ZHO,vodila,74,9,7,,,,,0,RU,0
82,down,KALUSH & alyona alyona,Гори (Gory),77,75,12,,,,,UA,0,0
83,down,Анна Тринчер & MBreeze,Ти робив мені каву,71,44,5,,,,,UA,0,0
84,down,The Weeknd,Blinding Lights,81,3,100,94,12/1/2019,1,3/1/2020,0,0,OTHER
85,down,The Limba & MORGENSHTERN,Известным,57,20,8,,,,,0,RU,0
86,up,Glass Animals,Heat Waves,89,61,32,75,2/28/2021,71,3/7/2021,0,0,OTHER
87,-,"Aarne, MAYOT & Markul",Больно,-,43,1,,,,,0,RU,0
88,-,Aarne & Big Baby Tape,Ski Ski,-,74,1,,,,,0,RU,0
89,-,WHITE GALLOWS & SCIRENA,Ferrari,-,56,1,,,,,0,RU,0
90,-,"Aarne, Yanix & SEEMEE",Фиеста,-,34,1,,,,,0,RU,0
91,up,Big Baby Tape & kizaru,99 Problems,97,1,43,,,,,0,RU,0
92,-,"Aarne, Allj & LIL KRYSTALLL",Discord,-,80,1,,,,,0,RU,0
93,-,Aarne & OBLADAET,On Air,-,90,1,,,,,0,RU,0
94,-,Aarne & FEDUK,Перепонки,-,94,1,,,,,0,RU,0
95,down,Khrystyna Soloviy,Тримай,91,21,25,,,,,UA,0,0
96,down,Мюслі UA,Остановіть ви цю ху..ню!,78,6,14,,,,,UA,0,0
97,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,80,13,14,,,,,UA,0,0
98,-,Jerry Heil,Кохайтеся Чорнобриві,-,11,1,,,,,UA,0,0
99,down,Jerry Heil,#МРІЯ,79,26,11,,,,,UA,0,0
100,down,Dxrk ダーク,RAVE,95,16,19,,,,,0,0,OTHER
