Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,3,,,,,UA,0,0
2,up,The Limba,Секрет,74,2,2,,,,,0,RU,0
3,down,Ed Sheeran,2step (feat. Antytila),2,2,3,,,,,0,0,OTHER
4,down,KALUSH,Додому (feat. Skofka),3,2,36,,,,,UA,0,0
5,down,Chico & Qatoshi,Допоможе ЗСУ,4,3,5,,,,,UA,0,0
6,down,Мюслі UA,"Вова, їбашь їх блять",5,1,9,,,,,UA,0,0
7,down,Мюслі UA,Остановіть ви цю ху..ню!,6,6,3,,,,,UA,0,0
8,up,KALUSH,Файна (feat. Skofka),8,8,13,,,,,UA,0,0
9,down,SAGE,Киев это Дома,7,6,3,,,,,UA,0,0
10,down,KALUSH,Зорi,9,9,18,,,,,UA,0,0
11,up,Patsyki Z Franeka,Марічка,22,10,3,,,,,UA,0,0
12,down,MAX BARSKIH,Буде весна,11,4,11,,,,,UA,0,0
13,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),10,2,14,,,,,UA,0,0
14,down,Один в каное,У мене немає дому,12,5,12,,,,,UA,0,0
15,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),13,13,12,,,,,UA,0,0
16,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,14,13,3,,,,,UA,0,0
17,up,S10,De Diepte,19,17,2,,,,,0,0,OTHER
18,down,Elley Duhé,MIDDLE OF THE NIGHT,17,8,31,,,,,0,0,OTHER
19,down,KRBK,24,15,12,3,,,,,UA,0,0
20,up,Harry Styles,As It Was,29,18,9,,,,,0,0,OTHER
21,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],16,7,11,,,,,UA,0,0
22,down,KALUSH,Давай начистоту (feat. Skofka),20,20,15,,,,,UA,0,0
23,up,ANNA ASTI & Philipp Kirkorov,Хобби,27,21,5,,,,,0,RU,0
24,down,jockii druce,Шо Ви Браття,18,6,12,,,,,UA,0,0
25,up,Tom Odell,Another Love,25,6,14,,,,,0,0,OTHER
26,down,BURLA,Руський корабль,24,10,8,,,,,UA,0,0
27,down,Jerry Heil,#ПОШТА,23,4,17,,,,,UA,0,0
28,down,SHUMEI,Біля тополі,26,9,8,,,,,UA,0,0
29,down,MAX BARSKIH,Don't Fuck With Ukraine,21,18,5,,,,,UA,0,0
30,up,Lost Frequencies & Calum Scott,Where Are You Now,34,27,10,,,,,0,0,OTHER
31,down,Vendetta,Лепит нас,28,26,3,,,,,UA,0,0
32,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),36,1,28,,,,,0,RU,0
33,up,Антон Токарев,Седьмой лепесток,39,6,18,,,,,0,RU,0
34,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",33,15,12,,,,,UA,0,0
35,down,LAUD,2 дні,31,9,11,,,,,UA,0,0
36,up,Xcho,Ты и Я,54,18,10,,,,,0,RU,0
37,down,Måneskin,SUPERMODEL,32,32,2,,,,,0,0,OTHER
38,down,Dxrk ダーク,RAVE,30,16,8,,,,,0,0,OTHER
39,up,Вася Демчук,Закривай очі,92,39,2,,,,,UA,0,0
40,up,Artik & Asti,Гармония,40,2,19,,,,,0,RU,0
41,up,KALUSH,Тiпок (Tipok),49,21,4,,,,,UA,0,0
42,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),45,17,35,,,,,0,0,OTHER
43,up,Tiësto & Ava Max,The Motto,44,35,16,,,,,0,0,OTHER
44,down,Skofka,Не забудем і не пробачим,37,28,3,,,,,UA,0,0
45,up,Bakr,Сирень,80,45,2,,,,,0,RU,0
46,up,Scriptonite & Райда,Baby mama,46,1,55,,,,,0,RU,0
47,down,Okean Elzy,Не твоя війна,41,2,14,,,,,UA,0,0
48,down,alyona alyona,Рідні мої (feat. Jerry Heil),38,9,6,,,,,UA,0,0
49,up,Big Baby Tape & kizaru,99 Problems,50,1,32,,,,,0,RU,0
50,up,Acraze,Do It To It (feat. Cherish),51,14,25,,,,,0,0,OTHER
51,down,JONY,Титры,43,8,6,,,,,0,RU,0
52,up,Argy,Tataki,52,31,9,,,,,0,0,OTHER
53,down,KALUSH,Таксі (feat. Христина Соловій),42,42,12,,,,,UA,0,0
54,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,53,2,22,,,,,0,RU,0
55,up,Gayle,abcdefu,60,9,27,,,,,0,0,OTHER
56,down,Cypis,Putin,47,4,13,,,,,0,0,OTHER
57,up,HammAli & Navai,Птичка,63,1,54,,,,,0,RU,0
58,down,Boombox,Люди,56,27,14,,,,,UA,0,0
59,up,Minelli,Rampampam,64,2,58,,,,,0,0,OTHER
60,down,Khrystyna Soloviy,Тримай,57,21,14,,,,,UA,0,0
61,up,Okean Elzy,Місто весни (feat. Один в каное),62,29,18,,,,,UA,0,0
62,up,GUMA,Стеклянная,67,1,43,,,,,0,RU,0
63,up,BRANYA & MACAN,Пополам,69,1,50,,,,,0,RU,0
64,down,MORGENSHTERN,12,58,2,11,,,,,0,RU,0
65,down,Kolaba,Шо ви пацики на моциках,59,54,3,,,,,UA,0,0
66,up,Egor Kreed & MakSim,Отпускаю,70,1,16,,,,,0,RU,0
67,down,Subwoolfer,Give That Wolf A Banana,35,35,2,,,,,0,0,OTHER
68,up,Miyagi & Andy Panda,Патрон,76,1,61,,,,,0,RU,0
69,up,Один в каное,Човен,73,53,11,,,,,UA,0,0
70,down,MORGENSHTERN,Селяви,61,3,8,,,,,0,RU,0
71,up,ANNA ASTI,Феникс,77,1,20,,,,,0,RU,0
72,down,NK,Я - Україна,65,18,11,,,,,UA,0,0
73,down,"Олександр Пономарьов, Mykhailo Khoma, Тарас Тополя, Євген Кошовий, Юрій Ткач & Петро Чорний",Україна переможе!,66,53,4,,,,,UA,0,0
74,up,Scriptonite,Положение,90,17,131,,,,,0,RU,0
75,up,Miyagi & Andy Panda,Minor,91,2,97,,,,,0,RU,0
76,down,KALUSH & alyona alyona,Гори (Gory),75,75,2,,,,,UA,0,0
77,up,Big Baby Tape & kizaru,Million,81,2,32,,,,,0,RU,0
78,up,Ed Sheeran,Bad Habits,82,21,32,,,,,0,0,OTHER
79,up,Glass Animals,Heat Waves,89,61,21,75,2/28/2021,71,3/7/2021,0,0,OTHER
80,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),68,36,10,,,,,UA,0,0
81,up,Люся Чеботина,СОЛНЦЕ МОНАКО,85,3,30,,,,,0,RU,0
82,-,Big Baby Tape & kizaru,Bandana,-,2,31,,,,,0,RU,0
83,up,Harry Styles,Late Night Talking,95,83,2,,,,,0,0,OTHER
84,-,Nurik Smit,Маяк,-,84,1,,,,,0,RU,0
85,-,V $ X V PRiNCE,Суета,-,2,1,,,,,0,RU,0
86,-,TVORCHI,Боремося,-,86,1,,,,,UA,0,0
87,down,Meri,Я з україни,79,51,13,,,,,UA,0,0
88,-,Chekson,Скільки ще,-,88,1,,,,,UA,0,0
89,down,МОТ,По душам,72,64,3,,,,,0,RU,0
90,down,OG BUDA,TRACK 14,78,28,5,,,,,0,RU,0
91,-,David Golubenko,Знову,-,91,1,,,,,UA,0,0
92,-,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),-,14,1,,,,,UA,0,0
93,-,OBLADAET,MUTANT,-,93,1,,,,,0,RU,0
94,down,Gibbs,(Po)Ciąg Dalszy Nastąpi,71,9,7,,,,,0,0,OTHER
95,-,MACAN,За всех,-,1,15,,,,,0,RU,0
96,down,Chanel,SloMo,48,48,2,,,,,0,0,OTHER
97,up,Jack Harlow,First Class,97,87,4,,,,,0,0,OTHER
98,-,Kanye West & XXXTENTACION,True Love,-,49,1,,,,,0,0,OTHER
99,-,Ed Sheeran,Shivers,-,90,5,,,,,0,0,OTHER
100,down,Kendrick Lamar,N95,55,51,3,,,,,0,0,OTHER
