Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,XOLIDAYBOY,Моя хулиганка,1,1,4,,,,,0,RU,0
2,up,Sam Smith & Kim Petras,Unholy,2,1,10,,,,,0,0,OTHER
3,up,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,3,3,4,,,,,UA,0,0
4,up,kizaru,Мне это не нужно,51,4,2,,,,,0,RU,0
5,up,Skofka,Чути гімн,6,1,18,,,,,UA,0,0
6,up,kizaru,Break Up,63,6,2,,,,,0,RU,0
7,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),4,2,6,,,,,UA,0,0
8,up,ENLEO,веди мене в храм,9,6,3,,,,,UA,0,0
9,down,Eminem,Mockingbird,7,3,6,,,,,0,0,OTHER
10,down,KOLA,Біля серця,5,2,11,,,,,UA,0,0
11,up,LOBODA,Два незнайомці,90,11,2,,,,,0,RU,0
12,up,Artem Pivovarov & NK,Там у тополі,13,12,3,,,,,UA,0,0
13,up,kizaru,Murder Rate,65,13,2,,,,,0,RU,0
14,down,CHEEV,Гарно так,10,1,23,,,,,UA,0,0
15,down,Miyagi & Эндшпиль,Временно,8,1,5,,,,,0,RU,0
16,down,KALUSH,Додому (feat. Skofka),11,2,62,,,,,UA,0,0
17,up,Tom Odell,Another Love,17,6,40,,,,,0,0,OTHER
18,down,SHUMEI,Біля тополі,15,9,34,,,,,UA,0,0
19,down,Chris Brown,Under the Influence,16,3,18,,,,,0,0,OTHER
20,down,BARABANDA,Лист до мами,12,12,9,,,,,UA,0,0
21,down,Chico & Qatoshi,Ластівки,18,1,23,,,,,UA,0,0
22,up,kizaru,Jefe,74,22,2,,,,,0,RU,0
23,down,Miyagi & Эндшпиль,Saloon,14,4,5,,,,,0,RU,0
24,up,KALUSH,Stefania (Kalush Orchestra),24,1,29,,,,,UA,0,0
25,-,MOSOVICH & Batrai,Полярная звезда,-,12,1,,,,,0,RU,0
26,down,Markul & Тося Чайкина,Стрелы,25,15,17,,,,,0,RU,0
27,down,Miyagi & Эндшпиль,Silhouette,21,8,5,,,,,0,RU,0
28,down,Golubenko,Мила (feat. CLONNEX),20,20,4,,,,,UA,0,0
29,down,Канги & Galust,Голова,22,3,9,,,,,0,RU,0
30,down,Miyagi & Эндшпиль,Не теряя,19,5,5,,,,,0,RU,0
31,down,Chico & Qatoshi,Допоможе ЗСУ,26,3,31,,,,,UA,0,0
32,up,kizaru,Ride Wid Me,81,32,2,,,,,0,RU,0
33,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),27,2,20,,,,,UA,0,0
34,up,kizaru,Serial Killa,73,34,2,,,,,0,RU,0
35,up,kizaru,If I Could Teach the World,83,35,2,,,,,0,RU,0
36,down,ANNA ASTI,Ночью на кухне,23,8,6,,,,,0,RU,0
37,down,Grohotsky,Будь зі мною,28,28,3,,,,,UA,0,0
38,down,KOLA,Чи разом?,29,1,25,,,,,UA,0,0
39,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),32,14,27,,,,,UA,0,0
40,up,kizaru,Тебя любят там где меня нет,77,40,2,,,,,0,RU,0
41,down,Eminem,Superman (feat. Dina Rae),30,24,19,,,,,0,0,OTHER
42,down,KALUSH,Файна (feat. Skofka),33,8,39,,,,,UA,0,0
43,down,Artem Pivovarov & DOROFEEVA,Думи,34,9,26,,,,,UA,0,0
44,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),35,13,38,,,,,UA,0,0
45,down,KALUSH,Зорi,41,9,44,,,,,UA,0,0
46,up,kizaru,Lu4she,84,46,2,,,,,0,RU,0
47,up,kizaru,Как всё идёт,86,47,2,,,,,0,RU,0
48,down,Scriptonite,Положение,40,17,157,,,,,0,RU,0
49,up,kizaru,Get Money Fuck Fame,85,49,2,,,,,0,RU,0
50,-,JONY & ANNA ASTI,Как любовь твою понять?,-,43,1,,,,,0,RU,0
51,down,Elley Duhé,MIDDLE OF THE NIGHT,44,8,57,,,,,0,0,OTHER
52,down,Alexander Teslenko,Я розбиваюся,45,45,3,,,,,UA,0,0
53,down,Один в каное,У мене немає дому,46,5,38,,,,,UA,0,0
54,down,CHEEV,Мрієшся,38,22,8,,,,,UA,0,0
55,down,Miyagi & Эндшпиль,Ночь,31,10,5,,,,,0,RU,0
56,down,Patsyki Z Franeka,Марічка,50,10,29,,,,,UA,0,0
57,down,KALUSH,Тiпок (Tipok),49,21,30,,,,,UA,0,0
58,down,Drake & 21 Savage,Rich Flex,36,31,4,,,,,0,0,OTHER
59,down,Asket,Кров,42,11,10,,,,,UA,0,0
60,down,Skofka,Не забудем і не пробачим,48,28,29,,,,,UA,0,0
61,down,Harry Styles,As It Was,52,18,35,,,,,0,0,OTHER
62,down,Oliver Tree & Robin Schulz,Miss You,53,53,4,,,,,0,0,OTHER
63,down,KRBK,Крепче,55,46,7,,,,,UA,0,0
64,down,PURPLEH00D,Vona Ukrainka,37,37,3,,,,,UA,0,0
65,up,kizaru,Ha Ha Ha,87,65,2,,,,,0,RU,0
66,down,ANGY KREYDA,Враже,54,50,15,,,,,UA,0,0
67,down,Boombox,Люди,64,27,40,,,,,UA,0,0
68,down,ANNA ASTI,По барам,57,14,26,,,,,0,RU,0
69,down,KRBK,Девушка в чёрном,59,43,11,,,,,UA,0,0
70,down,Мюслі UA,"Вова, їбашь їх блять",58,1,35,,,,,UA,0,0
71,down,Scriptonite,Танцуй сама,68,28,36,,,,,0,RU,0
72,down,Beyoncé,CUFF IT,56,17,10,,,,,0,0,OTHER
73,-,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,-,51,1,,,,,UA,0,0
74,down,Lost Frequencies & Calum Scott,Where Are You Now,62,27,36,,,,,0,0,OTHER
75,down,"alyona alyona, Jerry Heil & ela.",KUPALA,66,4,21,,,,,UA,0,0
