Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Sam Smith & Kim Petras,Unholy,1,1,4,,,,,0,0,OTHER
2,up,KOLA,Біля серця,2,2,5,,,,,UA,0,0
3,up,Канги & Galust,Голова,3,3,3,,,,,0,RU,0
4,up,Skofka,Чути гімн,4,1,12,,,,,UA,0,0
5,up,Chris Brown,Under the Influence,5,3,12,,,,,0,0,OTHER
6,up,CHEEV,Гарно так,6,1,17,,,,,UA,0,0
7,up,Enleo,інша любов,7,4,14,,,,,UA,0,0
8,up,KALUSH,Додому (feat. Skofka),8,2,56,,,,,UA,0,0
9,up,Chico & Qatoshi,Ластівки,10,1,17,,,,,UA,0,0
10,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),9,2,14,,,,,UA,0,0
11,up,Asket,Кров,13,11,4,,,,,UA,0,0
12,down,SHUMEI,Біля тополі,11,9,28,,,,,UA,0,0
13,down,KOLA,Чи разом?,12,1,19,,,,,UA,0,0
14,up,KALUSH,Stefania (Kalush Orchestra),15,1,23,,,,,UA,0,0
15,down,Tom Odell,Another Love,14,6,34,,,,,0,0,OTHER
16,up,Chico & Qatoshi,Допоможе ЗСУ,17,3,25,,,,,UA,0,0
17,up,Beyoncé,CUFF IT,18,17,4,,,,,0,0,OTHER
18,up,Måneskin,THE LONELIEST,97,12,2,,,,,0,0,OTHER
19,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),19,14,21,,,,,UA,0,0
20,up,Artem Pivovarov & DOROFEEVA,Думи,21,9,20,,,,,UA,0,0
21,up,Markul & Тося Чайкина,Стрелы,23,15,11,,,,,0,RU,0
22,up,CHEEV,Мрієшся,34,22,2,,,,,UA,0,0
23,down,KRBK,Стоник,20,2,6,,,,,UA,0,0
24,up,Eminem,Superman (feat. Dina Rae),24,24,13,,,,,0,0,OTHER
25,up,KALUSH,Файна (feat. Skofka),25,8,33,,,,,UA,0,0
26,down,INSTASAMKA,POPSTAR,16,7,5,,,,,0,RU,0
27,up,Bakr,Вредина,77,15,2,,,,,0,RU,0
28,up,Skofka,Не забудем і не пробачим,32,28,23,,,,,UA,0,0
29,down,DOROFEEVA,охололо,22,22,4,,,,,UA,0,0
30,up,KALUSH,Тiпок (Tipok),31,21,24,,,,,UA,0,0
31,down,Harry Styles,As It Was,27,18,29,,,,,0,0,OTHER
32,down,Patsyki Z Franeka,Марічка,29,10,23,,,,,UA,0,0
33,up,Один в каное,У мене немає дому,37,5,32,,,,,UA,0,0
34,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),33,13,32,,,,,UA,0,0
35,up,Пошлая Молли & HOFMANNITA,#HABIBATI,98,23,2,,,,,0,RU,0
36,down,"alyona alyona, Jerry Heil & ela.",KUPALA,28,4,15,,,,,UA,0,0
37,down,Elley Duhé,MIDDLE OF THE NIGHT,36,8,51,,,,,0,0,OTHER
38,up,Scriptonite,Положение,38,17,151,,,,,0,RU,0
39,up,Мюслі UA,"Вова, їбашь їх блять",43,1,29,,,,,UA,0,0
40,down,Jerry Heil,Кохайтеся Чорнобриві,30,11,10,,,,,UA,0,0
41,up,"Молодой Платон, Пошлая Молли & Yanix","DON'T PLAY, BAE",46,41,3,,,,,0,RU,0
42,up,KALUSH,Зорi,42,9,38,,,,,UA,0,0
43,down,Lost Frequencies & Calum Scott,Where Are You Now,41,27,30,,,,,0,0,OTHER
