Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,5,,,,,UA,0,0
2,up,jockii druce,Боі Стули Пельку,4,2,3,,,,,UA,0,0
3,down,CHEEV,Гарно так,2,1,10,,,,,UA,0,0
4,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),5,2,7,,,,,UA,0,0
5,up,Chico & Qatoshi,Ластівки,6,1,10,,,,,UA,0,0
6,up,KALUSH,Додому (feat. Skofka),8,2,49,,,,,UA,0,0
7,up,Enleo,інша любов,7,4,7,,,,,UA,0,0
8,up,KOLA,Чи разом?,9,1,12,,,,,UA,0,0
9,down,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,3,3,4,,,,,0,RU,0
10,up,KALUSH,Stefania (Kalush Orchestra),10,1,16,,,,,UA,0,0
11,up,Jerry Heil,Кохайтеся Чорнобриві,19,11,3,,,,,UA,0,0
12,down,Chico & Qatoshi,Допоможе ЗСУ,11,3,18,,,,,UA,0,0
13,down,SHUMEI,Біля тополі,12,9,21,,,,,UA,0,0
14,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),32,14,14,,,,,UA,0,0
15,down,"alyona alyona, Jerry Heil & ela.",KUPALA,14,4,8,,,,,UA,0,0
16,down,KALUSH,Файна (feat. Skofka),15,8,26,,,,,UA,0,0
17,up,Artem Pivovarov & DOROFEEVA,Думи,17,9,13,,,,,UA,0,0
18,down,Patsyki Z Franeka,Марічка,16,10,16,,,,,UA,0,0
19,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),18,8,8,,,,,UA,0,0
20,down,"Jakone, A.V.G & Итачи",Курить,13,6,6,,,,,0,RU,0
21,up,Мюслі UA,"Вова, їбашь їх блять",22,1,22,,,,,UA,0,0
22,down,Ed Sheeran,2step (feat. Antytila),21,2,16,,,,,0,0,OTHER
23,up,Chris Brown,Under the Influence,28,3,5,,,,,0,0,OTHER
24,up,KALUSH,Тiпок (Tipok),24,21,17,,,,,UA,0,0
25,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),25,13,25,,,,,UA,0,0
26,down,ANNA ASTI,По барам,23,14,13,,,,,0,RU,0
27,up,Tom Odell,Another Love,40,6,27,,,,,0,0,OTHER
28,down,Markul & Тося Чайкина,Стрелы,20,15,4,,,,,0,RU,0
29,down,Harry Styles,As It Was,27,18,22,,,,,0,0,OTHER
30,down,Один в каное,У мене немає дому,29,5,25,,,,,UA,0,0
31,up,KALUSH,Зорi,31,9,31,,,,,UA,0,0
32,up,Skofka,Не забудем і не пробачим,33,28,16,,,,,UA,0,0
33,up,JKLN,Welcome to Ukraine,39,21,10,,,,,UA,0,0
34,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),45,2,27,,,,,UA,0,0
35,up,Lost Frequencies & Calum Scott,Where Are You Now,36,27,23,,,,,0,0,OTHER
36,up,KALUSH,Давай начистоту (feat. Skofka),41,20,28,,,,,UA,0,0
37,up,Artem Pivovarov,Ой на горі,47,31,8,,,,,UA,0,0
38,up,Elley Duhé,MIDDLE OF THE NIGHT,44,8,44,,,,,0,0,OTHER
39,down,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),26,26,3,,,,,UA,0,0
40,down,INSTASAMKA,MONEYKEN LOVE,35,13,7,,,,,0,RU,0
41,up,V $ X V PRiNCE,Суета,42,2,14,,,,,0,RU,0
42,down,MONATIK,Молчунам,30,5,9,,,,,UA,0,0
43,up,Max Korzh,Свой дом,49,1,13,,,,,0,RU,0
44,up,Scriptonite,Положение,52,17,144,,,,,0,RU,0
45,down,Manu Chao,Me Gustas Tu,38,38,4,,,,,0,0,OTHER
46,down,O.G EzzY,Шёлковая простынь,37,11,8,,,,,0,RU,0
47,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),51,17,48,,,,,0,0,OTHER
48,up,SHUMEI,Пробач,50,10,9,,,,,UA,0,0
49,down,Eminem,Superman (feat. Dina Rae),48,24,6,,,,,0,0,OTHER
50,up,Антон Токарев,Седьмой лепесток,54,6,31,,,,,0,RU,0
51,up,Mr.Kitty,After Dark,53,42,11,,,,,0,0,OTHER
52,up,Tiësto & Ava Max,The Motto,55,35,29,,,,,0,0,OTHER
53,up,MAX BARSKIH,Буде весна,61,4,24,,,,,UA,0,0
54,up,jockii druce,Шо Ви Браття,58,6,25,,,,,UA,0,0
55,up,Маша Кондратенко,Ванька-Встанька,57,45,6,,,,,UA,0,0
56,up,Scriptonite,Танцуй сама,62,28,23,,,,,0,RU,0
57,up,Miyagi & Andy Panda,Minor,65,2,110,,,,,0,RU,0
58,up,Boombox,Люди,75,27,27,,,,,UA,0,0
59,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",69,15,25,,,,,UA,0,0
60,down,Лилу45,Світ мене ловив,46,23,4,,,,,UA,0,0
61,up,Scriptonite,Цепи (feat. 104),72,41,64,,,,,0,RU,0
62,up,Scriptonite & Райда,Baby mama,70,1,68,,,,,0,RU,0
63,up,Wellboy,Ворогів на ножі,64,41,7,,,,,UA,0,0
64,down,ELMAN & MONA,Черная любовь,59,59,3,,,,,0,RU,0
65,up,Arhangel,Оригами (feat. Белла),67,58,5,,,,,0,RU,0
66,down,KRBK,Увечье,63,13,10,,,,,UA,0,0
67,down,"Aarne, Yanix & SEEMEE",Фиеста,34,34,3,,,,,0,RU,0
68,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),68,1,41,,,,,0,RU,0
69,up,Artik & Asti,Гармония,73,2,32,,,,,0,RU,0
70,up,Skofka,Ой на ой,71,64,12,,,,,UA,0,0
71,up,HammAli & Navai,Птичка,77,1,67,,,,,0,RU,0
72,up,BURLA,Руський корабль,79,10,21,,,,,UA,0,0
73,down,Egor Kreed,We Gotta Get Love,60,18,6,,,,,0,RU,0
74,up,Gayle,abcdefu,78,9,40,,,,,0,0,OTHER
75,up,The Weeknd,Blinding Lights,82,3,102,94,12/1/2019,1,3/1/2020,0,0,OTHER
76,up,Khrystyna Soloviy,Тримай,89,21,27,,,,,UA,0,0
77,up,Acraze,Do It To It (feat. Cherish),81,14,38,,,,,0,0,OTHER
78,up,KALUSH & alyona alyona,Гори (Gory),85,75,14,,,,,UA,0,0
79,up,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,93,13,16,,,,,UA,0,0
80,down,MACAN,Останься образом,76,26,7,,,,,0,RU,0
81,up,KRBK,24,83,12,16,,,,,UA,0,0
82,up,Miyagi & Andy Panda,Там ревели горы,94,12,87,,,,,0,RU,0
83,down,uglystephan & Scally Milano,Заберу,66,47,5,,,,,0,RU,0
84,up,Glass Animals,Heat Waves,88,61,34,75,2/28/2021,71,3/7/2021,0,0,OTHER
85,up,Minelli,Rampampam,91,2,70,,,,,0,0,OTHER
86,down,"Aarne, MAYOT & Markul",Больно,43,43,3,,,,,0,RU,0
87,up,Wellboy,Вишнi,96,25,17,,,,,UA,0,0
88,up,Big Baby Tape & kizaru,99 Problems,95,1,45,,,,,0,RU,0
89,up,Dxrk ダーク,RAVE,100,16,21,,,,,0,0,OTHER
90,-,ANGY KREYDA,Враже,-,50,2,,,,,UA,0,0
91,-,V $ X V PRiNCE,Мурашки,-,17,1,,,,,0,RU,0
92,-,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),-,49,88,,,,,0,RU,0
93,down,WHITE GALLOWS & SCIRENA,Ferrari,56,56,3,,,,,0,RU,0
94,-,BLACKPINK,Pink Venom,-,94,1,,,,,0,0,OTHER
95,-,Skofka,Крузак,-,74,1,,,,,UA,0,0
96,-,Meri,Я з україни,-,51,16,,,,,UA,0,0
97,down,To Eternity,Несмачний Мед,86,6,10,,,,,UA,0,0
