Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,8,,,,,UA,0,0
2,up,KRBK,Стоник,92,2,2,,,,,UA,0,0
3,down,CHEEV,Гарно так,2,1,13,,,,,UA,0,0
4,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),3,2,10,,,,,UA,0,0
5,down,Chico & Qatoshi,Ластівки,4,1,13,,,,,UA,0,0
6,down,KALUSH,Додому (feat. Skofka),5,2,52,,,,,UA,0,0
7,up,Chris Brown,Under the Influence,11,3,8,,,,,0,0,OTHER
8,down,Enleo,інша любов,6,4,10,,,,,UA,0,0
9,down,KOLA,Чи разом?,8,1,15,,,,,UA,0,0
10,down,KALUSH,Stefania (Kalush Orchestra),9,1,19,,,,,UA,0,0
11,up,Chico & Qatoshi,Допоможе ЗСУ,12,3,21,,,,,UA,0,0
12,down,SHUMEI,Біля тополі,10,9,24,,,,,UA,0,0
13,down,jockii druce,Боі Стули Пельку,7,2,6,,,,,UA,0,0
14,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),14,14,17,,,,,UA,0,0
15,up,Artem Pivovarov & DOROFEEVA,Думи,16,9,16,,,,,UA,0,0
16,up,Tom Odell,Another Love,17,6,30,,,,,0,0,OTHER
17,up,V $ X V PRiNCE,Мурашки,45,17,4,,,,,0,RU,0
18,down,Jerry Heil,Кохайтеся Чорнобриві,15,11,6,,,,,UA,0,0
19,up,KALUSH,Файна (feat. Skofka),19,8,29,,,,,UA,0,0
20,down,"alyona alyona, Jerry Heil & ela.",KUPALA,18,4,11,,,,,UA,0,0
21,down,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,13,3,7,,,,,0,RU,0
22,down,Harry Styles,As It Was,20,18,25,,,,,0,0,OTHER
23,down,Ed Sheeran,2step (feat. Antytila),22,2,19,,,,,0,0,OTHER
24,down,KALUSH,Тiпок (Tipok),23,21,20,,,,,UA,0,0
25,down,Patsyki Z Franeka,Марічка,21,10,19,,,,,UA,0,0
26,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),25,13,28,,,,,UA,0,0
27,down,ANNA ASTI,По барам,24,14,16,,,,,0,RU,0
28,up,Skofka,Не забудем і не пробачим,28,28,19,,,,,UA,0,0
29,down,Мюслі UA,"Вова, їбашь їх блять",26,1,25,,,,,UA,0,0
30,up,Один в каное,У мене немає дому,30,5,28,,,,,UA,0,0
31,up,Arut & MORGENSHTERN,BUGATTI,93,31,2,,,,,0,RU,0
32,down,Elley Duhé,MIDDLE OF THE NIGHT,29,8,47,,,,,0,0,OTHER
33,down,Lost Frequencies & Calum Scott,Where Are You Now,31,27,26,,,,,0,0,OTHER
34,down,YARMAK,МОЯ КРАЇНА (feat. Tof),33,33,3,,,,,UA,0,0
35,down,KALUSH,Зорi,32,9,34,,,,,UA,0,0
36,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),27,8,11,,,,,UA,0,0
37,down,Scriptonite,Положение,34,17,147,,,,,0,RU,0
38,up,Eminem,Superman (feat. Dina Rae),48,24,9,,,,,0,0,OTHER
39,down,JKLN,Welcome to Ukraine,38,21,13,,,,,UA,0,0
40,down,KALUSH,Давай начистоту (feat. Skofka),35,20,31,,,,,UA,0,0
41,-,JONY,Никак,-,41,1,,,,,0,RU,0
42,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),39,2,30,,,,,UA,0,0
43,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),43,17,51,,,,,0,0,OTHER
44,down,Artem Pivovarov,Ой на горі,37,31,11,,,,,UA,0,0
45,down,Markul & Тося Чайкина,Стрелы,44,15,7,,,,,0,RU,0
46,down,"Jakone, A.V.G & Итачи",Курить,36,6,9,,,,,0,RU,0
47,up,Tiësto & Ava Max,The Motto,51,35,32,,,,,0,0,OTHER
48,down,V $ X V PRiNCE,Суета,42,2,17,,,,,0,RU,0
49,down,Антон Токарев,Седьмой лепесток,46,6,34,,,,,0,RU,0
50,up,Mr.Kitty,After Dark,53,42,14,,,,,0,0,OTHER
51,up,OneRepublic,I Ain't Worried,57,51,3,,,,,0,0,OTHER
52,down,SHUMEI,Пробач,50,10,12,,,,,UA,0,0
53,down,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),41,26,6,,,,,UA,0,0
54,down,Max Korzh,Свой дом,47,1,16,,,,,0,RU,0
55,down,Scriptonite,Танцуй сама,52,28,26,,,,,0,RU,0
56,up,KRBK,Увечье,73,13,13,,,,,UA,0,0
57,down,Miyagi & Andy Panda,Minor,54,2,113,,,,,0,RU,0
58,up,Arhangel,Оригами (feat. Белла),58,58,8,,,,,0,RU,0
59,up,KRBK,24,79,12,19,,,,,UA,0,0
60,down,Scriptonite,Цепи (feat. 104),56,41,67,,,,,0,RU,0
61,down,MONATIK,Молчунам,55,5,12,,,,,UA,0,0
62,down,Artik & Asti,Гармония,61,2,35,,,,,0,RU,0
63,down,Boombox,Люди,59,27,30,,,,,UA,0,0
64,down,INSTASAMKA,MONEYKEN LOVE,49,13,10,,,,,0,RU,0
65,down,MAX BARSKIH,Буде весна,62,4,27,,,,,UA,0,0
66,up,Маша Кондратенко,Ванька-Встанька,71,45,9,,,,,UA,0,0
67,up,ANGY KREYDA,Враже,72,50,5,,,,,UA,0,0
68,up,Gayle,abcdefu,74,9,43,,,,,0,0,OTHER
69,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),63,1,44,,,,,0,RU,0
70,down,The Weeknd,Blinding Lights,68,3,105,94,12/1/2019,1,3/1/2020,0,0,OTHER
71,down,jockii druce,Шо Ви Браття,66,6,28,,,,,UA,0,0
72,up,The Weeknd,Call Out My Name,87,69,2,,,,,0,0,OTHER
73,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",64,15,28,,,,,UA,0,0
74,down,Scriptonite & Райда,Baby mama,69,1,71,,,,,0,RU,0
75,up,Skofka,Ой на ой,76,64,15,,,,,UA,0,0
76,down,HammAli & Navai,Птичка,65,1,70,,,,,0,RU,0
77,down,O.G EzzY,Шёлковая простынь,60,11,11,,,,,0,RU,0
78,down,Skofka,Крузак,77,74,4,,,,,UA,0,0
79,-,NЮ,Некуда бежать,-,39,1,,,,,0,RU,0
80,-,INSTASAMKA,POPSTAR,-,7,1,,,,,0,RU,0
81,down,ELMAN & MONA,Черная любовь,67,59,6,,,,,0,RU,0
82,down,Miyagi & Andy Panda,Там ревели горы,75,12,90,,,,,0,RU,0
83,down,Acraze,Do It To It (feat. Cherish),80,14,41,,,,,0,0,OTHER
84,-,David Guetta & Bebe Rexha,I'm Good (Blue),-,41,1,,,,,0,0,OTHER
85,-,KRBK,Девушка в чёрном,-,43,1,,,,,UA,0,0
86,-,84 & LOOKBUFFALO,Чисто папа,-,73,1,,,,,0,RU,0
87,-,Imagine Dragons,Bones,-,60,2,,,,,0,0,OTHER
88,-,ScurtDae,Back to Life (Birthdae),-,88,1,,,,,0,0,OTHER
89,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),78,49,91,,,,,0,RU,0
90,down,DOROFEEVA,крапають,84,36,3,,,,,UA,0,0
91,-,Averin & CHURSANOV,Відлюбилося,-,59,1,,,,,UA,0,0
92,down,MACAN,Останься образом,86,26,10,,,,,0,RU,0
93,-,kizaru & Milian Beatz,Gang Outside (feat. Lil Gotit),-,93,1,,,,,0,RU,0
94,down,uglystephan & Scally Milano,Заберу,70,47,8,,,,,0,RU,0
95,up,BURLA,Руський корабль,95,10,24,,,,,UA,0,0
96,-,KOLA,Біля серця,-,2,1,,,,,UA,0,0
97,down,Wellboy,Ворогів на ножі,85,41,10,,,,,UA,0,0
98,down,Egor Kreed,3-е Сентября (feat. Михаил Шуфутинский),40,40,3,,,,,0,RU,0
99,down,LAUD,2 дні,88,9,22,,,,,UA,0,0
100,down,Khrystyna Soloviy,Тримай,81,21,30,,,,,UA,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
