Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,7,,,,,UA,0,0
2,up,MORGENSHTERN,12,57,2,2,,,,,0,RU,0
3,up,KALUSH,Додому (feat. Skofka),3,2,27,,,,,UA,0,0
4,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),2,2,5,,,,,UA,0,0
5,up,Один в каное,У мене немає дому,9,5,3,,,,,UA,0,0
6,up,Tom Odell,Another Love,7,6,5,,,,,0,0,OTHER
7,down,jockii druce,Шо Ви Браття,6,6,3,,,,,UA,0,0
8,down,Cypis,Putin,4,4,4,,,,,0,0,OTHER
9,down,Jerry Heil,#ПОШТА,8,4,8,,,,,UA,0,0
10,up,MAX BARSKIH,Буде весна,28,4,2,,,,,UA,0,0
11,down,Okean Elzy,Не твоя війна,5,2,5,,,,,UA,0,0
12,up,LAUD,2 дні,47,9,2,,,,,UA,0,0
13,up,Elley Duhé,MIDDLE OF THE NIGHT,16,8,22,,,,,0,0,OTHER
14,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,12,2,13,,,,,0,RU,0
15,down,YARMAK,22 (feat. Tof),10,4,5,,,,,UA,0,0
16,up,Антон Токарев,Седьмой лепесток,17,6,9,,,,,0,RU,0
17,down,Egor Kreed & MakSim,Отпускаю,11,1,7,,,,,0,RU,0
18,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),15,1,19,,,,,0,RU,0
19,down,Artik & Asti,Гармония,18,2,10,,,,,0,RU,0
20,up,NK,Я - Україна,83,18,2,,,,,UA,0,0
21,up,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],43,7,2,,,,,UA,0,0
22,down,Okean Elzy,Обійми,13,3,5,,,,,UA,0,0
23,down,BOTASHE,ПНХ,14,14,3,,,,,UA,0,0
24,down,Jakomo & A.V.G,Платина,20,16,4,,,,,0,RU,0
25,down,MACAN,За всех,19,1,7,,,,,0,RU,0
26,down,Big Baby Tape & kizaru,99 Problems,21,1,23,,,,,0,RU,0
27,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",29,15,3,,,,,UA,0,0
28,up,KALUSH,Зорi,31,9,9,,,,,UA,0,0
29,down,ANNA ASTI,Феникс,23,1,11,,,,,0,RU,0
30,down,Kambulat,Выпей меня,22,3,8,,,,,0,RU,0
31,up,Demi Lovato,Cool for the Summer,98,31,2,,,,,0,0,OTHER
32,down,Scriptonite & Райда,Baby mama,27,1,46,,,,,0,RU,0
33,down,Andro,Как не любить,24,22,4,,,,,0,RU,0
34,up,Boombox,Люди,40,27,5,,,,,UA,0,0
35,up,Okean Elzy,Місто весни (feat. Один в каное),37,29,9,,,,,UA,0,0
36,down,Люся Чеботина,СОЛНЦЕ МОНАКО,30,3,21,,,,,0,RU,0
37,down,Khrystyna Soloviy,Тримай,34,21,5,,,,,UA,0,0
38,down,Okean Elzy,Без бою,25,6,5,,,,,UA,0,0
39,down,Big Baby Tape & kizaru,Million,35,2,23,,,,,0,RU,0
40,down,shadowraze,Showdown,26,25,4,,,,,0,RU,0
41,up,Acraze,Do It To It (feat. Cherish),48,14,16,,,,,0,0,OTHER
42,down,HammAli & Navai,Птичка,36,1,45,,,,,0,RU,0
43,down,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,33,10,15,,,,,0,RU,0
44,down,Xcho,Эскизы,32,7,16,,,,,0,RU,0
45,down,Miyagi & Andy Panda,Патрон,38,1,52,,,,,0,RU,0
46,up,Tiësto & Ava Max,The Motto,55,35,7,,,,,0,0,OTHER
47,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),42,17,26,,,,,0,0,OTHER
48,down,Big Baby Tape & kizaru,Bandana,41,2,23,,,,,0,RU,0
49,up,KALUSH,Файна (feat. Skofka),66,8,4,,,,,UA,0,0
50,down,Miyagi & Andy Panda,Буревестник,44,2,12,,,,,0,RU,0
51,up,Meri,Я з україни,61,51,4,,,,,UA,0,0
52,up,Gayle,abcdefu,53,9,18,,,,,0,0,OTHER
53,up,Labrinth,"I'm Tired (From ""Euphoria"" An Original HBO Series)",94,53,4,,,,,0,0,OTHER
54,up,Один в каное,Човен,81,53,2,,,,,UA,0,0
55,up,BRANYA & MACAN,Пополам,56,1,41,,,,,0,RU,0
56,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),89,13,3,,,,,UA,0,0
57,-,MamaRika,Prolisky,-,57,1,,,,,UA,0,0
58,down,Miyagi & Andy Panda,Minor,52,2,89,,,,,0,RU,0
59,down,ZAPOMNI,Я всё решу (Intro),50,3,10,,,,,0,RU,0
60,down,Scriptonite,Положение,54,17,123,,,,,0,RU,0
61,down,Minelli,Rampampam,60,2,49,,,,,0,0,OTHER
62,down,Okean Elzy,На небі,45,13,5,,,,,UA,0,0
63,up,Wellboy,Nozzy Bossy,95,14,7,,,,,UA,0,0
64,down,GUMA,Стеклянная,49,1,34,,,,,0,RU,0
65,up,SHAMI,Карабах,79,65,3,,,,,0,RU,0
66,up,Glass Animals,Heat Waves,71,61,12,75,2/28/2021,71,3/7/2021,0,0,OTHER
67,up,DOROFEEVA,raznotsvetnaya,96,12,6,,,,,UA,0,0
68,down,163ONMYNECK,ЖМУРКИ,39,22,6,,,,,0,RU,0
69,up,NЮ,Никто,72,7,20,,,,,0,RU,0
70,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",63,2,20,,,,,0,RU,0
71,up,FACE,Домино,78,22,9,,,,,0,RU,0
72,down,Olga Seryabkina,Бывшие,59,17,6,,,,,0,RU,0
73,down,Scriptonite,Танцуй сама,64,28,12,,,,,0,RU,0
74,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),70,49,82,,,,,0,RU,0
75,down,Skryabin,Люди як кораблі (Антитіла Cover),67,55,4,,,,,UA,0,0
76,down,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,62,27,13,,,,,0,RU,0
77,up,KALUSH,Таксі (feat. Христина Соловій),87,42,4,,,,,UA,0,0
78,up,KALUSH,Давай начистоту (feat. Skofka),88,20,6,,,,,UA,0,0
79,down,10AGE,Пушка,74,3,41,,,,,0,RU,0
80,down,Öwnboss & SEVEK,Move Your Body,73,20,16,,,,,0,0,OTHER
81,down,Jamala,1944,46,26,4,,,,,UA,0,0
82,down,JONY & HammAli,"Наверно, ты меня не помнишь",65,4,22,,,,,0,RU,0
83,-,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),-,36,1,,,,,UA,0,0
84,-,AnnenMayKantereit & Giant Rooks,Tom's Diner,-,35,1,,,,,0,0,OTHER
85,down,Okean Elzy,Не питай,51,19,5,,,,,UA,0,0
86,down,Ollane,Touch the Sky (feat. Miyagi),76,11,19,,,,,0,RU,0
87,down,JONY,На сиреневой луне,58,7,14,,,,,0,RU,0
88,-,PHARAOH,Халливуд Хоус,-,26,1,,,,,0,RU,0
89,-,Xcho,Ты и Я,-,18,1,,,,,0,RU,0
90,-,Go_A,Жальменiна,-,52,1,,,,,UA,0,0
91,down,Scriptonite,Это любовь,75,52,43,,,,,0,RU,0
92,down,Miyagi & Andy Panda,Там ревели горы,77,12,80,,,,,0,RU,0
93,-,BUSHIDO ZHO,Faded (feat. 163ONMYNECK),-,93,1,,,,,0,RU,0
94,-,Lost Frequencies & Calum Scott,Where Are You Now,-,27,1,,,,,0,0,OTHER
95,-,INSTASAMKA,SHAKE,-,63,1,,,,,0,RU,0
96,-,Skofka,Ой на ой,-,64,1,,,,,UA,0,0
97,down,алёна швец.,первое свидание,80,46,5,,,,,0,RU,0
98,down,Lesha Svik,Плакала,68,1,12,,,,,0,RU,0
99,down,MACAN,Кино,93,8,25,,,,,0,RU,0
100,down,Max Korzh,Афган,86,2,15,,,,,0,RU,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
