Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Parfeniuk,Провела екскурсію,37,1,2,,,,,UA,0,0
2,up,DOROFEEVA,Щоб не було,33,2,2,,,,,UA,0,0
3,down,Lady Gaga,Bloody Mary,1,1,3,,,,,0,0,OTHER
4,up,INSTASAMKA,ЗА ДЕНЬГИ ДА,4,4,4,,,,,0,RU,0
5,down,XOLIDAYBOY,Моя хулиганка,3,1,7,,,,,0,RU,0
6,down,Jah Khalib,Доча,2,2,3,,,,,0,RU,0
7,down,Sam Smith & Kim Petras,Unholy,5,1,13,,,,,0,0,OTHER
8,down,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,6,3,7,,,,,UA,0,0
9,down,ENLEO,веди мене в храм,7,6,6,,,,,UA,0,0
10,down,Skofka,Чути гімн,9,1,21,,,,,UA,0,0
11,down,Eminem,Mockingbird,10,3,9,,,,,0,0,OTHER
12,down,KOLA,Біля серця,11,2,14,,,,,UA,0,0
13,up,"Metro Boomin, The Weeknd & 21 Savage",Creepin',17,13,3,,,,,0,0,OTHER
14,down,MOSOVICH & Batrai,Полярная звезда,12,12,4,,,,,0,RU,0
15,up,TVORCHI,Heart of Steel,100,3,2,,,,,UA,0,0
16,up,Endshpil,Приятная (feat. Ollane),19,16,3,,,,,0,RU,0
17,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),13,2,9,,,,,UA,0,0
18,down,KALUSH,Додому (feat. Skofka),15,2,65,,,,,UA,0,0
19,down,CHEEV,Гарно так,14,1,26,,,,,UA,0,0
20,down,KRBK,Стрела,8,8,3,,,,,UA,0,0
21,down,Tom Odell,Another Love,18,6,43,,,,,0,0,OTHER
22,down,Artem Pivovarov & NK,Там у тополі,16,12,6,,,,,UA,0,0
23,up,SHUMEI,Біля тополі,23,9,37,,,,,UA,0,0
24,up,Chico & Qatoshi,Ластівки,24,1,26,,,,,UA,0,0
25,down,Chris Brown,Under the Influence,22,3,21,,,,,0,0,OTHER
26,down,Miyagi & Эндшпиль,Временно,21,1,8,,,,,0,RU,0
27,down,KALUSH,Stefania (Kalush Orchestra),25,1,32,,,,,UA,0,0
28,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),27,2,23,,,,,UA,0,0
29,down,Eminem,Superman (feat. Dina Rae),28,24,22,,,,,0,0,OTHER
30,up,Artem Pivovarov & DOROFEEVA,Думи,35,9,29,,,,,UA,0,0
31,down,BARABANDA,Лист до мами,26,12,12,,,,,UA,0,0
32,down,Markul & Тося Чайкина,Стрелы,29,15,20,,,,,0,RU,0
33,down,LOBODA,Два незнайомці,20,11,5,,,,,0,RU,0
34,down,Chico & Qatoshi,Допоможе ЗСУ,30,3,34,,,,,UA,0,0
35,down,Golubenko,Мила (feat. CLONNEX),32,20,7,,,,,UA,0,0
36,down,Miyagi & Эндшпиль,Silhouette,34,8,8,,,,,0,RU,0
37,down,KOLA,Чи разом?,31,1,28,,,,,UA,0,0
38,up,Scriptonite,Положение,40,17,160,,,,,0,RU,0
39,up,KALUSH,Файна (feat. Skofka),39,8,42,,,,,UA,0,0
40,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),36,14,30,,,,,UA,0,0
41,up,Elley Duhé,MIDDLE OF THE NIGHT,47,8,60,,,,,0,0,OTHER
42,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),46,13,41,,,,,UA,0,0
43,up,KRBK,Девушка в чёрном,53,43,14,,,,,UA,0,0
44,up,KALUSH,Зорi,51,9,47,,,,,UA,0,0
45,down,ANNA ASTI,Ночью на кухне,42,8,9,,,,,0,RU,0
46,up,KRBK,Крепче,54,46,10,,,,,UA,0,0
47,up,Grohotsky,Будь зі мною,50,28,6,,,,,UA,0,0
48,up,Harry Styles,As It Was,52,18,38,,,,,0,0,OTHER
49,down,Miyagi & Эндшпиль,Saloon,44,4,8,,,,,0,RU,0
50,down,Nour,Premier amour,38,38,4,,,,,0,0,OTHER
51,up,ANNA ASTI,По барам,64,14,29,,,,,0,RU,0
52,up,Alexander Teslenko,Я розбиваюся,58,45,6,,,,,UA,0,0
53,down,Miyagi & Эндшпиль,Не теряя,49,5,8,,,,,0,RU,0
54,down,Канги & Galust,Голова,48,3,12,,,,,0,RU,0
55,up,Один в каное,У мене немає дому,56,5,41,,,,,UA,0,0
56,up,KRBK,Художник,82,56,4,,,,,UA,0,0
57,up,KALUSH,Тiпок (Tipok),60,21,33,,,,,UA,0,0
58,down,kizaru,Break Up,41,6,5,,,,,0,RU,0
59,down,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,57,51,4,,,,,UA,0,0
60,up,Scriptonite,Танцуй сама,61,28,39,,,,,0,RU,0
61,down,Patsyki Z Franeka,Марічка,59,10,32,,,,,UA,0,0
62,-,Wham!,Last Christmas (Single Version),-,12,13,70,12/1/2019,2,12/27/2020,0,0,OTHER
63,up,Lost Frequencies & Calum Scott,Where Are You Now,67,27,39,,,,,0,0,OTHER
64,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),66,17,64,,,,,0,0,OTHER
65,down,Skofka,Не забудем і не пробачим,63,28,32,,,,,UA,0,0
66,down,CHEEV,Мрієшся,65,22,11,,,,,UA,0,0
67,-,Mariah Carey,All I Want For Christmas Is You,-,15,15,79,11/17/2019,1,12/13/2020,0,0,OTHER
68,up,Boombox,Люди,68,27,43,,,,,UA,0,0
69,up,ANGY KREYDA,Враже,69,50,18,,,,,UA,0,0
70,up,Imagine Dragons,Bones,78,60,15,,,,,0,0,OTHER
71,up,Mr.Kitty,After Dark,77,42,27,,,,,0,0,OTHER
72,up,"JANAGA, ДжиАш & Вито & MORRALY",Львица,95,72,2,,,,,0,RU,0
73,up,Tiësto & Ava Max,The Motto,75,35,45,,,,,0,0,OTHER
74,-,RAYE,Escapism. (feat. 070 Shake),-,28,1,,,,,0,0,OTHER
75,-,SadSvit,Касета,-,36,7,,,,,UA,0,0
76,down,Aerosmith,Dream On,62,58,4,,,,,0,0,OTHER
77,-,Quest Pistols Show,Ти неймовірна,-,8,1,,,,,UA,0,0
78,-,Mosty,Морозы,-,25,1,,,,,UA,0,0
79,down,Oliver Tree & Robin Schulz,Miss You,73,53,7,,,,,0,0,OTHER
80,up,Scriptonite,Цепи (feat. 104),83,41,79,,,,,0,RU,0
81,down,JONY & ANNA ASTI,Как любовь твою понять?,45,43,4,,,,,0,RU,0
82,down,LOBODA,ГОРОДА,70,70,2,,,,,0,RU,0
83,down,kizaru,Мне это не нужно,43,4,5,,,,,0,RU,0
84,-,Oxxxymiron,THE STORY OF ALISHER,-,28,1,,,,,0,RU,0
85,-,Big Baby Tape,Like A G6,-,12,1,,,,,0,RU,0
86,-,Skofka & KALUSH,Батьківщина,-,6,1,,,,,UA,0,0
87,down,KRBK,Стоник,71,2,14,,,,,UA,0,0
88,down,KALUSH,Давай начистоту (feat. Skofka),87,20,44,,,,,UA,0,0
89,-,T-Fest,Дай мені звикнути,-,24,1,,,,,UA,0,0
90,down,KRBK,24,79,12,30,,,,,UA,0,0
91,down,Coolio,Gangsta's Paradise (feat. L.V.),86,45,12,,,,,0,0,OTHER
92,down,Ed Sheeran,2step (feat. Antytila),72,2,32,,,,,0,0,OTHER
93,down,MACAN,Big City Life,55,36,4,,,,,0,RU,0
94,down,Baryk,Твоє серце,76,76,3,,,,,UA,0,0
95,down,The Neighbourhood,Sweater Weather,85,73,11,77,1/10/2021,63,2/7/2021,0,0,OTHER
96,-,Scally Milano,Йупи Йо (feat. 163ONMYNECK & MAYOT),-,84,1,,,,,0,RU,0
97,down,The Weeknd,Blinding Lights,81,3,112,94,12/1/2019,1,3/1/2020,0,0,OTHER
98,down,Мюслі UA,"Вова, їбашь їх блять",84,1,38,,,,,UA,0,0
99,down,"alyona alyona, Jerry Heil & ela.",KUPALA,80,4,24,,,,,UA,0,0
100,-,Balkon,Відьми,-,81,1,,,,,UA,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
