Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Мюслі UA,"Вова, їбашь їх блять",1,1,3,,,,,UA,0,0
2,up,KALUSH,Stefania (Kalush Orchestra),2,1,10,,,,,UA,0,0
3,up,MORGENSHTERN,Селяви,42,3,2,,,,,0,RU,0
4,down,KALUSH,Додому (feat. Skofka),3,2,30,,,,,UA,0,0
5,down,MAX BARSKIH,Буде весна,4,4,5,,,,,UA,0,0
6,up,Один в каное,У мене немає дому,6,5,6,,,,,UA,0,0
7,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),5,2,8,,,,,UA,0,0
8,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],7,7,5,,,,,UA,0,0
9,up,Tom Odell,Another Love,10,6,8,,,,,0,0,OTHER
10,down,Jerry Heil,#ПОШТА,9,4,11,,,,,UA,0,0
11,down,MORGENSHTERN,12,8,2,5,,,,,0,RU,0
12,up,jockii druce,Шо Ви Браття,12,6,6,,,,,UA,0,0
13,down,LAUD,2 дні,11,9,5,,,,,UA,0,0
14,up,BURLA,Руський корабль,94,10,2,,,,,UA,0,0
15,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",15,15,6,,,,,UA,0,0
16,down,Elley Duhé,MIDDLE OF THE NIGHT,14,8,25,,,,,0,0,OTHER
17,down,Okean Elzy,Не твоя війна,13,2,8,,,,,UA,0,0
18,down,Cypis,Putin,16,4,7,,,,,0,0,OTHER
19,-,Gibbs,(Po)Ciąg Dalszy Nastąpi,-,9,1,,,,,0,0,OTHER
20,down,KALUSH,Зорi,17,9,12,,,,,UA,0,0
21,up,Dxrk ダーク,RAVE,98,16,2,,,,,0,0,OTHER
22,down,Harry Styles,As It Was,21,18,3,,,,,0,0,OTHER
23,up,SHUMEI,Біля тополі,26,9,2,,,,,UA,0,0
24,down,Антон Токарев,Седьмой лепесток,20,6,12,,,,,0,RU,0
25,down,Artik & Asti,Гармония,23,2,13,,,,,0,RU,0
26,down,NK,Я - Україна,19,18,5,,,,,UA,0,0
27,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),24,1,22,,,,,0,RU,0
28,down,Xcho,Ты и Я,18,18,4,,,,,0,RU,0
29,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,25,2,16,,,,,0,RU,0
30,down,Boombox,Люди,27,27,8,,,,,UA,0,0
31,down,Big Baby Tape & kizaru,99 Problems,29,1,26,,,,,0,RU,0
32,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),40,13,6,,,,,UA,0,0
33,up,Lost Frequencies & Calum Scott,Where Are You Now,34,27,4,,,,,0,0,OTHER
34,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),36,17,29,,,,,0,0,OTHER
35,up,KALUSH,Файна (feat. Skofka),45,8,7,,,,,UA,0,0
36,up,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),48,36,4,,,,,UA,0,0
37,down,Egor Kreed & MakSim,Отпускаю,30,1,10,,,,,0,RU,0
38,-,The Hardkiss,Як ти?,-,23,1,,,,,UA,0,0
39,down,BOTASHE,ПНХ,28,14,6,,,,,UA,0,0
40,down,Okean Elzy,Місто весни (feat. Один в каное),39,29,12,,,,,UA,0,0
41,up,Tiësto & Ava Max,The Motto,47,35,10,,,,,0,0,OTHER
42,down,FACE,Домино,22,22,12,,,,,0,RU,0
43,down,Okean Elzy,Обійми,32,3,8,,,,,UA,0,0
44,down,Scriptonite & Райда,Baby mama,41,1,49,,,,,0,RU,0
45,down,Acraze,Do It To It (feat. Cherish),44,14,19,,,,,0,0,OTHER
46,up,Argy,Tataki,61,31,3,,,,,0,0,OTHER
47,down,YARMAK,22 (feat. Tof),31,4,8,,,,,UA,0,0
48,down,ANNA ASTI,Феникс,43,1,14,,,,,0,RU,0
49,down,MACAN,За всех,37,1,10,,,,,0,RU,0
50,down,AnnenMayKantereit & Giant Rooks,Tom's Diner,35,35,4,,,,,0,0,OTHER
51,down,Khrystyna Soloviy,Тримай,46,21,8,,,,,UA,0,0
52,down,Jakomo & A.V.G,Платина,38,16,7,,,,,0,RU,0
53,down,HammAli & Navai,Птичка,50,1,48,,,,,0,RU,0
54,down,Один в каное,Човен,53,53,5,,,,,UA,0,0
55,down,Kambulat,Выпей меня,49,3,11,,,,,0,RU,0
56,up,Gayle,abcdefu,56,9,21,,,,,0,0,OTHER
57,down,Miyagi & Andy Panda,Патрон,52,1,55,,,,,0,RU,0
58,down,Люся Чеботина,СОЛНЦЕ МОНАКО,51,3,24,,,,,0,RU,0
59,down,Big Baby Tape & kizaru,Million,54,2,26,,,,,0,RU,0
60,down,Minelli,Rampampam,59,2,52,,,,,0,0,OTHER
61,down,GUMA,Стеклянная,57,1,37,,,,,0,RU,0
62,up,Pink Floyd,Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox),90,62,2,,,,,UA,0,0
63,up,Glass Animals,Heat Waves,64,61,15,75,2/28/2021,71,3/7/2021,0,0,OTHER
64,down,Xcho,Эскизы,55,7,19,,,,,0,RU,0
65,down,Big Baby Tape & kizaru,Bandana,58,2,26,,,,,0,RU,0
66,up,INSTASAMKA,SHAKE,74,63,4,,,,,0,RU,0
67,down,BRANYA & MACAN,Пополам,62,1,44,,,,,0,RU,0
68,down,Meri,Я з україни,66,51,7,,,,,UA,0,0
69,up,KALUSH,Таксі (feat. Христина Соловій),72,42,7,,,,,UA,0,0
70,down,Miyagi & Andy Panda,Minor,63,2,92,,,,,0,RU,0
71,down,MamaRika,Prolisky,69,57,4,,,,,UA,0,0
72,down,Okean Elzy,Без бою,71,6,8,,,,,UA,0,0
73,up,KALUSH,Давай начистоту (feat. Skofka),76,20,9,,,,,UA,0,0
74,down,Go_A,Жальменiна,60,52,4,,,,,UA,0,0
75,down,Andro,Как не любить,65,22,7,,,,,0,RU,0
76,down,Wellboy,Nozzy Bossy,67,14,10,,,,,UA,0,0
77,down,Scriptonite,Положение,75,17,126,,,,,0,RU,0
78,down,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,68,10,18,,,,,0,RU,0
79,-,Guf,Надоем,-,79,1,,,,,0,RU,0
80,down,FACE,ЮМОРИСТ (Original Motion Picture Soundtrack),33,33,3,,,,,0,RU,0
81,-,Guf,Улыбнись,-,81,1,,,,,0,RU,0
82,-,Ramil' & MACAN,MP3,-,24,1,,,,,0,RU,0
83,down,SHAMI,Карабах,70,65,6,,,,,0,RU,0
84,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),81,49,85,,,,,0,RU,0
85,-,BONES,AirplaneMode,-,54,1,,,,,0,0,OTHER
86,-,Guf,Глаза к небу (feat. SLIMUS),-,86,1,,,,,0,RU,0
87,-,OG Buda & Dora,Капли,-,36,1,,,,,0,RU,0
88,down,DOROFEEVA,raznotsvetnaya,78,12,9,,,,,UA,0,0
89,down,Один в каное,Пообіцяй мені,79,79,3,,,,,UA,0,0
90,-,Scally Milano & OG Buda,Большие Бабки,-,90,1,,,,,0,RU,0
91,-,Guf,Дай мне руку,-,91,1,,,,,0,RU,0
92,-,Guf,Репутация,-,92,1,,,,,0,RU,0
93,-,MAYOT,Прощай,-,86,1,,,,,0,RU,0
94,down,Luckie Joe,Ой у лузі червона калина,89,89,2,,,,,UA,0,0
95,-,DAYTON,Namysto (Shnaps Remix),-,46,1,,,,,UA,0,0
96,down,Miyagi & Andy Panda,Буревестник,80,2,15,,,,,0,RU,0
97,down,shadowraze,Showdown,82,25,7,,,,,0,RU,0
98,down,10AGE,Пушка,87,3,44,,,,,0,RU,0
99,-,Guf,Где он (Интро),-,99,1,,,,,0,RU,0
100,down,Skryabin,Люди як кораблі (Антитіла Cover),85,55,7,,,,,UA,0,0
