Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KOLA,Чи разом?,6,1,2,,,,,UA,0,0
2,down,Max Korzh,Свой дом,1,1,3,,,,,0,RU,0
3,up,KALUSH,Stefania (Kalush Orchestra),3,1,6,,,,,UA,0,0
4,down,V $ X V PRiNCE,Суета,2,2,4,,,,,0,RU,0
5,up,KALUSH,Додому (feat. Skofka),5,2,39,,,,,UA,0,0
6,down,Ed Sheeran,2step (feat. Antytila),4,2,6,,,,,0,0,OTHER
7,up,Chico & Qatoshi,Допоможе ЗСУ,7,3,8,,,,,UA,0,0
8,up,Мюслі UA,"Вова, їбашь їх блять",8,1,12,,,,,UA,0,0
9,up,Artem Pivovarov & DOROFEEVA,Думи,10,9,3,,,,,UA,0,0
10,up,Patsyki Z Franeka,Марічка,12,10,6,,,,,UA,0,0
11,up,KALUSH,Файна (feat. Skofka),11,8,16,,,,,UA,0,0
12,down,The Limba,Секрет,9,2,5,,,,,0,RU,0
13,up,KALUSH,Зорi,14,9,21,,,,,UA,0,0
14,up,ANNA ASTI,По барам,33,14,3,,,,,0,RU,0
15,down,SAGE,Киев это Дома,13,6,6,,,,,UA,0,0
16,up,Один в каное,У мене немає дому,16,5,15,,,,,UA,0,0
17,up,MAX BARSKIH,Буде весна,17,4,14,,,,,UA,0,0
18,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),21,14,4,,,,,UA,0,0
19,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),19,13,15,,,,,UA,0,0
20,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),18,2,17,,,,,UA,0,0
21,up,Harry Styles,As It Was,22,18,12,,,,,0,0,OTHER
22,down,Мюслі UA,Остановіть ви цю ху..ню!,15,6,6,,,,,UA,0,0
23,up,SHUMEI,Біля тополі,29,9,11,,,,,UA,0,0
24,down,Elley Duhé,MIDDLE OF THE NIGHT,20,8,34,,,,,0,0,OTHER
25,down,KALUSH,Тiпок (Tipok),23,21,7,,,,,UA,0,0
26,up,Jerry Heil,#МРІЯ,27,26,3,,,,,UA,0,0
27,up,Lost Frequencies & Calum Scott,Where Are You Now,30,27,13,,,,,0,0,OTHER
28,down,KRBK,24,25,12,6,,,,,UA,0,0
29,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,24,13,6,,,,,UA,0,0
30,up,Tom Odell,Another Love,31,6,17,,,,,0,0,OTHER
31,down,KALUSH,Давай начистоту (feat. Skofka),28,20,18,,,,,UA,0,0
32,down,ANNA ASTI & Philipp Kirkorov,Хобби,26,21,8,,,,,0,RU,0
33,up,Jerry Heil,#ПОШТА,34,4,20,,,,,UA,0,0
34,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),36,17,38,,,,,0,0,OTHER
35,up,Tiësto & Ava Max,The Motto,42,35,19,,,,,0,0,OTHER
36,up,Антон Токарев,Седьмой лепесток,39,6,21,,,,,0,RU,0
37,up,Kate Bush,Running Up That Hill (A Deal With God),38,37,3,,,,,0,0,OTHER
38,up,Vendetta,Лепит нас,47,38,3,,,,,UA,0,0
39,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],37,7,14,,,,,UA,0,0
40,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),40,1,31,,,,,0,RU,0
41,up,Scriptonite & Райда,Baby mama,41,1,58,,,,,0,RU,0
42,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",44,15,15,,,,,UA,0,0
43,up,LAUD,2 дні,48,9,14,,,,,UA,0,0
44,up,Xcho,Ты и Я,45,18,13,,,,,0,RU,0
45,down,"Calvin Harris, Dua Lipa",One Kiss,32,32,3,,,,,0,0,OTHER
46,down,jockii druce,Шо Ви Браття,35,6,15,,,,,UA,0,0
47,up,Boombox,Люди,63,27,17,,,,,UA,0,0
48,up,Skofka,Не забудем і не пробачим,49,28,6,,,,,UA,0,0
49,up,Artik & Asti,Гармония,50,2,22,,,,,0,RU,0
50,down,MAX BARSKIH,Don't Fuck With Ukraine,43,18,8,,,,,UA,0,0
51,up,Acraze,Do It To It (feat. Cherish),53,14,28,,,,,0,0,OTHER
52,down,Dxrk ダーク,RAVE,51,16,11,,,,,0,0,OTHER
53,up,Big Baby Tape & kizaru,99 Problems,55,1,35,,,,,0,RU,0
54,down,BURLA,Руський корабль,46,10,11,,,,,UA,0,0
55,down,Okean Elzy,Не твоя війна,52,2,17,,,,,UA,0,0
56,up,Gayle,abcdefu,57,9,30,,,,,0,0,OTHER
57,up,Minelli,Rampampam,62,2,61,,,,,0,0,OTHER
58,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,61,2,25,,,,,0,RU,0
59,up,GUMA,Стеклянная,68,1,46,,,,,0,RU,0
60,down,Argy,Tataki,59,31,12,,,,,0,0,OTHER
61,-,Joji,Glimpse of Us,-,61,1,,,,,0,0,OTHER
62,up,HammAli & Navai,Птичка,66,1,57,,,,,0,RU,0
63,down,alyona alyona,Рідні мої (feat. Jerry Heil),56,9,9,,,,,UA,0,0
64,up,KALUSH,Таксі (feat. Христина Соловій),65,42,15,,,,,UA,0,0
65,up,Khrystyna Soloviy,Тримай,67,21,17,,,,,UA,0,0
66,up,BRANYA & MACAN,Пополам,69,1,53,,,,,0,RU,0
67,down,Måneskin,SUPERMODEL,60,32,5,,,,,0,0,OTHER
68,up,Okean Elzy,Місто весни (feat. Один в каное),70,29,21,,,,,UA,0,0
69,up,10AGE,Паровозик,98,69,2,,,,,0,RU,0
70,up,Один в каное,Човен,78,53,14,,,,,UA,0,0
71,up,Glass Animals,Heat Waves,71,61,24,75,2/28/2021,71,3/7/2021,0,0,OTHER
72,-,Wellboy,Вишнi,-,25,8,,,,,UA,0,0
73,up,Ed Sheeran,Bad Habits,81,21,35,,,,,0,0,OTHER
74,up,Miyagi & Andy Panda,Minor,77,2,100,,,,,0,RU,0
75,up,Miyagi & Andy Panda,Патрон,79,1,64,,,,,0,RU,0
76,up,Big Baby Tape & kizaru,Million,80,2,35,,,,,0,RU,0
77,down,Scriptonite,Положение,76,17,134,,,,,0,RU,0
78,up,Люся Чеботина,СОЛНЦЕ МОНАКО,83,3,33,,,,,0,RU,0
79,-,Skofka,Ой на ой,-,64,2,,,,,UA,0,0
80,up,Андрій Хливнюк & Kiyany,Ой у лузі,97,80,2,,,,,UA,0,0
81,up,Big Baby Tape & kizaru,Bandana,87,2,34,,,,,0,RU,0
82,-,Arut & Big Baby Tape,VLAGA,-,9,1,,,,,0,RU,0
83,-,Max Korzh,Это наш путь,-,14,1,,,,,0,RU,0
84,down,S10,De Diepte,54,17,5,,,,,0,0,OTHER
85,down,Вася Демчук,Закривай очі,58,39,5,,,,,UA,0,0
86,down,Cypis,Putin,75,4,16,,,,,0,0,OTHER
87,up,Arhangel,Оригами (feat. Белла),100,58,2,,,,,0,RU,0
88,-,HammAli & Navai,Любить - это так бесполезно,-,56,1,,,,,0,RU,0
89,-,Мюслі UA,KURWA BOBR,-,89,1,,,,,UA,0,0
90,down,Bakr,Сирень,74,45,5,,,,,0,RU,0
91,down,KALUSH & alyona alyona,Гори (Gory),85,75,5,,,,,UA,0,0
92,-,"Jakone, A.V.G & MACAN",Самый молодой,-,46,1,,,,,0,RU,0
93,-,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),-,49,87,,,,,0,RU,0
94,-,KRBK,Художник,-,56,1,,,,,UA,0,0
95,-,Mr.Kitty,After Dark,-,42,1,,,,,0,0,OTHER
96,down,NK,Я - Україна,88,18,14,,,,,UA,0,0
97,down,MORGENSHTERN,12,82,2,14,,,,,0,RU,0
98,down,"Олександр Пономарьов, Mykhailo Khoma, Тарас Тополя, Євген Кошовий, Юрій Ткач & Петро Чорний",Україна переможе!,95,53,7,,,,,UA,0,0
99,down,Egor Kreed & MakSim,Отпускаю,86,1,19,,,,,0,RU,0
100,down,ANNA ASTI,Феникс,89,1,23,,,,,0,RU,0
