Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,2,,,,,UA,0,0
2,up,Ed Sheeran,2step (feat. Antytila),2,2,2,,,,,0,0,OTHER
3,up,KALUSH,Додому (feat. Skofka),5,2,35,,,,,UA,0,0
4,down,Chico & Qatoshi,Допоможе ЗСУ,3,3,4,,,,,UA,0,0
5,down,Мюслі UA,"Вова, їбашь їх блять",4,1,8,,,,,UA,0,0
6,up,Мюслі UA,Остановіть ви цю ху..ню!,7,6,2,,,,,UA,0,0
7,down,SAGE,Киев это Дома,6,6,2,,,,,UA,0,0
8,up,KALUSH,Файна (feat. Skofka),11,8,12,,,,,UA,0,0
9,up,KALUSH,Зорi,15,9,17,,,,,UA,0,0
10,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),9,2,13,,,,,UA,0,0
11,down,MAX BARSKIH,Буде весна,8,4,10,,,,,UA,0,0
12,down,Один в каное,У мене немає дому,10,5,11,,,,,UA,0,0
13,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),19,13,11,,,,,UA,0,0
14,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,13,13,2,,,,,UA,0,0
15,down,KRBK,24,12,12,2,,,,,UA,0,0
16,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],14,7,10,,,,,UA,0,0
17,up,Elley Duhé,MIDDLE OF THE NIGHT,17,8,30,,,,,0,0,OTHER
18,down,jockii druce,Шо Ви Браття,16,6,11,,,,,UA,0,0
19,-,S10,De Diepte,-,17,1,,,,,0,0,OTHER
20,up,KALUSH,Давай начистоту (feat. Skofka),37,20,14,,,,,UA,0,0
21,down,MAX BARSKIH,Don't Fuck With Ukraine,18,18,4,,,,,UA,0,0
22,up,Patsyki Z Franeka,Марічка,31,10,2,,,,,UA,0,0
23,down,Jerry Heil,#ПОШТА,22,4,16,,,,,UA,0,0
24,down,BURLA,Руський корабль,21,10,7,,,,,UA,0,0
25,down,Tom Odell,Another Love,20,6,13,,,,,0,0,OTHER
26,down,SHUMEI,Біля тополі,23,9,7,,,,,UA,0,0
27,down,ANNA ASTI & Philipp Kirkorov,Хобби,24,21,4,,,,,0,RU,0
28,down,Vendetta,Лепит нас,26,26,2,,,,,UA,0,0
29,up,Harry Styles,As It Was,30,18,8,,,,,0,0,OTHER
30,down,Dxrk ダーク,RAVE,25,16,7,,,,,0,0,OTHER
31,down,LAUD,2 дні,29,9,10,,,,,UA,0,0
32,-,Måneskin,SUPERMODEL,-,32,1,,,,,0,0,OTHER
33,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",27,15,11,,,,,UA,0,0
34,down,Lost Frequencies & Calum Scott,Where Are You Now,32,27,9,,,,,0,0,OTHER
35,-,Subwoolfer,Give That Wolf A Banana,-,35,1,,,,,0,0,OTHER
36,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),33,1,27,,,,,0,RU,0
37,down,Skofka,Не забудем і не пробачим,34,28,2,,,,,UA,0,0
38,down,alyona alyona,Рідні мої (feat. Jerry Heil),28,9,5,,,,,UA,0,0
39,up,Антон Токарев,Седьмой лепесток,39,6,17,,,,,0,RU,0
40,down,Artik & Asti,Гармония,38,2,18,,,,,0,RU,0
41,down,Okean Elzy,Не твоя війна,36,2,13,,,,,UA,0,0
42,up,KALUSH,Таксі (feat. Христина Соловій),61,42,11,,,,,UA,0,0
43,down,JONY,Титры,35,8,5,,,,,0,RU,0
44,down,Tiësto & Ava Max,The Motto,41,35,15,,,,,0,0,OTHER
45,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),40,17,34,,,,,0,0,OTHER
46,down,Scriptonite & Райда,Baby mama,43,1,54,,,,,0,RU,0
47,down,Cypis,Putin,42,4,12,,,,,0,0,OTHER
48,-,Chanel,SloMo,-,48,1,,,,,0,0,OTHER
49,up,KALUSH,Тiпок (Tipok),83,21,3,,,,,UA,0,0
50,down,Big Baby Tape & kizaru,99 Problems,44,1,31,,,,,0,RU,0
51,down,Acraze,Do It To It (feat. Cherish),47,14,24,,,,,0,0,OTHER
52,down,Argy,Tataki,46,31,8,,,,,0,0,OTHER
53,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,45,2,21,,,,,0,RU,0
54,up,Xcho,Ты и Я,60,18,9,,,,,0,RU,0
55,down,Kendrick Lamar,N95,51,51,2,,,,,0,0,OTHER
56,down,Boombox,Люди,49,27,13,,,,,UA,0,0
57,down,Khrystyna Soloviy,Тримай,55,21,13,,,,,UA,0,0
58,down,MORGENSHTERN,12,50,2,10,,,,,0,RU,0
59,down,Kolaba,Шо ви пацики на моциках,54,54,2,,,,,UA,0,0
60,down,Gayle,abcdefu,56,9,26,,,,,0,0,OTHER
61,down,MORGENSHTERN,Селяви,48,3,7,,,,,0,RU,0
62,down,Okean Elzy,Місто весни (feat. Один в каное),57,29,17,,,,,UA,0,0
63,up,HammAli & Navai,Птичка,63,1,53,,,,,0,RU,0
64,down,Minelli,Rampampam,62,2,57,,,,,0,0,OTHER
65,down,NK,Я - Україна,52,18,10,,,,,UA,0,0
66,down,"Олександр Пономарьов, Mykhailo Khoma, Тарас Тополя, Євген Кошовий, Юрій Ткач & Петро Чорний",Україна переможе!,53,53,3,,,,,UA,0,0
67,down,GUMA,Стеклянная,65,1,42,,,,,0,RU,0
68,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),58,36,9,,,,,UA,0,0
69,down,BRANYA & MACAN,Пополам,67,1,49,,,,,0,RU,0
70,up,Egor Kreed & MakSim,Отпускаю,71,1,15,,,,,0,RU,0
71,down,Gibbs,(Po)Ciąg Dalszy Nastąpi,59,9,6,,,,,0,0,OTHER
72,down,МОТ,По душам,64,64,2,,,,,0,RU,0
73,down,Один в каное,Човен,68,53,10,,,,,UA,0,0
74,-,The Limba,Секрет,-,2,1,,,,,0,RU,0
75,-,KALUSH & alyona alyona,Гори (Gory),-,75,1,,,,,UA,0,0
76,down,Miyagi & Andy Panda,Патрон,75,1,60,,,,,0,RU,0
77,down,ANNA ASTI,Феникс,76,1,19,,,,,0,RU,0
78,down,OG BUDA,TRACK 14,72,28,4,,,,,0,RU,0
79,down,Meri,Я з україни,73,51,12,,,,,UA,0,0
80,-,Bakr,Сирень,-,45,1,,,,,0,RU,0
81,up,Big Baby Tape & kizaru,Million,81,2,31,,,,,0,RU,0
82,down,Ed Sheeran,Bad Habits,79,21,31,,,,,0,0,OTHER
83,down,The Beatnuts,Se Acabó Remix (feat. Method Man),77,77,2,,,,,0,0,OTHER
84,-,Sam Ryder,SPACE MAN,-,84,1,,,,,0,0,OTHER
85,down,Люся Чеботина,СОЛНЦЕ МОНАКО,74,3,29,,,,,0,RU,0
86,down,"Kendrick Lamar, Blxst & Amanda Reifer",Die Hard,70,70,2,,,,,0,0,OTHER
87,-,Cornelia Jakobs,Hold Me Closer,-,87,1,,,,,0,0,OTHER
88,down,MACAN,ГИРИ,66,29,4,,,,,0,RU,0
89,down,Glass Animals,Heat Waves,82,61,20,75,2/28/2021,71,3/7/2021,0,0,OTHER
90,down,Scriptonite,Положение,86,17,130,,,,,0,RU,0
91,down,Miyagi & Andy Panda,Minor,84,2,96,,,,,0,RU,0
92,-,Вася Демчук,Закривай очі,-,39,1,,,,,UA,0,0
93,down,Kendrick Lamar,United In Grief,69,69,2,,,,,0,0,OTHER
94,-,Ochman,River,-,94,1,,,,,0,0,OTHER
95,-,Harry Styles,Late Night Talking,-,83,1,,,,,0,0,OTHER
96,-,Jérémie Makiese,Miss You,-,96,1,,,,,0,0,OTHER
