Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
47,up,Tiësto & Ava Max,The Motto,50,35,23,,,,,0,0,OTHER
48,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),51,17,42,,,,,0,0,OTHER
49,up,PATSYKI Z FRANEKA,Vasya OMG,90,49,2,,,,,UA,0,0
50,up,Scriptonite,Положение,60,17,138,,,,,0,RU,0
51,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",58,15,19,,,,,UA,0,0
52,down,SAGE,Киев это Дома,42,6,10,,,,,UA,0,0
53,up,Jerry Heil,#МРІЯ,55,26,7,,,,,UA,0,0
54,up,ANNA ASTI & Philipp Kirkorov,Хобби,59,21,12,,,,,0,RU,0
55,up,jockii druce,Шо Ви Браття,57,6,19,,,,,UA,0,0
56,down,Мюслі UA,Остановіть ви цю ху..ню!,52,6,10,,,,,UA,0,0
57,up,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,61,13,10,,,,,UA,0,0
58,down,BURLA,Руський корабль,54,10,15,,,,,UA,0,0
59,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),66,1,35,,,,,0,RU,0
60,-,100лица & SKYLERR,Вечорниці (Добрий день Everybody),-,2,1,,,,,UA,0,0
61,up,Artik & Asti,Гармония,65,2,26,,,,,0,RU,0
62,up,Boombox,Люди,69,27,21,,,,,UA,0,0
63,up,Scriptonite & Райда,Baby mama,68,1,62,,,,,0,RU,0
64,up,Scriptonite,Танцуй сама,72,28,17,,,,,0,RU,0
65,down,kizaru,Train Wreck,32,32,3,,,,,0,RU,0
66,up,Jerry Heil,#ПОШТА,67,4,24,,,,,UA,0,0
67,up,Miyagi & Andy Panda,Minor,75,2,104,,,,,0,RU,0
68,up,ANNA ASTI,Затмила,94,68,4,,,,,0,RU,0
69,down,Mr.Kitty,After Dark,63,42,5,,,,,0,0,OTHER
70,up,Skofka,Ой на ой,71,64,6,,,,,UA,0,0
71,down,MONATIK,From U to z,49,49,3,,,,,UA,0,0
72,up,HammAli & Navai,Птичка,83,1,61,,,,,0,RU,0
73,up,Wellboy,Вишнi,77,25,12,,,,,UA,0,0
74,up,LAUD,2 дні,76,9,18,,,,,UA,0,0
75,down,Vendetta,Лепит нас,70,38,7,,,,,UA,0,0
76,down,Dxrk ダーク,RAVE,74,16,15,,,,,0,0,OTHER
77,down,Acraze,Do It To It (feat. Cherish),73,14,32,,,,,0,0,OTHER
78,up,Scriptonite,Цепи (feat. 104),84,41,58,,,,,0,RU,0
79,up,Gayle,abcdefu,79,9,34,,,,,0,0,OTHER
80,up,Big Baby Tape & kizaru,99 Problems,81,1,39,,,,,0,RU,0
81,up,KALUSH & alyona alyona,Гори (Gory),96,75,8,,,,,UA,0,0
82,up,Glass Animals,Heat Waves,85,61,28,75,2/28/2021,71,3/7/2021,0,0,OTHER
83,up,Minelli,Rampampam,89,2,65,,,,,0,0,OTHER
84,-,Анна Тринчер & MBreeze,Ти робив мені каву,-,44,1,,,,,UA,0,0
85,up,Khrystyna Soloviy,Тримай,97,21,21,,,,,UA,0,0
86,down,kizaru,Playa (feat. Duke Deuce),25,25,3,,,,,0,RU,0
87,down,ANNA ASTI,Повело,78,50,4,,,,,0,RU,0
88,down,Max Korzh,Это наш путь,64,14,5,,,,,0,RU,0
89,down,Ulukmanapo & Bakr,Расстояние,82,64,4,,,,,0,RU,0
90,down,kizaru,First Day Out,29,29,3,,,,,0,RU,0
91,-,Enleo,інша любов,-,4,1,,,,,UA,0,0
92,-,Wellboy,Ворогів на ножі,-,41,1,,,,,UA,0,0
93,down,kizaru,No Stop,36,36,3,,,,,0,RU,0
94,-,INSTASAMKA,RARARA,-,91,1,,,,,0,RU,0
95,down,Epolets,Зраджуй,88,66,4,,,,,UA,0,0
96,-,MACAN,Останься образом,-,26,1,,,,,0,RU,0
97,-,Max Korzh,Береги её,-,42,1,,,,,0,RU,0
98,down,kizaru,Yeah,41,41,3,,,,,0,RU,0
99,-,By Индия,Кислород,-,99,1,,,,,0,RU,0
100,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],98,7,18,,,,,UA,0,0
