Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
26,down,Okean Elzy,Не твоя війна,24,2,11,,,,,UA,0,0
27,down,Gibbs,(Po)Ciąg Dalszy Nastąpi,18,9,4,,,,,0,0,OTHER
28,up,OG BUDA,TRACK 14,72,28,2,,,,,0,RU,0
29,up,MACAN,ГИРИ,82,29,2,,,,,0,RU,0
30,down,Cypis,Putin,28,4,10,,,,,0,0,OTHER
31,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),25,1,25,,,,,0,RU,0
32,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),34,13,9,,,,,UA,0,0
33,down,Антон Токарев,Седьмой лепесток,27,6,15,,,,,0,RU,0
34,down,Artik & Asti,Гармония,31,2,16,,,,,0,RU,0
35,down,Lost Frequencies & Calum Scott,Where Are You Now,32,27,7,,,,,0,0,OTHER
36,up,OG BUDA,Грязный (feat. Scally Milano & 163ONMYNECK),41,36,3,,,,,0,RU,0
37,down,MORGENSHTERN,12,26,2,8,,,,,0,RU,0
38,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,35,2,19,,,,,0,RU,0
39,down,NK,Я - Україна,33,18,8,,,,,UA,0,0
40,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),42,17,32,,,,,0,0,OTHER
41,down,Tiësto & Ava Max,The Motto,37,35,13,,,,,0,0,OTHER
42,down,Boombox,Люди,38,27,11,,,,,UA,0,0
43,up,Khrystyna Soloviy,Тримай,47,21,11,,,,,UA,0,0
44,up,OG BUDA,TRACK 2,75,44,2,,,,,0,RU,0
45,down,Big Baby Tape & kizaru,99 Problems,43,1,29,,,,,0,RU,0
46,down,Анна Тринчер,Не залишай,29,29,3,,,,,UA,0,0
47,up,Scriptonite & Райда,Baby mama,48,1,52,,,,,0,RU,0
48,up,Vladimir Dantes,Обійми,89,48,2,,,,,UA,0,0
49,down,Argy,Tataki,39,31,6,,,,,0,0,OTHER
50,up,OG BUDA,TRACK 5,76,50,2,,,,,0,RU,0
51,up,OG BUDA,TRACK 3,77,51,2,,,,,0,RU,0
52,down,Xcho,Ты и Я,44,18,7,,,,,0,RU,0
53,down,Okean Elzy,Місто весни (feat. Один в каное),50,29,15,,,,,UA,0,0
54,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),49,36,7,,,,,UA,0,0
55,down,Acraze,Do It To It (feat. Cherish),52,14,22,,,,,0,0,OTHER
56,down,The Hardkiss,Як ти?,40,23,4,,,,,UA,0,0
57,down,DAYTON,Namysto (Shnaps Remix),51,46,4,,,,,UA,0,0
58,down,MORGENSHTERN,Номер,46,46,2,,,,,0,RU,0
59,down,SadSvit,Касета,36,36,3,,,,,UA,0,0
60,down,Gayle,abcdefu,54,9,24,,,,,0,0,OTHER
61,up,OG BUDA,TRACK 10,78,61,2,,,,,0,RU,0
62,down,KALUSH,Давай начистоту (feat. Skofka),59,20,12,,,,,UA,0,0
63,down,Egor Kreed & MakSim,Отпускаю,53,1,13,,,,,0,RU,0
64,up,OG BUDA,TRACK 6,83,64,2,,,,,0,RU,0
65,down,ANNA ASTI,Феникс,57,1,17,,,,,0,RU,0
66,down,Minelli,Rampampam,61,2,55,,,,,0,0,OTHER
67,down,HammAli & Navai,Птичка,58,1,51,,,,,0,RU,0
68,down,Один в каное,Човен,55,53,8,,,,,UA,0,0
69,down,BOTASHE,ПНХ,56,14,9,,,,,UA,0,0
70,down,GUMA,Стеклянная,66,1,40,,,,,0,RU,0
71,down,Okean Elzy,Обійми,63,3,11,,,,,UA,0,0
72,down,Meri,Я з україни,60,51,10,,,,,UA,0,0
73,down,Люся Чеботина,СОЛНЦЕ МОНАКО,68,3,27,,,,,0,RU,0
74,down,BONES,AirplaneMode,65,54,4,,,,,0,0,OTHER
75,down,Ramil' & MACAN,MP3,45,24,4,,,,,0,RU,0
76,up,OG BUDA,TRACK 13,84,76,2,,,,,0,RU,0
77,down,BRANYA & MACAN,Пополам,69,1,47,,,,,0,RU,0
78,down,Miyagi & Andy Panda,Патрон,67,1,58,,,,,0,RU,0
79,down,10AGE & Ramil',Ау,62,62,3,,,,,0,RU,0
80,down,INSTASAMKA,СНОВА?,64,64,3,,,,,0,RU,0
81,down,Glass Animals,Heat Waves,73,61,18,75,2/28/2021,71,3/7/2021,0,0,OTHER
82,up,OG BUDA,TRACK 7,90,82,2,,,,,0,RU,0
83,down,MACAN,За всех,70,1,13,,,,,0,RU,0
84,down,Big Baby Tape & kizaru,Million,71,2,29,,,,,0,RU,0
85,up,OG BUDA,TRACK 12,87,85,2,,,,,0,RU,0
86,down,Jakomo & A.V.G,Платина,81,16,10,,,,,0,RU,0
87,up,Big Baby Tape & kizaru,Bandana,100,2,29,,,,,0,RU,0
88,up,OG BUDA,TRACK 20,92,88,2,,,,,0,RU,0
89,down,OG BUDA,TRACK 11,88,88,2,,,,,0,RU,0
90,down,OG BUDA,TRACK 1,74,74,2,,,,,0,RU,0
91,-,KALUSH,Таксі (feat. Христина Соловій),-,42,9,,,,,UA,0,0
92,-,Miyagi & Andy Panda,Minor,-,2,94,,,,,0,RU,0
93,up,OG BUDA,TRACK 15,93,93,2,,,,,0,RU,0
94,-,"Олександр Пономарьов, Mykhailo Khoma, Тарас Тополя, Євген Кошовий, Юрій Ткач & Петро Чорний",Україна переможе!,-,53,1,,,,,UA,0,0
95,-,Ed Sheeran,Bad Habits,-,21,29,,,,,0,0,OTHER
96,down,Kambulat,Выпей меня,86,3,14,,,,,0,RU,0
97,up,OG BUDA,TRACK 23,98,97,2,,,,,0,RU,0
98,down,OG BUDA,TRACK 8,91,91,2,,,,,0,RU,0
99,down,OG BUDA,TRACK 21,95,95,2,,,,,0,RU,0
100,-,Scriptonite,Положение,-,17,128,,,,,0,RU,0
