Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,CHEEV,Гарно так,1,1,5,,,,,UA,0,0
2,up,Chico & Qatoshi,Ластівки,2,1,5,,,,,UA,0,0
3,up,KOLA,Чи разом?,3,1,7,,,,,UA,0,0
4,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),60,2,2,,,,,UA,0,0
5,down,"alyona alyona, Jerry Heil & ela.",KUPALA,4,4,3,,,,,UA,0,0
6,up,Enleo,інша любов,91,4,2,,,,,UA,0,0
7,up,KALUSH,Додому (feat. Skofka),7,2,44,,,,,UA,0,0
8,down,KALUSH,Stefania (Kalush Orchestra),6,1,11,,,,,UA,0,0
9,up,Chico & Qatoshi,Допоможе ЗСУ,9,3,13,,,,,UA,0,0
10,down,MONATIK,Молчунам,5,5,4,,,,,UA,0,0
11,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),8,8,3,,,,,UA,0,0
12,up,O.G EzzY,Шёлковая простынь,14,11,3,,,,,0,RU,0
13,up,INSTASAMKA,MONEYKEN LOVE,39,13,2,,,,,0,RU,0
14,down,Ed Sheeran,2step (feat. Antytila),12,2,11,,,,,0,0,OTHER
15,down,Artem Pivovarov & DOROFEEVA,Думи,11,9,8,,,,,UA,0,0
16,down,Patsyki Z Franeka,Марічка,13,10,11,,,,,UA,0,0
17,up,SHUMEI,Біля тополі,19,9,16,,,,,UA,0,0
18,down,KALUSH,Файна (feat. Skofka),17,8,21,,,,,UA,0,0
19,down,SHUMEI,Пробач,10,10,4,,,,,UA,0,0
20,down,Мюслі UA,"Вова, їбашь їх блять",18,1,17,,,,,UA,0,0
21,down,V $ X V PRiNCE,Суета,15,2,9,,,,,0,RU,0
22,up,KALUSH,Тiпок (Tipok),23,21,12,,,,,UA,0,0
23,down,Max Korzh,Свой дом,16,1,8,,,,,0,RU,0
24,down,JKLN,Welcome to Ukraine,21,21,5,,,,,UA,0,0
25,down,ANNA ASTI,По барам,20,14,8,,,,,0,RU,0
26,up,MACAN,Останься образом,96,26,2,,,,,0,RU,0
27,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),29,13,20,,,,,UA,0,0
28,up,Один в каное,У мене немає дому,31,5,20,,,,,UA,0,0
29,down,KALUSH,Зорi,26,9,26,,,,,UA,0,0
30,down,The Limba & MORGENSHTERN,Известным,22,20,5,,,,,0,RU,0
31,up,Artem Pivovarov,Ой на горі,35,31,3,,,,,UA,0,0
32,up,Harry Styles,As It Was,33,18,17,,,,,0,0,OTHER
33,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),32,14,9,,,,,UA,0,0
34,down,KRBK,Увечье,28,13,5,,,,,UA,0,0
35,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),34,2,22,,,,,UA,0,0
36,up,Tom Odell,Another Love,36,6,22,,,,,0,0,OTHER
37,down,To Eternity,Несмачний Мед,25,6,5,,,,,UA,0,0
38,down,Elley Duhé,MIDDLE OF THE NIGHT,37,8,39,,,,,0,0,OTHER
39,down,Arut & Big Baby Tape,VLAGA,27,9,6,,,,,0,RU,0
40,down,Skofka,Не забудем і не пробачим,38,28,11,,,,,UA,0,0
41,up,Wellboy,Ворогів на ножі,92,41,2,,,,,UA,0,0
42,up,Max Korzh,Береги её,97,42,2,,,,,0,RU,0
43,down,Lost Frequencies & Calum Scott,Where Are You Now,42,27,18,,,,,0,0,OTHER
44,up,Анна Тринчер & MBreeze,Ти робив мені каву,84,44,2,,,,,UA,0,0
45,down,KALUSH,Давай начистоту (feat. Skofka),43,20,23,,,,,UA,0,0
46,down,BUSHIDO ZHO,vodila,24,9,4,,,,,0,RU,0
47,down,MAX BARSKIH,Буде весна,40,4,19,,,,,UA,0,0
48,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),48,17,43,,,,,0,0,OTHER
49,down,Tiësto & Ava Max,The Motto,47,35,24,,,,,0,0,OTHER
50,down,KRBK,24,45,12,11,,,,,UA,0,0
51,down,Антон Токарев,Седьмой лепесток,41,6,26,,,,,0,RU,0
52,-,"Jakone, A.V.G & Итачи",Курить,-,6,1,,,,,0,RU,0
53,down,MORGENSHTERN & Aarne,DALEKO,30,30,3,,,,,0,RU,0
54,down,Kate Bush,Running Up That Hill (A Deal With God),44,37,8,,,,,0,0,OTHER
55,down,Scriptonite,Положение,50,17,139,,,,,0,RU,0
56,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",51,15,20,,,,,UA,0,0
57,down,jockii druce,Шо Ви Браття,55,6,20,,,,,UA,0,0
58,down,The Limba,Секрет,46,2,10,,,,,0,RU,0
59,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),59,1,36,,,,,0,RU,0
60,down,Jerry Heil,#МРІЯ,53,26,8,,,,,UA,0,0
61,down,SAGE,Киев это Дома,52,6,11,,,,,UA,0,0
62,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,57,13,11,,,,,UA,0,0
63,down,Boombox,Люди,62,27,22,,,,,UA,0,0
64,down,BURLA,Руський корабль,58,10,16,,,,,UA,0,0
65,down,Artik & Asti,Гармония,61,2,27,,,,,0,RU,0
66,up,Mr.Kitty,After Dark,69,42,6,,,,,0,0,OTHER
67,down,Scriptonite,Танцуй сама,64,28,18,,,,,0,RU,0
68,down,Мюслі UA,Остановіть ви цю ху..ню!,56,6,11,,,,,UA,0,0
69,down,Miyagi & Andy Panda,Minor,67,2,105,,,,,0,RU,0
70,down,Scriptonite & Райда,Baby mama,63,1,63,,,,,0,RU,0
71,down,ANNA ASTI & Philipp Kirkorov,Хобби,54,21,13,,,,,0,RU,0
72,down,Skofka,Ой на ой,70,64,7,,,,,UA,0,0
73,down,HammAli & Navai,Птичка,72,1,62,,,,,0,RU,0
74,down,Jerry Heil,#ПОШТА,66,4,25,,,,,UA,0,0
75,up,Acraze,Do It To It (feat. Cherish),77,14,33,,,,,0,0,OTHER
76,up,Gayle,abcdefu,79,9,35,,,,,0,0,OTHER
77,down,Wellboy,Вишнi,73,25,13,,,,,UA,0,0
78,up,Scriptonite,Цепи (feat. 104),78,41,59,,,,,0,RU,0
79,down,Dxrk ダーク,RAVE,76,16,16,,,,,0,0,OTHER
80,down,LAUD,2 дні,74,9,19,,,,,UA,0,0
81,down,Big Baby Tape & kizaru,99 Problems,80,1,40,,,,,0,RU,0
82,up,Minelli,Rampampam,83,2,66,,,,,0,0,OTHER
83,down,Glass Animals,Heat Waves,82,61,29,75,2/28/2021,71,3/7/2021,0,0,OTHER
84,down,KALUSH & alyona alyona,Гори (Gory),81,75,9,,,,,UA,0,0
85,down,Vendetta,Лепит нас,75,38,8,,,,,UA,0,0
86,down,Khrystyna Soloviy,Тримай,85,21,22,,,,,UA,0,0
87,-,Маша Кондратенко,Ванька-Встанька,-,45,1,,,,,UA,0,0
88,down,PATSYKI Z FRANEKA,Vasya OMG,49,49,3,,,,,UA,0,0
89,-,Egor Kreed,We Gotta Get Love,-,18,1,,,,,0,RU,0
90,-,The Weeknd,Blinding Lights,-,3,97,94,12/1/2019,1,3/1/2020,0,0,OTHER
91,up,INSTASAMKA,RARARA,94,91,2,,,,,0,RU,0
92,-,Eminem,Superman (feat. Dina Rae),-,24,1,,,,,0,0,OTHER
93,down,ANNA ASTI,Затмила,68,68,5,,,,,0,RU,0
94,down,MONATIK,From U to z,71,49,4,,,,,UA,0,0
95,down,Ulukmanapo & Bakr,Расстояние,89,64,5,,,,,0,RU,0
96,-,LSP & MORGENSHTERN,5:00 AM,-,95,1,,,,,0,RU,0
97,down,kizaru,Train Wreck,65,32,4,,,,,0,RU,0
98,-,Miyagi & Andy Panda,Там ревели горы,-,12,83,,,,,0,RU,0
99,-,BRANYA & MACAN,Пополам,-,1,55,,,,,0,RU,0
100,-,Miyagi & Andy Panda,Патрон,-,1,66,,,,,0,RU,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
