Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,9,,,,,UA,0,0
2,up,CHEEV,Гарно так,3,1,14,,,,,UA,0,0
3,up,Chris Brown,Under the Influence,7,3,9,,,,,0,0,OTHER
4,down,KRBK,Стоник,2,2,3,,,,,UA,0,0
5,up,KOLA,Біля серця,96,2,2,,,,,UA,0,0
6,down,Chico & Qatoshi,Ластівки,5,1,14,,,,,UA,0,0
7,up,Enleo,інша любов,8,4,11,,,,,UA,0,0
8,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),4,2,11,,,,,UA,0,0
9,up,INSTASAMKA,POPSTAR,80,7,2,,,,,0,RU,0
10,down,KALUSH,Додому (feat. Skofka),6,2,53,,,,,UA,0,0
11,down,KOLA,Чи разом?,9,1,16,,,,,UA,0,0
12,down,KALUSH,Stefania (Kalush Orchestra),10,1,20,,,,,UA,0,0
13,down,SHUMEI,Біля тополі,12,9,25,,,,,UA,0,0
14,down,Chico & Qatoshi,Допоможе ЗСУ,11,3,22,,,,,UA,0,0
15,up,Artem Pivovarov & DOROFEEVA,Думи,15,9,17,,,,,UA,0,0
16,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),14,14,18,,,,,UA,0,0
17,up,V $ X V PRiNCE,Мурашки,17,17,5,,,,,0,RU,0
18,down,Tom Odell,Another Love,16,6,31,,,,,0,0,OTHER
19,-,Sam Smith & Kim Petras,Unholy,-,1,1,,,,,0,0,OTHER
20,down,jockii druce,Боі Стули Пельку,13,2,7,,,,,UA,0,0
21,down,KALUSH,Файна (feat. Skofka),19,8,30,,,,,UA,0,0
22,down,Jerry Heil,Кохайтеся Чорнобриві,18,11,7,,,,,UA,0,0
23,down,"alyona alyona, Jerry Heil & ela.",KUPALA,20,4,12,,,,,UA,0,0
24,down,Harry Styles,As It Was,22,18,26,,,,,0,0,OTHER
25,-,Oxxxymiron,ОЙДА,-,17,1,,,,,0,RU,0
26,down,KALUSH,Тiпок (Tipok),24,21,21,,,,,UA,0,0
27,down,Patsyki Z Franeka,Марічка,25,10,20,,,,,UA,0,0
28,down,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,21,3,8,,,,,0,RU,0
29,down,Ed Sheeran,2step (feat. Antytila),23,2,20,,,,,0,0,OTHER
30,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),26,13,29,,,,,UA,0,0
31,down,ANNA ASTI,По барам,27,14,17,,,,,0,RU,0
32,down,Skofka,Не забудем і не пробачим,28,28,20,,,,,UA,0,0
33,up,Eminem,Superman (feat. Dina Rae),38,24,10,,,,,0,0,OTHER
34,down,Elley Duhé,MIDDLE OF THE NIGHT,32,8,48,,,,,0,0,OTHER
35,down,Один в каное,У мене немає дому,30,5,29,,,,,UA,0,0
36,down,Lost Frequencies & Calum Scott,Where Are You Now,33,27,27,,,,,0,0,OTHER
37,down,KALUSH,Зорi,35,9,35,,,,,UA,0,0
38,down,Мюслі UA,"Вова, їбашь їх блять",29,1,26,,,,,UA,0,0
39,up,NЮ,Некуда бежать,79,39,2,,,,,0,RU,0
40,down,YARMAK,МОЯ КРАЇНА (feat. Tof),34,33,4,,,,,UA,0,0
41,up,DOROFEEVA,крапають,90,36,4,,,,,UA,0,0
42,down,Scriptonite,Положение,37,17,148,,,,,0,RU,0
43,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),36,8,12,,,,,UA,0,0
44,down,KALUSH,Давай начистоту (feat. Skofka),40,20,32,,,,,UA,0,0
45,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),43,17,52,,,,,0,0,OTHER
46,down,JKLN,Welcome to Ukraine,39,21,14,,,,,UA,0,0
47,up,Tiësto & Ava Max,The Motto,47,35,33,,,,,0,0,OTHER
48,up,SHUMEI,Пробач,52,10,13,,,,,UA,0,0
49,up,David Guetta & Bebe Rexha,I'm Good (Blue),84,41,2,,,,,0,0,OTHER
50,down,JONY,Никак,41,41,2,,,,,0,RU,0
51,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),42,2,31,,,,,UA,0,0
52,down,Markul & Тося Чайкина,Стрелы,45,15,8,,,,,0,RU,0
53,down,OneRepublic,I Ain't Worried,51,51,4,,,,,0,0,OTHER
54,down,Mr.Kitty,After Dark,50,42,15,,,,,0,0,OTHER
55,down,Artem Pivovarov,Ой на горі,44,31,12,,,,,UA,0,0
56,down,Scriptonite,Танцуй сама,55,28,27,,,,,0,RU,0
57,down,Антон Токарев,Седьмой лепесток,49,6,35,,,,,0,RU,0
58,down,Max Korzh,Свой дом,54,1,17,,,,,0,RU,0
59,up,Averin & CHURSANOV,Відлюбилося,91,59,2,,,,,UA,0,0
60,up,KRBK,Девушка в чёрном,85,43,2,,,,,UA,0,0
61,down,V $ X V PRiNCE,Суета,48,2,18,,,,,0,RU,0
62,down,Miyagi & Andy Panda,Minor,57,2,114,,,,,0,RU,0
