Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,-,KALUSH,Stefania (Kalush Orchestra),-,1,1,,,,,UA,0,0
2,-,Ed Sheeran,2step (feat. Antytila),-,2,1,,,,,0,0,OTHER
3,up,Chico & Qatoshi,Допоможе ЗСУ,4,3,3,,,,,UA,0,0
4,down,Мюслі UA,"Вова, їбашь їх блять",1,1,7,,,,,UA,0,0
5,down,KALUSH,Додому (feat. Skofka),3,2,34,,,,,UA,0,0
6,-,SAGE,Киев это Дома,-,6,1,,,,,UA,0,0
7,-,Мюслі UA,Остановіть ви цю ху..ню!,-,6,1,,,,,UA,0,0
8,down,MAX BARSKIH,Буде весна,5,4,9,,,,,UA,0,0
9,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),6,2,12,,,,,UA,0,0
10,down,Один в каное,У мене немає дому,7,5,10,,,,,UA,0,0
11,up,KALUSH,Файна (feat. Skofka),16,8,11,,,,,UA,0,0
12,-,KRBK,24,-,12,1,,,,,UA,0,0
13,-,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,-,13,1,,,,,UA,0,0
14,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],8,7,9,,,,,UA,0,0
15,up,KALUSH,Зорi,17,9,16,,,,,UA,0,0
16,down,jockii druce,Шо Ви Браття,11,6,10,,,,,UA,0,0
17,down,Elley Duhé,MIDDLE OF THE NIGHT,14,8,29,,,,,0,0,OTHER
18,up,MAX BARSKIH,Don't Fuck With Ukraine,23,18,3,,,,,UA,0,0
19,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),32,13,10,,,,,UA,0,0
20,down,Tom Odell,Another Love,12,6,12,,,,,0,0,OTHER
21,down,BURLA,Руський корабль,15,10,6,,,,,UA,0,0
22,down,Jerry Heil,#ПОШТА,13,4,15,,,,,UA,0,0
23,down,SHUMEI,Біля тополі,20,9,6,,,,,UA,0,0
24,down,ANNA ASTI & Philipp Kirkorov,Хобби,21,21,3,,,,,0,RU,0
25,down,Dxrk ダーク,RAVE,18,16,6,,,,,0,0,OTHER
26,-,Vendetta,Лепит нас,-,26,1,,,,,UA,0,0
27,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",19,15,10,,,,,UA,0,0
28,down,alyona alyona,Рідні мої (feat. Jerry Heil),9,9,4,,,,,UA,0,0
29,down,LAUD,2 дні,22,9,9,,,,,UA,0,0
30,down,Harry Styles,As It Was,25,18,7,,,,,0,0,OTHER
31,-,Patsyki Z Franeka,Марічка,-,10,1,,,,,UA,0,0
32,up,Lost Frequencies & Calum Scott,Where Are You Now,35,27,8,,,,,0,0,OTHER
33,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),31,1,26,,,,,0,RU,0
34,-,Skofka,Не забудем і не пробачим,-,28,1,,,,,UA,0,0
35,down,JONY,Титры,10,8,4,,,,,0,RU,0
36,down,Okean Elzy,Не твоя війна,26,2,12,,,,,UA,0,0
37,up,KALUSH,Давай начистоту (feat. Skofka),62,20,13,,,,,UA,0,0
38,down,Artik & Asti,Гармония,34,2,17,,,,,0,RU,0
39,down,Антон Токарев,Седьмой лепесток,33,6,16,,,,,0,RU,0
40,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),40,17,33,,,,,0,0,OTHER
41,up,Tiësto & Ava Max,The Motto,41,35,14,,,,,0,0,OTHER
42,down,Cypis,Putin,30,4,11,,,,,0,0,OTHER
43,up,Scriptonite & Райда,Baby mama,47,1,53,,,,,0,RU,0
44,up,Big Baby Tape & kizaru,99 Problems,45,1,30,,,,,0,RU,0
45,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,38,2,20,,,,,0,RU,0
46,up,Argy,Tataki,49,31,7,,,,,0,0,OTHER
47,up,Acraze,Do It To It (feat. Cherish),55,14,23,,,,,0,0,OTHER
48,down,MORGENSHTERN,Селяви,24,3,6,,,,,0,RU,0
49,down,Boombox,Люди,42,27,12,,,,,UA,0,0
50,down,MORGENSHTERN,12,37,2,9,,,,,0,RU,0
51,-,Kendrick Lamar,N95,-,51,1,,,,,0,0,OTHER
52,down,NK,Я - Україна,39,18,9,,,,,UA,0,0
53,up,"Олександр Пономарьов, Mykhailo Khoma, Тарас Тополя, Євген Кошовий, Юрій Ткач & Петро Чорний",Україна переможе!,94,53,2,,,,,UA,0,0
54,-,Kolaba,Шо ви пацики на моциках,-,54,1,,,,,UA,0,0
55,down,Khrystyna Soloviy,Тримай,43,21,12,,,,,UA,0,0
56,up,Gayle,abcdefu,60,9,25,,,,,0,0,OTHER
57,down,Okean Elzy,Місто весни (feat. Один в каное),53,29,16,,,,,UA,0,0
58,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),54,36,8,,,,,UA,0,0
59,down,Gibbs,(Po)Ciąg Dalszy Nastąpi,27,9,5,,,,,0,0,OTHER
60,down,Xcho,Ты и Я,52,18,8,,,,,0,RU,0
61,up,KALUSH,Таксі (feat. Христина Соловій),91,42,10,,,,,UA,0,0
62,up,Minelli,Rampampam,66,2,56,,,,,0,0,OTHER
63,up,HammAli & Navai,Птичка,67,1,52,,,,,0,RU,0
64,-,МОТ,По душам,-,64,1,,,,,0,RU,0
65,up,GUMA,Стеклянная,70,1,41,,,,,0,RU,0
66,down,MACAN,ГИРИ,29,29,3,,,,,0,RU,0
67,up,BRANYA & MACAN,Пополам,77,1,48,,,,,0,RU,0
68,up,Один в каное,Човен,68,53,9,,,,,UA,0,0
69,-,Kendrick Lamar,United In Grief,-,69,1,,,,,0,0,OTHER
70,-,"Kendrick Lamar, Blxst & Amanda Reifer",Die Hard,-,70,1,,,,,0,0,OTHER
71,down,Egor Kreed & MakSim,Отпускаю,63,1,14,,,,,0,RU,0
72,down,OG BUDA,TRACK 14,28,28,3,,,,,0,RU,0
73,down,Meri,Я з україни,72,51,11,,,,,UA,0,0
74,down,Люся Чеботина,СОЛНЦЕ МОНАКО,73,3,28,,,,,0,RU,0
75,up,Miyagi & Andy Panda,Патрон,78,1,59,,,,,0,RU,0
76,down,ANNA ASTI,Феникс,65,1,18,,,,,0,RU,0
77,-,The Beatnuts,Se Acabó Remix (feat. Method Man),-,77,1,,,,,0,0,OTHER
78,down,BOTASHE,ПНХ,69,14,10,,,,,UA,0,0
79,up,Ed Sheeran,Bad Habits,95,21,30,,,,,0,0,OTHER
80,down,The Hardkiss,Як ти?,56,23,5,,,,,UA,0,0
81,up,Big Baby Tape & kizaru,Million,84,2,30,,,,,0,RU,0
82,down,Glass Animals,Heat Waves,81,61,19,75,2/28/2021,71,3/7/2021,0,0,OTHER
83,-,KALUSH,Тiпок (Tipok),-,21,2,,,,,UA,0,0
84,up,Miyagi & Andy Panda,Minor,92,2,95,,,,,0,RU,0
85,down,Okean Elzy,Обійми,71,3,12,,,,,UA,0,0
86,up,Scriptonite,Положение,100,17,129,,,,,0,RU,0
87,down,Анна Тринчер,Не залишай,46,29,4,,,,,UA,0,0
88,down,Big Baby Tape & kizaru,Bandana,87,2,30,,,,,0,RU,0
89,-,Jack Harlow,First Class,-,87,2,,,,,0,0,OTHER
90,down,SadSvit,Касета,59,36,4,,,,,UA,0,0
91,down,BONES,AirplaneMode,74,54,5,,,,,0,0,OTHER
92,down,Jakomo & A.V.G,Платина,86,16,11,,,,,0,RU,0
93,down,MACAN,За всех,83,1,14,,,,,0,RU,0
94,-,Ed Sheeran,Shivers,-,90,4,,,,,0,0,OTHER
95,up,Kambulat,Выпей меня,96,3,15,,,,,0,RU,0
96,-,10AGE,Пушка,-,3,46,,,,,0,RU,0
97,down,DAYTON,Namysto (Shnaps Remix),57,46,5,,,,,UA,0,0
98,-,Xcho,Эскизы,-,7,21,,,,,0,RU,0
99,down,10AGE & Ramil',Ау,79,62,4,,,,,0,RU,0
100,-,HammAli & Эллаи,"Не плачь, не реви",-,100,1,,,,,0,RU,0
