Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
42,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),37,17,40,,,,,0,0,OTHER
43,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,33,13,8,,,,,UA,0,0
44,down,Антон Токарев,Седьмой лепесток,41,6,23,,,,,0,RU,0
45,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",43,15,17,,,,,UA,0,0
46,up,jockii druce,Шо Ви Браття,50,6,17,,,,,UA,0,0
47,up,BURLA,Руський корабль,55,10,13,,,,,UA,0,0
48,down,Mr.Kitty,After Dark,42,42,3,,,,,0,0,OTHER
49,down,Jerry Heil,#ПОШТА,38,4,22,,,,,UA,0,0
50,up,ANNA ASTI,Повело,90,50,2,,,,,0,RU,0
51,down,Vendetta,Лепит нас,45,38,5,,,,,UA,0,0
52,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),44,1,33,,,,,0,RU,0
53,down,Boombox,Люди,49,27,19,,,,,UA,0,0
54,down,Scriptonite & Райда,Baby mama,47,1,60,,,,,0,RU,0
55,down,Artik & Asti,Гармония,53,2,24,,,,,0,RU,0
56,down,LAUD,2 дні,51,9,16,,,,,UA,0,0
57,up,Dxrk ダーク,RAVE,59,16,13,,,,,0,0,OTHER
58,down,Acraze,Do It To It (feat. Cherish),54,14,30,,,,,0,0,OTHER
59,down,Kate Bush,Running Up That Hill (A Deal With God),52,37,5,,,,,0,0,OTHER
60,up,Scriptonite,Положение,82,17,136,,,,,0,RU,0
61,down,Big Baby Tape & kizaru,99 Problems,58,1,37,,,,,0,RU,0
62,up,Gayle,abcdefu,62,9,32,,,,,0,0,OTHER
63,-,kizaru,Playa (feat. Duke Deuce),-,25,1,,,,,0,RU,0
64,up,Ulukmanapo & Bakr,Расстояние,70,64,2,,,,,0,RU,0
65,up,ANNA ASTI,Сорри,92,65,2,,,,,0,RU,0
66,up,Epolets,Зраджуй,91,66,2,,,,,UA,0,0
67,-,kizaru,First Day Out,-,29,1,,,,,0,RU,0
68,up,ANNA ASTI,Затмила,93,68,2,,,,,0,RU,0
69,up,Skofka,Ой на ой,81,64,4,,,,,UA,0,0
70,down,MAX BARSKIH,Don't Fuck With Ukraine,60,18,10,,,,,UA,0,0
71,down,Wellboy,Вишнi,67,25,10,,,,,UA,0,0
72,-,kizaru,Train Wreck,-,32,1,,,,,0,RU,0
73,-,BUSHIDO ZHO,vodila,-,9,1,,,,,0,RU,0
74,-,kizaru,No Stop,-,36,1,,,,,0,RU,0
75,-,kizaru,Yeah,-,41,1,,,,,0,RU,0
76,-,kizaru,Elon Musk,-,53,1,,,,,0,RU,0
77,-,kizaru,That White,-,56,1,,,,,0,RU,0
78,-,kizaru,Hella Faded,-,78,1,,,,,0,RU,0
79,-,kizaru,Trap Shark,-,62,1,,,,,0,RU,0
80,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],48,7,16,,,,,UA,0,0
81,-,MONATIK,Молчунам,-,5,1,,,,,UA,0,0
82,up,Miyagi & Andy Panda,Minor,86,2,102,,,,,0,RU,0
83,down,"Jakone, A.V.G & MACAN",Самый молодой,46,46,3,,,,,0,RU,0
84,-,"SAGE, elarm & Marbi",Київ то є Вдома,-,84,1,,,,,UA,0,0
85,down,Okean Elzy,Не твоя війна,61,2,19,,,,,UA,0,0
86,up,Markul,Конечная станция,98,86,2,,,,,0,RU,0
87,down,Khrystyna Soloviy,Тримай,77,21,19,,,,,UA,0,0
88,-,SHUMEI,Пробач,-,10,1,,,,,UA,0,0
89,-,Scriptonite,Танцуй сама,-,28,15,,,,,0,RU,0
90,down,Glass Animals,Heat Waves,76,61,26,75,2/28/2021,71,3/7/2021,0,0,OTHER
91,down,HammAli & Navai,Птичка,72,1,59,,,,,0,RU,0
92,down,Joji,Glimpse of Us,65,61,3,,,,,0,0,OTHER
93,-,MONATIK,From U to z,-,49,1,,,,,UA,0,0
94,down,Xcho,Ты и Я,57,18,15,,,,,0,RU,0
95,down,Minelli,Rampampam,64,2,63,,,,,0,0,OTHER
96,down,"Calvin Harris, Dua Lipa",One Kiss,63,32,5,,,,,0,0,OTHER
97,down,KALUSH,Таксі (feat. Христина Соловій),73,42,17,,,,,UA,0,0
98,-,Scriptonite,Цепи (feat. 104),-,41,56,,,,,0,RU,0
99,down,Argy,Tataki,66,31,14,,,,,0,0,OTHER
100,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,68,2,27,,,,,0,RU,0
