Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Parfeniuk,Провела екскурсію,1,1,3,,,,,UA,0,0
2,up,DOROFEEVA,Щоб не було,2,2,3,,,,,UA,0,0
3,up,TVORCHI,Heart of Steel,15,3,3,,,,,UA,0,0
4,up,INSTASAMKA,ЗА ДЕНЬГИ ДА,4,4,5,,,,,0,RU,0
5,down,Lady Gaga,Bloody Mary,3,1,4,,,,,0,0,OTHER
6,up,Skofka & KALUSH,Батьківщина,86,6,2,,,,,UA,0,0
7,down,XOLIDAYBOY,Моя хулиганка,5,1,8,,,,,0,RU,0
8,up,Quest Pistols Show,Ти неймовірна,77,8,2,,,,,UA,0,0
9,down,Sam Smith & Kim Petras,Unholy,7,1,14,,,,,0,0,OTHER
10,down,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,8,3,8,,,,,UA,0,0
11,down,ENLEO,веди мене в храм,9,6,7,,,,,UA,0,0
12,down,Jah Khalib,Доча,6,2,4,,,,,0,RU,0
13,down,Skofka,Чути гімн,10,1,22,,,,,UA,0,0
14,up,Big Baby Tape,Like A G6,85,12,2,,,,,0,RU,0
15,down,"Metro Boomin, The Weeknd & 21 Savage",Creepin',13,13,4,,,,,0,0,OTHER
16,down,Eminem,Mockingbird,11,3,10,,,,,0,0,OTHER
17,down,KOLA,Біля серця,12,2,15,,,,,UA,0,0
18,down,Endshpil,Приятная (feat. Ollane),16,16,4,,,,,0,RU,0
19,down,KALUSH,Додому (feat. Skofka),18,2,66,,,,,UA,0,0
20,down,CHEEV,Гарно так,19,1,27,,,,,UA,0,0
21,down,MOSOVICH & Batrai,Полярная звезда,14,12,5,,,,,0,RU,0
22,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),17,2,10,,,,,UA,0,0
23,down,Artem Pivovarov & NK,Там у тополі,22,12,7,,,,,UA,0,0
24,up,T-Fest,Дай мені звикнути,89,24,2,,,,,UA,0,0
25,up,Mosty,Морозы,78,25,2,,,,,UA,0,0
26,down,Tom Odell,Another Love,21,6,44,,,,,0,0,OTHER
27,down,Chico & Qatoshi,Ластівки,24,1,27,,,,,UA,0,0
28,up,Oxxxymiron,THE STORY OF ALISHER,84,28,2,,,,,0,RU,0
29,down,SHUMEI,Біля тополі,23,9,38,,,,,UA,0,0
30,-,Slavik Pogosov,Монро,-,3,1,,,,,0,RU,0
31,down,KALUSH,Stefania (Kalush Orchestra),27,1,33,,,,,UA,0,0
32,down,Chris Brown,Under the Influence,25,3,22,,,,,0,0,OTHER
33,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),28,2,24,,,,,UA,0,0
34,down,Miyagi & Эндшпиль,Временно,26,1,9,,,,,0,RU,0
35,down,Eminem,Superman (feat. Dina Rae),29,24,23,,,,,0,0,OTHER
36,down,Artem Pivovarov & DOROFEEVA,Думи,30,9,30,,,,,UA,0,0
37,down,Chico & Qatoshi,Допоможе ЗСУ,34,3,35,,,,,UA,0,0
38,down,BARABANDA,Лист до мами,31,12,13,,,,,UA,0,0
39,down,Markul & Тося Чайкина,Стрелы,32,15,21,,,,,0,RU,0
40,down,Golubenko,Мила (feat. CLONNEX),35,20,8,,,,,UA,0,0
41,down,KRBK,Стрела,20,8,4,,,,,UA,0,0
42,down,KALUSH,Файна (feat. Skofka),39,8,43,,,,,UA,0,0
43,down,KOLA,Чи разом?,37,1,29,,,,,UA,0,0
44,down,Scriptonite,Положение,38,17,161,,,,,0,RU,0
45,up,Wham!,Last Christmas (Single Version),62,12,14,70,12/1/2019,2,12/27/2020,0,0,OTHER
46,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),42,13,42,,,,,UA,0,0
47,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),40,14,31,,,,,UA,0,0
48,up,RAYE,Escapism. (feat. 070 Shake),74,28,2,,,,,0,0,OTHER
49,up,Mariah Carey,All I Want For Christmas Is You,67,15,16,79,11/17/2019,1,12/13/2020,0,0,OTHER
50,down,Elley Duhé,MIDDLE OF THE NIGHT,41,8,61,,,,,0,0,OTHER
51,down,KALUSH,Зорi,44,9,48,,,,,UA,0,0
52,down,Miyagi & Эндшпиль,Silhouette,36,8,9,,,,,0,RU,0
53,down,Harry Styles,As It Was,48,18,39,,,,,0,0,OTHER
54,down,ANNA ASTI,По барам,51,14,30,,,,,0,RU,0
55,-,MONATIK & ROXOLANA,"Інь Ян (Із к/ф ""Сусідка"")",-,55,1,,,,,UA,0,0
56,down,KRBK,Крепче,46,46,11,,,,,UA,0,0
57,up,SadSvit,Касета,75,36,8,,,,,UA,0,0
58,down,KRBK,Девушка в чёрном,43,43,15,,,,,UA,0,0
59,down,Grohotsky,Будь зі мною,47,28,7,,,,,UA,0,0
