Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),1,1,8,,,,,0,RU,0
2,up,ZAPOMNI,Кожура,25,2,2,,,,,0,RU,0
3,up,Люся Чеботина,СОЛНЦЕ МОНАКО,3,3,10,,,,,0,RU,0
4,down,Big Baby Tape & kizaru,99 Problems,2,1,12,,,,,0,RU,0
5,up,Big Baby Tape & kizaru,Million,6,2,12,,,,,0,RU,0
6,down,LOBODA,ЗанесLo,4,3,5,,,,,0,RU,0
7,up,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),8,7,4,,,,,0,0,OTHER
8,up,Elley Duhé,MIDDLE OF THE NIGHT,18,8,11,,,,,0,0,OTHER
9,up,HammAli & Navai & Jah Khalib,"Боже, как завидую",11,2,9,,,,,0,RU,0
10,down,JONY,На сиреневой луне,7,7,3,,,,,0,RU,0
11,down,Big Baby Tape & kizaru,Bandana,10,2,12,,,,,0,RU,0
12,up,Xcho,Эскизы,15,7,5,,,,,0,RU,0
13,down,Max Korzh,Афган,5,2,4,,,,,0,RU,0
14,up,Scriptonite & Райда,Baby mama,14,1,35,,,,,0,RU,0
15,down,HammAli & Navai & MACAN,она хочет быть моделью,9,2,5,,,,,0,RU,0
16,up,JONY & HammAli,"Наверно, ты меня не помнишь",17,4,11,,,,,0,RU,0
17,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),22,17,15,,,,,0,0,OTHER
18,down,Mumiy Troll & Даня Милохин,Башня,13,3,7,,,,,0,RU,0
19,up,Султан Лагучев,Между нами война,86,19,2,,,,,0,RU,0
20,up,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,27,10,4,,,,,0,RU,0
21,up,Acraze,Do It To It (feat. Cherish),28,14,5,,,,,0,0,OTHER
22,down,Arthur Pirozhkov & Klava Koka,Хочешь,16,16,3,,,,,0,RU,0
23,down,HammAli & Navai,Птичка,20,1,34,,,,,0,RU,0
24,up,Wellboy,Гуси,34,8,29,,,,,UA,0,0
25,down,NЮ,Никто,24,7,9,,,,,0,RU,0
26,down,Ollane,Touch the Sky (feat. Miyagi),23,11,8,,,,,0,RU,0
27,up,dora & МЭЙБИ БЭЙБИ,Барбисайз,39,27,2,,,,,0,RU,0
28,up,Minelli,Rampampam,29,2,38,,,,,0,0,OTHER
29,up,The Kid LAROI & Justin Bieber,Stay,38,11,26,,,,,0,0,OTHER
30,-,Lesha Svik,Плакала,-,1,1,,,,,0,RU,0
31,down,Öwnboss & SEVEK,Move Your Body,30,20,5,,,,,0,0,OTHER
32,down,Gayle,abcdefu,31,9,7,,,,,0,0,OTHER
33,up,Akmal',Из-за тебя,37,2,14,,,,,0,RU,0
34,down,Max Korzh,Снадобье,12,4,4,,,,,0,RU,0
35,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,75,2,2,,,,,0,RU,0
36,down,Kristina Si,Chem Haskanum (feat. Maléna),21,12,5,,,,,0,RU,0
37,down,Miyagi & Andy Panda,Патрон,36,1,41,,,,,0,RU,0
38,up,BRANYA & MACAN,Пополам,41,1,30,,,,,0,RU,0
39,up,Miyagi & Andy Panda,Minor,43,2,78,,,,,0,RU,0
40,up,GUMA,Стеклянная,42,1,23,,,,,0,RU,0
41,up,Tiësto,The Business,50,8,53,52,1/3/2021,18,4/4/2021,0,0,OTHER
42,down,OG Buda & MAYOT,Вина (feat. 17 SEVENTEEN),33,20,4,,,,,0,RU,0
43,up,10AGE,Пушка,45,3,30,,,,,0,RU,0
