Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,4,,,,,UA,0,0
2,up,V $ X V PRiNCE,Суета,85,2,2,,,,,0,RU,0
3,up,Ed Sheeran,2step (feat. Antytila),3,2,4,,,,,0,0,OTHER
4,up,KALUSH,Додому (feat. Skofka),4,2,37,,,,,UA,0,0
5,down,The Limba,Секрет,2,2,3,,,,,0,RU,0
6,down,Chico & Qatoshi,Допоможе ЗСУ,5,3,6,,,,,UA,0,0
7,down,Мюслі UA,"Вова, їбашь їх блять",6,1,10,,,,,UA,0,0
8,up,KALUSH,Файна (feat. Skofka),8,8,14,,,,,UA,0,0
9,up,SAGE,Киев это Дома,9,6,4,,,,,UA,0,0
10,up,Patsyki Z Franeka,Марічка,11,10,4,,,,,UA,0,0
11,down,Мюслі UA,Остановіть ви цю ху..ню!,7,6,4,,,,,UA,0,0
12,down,KALUSH,Зорi,10,9,19,,,,,UA,0,0
13,down,MAX BARSKIH,Буде весна,12,4,12,,,,,UA,0,0
14,up,Один в каное,У мене немає дому,14,5,13,,,,,UA,0,0
15,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),13,2,15,,,,,UA,0,0
16,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),15,13,13,,,,,UA,0,0
17,up,Elley Duhé,MIDDLE OF THE NIGHT,18,8,32,,,,,0,0,OTHER
18,up,Harry Styles,As It Was,20,18,10,,,,,0,0,OTHER
19,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,16,13,4,,,,,UA,0,0
20,down,KRBK,24,19,12,4,,,,,UA,0,0
21,up,ANNA ASTI & Philipp Kirkorov,Хобби,23,21,6,,,,,0,RU,0
22,up,KALUSH,Давай начистоту (feat. Skofka),22,20,16,,,,,UA,0,0
23,up,KALUSH,Тiпок (Tipok),41,21,5,,,,,UA,0,0
24,up,Tom Odell,Another Love,25,6,15,,,,,0,0,OTHER
25,down,S10,De Diepte,17,17,3,,,,,0,0,OTHER
26,down,jockii druce,Шо Ви Браття,24,6,13,,,,,UA,0,0
27,up,SHUMEI,Біля тополі,28,9,9,,,,,UA,0,0
28,down,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],21,7,12,,,,,UA,0,0
29,down,Jerry Heil,#ПОШТА,27,4,18,,,,,UA,0,0
30,up,Lost Frequencies & Calum Scott,Where Are You Now,30,27,11,,,,,0,0,OTHER
31,up,Антон Токарев,Седьмой лепесток,33,6,19,,,,,0,RU,0
32,down,MAX BARSKIH,Don't Fuck With Ukraine,29,18,6,,,,,UA,0,0
33,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),32,1,29,,,,,0,RU,0
34,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),42,17,36,,,,,0,0,OTHER
35,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",34,15,13,,,,,UA,0,0
36,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),92,14,2,,,,,UA,0,0
37,down,BURLA,Руський корабль,26,10,9,,,,,UA,0,0
38,up,Scriptonite & Райда,Baby mama,46,1,56,,,,,0,RU,0
39,-,"Calvin Harris, Dua Lipa",One Kiss,-,32,1,,,,,0,0,OTHER
40,up,Tiësto & Ava Max,The Motto,43,35,17,,,,,0,0,OTHER
41,down,Dxrk ダーク,RAVE,38,16,9,,,,,0,0,OTHER
42,down,Xcho,Ты и Я,36,18,11,,,,,0,RU,0
43,down,LAUD,2 дні,35,9,12,,,,,UA,0,0
44,down,Artik & Asti,Гармония,40,2,20,,,,,0,RU,0
45,down,Skofka,Не забудем і не пробачим,44,28,4,,,,,UA,0,0
46,up,Okean Elzy,Не твоя війна,47,2,15,,,,,UA,0,0
47,down,Måneskin,SUPERMODEL,37,32,3,,,,,0,0,OTHER
48,-,Jerry Heil,#МРІЯ,-,26,1,,,,,UA,0,0
49,up,Kanye West & XXXTENTACION,True Love,98,49,2,,,,,0,0,OTHER
50,up,Acraze,Do It To It (feat. Cherish),50,14,26,,,,,0,0,OTHER
51,-,MAX BARSKIH,Чекай мене,-,51,1,,,,,UA,0,0
52,down,Big Baby Tape & kizaru,99 Problems,49,1,33,,,,,0,RU,0
53,down,alyona alyona,Рідні мої (feat. Jerry Heil),48,9,7,,,,,UA,0,0
54,down,Вася Демчук,Закривай очі,39,39,3,,,,,UA,0,0
55,down,Argy,Tataki,52,31,10,,,,,0,0,OTHER
56,-,Max Korzh,Свой дом,-,1,1,,,,,0,RU,0
57,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,54,2,23,,,,,0,RU,0
58,down,Gayle,abcdefu,55,9,28,,,,,0,0,OTHER
59,down,Bakr,Сирень,45,45,3,,,,,0,RU,0
60,down,KALUSH,Таксі (feat. Христина Соловій),53,42,13,,,,,UA,0,0
61,down,JONY,Титры,51,8,7,,,,,0,RU,0
62,down,Minelli,Rampampam,59,2,59,,,,,0,0,OTHER
63,down,HammAli & Navai,Птичка,57,1,55,,,,,0,RU,0
