Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,ANNA ASTI,Феникс,1,1,3,,,,,0,RU,0
2,up,Artik & Asti,Гармония,79,2,2,,,,,0,RU,0
3,up,ZAPOMNI,Я всё решу (Intro),9,3,2,,,,,0,RU,0
4,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),3,1,11,,,,,0,RU,0
5,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,15,2,5,,,,,0,RU,0
6,down,Lesha Svik,Плакала,4,1,4,,,,,0,RU,0
7,down,Miyagi & Andy Panda,Буревестник,2,2,4,,,,,0,RU,0
8,down,Люся Чеботина,СОЛНЦЕ МОНАКО,5,3,13,,,,,0,RU,0
9,down,Big Baby Tape & kizaru,99 Problems,6,1,15,,,,,0,RU,0
10,up,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,12,10,7,,,,,0,RU,0
11,up,JONY,На сиреневой луне,20,7,6,,,,,0,RU,0
12,up,KOSMONAVTOV NET,МЯТОЙ (Remix 2010),13,12,3,,,,,0,RU,0
13,down,Xcho,Эскизы,7,7,8,,,,,0,RU,0
14,up,Acraze,Do It To It (feat. Cherish),16,14,8,,,,,0,0,OTHER
15,down,Elley Duhé,MIDDLE OF THE NIGHT,10,8,14,,,,,0,0,OTHER
16,down,ZAPOMNI,Кожура,8,2,5,,,,,0,RU,0
17,down,Big Baby Tape & kizaru,Million,11,2,15,,,,,0,RU,0
18,up,Scriptonite & Райда,Baby mama,21,1,38,,,,,0,RU,0
19,up,Jah Khalib,Оля,85,19,2,,,,,0,RU,0
20,up,Öwnboss & SEVEK,Move Your Body,31,20,8,,,,,0,0,OTHER
21,down,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),19,7,7,,,,,0,0,OTHER
22,up,NЮ,Никто,26,7,12,,,,,0,RU,0
23,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),23,17,18,,,,,0,0,OTHER
24,down,LOBODA,ЗанесLo,14,3,8,,,,,0,RU,0
25,up,Джарахов,Просто друг (feat. Стас Костюшкин),91,25,2,,,,,0,RU,0
26,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",18,2,12,,,,,0,RU,0
27,down,FEDUK,Танцы на кухне,25,25,3,,,,,0,RU,0
28,down,Big Baby Tape & kizaru,Bandana,24,2,15,,,,,0,RU,0
29,up,Ollane,Touch the Sky (feat. Miyagi),32,11,11,,,,,0,RU,0
30,down,HammAli & Navai,Птичка,29,1,37,,,,,0,RU,0
31,down,JONY & HammAli,"Наверно, ты меня не помнишь",22,4,14,,,,,0,RU,0
32,-,Антон Токарев,Седьмой лепесток,-,6,1,,,,,0,RU,0
33,down,Scriptonite,Танцуй сама,28,28,4,,,,,0,RU,0
34,up,Miyagi & Andy Panda,Патрон,37,1,44,,,,,0,RU,0
35,down,Gayle,abcdefu,33,9,10,,,,,0,0,OTHER
36,down,HammAli & Navai & MACAN,она хочет быть моделью,30,2,8,,,,,0,RU,0
37,down,The Weeknd,Sacrifice,27,21,4,,,,,0,0,OTHER
38,up,Minelli,Rampampam,38,2,41,,,,,0,0,OTHER
39,up,Scriptonite,Положение,44,17,115,,,,,0,RU,0
40,down,BRANYA & MACAN,Пополам,36,1,33,,,,,0,RU,0
41,up,GUMA,Стеклянная,46,1,26,,,,,0,RU,0
42,up,Miyagi & Andy Panda,Minor,43,2,81,,,,,0,RU,0
43,down,Akmal',Из-за тебя,34,2,17,,,,,0,RU,0
44,up,Ramil' & Rompasso,Убей Меня,47,9,12,,,,,0,RU,0
45,-,Yung Lean,Ginseng Strip 2002,-,36,1,,,,,0,0,OTHER
46,up,10AGE,Пушка,51,3,33,,,,,0,RU,0
