Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Lesha Svik,Плакала,30,1,2,,,,,0,RU,0
2,up,Miyagi & Andy Panda,Буревестник,67,2,2,,,,,0,RU,0
3,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),1,1,9,,,,,0,RU,0
4,down,Люся Чеботина,СОЛНЦЕ МОНАКО,3,3,11,,,,,0,RU,0
5,down,Big Baby Tape & kizaru,99 Problems,4,1,13,,,,,0,RU,0
6,down,ZAPOMNI,Кожура,2,2,3,,,,,0,RU,0
7,up,Xcho,Эскизы,12,7,6,,,,,0,RU,0
8,up,Elley Duhé,MIDDLE OF THE NIGHT,8,8,12,,,,,0,0,OTHER
9,down,Big Baby Tape & kizaru,Million,5,2,13,,,,,0,RU,0
10,down,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),7,7,5,,,,,0,0,OTHER
11,down,LOBODA,ЗанесLo,6,3,6,,,,,0,RU,0
12,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",9,2,10,,,,,0,RU,0
13,down,JONY,На сиреневой луне,10,7,4,,,,,0,RU,0
14,up,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,20,10,5,,,,,0,RU,0
15,down,Big Baby Tape & kizaru,Bandana,11,2,13,,,,,0,RU,0
16,up,JONY & HammAli,"Наверно, ты меня не помнишь",16,4,12,,,,,0,RU,0
17,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),17,17,16,,,,,0,0,OTHER
18,up,Acraze,Do It To It (feat. Cherish),21,14,6,,,,,0,0,OTHER
19,down,Scriptonite & Райда,Baby mama,14,1,36,,,,,0,RU,0
20,up,Emma Louise,Jungle,70,20,2,,,,,0,0,OTHER
21,up,The Weeknd,Sacrifice,81,21,2,,,,,0,0,OTHER
22,up,MACAN,20,66,22,2,,,,,0,RU,0
23,down,HammAli & Navai & MACAN,она хочет быть моделью,15,2,6,,,,,0,RU,0
24,down,HammAli & Navai,Птичка,23,1,35,,,,,0,RU,0
25,up,NЮ,Никто,25,7,10,,,,,0,RU,0
26,down,Max Korzh,Афган,13,2,5,,,,,0,RU,0
27,up,Gayle,abcdefu,32,9,8,,,,,0,0,OTHER
28,up,Scriptonite,Танцуй сама,74,28,2,,,,,0,RU,0
29,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,35,2,3,,,,,0,RU,0
30,down,Mumiy Troll & Даня Милохин,Башня,18,3,8,,,,,0,RU,0
31,down,Султан Лагучев,Между нами война,19,19,3,,,,,0,RU,0
32,down,Öwnboss & SEVEK,Move Your Body,31,20,6,,,,,0,0,OTHER
33,down,Ollane,Touch the Sky (feat. Miyagi),26,11,9,,,,,0,RU,0
34,down,Akmal',Из-за тебя,33,2,15,,,,,0,RU,0
35,down,Arthur Pirozhkov & Klava Koka,Хочешь,22,16,4,,,,,0,RU,0
36,-,ANNA ASTI,Феникс,-,1,1,,,,,0,RU,0
37,down,Minelli,Rampampam,28,2,39,,,,,0,0,OTHER
38,up,The Weeknd,Take My Breath,83,38,2,,,,,0,0,OTHER
39,down,Miyagi & Andy Panda,Патрон,37,1,42,,,,,0,RU,0
40,down,Kristina Si,Chem Haskanum (feat. Maléna),36,12,6,,,,,0,RU,0
41,down,The Kid LAROI & Justin Bieber,Stay,29,11,27,,,,,0,0,OTHER
42,down,GUMA,Стеклянная,40,1,24,,,,,0,RU,0
43,down,dora & МЭЙБИ БЭЙБИ,Барбисайз,27,27,3,,,,,0,RU,0
44,down,Miyagi & Andy Panda,Minor,39,2,79,,,,,0,RU,0
45,down,Wellboy,Гуси,24,8,30,,,,,UA,0,0
46,down,BRANYA & MACAN,Пополам,38,1,31,,,,,0,RU,0
47,down,Max Korzh,Снадобье,34,4,5,,,,,0,RU,0
48,down,Scriptonite,Положение,45,17,113,,,,,0,RU,0
49,down,Adele,Easy On Me,44,6,12,,,,,0,0,OTHER
50,down,Basta,Ты была права,47,5,32,,,,,0,RU,0
51,down,10AGE,Пушка,43,3,31,,,,,0,RU,0
52,down,Ramil' & Rompasso,Убей Меня,48,9,10,,,,,0,RU,0
53,down,Ivan Dorn,тебе нема сьогодні,50,10,8,,,,,UA,0,0
54,down,OG Buda & MAYOT,Вина (feat. 17 SEVENTEEN),42,20,5,,,,,0,RU,0
55,down,10AGE,Зоопарк,46,5,18,,,,,0,RU,0
56,up,FACE,Домино,95,22,2,,,,,0,RU,0
57,down,Xcho,Вороны,54,17,15,,,,,0,RU,0
58,down,Bittuev,Братик,53,11,18,,,,,0,RU,0
59,up,Rakhim & JONY,Уйдешь,59,21,6,,,,,0,RU,0
60,down,Doja Cat,Woman,58,43,9,,,,,0,0,OTHER
61,down,Egor Kreed,LAMBO URUS,51,3,14,,,,,0,RU,0
62,up,MACAN,Без названия,62,13,14,,,,,0,RU,0
63,down,Lil Nas X & Jack Harlow,INDUSTRY BABY,56,10,25,,,,,0,0,OTHER
64,down,Tiësto,The Business,41,8,54,52,1/3/2021,18,4/4/2021,0,0,OTHER
65,down,LOBODA,Americano,60,2,16,,,,,0,RU,0
66,down,Ed Sheeran,Bad Habits,55,21,25,,,,,0,0,OTHER
67,down,MUJEVA,Между нами ничего нет,65,63,4,,,,,0,RU,0
68,up,Miyagi,По уши я в тебя влюблён,68,59,24,,,,,0,RU,0
69,up,Lolita & Costa Lacoste,По-другому,99,69,2,,,,,0,RU,0
70,down,Big Baby Tape & kizaru,Big Tymers,63,5,13,,,,,0,RU,0
