Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Sam Smith & Kim Petras,Unholy,1,1,5,,,,,0,0,OTHER
2,up,KOLA,Біля серця,2,2,6,,,,,UA,0,0
3,up,Skofka,Чути гімн,4,1,13,,,,,UA,0,0
4,down,Канги & Galust,Голова,3,3,4,,,,,0,RU,0
5,up,Chris Brown,Under the Influence,5,3,13,,,,,0,0,OTHER
6,up,CHEEV,Гарно так,6,1,18,,,,,UA,0,0
7,up,Enleo,інша любов,7,4,15,,,,,UA,0,0
8,up,KALUSH,Додому (feat. Skofka),8,2,57,,,,,UA,0,0
9,up,Chico & Qatoshi,Ластівки,9,1,18,,,,,UA,0,0
10,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),10,2,15,,,,,UA,0,0
11,up,Анна Тринчер & POSITIFF,Який ти козак,95,11,2,,,,,UA,0,0
12,up,Måneskin,THE LONELIEST,18,12,3,,,,,0,0,OTHER
13,down,Asket,Кров,11,11,5,,,,,UA,0,0
14,-,Eminem,Mockingbird,-,3,1,,,,,0,0,OTHER
15,up,Bakr,Вредина,27,15,3,,,,,0,RU,0
16,down,SHUMEI,Біля тополі,12,9,29,,,,,UA,0,0
17,down,Tom Odell,Another Love,15,6,35,,,,,0,0,OTHER
18,down,KALUSH,Stefania (Kalush Orchestra),14,1,24,,,,,UA,0,0
19,up,Markul & Тося Чайкина,Стрелы,21,15,12,,,,,0,RU,0
20,down,Chico & Qatoshi,Допоможе ЗСУ,16,3,26,,,,,UA,0,0
21,down,KOLA,Чи разом?,13,1,20,,,,,UA,0,0
22,down,Beyoncé,CUFF IT,17,17,5,,,,,0,0,OTHER
23,up,Пошлая Молли & HOFMANNITA,#HABIBATI,35,23,3,,,,,0,RU,0
24,up,Eminem,Superman (feat. Dina Rae),24,24,14,,,,,0,0,OTHER
25,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),19,14,22,,,,,UA,0,0
26,down,Artem Pivovarov & DOROFEEVA,Думи,20,9,21,,,,,UA,0,0
27,down,CHEEV,Мрієшся,22,22,3,,,,,UA,0,0
28,down,KALUSH,Файна (feat. Skofka),25,8,34,,,,,UA,0,0
29,up,DOROFEEVA,охололо,29,22,5,,,,,UA,0,0
30,up,Patsyki Z Franeka,Марічка,32,10,24,,,,,UA,0,0
31,up,Harry Styles,As It Was,31,18,30,,,,,0,0,OTHER
