Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,CHEEV,Гарно так,14,1,3,,,,,UA,0,0
2,down,Chico & Qatoshi,Ластівки,1,1,3,,,,,UA,0,0
3,down,KOLA,Чи разом?,2,1,5,,,,,UA,0,0
4,down,KALUSH,Stefania (Kalush Orchestra),3,1,9,,,,,UA,0,0
5,up,MONATIK,Молчунам,81,5,2,,,,,UA,0,0
6,down,KALUSH,Додому (feat. Skofka),4,2,42,,,,,UA,0,0
7,down,Chico & Qatoshi,Допоможе ЗСУ,5,3,11,,,,,UA,0,0
8,up,Ed Sheeran,2step (feat. Antytila),8,2,9,,,,,0,0,OTHER
9,up,BUSHIDO ZHO,vodila,73,9,2,,,,,0,RU,0
10,up,SHUMEI,Пробач,88,10,2,,,,,UA,0,0
11,down,Max Korzh,Свой дом,7,1,6,,,,,0,RU,0
12,up,Artem Pivovarov & DOROFEEVA,Думи,12,9,6,,,,,UA,0,0
13,down,V $ X V PRiNCE,Суета,9,2,7,,,,,0,RU,0
14,down,Мюслі UA,"Вова, їбашь їх блять",11,1,15,,,,,UA,0,0
15,up,Patsyki Z Franeka,Марічка,15,10,9,,,,,UA,0,0
16,down,To Eternity,Несмачний Мед,6,6,3,,,,,UA,0,0
17,down,KALUSH,Файна (feat. Skofka),16,8,19,,,,,UA,0,0
18,down,Arut & Big Baby Tape,VLAGA,10,9,4,,,,,0,RU,0
19,down,KRBK,Увечье,13,13,3,,,,,UA,0,0
20,down,ANNA ASTI,По барам,17,14,6,,,,,0,RU,0
21,up,JKLN,Welcome to Ukraine,24,21,3,,,,,UA,0,0
22,down,SHUMEI,Біля тополі,18,9,14,,,,,UA,0,0
23,down,The Limba & MORGENSHTERN,Известным,20,20,3,,,,,0,RU,0
24,down,KALUSH,Тiпок (Tipok),22,21,10,,,,,UA,0,0
25,up,kizaru,Playa (feat. Duke Deuce),63,25,2,,,,,0,RU,0
26,down,KALUSH,Зорi,19,9,24,,,,,UA,0,0
27,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),21,14,7,,,,,UA,0,0
28,down,Один в каное,У мене немає дому,23,5,18,,,,,UA,0,0
29,up,kizaru,First Day Out,67,29,2,,,,,0,RU,0
30,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),25,13,18,,,,,UA,0,0
31,down,Harry Styles,As It Was,28,18,15,,,,,0,0,OTHER
32,up,kizaru,Train Wreck,72,32,2,,,,,0,RU,0
33,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),27,2,20,,,,,UA,0,0
34,down,Tom Odell,Another Love,33,6,20,,,,,0,0,OTHER
35,down,Elley Duhé,MIDDLE OF THE NIGHT,31,8,37,,,,,0,0,OTHER
36,up,kizaru,No Stop,74,36,2,,,,,0,RU,0
37,down,Skofka,Не забудем і не пробачим,35,28,9,,,,,UA,0,0
38,-,"alyona alyona, Jerry Heil & ela.",KUPALA,-,4,1,,,,,UA,0,0
39,down,MAX BARSKIH,Буде весна,29,4,17,,,,,UA,0,0
40,-,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),-,8,1,,,,,UA,0,0
41,up,kizaru,Yeah,75,41,2,,,,,0,RU,0
42,down,SAGE,Киев это Дома,26,6,9,,,,,UA,0,0
43,down,Lost Frequencies & Calum Scott,Where Are You Now,34,27,16,,,,,0,0,OTHER
44,down,KRBK,24,36,12,9,,,,,UA,0,0
45,down,KALUSH,Давай начистоту (feat. Skofka),38,20,21,,,,,UA,0,0
46,down,The Limba,Секрет,32,2,8,,,,,0,RU,0
47,down,Антон Токарев,Седьмой лепесток,44,6,24,,,,,0,RU,0
48,up,Kate Bush,Running Up That Hill (A Deal With God),59,37,6,,,,,0,0,OTHER
49,up,MONATIK,From U to z,93,49,2,,,,,UA,0,0
50,down,Tiësto & Ava Max,The Motto,41,35,22,,,,,0,0,OTHER
51,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),42,17,41,,,,,0,0,OTHER
52,down,Мюслі UA,Остановіть ви цю ху..ню!,37,6,9,,,,,UA,0,0
53,up,kizaru,Elon Musk,76,53,2,,,,,0,RU,0
54,down,BURLA,Руський корабль,47,10,14,,,,,UA,0,0
55,down,Jerry Heil,#МРІЯ,40,26,6,,,,,UA,0,0
56,up,kizaru,That White,77,56,2,,,,,0,RU,0
57,down,jockii druce,Шо Ви Браття,46,6,18,,,,,UA,0,0
58,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",45,15,18,,,,,UA,0,0
59,down,ANNA ASTI & Philipp Kirkorov,Хобби,39,21,11,,,,,0,RU,0
60,up,Scriptonite,Положение,60,17,137,,,,,0,RU,0
61,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,43,13,9,,,,,UA,0,0
62,up,kizaru,Trap Shark,79,62,2,,,,,0,RU,0
63,down,Mr.Kitty,After Dark,48,42,4,,,,,0,0,OTHER
64,down,Max Korzh,Это наш путь,30,14,4,,,,,0,RU,0
65,down,Artik & Asti,Гармония,55,2,25,,,,,0,RU,0
66,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),52,1,34,,,,,0,RU,0
67,down,Jerry Heil,#ПОШТА,49,4,23,,,,,UA,0,0
68,down,Scriptonite & Райда,Baby mama,54,1,61,,,,,0,RU,0
69,down,Boombox,Люди,53,27,20,,,,,UA,0,0
70,down,Vendetta,Лепит нас,51,38,6,,,,,UA,0,0
71,down,Skofka,Ой на ой,69,64,5,,,,,UA,0,0
72,up,Scriptonite,Танцуй сама,89,28,16,,,,,0,RU,0
73,down,Acraze,Do It To It (feat. Cherish),58,14,31,,,,,0,0,OTHER
