Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Sam Smith & Kim Petras,Unholy,2,1,8,,,,,0,0,OTHER
2,up,XOLIDAYBOY,Моя хулиганка,33,1,2,,,,,0,RU,0
3,up,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),3,2,4,,,,,UA,0,0
4,down,Miyagi & Эндшпиль,Временно,1,1,3,,,,,0,RU,0
5,up,Eminem,Mockingbird,6,3,4,,,,,0,0,OTHER
6,up,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,46,3,2,,,,,UA,0,0
7,up,KOLA,Біля серця,7,2,9,,,,,UA,0,0
8,up,Skofka,Чути гімн,9,1,16,,,,,UA,0,0
9,down,Miyagi & Эндшпиль,Saloon,4,4,3,,,,,0,RU,0
10,down,Miyagi & Эндшпиль,Не теряя,5,5,3,,,,,0,RU,0
11,up,CHEEV,Гарно так,13,1,21,,,,,UA,0,0
12,down,Miyagi & Эндшпиль,Silhouette,8,8,3,,,,,0,RU,0
13,up,KALUSH,Додому (feat. Skofka),16,2,60,,,,,UA,0,0
14,down,ANNA ASTI,Ночью на кухне,11,8,4,,,,,0,RU,0
15,down,Chris Brown,Under the Influence,12,3,16,,,,,0,0,OTHER
16,up,SHUMEI,Біля тополі,21,9,32,,,,,UA,0,0
17,up,Chico & Qatoshi,Ластівки,18,1,21,,,,,UA,0,0
18,down,Канги & Galust,Голова,14,3,7,,,,,0,RU,0
19,up,Tom Odell,Another Love,20,6,38,,,,,0,0,OTHER
20,down,Miyagi & Эндшпиль,Ночь,10,10,3,,,,,0,RU,0
21,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),22,2,18,,,,,UA,0,0
22,up,KALUSH,Stefania (Kalush Orchestra),24,1,27,,,,,UA,0,0
23,up,Markul & Тося Чайкина,Стрелы,23,15,15,,,,,0,RU,0
24,up,Golubenko,Мила (feat. CLONNEX),86,20,2,,,,,UA,0,0
25,up,Chico & Qatoshi,Допоможе ЗСУ,29,3,29,,,,,UA,0,0
26,down,Tricky Nicki,PRAY (feat. ALISA),25,25,4,,,,,UA,0,0
27,down,MORGENSHTERN,SHEIKH,17,6,4,,,,,0,RU,0
28,up,Eminem,Superman (feat. Dina Rae),28,24,17,,,,,0,0,OTHER
29,up,KOLA,Чи разом?,30,1,23,,,,,UA,0,0
30,down,Miyagi & Эндшпиль,Need me,15,15,3,,,,,0,RU,0
31,up,Drake & 21 Savage,Rich Flex,94,31,2,,,,,0,0,OTHER
32,up,KALUSH,Файна (feat. Skofka),32,8,37,,,,,UA,0,0
33,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),36,14,25,,,,,UA,0,0
34,up,Artem Pivovarov & DOROFEEVA,Думи,35,9,24,,,,,UA,0,0
35,-,ENLEO,веди мене в храм,-,6,1,,,,,UA,0,0
36,down,MACAN,"Плачь, но не звони",26,15,4,,,,,0,RU,0
37,down,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),19,19,3,,,,,0,0,OTHER
38,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),38,13,36,,,,,UA,0,0
39,down,Asket,Кров,31,11,8,,,,,UA,0,0
40,up,CHEEV,Мрієшся,40,22,6,,,,,UA,0,0
41,up,Scriptonite,Положение,42,17,155,,,,,0,RU,0
42,down,Elley Duhé,MIDDLE OF THE NIGHT,39,8,55,,,,,0,0,OTHER
43,down,Beyoncé,CUFF IT,37,17,8,,,,,0,0,OTHER
44,down,Bakr,Вредина,34,15,6,,,,,0,RU,0
45,up,KALUSH,Зорi,48,9,42,,,,,UA,0,0
46,-,Grohotsky,Будь зі мною,-,28,1,,,,,UA,0,0
47,-,VINVONA,Зачекай,-,47,1,,,,,UA,0,0
48,up,BARABANDA,Лист до мами,77,12,7,,,,,UA,0,0
49,up,Один в каное,У мене немає дому,49,5,36,,,,,UA,0,0
50,down,Harry Styles,As It Was,44,18,33,,,,,0,0,OTHER
51,down,LIL KRYSTALLL,Я БУДУ (feat. Лоя),27,12,4,,,,,0,RU,0
52,down,Patsyki Z Franeka,Марічка,47,10,27,,,,,UA,0,0
53,down,Skofka,Не забудем і не пробачим,51,28,27,,,,,UA,0,0
54,down,KALUSH,Тiпок (Tipok),53,21,28,,,,,UA,0,0
55,down,ANNA ASTI,По барам,41,14,24,,,,,0,RU,0
56,-,Alexander Teslenko,Я розбиваюся,-,45,1,,,,,UA,0,0
57,-,KALUSH & Kalush Orchestra,Nasze Domy (feat. Szpaku),-,57,1,,,,,UA,0,0
58,up,Drake & 21 Savage,Major Distribution,98,58,2,,,,,0,0,OTHER
59,down,Lost Frequencies & Calum Scott,Where Are You Now,54,27,34,,,,,0,0,OTHER
60,down,ANGY KREYDA,Враже,56,50,13,,,,,UA,0,0
61,up,KRBK,Крепче,67,46,5,,,,,UA,0,0
62,up,Imagine Dragons,Bones,62,60,10,,,,,0,0,OTHER
63,down,KRBK,Стоник,55,2,10,,,,,UA,0,0
64,down,Пошлая Молли & HOFMANNITA,#HABIBATI,50,23,6,,,,,0,RU,0
65,down,Анна Тринчер & POSITIFF,Який ти козак,43,11,5,,,,,UA,0,0
66,down,Ed Sheeran,2step (feat. Antytila),59,2,27,,,,,0,0,OTHER
67,down,Мюслі UA,"Вова, їбашь їх блять",63,1,33,,,,,UA,0,0
68,down,KALUSH,Давай начистоту (feat. Skofka),66,20,39,,,,,UA,0,0
69,up,Tiësto & Ava Max,The Motto,76,35,40,,,,,0,0,OTHER
70,down,"alyona alyona, Jerry Heil & ela.",KUPALA,57,4,19,,,,,UA,0,0
71,up,KRBK,Девушка в чёрном,71,43,9,,,,,UA,0,0
72,down,Scriptonite,Танцуй сама,64,28,34,,,,,0,RU,0
73,up,Oliver Tree & Robin Schulz,Miss You,95,53,2,,,,,0,0,OTHER
74,down,David Guetta & Bebe Rexha,I'm Good (Blue),58,41,9,,,,,0,0,OTHER
75,down,Jah Khalib,Осенняя,61,61,2,,,,,0,RU,0
76,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),72,17,59,,,,,0,0,OTHER
77,down,Mr.Kitty,After Dark,68,42,22,,,,,0,0,OTHER
78,down,Coolio,Gangsta's Paradise (feat. L.V.),70,45,7,,,,,0,0,OTHER
79,down,Jerry Heil,Кохайтеся Чорнобриві,74,11,14,,,,,UA,0,0
80,up,Scriptonite,Цепи (feat. 104),81,41,75,,,,,0,RU,0
81,up,Boombox,Люди,83,27,38,,,,,UA,0,0
82,up,Один в каное,Будь мені кимось,99,82,4,,,,,UA,0,0
83,down,The Neighbourhood,Sweater Weather,82,73,7,77,1/10/2021,63,2/7/2021,0,0,OTHER
84,down,Miyagi & Andy Panda,Minor,79,2,121,,,,,0,RU,0
85,down,KRBK,24,78,12,26,,,,,UA,0,0
86,down,JKLN,Welcome to Ukraine,80,21,21,,,,,UA,0,0
87,down,Skofka,Крузак,85,74,11,,,,,UA,0,0
88,down,SHUMEI,Пробач,84,10,19,,,,,UA,0,0
89,down,"Молодой Платон, Пошлая Молли & Yanix","DON'T PLAY, BAE",73,41,7,,,,,0,RU,0
90,-,PURPLEH00D,Vona Ukrainka,-,37,1,,,,,UA,0,0
91,down,Måneskin,THE LONELIEST,65,12,6,,,,,0,0,OTHER
92,-,Drake & 21 Savage,On BS,-,92,1,,,,,0,0,OTHER
93,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),93,2,37,,,,,UA,0,0
94,-,Nikitata & FindMyName,ESCORT,-,94,1,,,,,0,RU,0
95,down,jockii druce,Боі Стули Пельку,88,2,14,,,,,UA,0,0
96,-,84 & LOOKBUFFALO,Чисто папа,-,73,6,,,,,0,RU,0
97,-,Artem Pivovarov & NK,Там у тополі,-,12,1,,,,,UA,0,0
98,down,MORGENSHTERN,TEASER,45,11,4,,,,,0,RU,0
99,down,ETOLUBOV & MAX BARSKIH,Римую,69,69,2,,,,,UA,0,0
100,-,Drake & 21 Savage,P***y & Millions (feat. Travis Scott),-,100,1,,,,,0,0,OTHER
