Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Lady Gaga,Bloody Mary,3,1,2,,,,,0,0,OTHER
2,up,Jah Khalib,Доча,77,2,2,,,,,0,RU,0
3,down,XOLIDAYBOY,Моя хулиганка,1,1,6,,,,,0,RU,0
4,up,INSTASAMKA,ЗА ДЕНЬГИ ДА,10,4,3,,,,,0,RU,0
5,down,Sam Smith & Kim Petras,Unholy,2,1,12,,,,,0,0,OTHER
6,down,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,4,3,6,,,,,UA,0,0
7,down,ENLEO,веди мене в храм,6,6,5,,,,,UA,0,0
8,up,KRBK,Стрела,89,8,2,,,,,UA,0,0
9,down,Skofka,Чути гімн,5,1,20,,,,,UA,0,0
10,down,Eminem,Mockingbird,8,3,8,,,,,0,0,OTHER
11,down,KOLA,Біля серця,9,2,13,,,,,UA,0,0
12,up,MOSOVICH & Batrai,Полярная звезда,13,12,3,,,,,0,RU,0
13,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),7,2,8,,,,,UA,0,0
14,down,CHEEV,Гарно так,11,1,25,,,,,UA,0,0
15,down,KALUSH,Додому (feat. Skofka),14,2,64,,,,,UA,0,0
16,down,Artem Pivovarov & NK,Там у тополі,15,12,5,,,,,UA,0,0
17,up,"Metro Boomin, The Weeknd & 21 Savage",Creepin',95,13,2,,,,,0,0,OTHER
18,down,Tom Odell,Another Love,17,6,42,,,,,0,0,OTHER
19,up,Endshpil,Приятная (feat. Ollane),35,16,2,,,,,0,RU,0
20,down,LOBODA,Два незнайомці,12,11,4,,,,,0,RU,0
21,down,Miyagi & Эндшпиль,Временно,18,1,7,,,,,0,RU,0
22,down,Chris Brown,Under the Influence,20,3,20,,,,,0,0,OTHER
23,down,SHUMEI,Біля тополі,19,9,36,,,,,UA,0,0
24,down,Chico & Qatoshi,Ластівки,22,1,25,,,,,UA,0,0
25,down,KALUSH,Stefania (Kalush Orchestra),24,1,31,,,,,UA,0,0
26,down,BARABANDA,Лист до мами,23,12,11,,,,,UA,0,0
27,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),25,2,22,,,,,UA,0,0
28,up,Eminem,Superman (feat. Dina Rae),32,24,21,,,,,0,0,OTHER
29,down,Markul & Тося Чайкина,Стрелы,26,15,19,,,,,0,RU,0
30,down,Chico & Qatoshi,Допоможе ЗСУ,28,3,33,,,,,UA,0,0
31,down,KOLA,Чи разом?,30,1,27,,,,,UA,0,0
32,down,Golubenko,Мила (feat. CLONNEX),29,20,6,,,,,UA,0,0
33,-,DOROFEEVA,Щоб не було,-,2,1,,,,,UA,0,0
34,down,Miyagi & Эндшпиль,Silhouette,27,8,7,,,,,0,RU,0
35,up,Artem Pivovarov & DOROFEEVA,Думи,39,9,28,,,,,UA,0,0
36,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),34,14,29,,,,,UA,0,0
37,-,Parfeniuk,Провела екскурсію,-,1,1,,,,,UA,0,0
38,up,Nour,Premier amour,42,38,3,,,,,0,0,OTHER
39,up,KALUSH,Файна (feat. Skofka),41,8,41,,,,,UA,0,0
40,up,Scriptonite,Положение,45,17,159,,,,,0,RU,0
41,down,kizaru,Break Up,21,6,4,,,,,0,RU,0
42,down,ANNA ASTI,Ночью на кухне,38,8,8,,,,,0,RU,0
43,down,kizaru,Мне это не нужно,16,4,4,,,,,0,RU,0
44,down,Miyagi & Эндшпиль,Saloon,31,4,7,,,,,0,RU,0
45,down,JONY & ANNA ASTI,Как любовь твою понять?,43,43,3,,,,,0,RU,0
46,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),46,13,40,,,,,UA,0,0
47,up,Elley Duhé,MIDDLE OF THE NIGHT,48,8,59,,,,,0,0,OTHER
48,down,Канги & Galust,Голова,40,3,11,,,,,0,RU,0
49,down,Miyagi & Эндшпиль,Не теряя,37,5,7,,,,,0,RU,0
50,down,Grohotsky,Будь зі мною,44,28,5,,,,,UA,0,0
51,down,KALUSH,Зорi,50,9,46,,,,,UA,0,0
52,up,Harry Styles,As It Was,57,18,37,,,,,0,0,OTHER
53,up,KRBK,Девушка в чёрном,60,43,13,,,,,UA,0,0
54,up,KRBK,Крепче,54,46,9,,,,,UA,0,0
55,down,MACAN,Big City Life,36,36,3,,,,,0,RU,0
56,down,Один в каное,У мене немає дому,52,5,40,,,,,UA,0,0
57,down,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,51,51,3,,,,,UA,0,0
58,down,Alexander Teslenko,Я розбиваюся,49,45,5,,,,,UA,0,0
59,down,Patsyki Z Franeka,Марічка,53,10,31,,,,,UA,0,0
60,down,KALUSH,Тiпок (Tipok),55,21,32,,,,,UA,0,0
61,up,Scriptonite,Танцуй сама,62,28,38,,,,,0,RU,0
62,down,Aerosmith,Dream On,58,58,3,,,,,0,0,OTHER
63,down,Skofka,Не забудем і не пробачим,59,28,31,,,,,UA,0,0
64,up,ANNA ASTI,По барам,64,14,28,,,,,0,RU,0
65,down,CHEEV,Мрієшся,56,22,10,,,,,UA,0,0
66,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),71,17,63,,,,,0,0,OTHER
67,down,Lost Frequencies & Calum Scott,Where Are You Now,65,27,38,,,,,0,0,OTHER
68,down,Boombox,Люди,63,27,42,,,,,UA,0,0
69,down,ANGY KREYDA,Враже,66,50,17,,,,,UA,0,0
70,-,LOBODA,ГОРОДА,-,70,1,,,,,0,RU,0
71,up,KRBK,Стоник,82,2,13,,,,,UA,0,0
72,down,Ed Sheeran,2step (feat. Antytila),68,2,31,,,,,0,0,OTHER
73,down,Oliver Tree & Robin Schulz,Miss You,67,53,6,,,,,0,0,OTHER
74,down,Drake & 21 Savage,Rich Flex,61,31,6,,,,,0,0,OTHER
75,up,Tiësto & Ava Max,The Motto,86,35,44,,,,,0,0,OTHER
76,up,Baryk,Твоє серце,91,76,2,,,,,UA,0,0
77,down,Mr.Kitty,After Dark,75,42,26,,,,,0,0,OTHER
78,down,Imagine Dragons,Bones,72,60,14,,,,,0,0,OTHER
79,up,KRBK,24,98,12,29,,,,,UA,0,0
80,down,"alyona alyona, Jerry Heil & ela.",KUPALA,69,4,23,,,,,UA,0,0
81,up,The Weeknd,Blinding Lights,90,3,111,94,12/1/2019,1,3/1/2020,0,0,OTHER
82,-,KRBK,Художник,-,56,3,,,,,UA,0,0
83,up,Scriptonite,Цепи (feat. 104),87,41,78,,,,,0,RU,0
84,down,Мюслі UA,"Вова, їбашь їх блять",78,1,37,,,,,UA,0,0
85,up,The Neighbourhood,Sweater Weather,97,73,10,77,1/10/2021,63,2/7/2021,0,0,OTHER
86,up,Coolio,Gangsta's Paradise (feat. L.V.),94,45,11,,,,,0,0,OTHER
87,down,KALUSH,Давай начистоту (feat. Skofka),74,20,43,,,,,UA,0,0
88,-,"Metro Boomin, Future & Chris Brown",Superhero (Heroes & Villains),-,88,1,,,,,0,0,OTHER
89,-,Markul,Ниоткуда,-,89,1,,,,,0,RU,0
90,down,PHARAOH,Идиот (feat. Ilya Konoplev),33,33,3,,,,,0,RU,0
91,-,MONATIK,Дивна ніч,-,91,1,,,,,UA,0,0
92,down,PURPLEH00D,Vona Ukrainka,80,37,5,,,,,UA,0,0
93,-,Miyagi & Andy Panda,Minor,-,2,122,,,,,0,RU,0
94,down,Анна Тринчер,Зай,70,70,3,,,,,UA,0,0
95,-,"JANAGA, ДжиАш & Вито & MORRALY",Львица,-,72,1,,,,,0,RU,0
96,-,Metro Boomin & Future,Too Many Nights (feat. Don Toliver),-,96,1,,,,,0,0,OTHER
97,down,kizaru,Murder Rate,47,13,4,,,,,0,RU,0
98,down,Miyagi & Эндшпиль,Ночь,81,10,7,,,,,0,RU,0
99,down,Beyoncé,CUFF IT,83,17,12,,,,,0,0,OTHER
100,-,TVORCHI,Heart of Steel,-,3,1,,,,,UA,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
