Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Мюслі UA,"Вова, їбашь їх блять",50,1,2,,,,,UA,0,0
2,down,KALUSH,Stefania (Kalush Orchestra),1,1,9,,,,,UA,0,0
3,down,KALUSH,Додому (feat. Skofka),2,2,29,,,,,UA,0,0
4,up,MAX BARSKIH,Буде весна,4,4,4,,,,,UA,0,0
5,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),5,2,7,,,,,UA,0,0
6,up,Один в каное,У мене немає дому,6,5,5,,,,,UA,0,0
7,up,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],11,7,4,,,,,UA,0,0
8,down,MORGENSHTERN,12,3,2,4,,,,,0,RU,0
9,down,Jerry Heil,#ПОШТА,7,4,10,,,,,UA,0,0
10,down,Tom Odell,Another Love,8,6,7,,,,,0,0,OTHER
11,down,LAUD,2 дні,9,9,4,,,,,UA,0,0
12,down,jockii druce,Шо Ви Браття,10,6,5,,,,,UA,0,0
13,up,Okean Elzy,Не твоя війна,13,2,7,,,,,UA,0,0
14,up,Elley Duhé,MIDDLE OF THE NIGHT,14,8,24,,,,,0,0,OTHER
15,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",17,15,5,,,,,UA,0,0
16,down,Cypis,Putin,12,4,6,,,,,0,0,OTHER
17,up,KALUSH,Зорi,21,9,11,,,,,UA,0,0
18,up,Xcho,Ты и Я,22,18,3,,,,,0,RU,0
19,down,NK,Я - Україна,18,18,4,,,,,UA,0,0
20,down,Антон Токарев,Седьмой лепесток,15,6,11,,,,,0,RU,0
21,up,Harry Styles,As It Was,92,18,2,,,,,0,0,OTHER
22,up,FACE,Домино,30,22,11,,,,,0,RU,0
23,down,Artik & Asti,Гармония,19,2,12,,,,,0,RU,0
24,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),20,1,21,,,,,0,RU,0
25,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,16,2,15,,,,,0,RU,0
26,-,SHUMEI,Біля тополі,-,9,1,,,,,UA,0,0
27,up,Boombox,Люди,32,27,7,,,,,UA,0,0
28,up,BOTASHE,ПНХ,29,14,5,,,,,UA,0,0
29,down,Big Baby Tape & kizaru,99 Problems,27,1,25,,,,,0,RU,0
30,down,Egor Kreed & MakSim,Отпускаю,23,1,9,,,,,0,RU,0
31,down,YARMAK,22 (feat. Tof),24,4,7,,,,,UA,0,0
32,down,Okean Elzy,Обійми,28,3,7,,,,,UA,0,0
33,up,FACE,ЮМОРИСТ (Original Motion Picture Soundtrack),43,33,2,,,,,0,RU,0
34,up,Lost Frequencies & Calum Scott,Where Are You Now,53,27,3,,,,,0,0,OTHER
35,up,AnnenMayKantereit & Giant Rooks,Tom's Diner,46,35,3,,,,,0,0,OTHER
