Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Parfeniuk,Провела екскурсію,1,1,4,,,,,UA,0,0
2,up,DOROFEEVA,Щоб не було,2,2,4,,,,,UA,0,0
3,up,Slavik Pogosov,Монро,30,3,2,,,,,0,RU,0
4,up,INSTASAMKA,ЗА ДЕНЬГИ ДА,4,4,6,,,,,0,RU,0
5,down,TVORCHI,Heart of Steel,3,3,4,,,,,UA,0,0
6,down,Lady Gaga,Bloody Mary,5,1,5,,,,,0,0,OTHER
7,down,Skofka & KALUSH,Батьківщина,6,6,3,,,,,UA,0,0
8,down,XOLIDAYBOY,Моя хулиганка,7,1,9,,,,,0,RU,0
9,down,Quest Pistols Show,Ти неймовірна,8,8,3,,,,,UA,0,0
10,down,Sam Smith & Kim Petras,Unholy,9,1,15,,,,,0,0,OTHER
11,up,Skofka,Чути гімн,13,1,23,,,,,UA,0,0
12,up,Big Baby Tape,Like A G6,14,12,3,,,,,0,RU,0
13,down,SadSvit & СТРУКТУРА ЩАСТЯ,Силуети,10,3,9,,,,,UA,0,0
14,up,Wellboy,Додому,93,3,2,,,,,UA,0,0
15,down,ENLEO,веди мене в храм,11,6,8,,,,,UA,0,0
16,up,Eminem,Mockingbird,16,3,11,,,,,0,0,OTHER
17,up,KOLA,Біля серця,17,2,16,,,,,UA,0,0
18,down,"Metro Boomin, The Weeknd & 21 Savage",Creepin',15,13,5,,,,,0,0,OTHER
19,up,KALUSH,Додому (feat. Skofka),19,2,67,,,,,UA,0,0
20,down,Jah Khalib,Доча,12,2,5,,,,,0,RU,0
21,up,Fiinka,Довбуш,92,19,2,,,,,UA,0,0
22,down,CHEEV,Гарно так,20,1,28,,,,,UA,0,0
23,up,Artem Pivovarov & NK,Там у тополі,23,12,8,,,,,UA,0,0
24,down,Endshpil,Приятная (feat. Ollane),18,16,5,,,,,0,RU,0
25,up,Wham!,Last Christmas (Single Version),45,12,15,70,12/1/2019,2,12/27/2020,0,0,OTHER
26,down,MOSOVICH & Batrai,Полярная звезда,21,12,6,,,,,0,RU,0
27,down,KALUSH & Kalush Orchestra,In The Shadows Of Ukraine (feat. The Rasmus),22,2,11,,,,,UA,0,0
28,down,Chico & Qatoshi,Ластівки,27,1,28,,,,,UA,0,0
29,down,Tom Odell,Another Love,26,6,45,,,,,0,0,OTHER
30,down,SHUMEI,Біля тополі,29,9,39,,,,,UA,0,0
31,up,KALUSH,Stefania (Kalush Orchestra),31,1,34,,,,,UA,0,0
32,up,Mariah Carey,All I Want For Christmas Is You,49,15,17,79,11/17/2019,1,12/13/2020,0,0,OTHER
33,down,Mosty,Морозы,25,25,3,,,,,UA,0,0
34,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),33,2,25,,,,,UA,0,0
35,up,Eminem,Superman (feat. Dina Rae),35,24,24,,,,,0,0,OTHER
36,down,Chris Brown,Under the Influence,32,3,23,,,,,0,0,OTHER
37,up,Markul & Тося Чайкина,Стрелы,39,15,22,,,,,0,RU,0
38,down,Chico & Qatoshi,Допоможе ЗСУ,37,3,36,,,,,UA,0,0
39,down,T-Fest,Дай мені звикнути,24,24,3,,,,,UA,0,0
40,down,Artem Pivovarov & DOROFEEVA,Думи,36,9,31,,,,,UA,0,0
41,down,Miyagi & Эндшпиль,Временно,34,1,10,,,,,0,RU,0
42,up,KALUSH,Файна (feat. Skofka),42,8,44,,,,,UA,0,0
43,-,INSTASAMKA,КАК MOMMY,-,22,1,,,,,0,RU,0
44,down,Golubenko,Мила (feat. CLONNEX),40,20,9,,,,,UA,0,0
45,up,Enleo,інша любов,66,4,18,,,,,UA,0,0
46,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),46,13,43,,,,,UA,0,0
47,up,RAYE,Escapism. (feat. 070 Shake),48,28,3,,,,,0,0,OTHER
48,down,KOLA,Чи разом?,43,1,30,,,,,UA,0,0
49,up,Elley Duhé,MIDDLE OF THE NIGHT,50,8,62,,,,,0,0,OTHER
50,down,BARABANDA,Лист до мами,38,12,14,,,,,UA,0,0
51,down,Scriptonite,Положение,44,17,162,,,,,0,RU,0
52,up,Harry Styles,As It Was,53,18,40,,,,,0,0,OTHER
53,down,KALUSH,Зорi,51,9,49,,,,,UA,0,0
54,up,ANNA ASTI,По барам,54,14,31,,,,,0,RU,0
55,down,Oxxxymiron,THE STORY OF ALISHER,28,28,3,,,,,0,RU,0
56,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),47,14,32,,,,,UA,0,0
57,-,YAKTAK,Чекає вдома (feat. DOVI),-,9,1,,,,,UA,0,0
58,down,SadSvit,Касета,57,36,9,,,,,UA,0,0
59,up,KALUSH,Тiпок (Tipok),63,21,35,,,,,UA,0,0
60,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),72,17,66,,,,,0,0,OTHER
61,up,Lost Frequencies & Calum Scott,Where Are You Now,69,27,41,,,,,0,0,OTHER
62,up,Patsyki Z Franeka,Марічка,67,10,34,,,,,UA,0,0
63,up,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,65,51,6,,,,,UA,0,0
64,up,Skofka,Не забудем і не пробачим,73,28,34,,,,,UA,0,0
65,up,ANGY KREYDA,Враже,76,50,20,,,,,UA,0,0
66,down,Один в каное,У мене немає дому,64,5,43,,,,,UA,0,0
67,up,Aerosmith,Dream On,86,58,6,,,,,0,0,OTHER
68,down,KRBK,Стрела,41,8,5,,,,,UA,0,0
69,down,KRBK,Девушка в чёрном,58,43,16,,,,,UA,0,0
70,down,ANNA ASTI,Ночью на кухне,60,8,11,,,,,0,RU,0
71,down,Miyagi & Эндшпиль,Silhouette,52,8,10,,,,,0,RU,0
72,up,Bobby Helms,Jingle Bell Rock (Single Version),95,52,6,56,12/22/2019,19,12/27/2020,0,0,OTHER
73,down,Alexander Teslenko,Я розбиваюся,62,45,8,,,,,UA,0,0
74,down,CHEEV,Мрієшся,71,22,13,,,,,UA,0,0
75,down,KRBK,Крепче,56,46,12,,,,,UA,0,0
76,down,Scriptonite,Танцуй сама,70,28,41,,,,,0,RU,0
77,down,Grohotsky,Будь зі мною,59,28,8,,,,,UA,0,0
78,-,Артем Пивоваров,Маніфест,-,5,1,,,,,UA,0,0
79,down,Boombox,Люди,77,27,45,,,,,UA,0,0
80,up,Andy Williams,It's the Most Wonderful Time of the Year,96,65,6,35,12/29/2019,18,12/27/2020,0,0,OTHER
81,up,Michael Bublé,It's Beginning To Look a Lot Like Christmas,97,81,4,31,12/8/2019,26,12/27/2020,0,0,OTHER
82,up,Tiësto & Ava Max,The Motto,82,35,47,,,,,0,0,OTHER
83,down,KRBK,Художник,68,56,6,,,,,UA,0,0
