Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Max Korzh,Свой дом,56,1,2,,,,,0,RU,0
2,up,V $ X V PRiNCE,Суета,2,2,3,,,,,0,RU,0
3,down,KALUSH,Stefania (Kalush Orchestra),1,1,5,,,,,UA,0,0
4,down,Ed Sheeran,2step (feat. Antytila),3,2,5,,,,,0,0,OTHER
5,down,KALUSH,Додому (feat. Skofka),4,2,38,,,,,UA,0,0
6,-,KOLA,Чи разом?,-,1,1,,,,,UA,0,0
7,down,Chico & Qatoshi,Допоможе ЗСУ,6,3,7,,,,,UA,0,0
8,down,Мюслі UA,"Вова, їбашь їх блять",7,1,11,,,,,UA,0,0
9,down,The Limba,Секрет,5,2,4,,,,,0,RU,0
10,up,Artem Pivovarov & DOROFEEVA,Думи,88,9,2,,,,,UA,0,0
11,down,KALUSH,Файна (feat. Skofka),8,8,15,,,,,UA,0,0
12,down,Patsyki Z Franeka,Марічка,10,10,5,,,,,UA,0,0
13,down,SAGE,Киев это Дома,9,6,5,,,,,UA,0,0
14,down,KALUSH,Зорi,12,9,20,,,,,UA,0,0
15,down,Мюслі UA,Остановіть ви цю ху..ню!,11,6,5,,,,,UA,0,0
16,down,Один в каное,У мене немає дому,14,5,14,,,,,UA,0,0
17,down,MAX BARSKIH,Буде весна,13,4,13,,,,,UA,0,0
18,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),15,2,16,,,,,UA,0,0
19,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),16,13,14,,,,,UA,0,0
20,down,Elley Duhé,MIDDLE OF THE NIGHT,17,8,33,,,,,0,0,OTHER
21,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),36,14,3,,,,,UA,0,0
22,down,Harry Styles,As It Was,18,18,11,,,,,0,0,OTHER
23,up,KALUSH,Тiпок (Tipok),23,21,6,,,,,UA,0,0
24,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,19,13,5,,,,,UA,0,0
25,down,KRBK,24,20,12,5,,,,,UA,0,0
26,down,ANNA ASTI & Philipp Kirkorov,Хобби,21,21,7,,,,,0,RU,0
27,up,Jerry Heil,#МРІЯ,48,26,2,,,,,UA,0,0
28,down,KALUSH,Давай начистоту (feat. Skofka),22,20,17,,,,,UA,0,0
29,down,SHUMEI,Біля тополі,27,9,10,,,,,UA,0,0
30,up,Lost Frequencies & Calum Scott,Where Are You Now,30,27,12,,,,,0,0,OTHER
31,down,Tom Odell,Another Love,24,6,16,,,,,0,0,OTHER
32,up,"Calvin Harris, Dua Lipa",One Kiss,39,32,2,,,,,0,0,OTHER
