Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,6,,,,,UA,0,0
2,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),3,2,4,,,,,UA,0,0
3,up,KALUSH,Додому (feat. Skofka),5,2,26,,,,,UA,0,0
4,up,Cypis,Putin,6,4,3,,,,,0,0,OTHER
5,down,Okean Elzy,Не твоя війна,2,2,4,,,,,UA,0,0
6,up,jockii druce,Шо Ви Браття,21,6,2,,,,,UA,0,0
7,up,Tom Odell,Another Love,19,6,4,,,,,0,0,OTHER
8,down,Jerry Heil,#ПОШТА,4,4,7,,,,,UA,0,0
9,up,Один в каное,У мене немає дому,41,5,2,,,,,UA,0,0
10,up,YARMAK,22 (feat. Tof),10,4,4,,,,,UA,0,0
11,down,Egor Kreed & MakSim,Отпускаю,8,1,6,,,,,0,RU,0
12,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,9,2,12,,,,,0,RU,0
13,down,Okean Elzy,Обійми,7,3,4,,,,,UA,0,0
14,up,BOTASHE,ПНХ,95,14,2,,,,,UA,0,0
15,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),11,1,18,,,,,0,RU,0
16,up,Elley Duhé,MIDDLE OF THE NIGHT,18,8,21,,,,,0,0,OTHER
17,down,Антон Токарев,Седьмой лепесток,14,6,8,,,,,0,RU,0
18,down,Artik & Asti,Гармония,13,2,9,,,,,0,RU,0
19,down,MACAN,За всех,12,1,6,,,,,0,RU,0
20,down,Jakomo & A.V.G,Платина,16,16,3,,,,,0,RU,0
21,down,Big Baby Tape & kizaru,99 Problems,20,1,22,,,,,0,RU,0
22,down,Kambulat,Выпей меня,17,3,7,,,,,0,RU,0
23,up,ANNA ASTI,Феникс,23,1,10,,,,,0,RU,0
24,down,Andro,Как не любить,22,22,3,,,,,0,RU,0
25,down,Okean Elzy,Без бою,15,6,4,,,,,UA,0,0
26,down,shadowraze,Showdown,25,25,3,,,,,0,RU,0
27,up,Scriptonite & Райда,Baby mama,29,1,45,,,,,0,RU,0
28,-,MAX BARSKIH,Буде весна,-,4,1,,,,,UA,0,0
29,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",79,15,2,,,,,UA,0,0
30,down,Люся Чеботина,СОЛНЦЕ МОНАКО,24,3,20,,,,,0,RU,0
31,up,KALUSH,Зорi,43,9,8,,,,,UA,0,0
32,up,Xcho,Эскизы,32,7,15,,,,,0,RU,0
33,down,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,31,10,14,,,,,0,RU,0
34,down,Khrystyna Soloviy,Тримай,30,21,4,,,,,UA,0,0
35,down,Big Baby Tape & kizaru,Million,34,2,22,,,,,0,RU,0
36,down,HammAli & Navai,Птичка,35,1,44,,,,,0,RU,0
37,up,Okean Elzy,Місто весни (feat. Один в каное),48,29,8,,,,,UA,0,0
38,up,Miyagi & Andy Panda,Патрон,39,1,51,,,,,0,RU,0
39,down,163ONMYNECK,ЖМУРКИ,27,22,5,,,,,0,RU,0
40,up,Boombox,Люди,42,27,4,,,,,UA,0,0
41,down,Big Baby Tape & kizaru,Bandana,38,2,22,,,,,0,RU,0
42,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),36,17,25,,,,,0,0,OTHER
43,-,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],-,7,1,,,,,UA,0,0
44,down,Miyagi & Andy Panda,Буревестник,40,2,11,,,,,0,RU,0
45,down,Okean Elzy,На небі,28,13,4,,,,,UA,0,0
46,down,Jamala,1944,26,26,3,,,,,UA,0,0
47,-,LAUD,2 дні,-,9,1,,,,,UA,0,0
48,up,Acraze,Do It To It (feat. Cherish),49,14,15,,,,,0,0,OTHER
49,up,GUMA,Стеклянная,55,1,33,,,,,0,RU,0
50,down,ZAPOMNI,Я всё решу (Intro),37,3,9,,,,,0,RU,0
51,down,Okean Elzy,Не питай,33,19,4,,,,,UA,0,0
52,down,Miyagi & Andy Panda,Minor,45,2,88,,,,,0,RU,0
53,up,Gayle,abcdefu,62,9,17,,,,,0,0,OTHER
54,down,Scriptonite,Положение,46,17,122,,,,,0,RU,0
55,up,Tiësto & Ava Max,The Motto,61,35,6,,,,,0,0,OTHER
56,down,BRANYA & MACAN,Пополам,44,1,40,,,,,0,RU,0
57,-,MORGENSHTERN,12,-,2,1,,,,,0,RU,0
58,down,JONY,На сиреневой луне,50,7,13,,,,,0,RU,0
59,down,Olga Seryabkina,Бывшие,57,17,5,,,,,0,RU,0
60,down,Minelli,Rampampam,47,2,48,,,,,0,0,OTHER
61,up,Meri,Я з україни,68,51,3,,,,,UA,0,0
62,down,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,52,27,12,,,,,0,RU,0
63,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",54,2,19,,,,,0,RU,0
64,down,Scriptonite,Танцуй сама,56,28,11,,,,,0,RU,0
65,down,JONY & HammAli,"Наверно, ты меня не помнишь",53,4,21,,,,,0,RU,0
66,up,KALUSH,Файна (feat. Skofka),67,8,3,,,,,UA,0,0
67,down,Skryabin,Люди як кораблі (Антитіла Cover),59,55,3,,,,,UA,0,0
68,down,Lesha Svik,Плакала,58,1,11,,,,,0,RU,0
69,up,Akmal',Вдоль дорог,69,17,17,,,,,0,RU,0
70,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),60,49,81,,,,,0,RU,0
71,up,Glass Animals,Heat Waves,74,61,11,75,2/28/2021,71,3/7/2021,0,0,OTHER
72,down,NЮ,Никто,66,7,19,,,,,0,RU,0
73,up,Öwnboss & SEVEK,Move Your Body,75,20,15,,,,,0,0,OTHER
74,down,10AGE,Пушка,72,3,40,,,,,0,RU,0
75,down,Scriptonite,Это любовь,64,52,42,,,,,0,RU,0
76,down,Ollane,Touch the Sky (feat. Miyagi),70,11,18,,,,,0,RU,0
77,down,Miyagi & Andy Panda,Там ревели горы,76,12,79,,,,,0,RU,0
78,up,FACE,Домино,89,22,8,,,,,0,RU,0
79,up,SHAMI,Карабах,96,65,2,,,,,0,RU,0
80,down,алёна швец.,первое свидание,51,46,4,,,,,0,RU,0
81,-,Один в каное,Човен,-,53,1,,,,,UA,0,0
82,-,Imagine Dragons,Bones,-,60,1,,,,,0,0,OTHER
83,-,NK,Я - Україна,-,18,1,,,,,UA,0,0
84,down,The Neighbourhood,Softcore,65,62,6,,,,,0,0,OTHER
85,up,Megan Thee Stallion & Dua Lipa,Sweetest Pie,97,85,2,,,,,0,0,OTHER
86,down,Max Korzh,Афган,63,2,14,,,,,0,RU,0
87,-,KALUSH,Таксі (feat. Христина Соловій),-,42,3,,,,,UA,0,0
88,up,KALUSH,Давай начистоту (feat. Skofka),88,20,5,,,,,UA,0,0
89,-,KALUSH,Калуські вечорниці (feat. Tember Blanche),-,13,2,,,,,UA,0,0
90,down,shadowraze,Astral Step,71,49,5,,,,,0,RU,0
91,down,Labrinth & Zendaya,All for Us (From the HBO Original Series Euphoria),85,40,6,,,,,0,0,OTHER
92,down,ZAPOMNI,Кожура,73,2,12,,,,,0,RU,0
93,down,MACAN,Кино,91,8,24,,,,,0,RU,0
94,down,Labrinth,"I'm Tired (From ""Euphoria"" An Original HBO Series)",78,53,3,,,,,0,0,OTHER
95,down,Wellboy,Nozzy Bossy,86,14,6,,,,,UA,0,0
96,up,DOROFEEVA,raznotsvetnaya,98,12,5,,,,,UA,0,0
97,down,Miyagi & Эндшпиль,Люби меня (feat. Симптом),77,72,3,,,,,0,RU,0
98,-,Demi Lovato,Cool for the Summer,-,31,1,,,,,0,0,OTHER
99,down,Okean Elzy,Я так хочу...,84,57,3,,,,,UA,0,0
100,down,Scriptonite,Цепи (feat. 104),83,41,55,,,,,0,RU,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
