Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,CHEEV,Гарно так,1,1,6,,,,,UA,0,0
2,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),4,2,3,,,,,UA,0,0
3,down,Chico & Qatoshi,Ластівки,2,1,6,,,,,UA,0,0
4,up,Enleo,інша любов,6,4,3,,,,,UA,0,0
5,down,KOLA,Чи разом?,3,1,8,,,,,UA,0,0
6,up,KALUSH,Додому (feat. Skofka),7,2,45,,,,,UA,0,0
7,up,KALUSH,Stefania (Kalush Orchestra),8,1,12,,,,,UA,0,0
8,down,"alyona alyona, Jerry Heil & ela.",KUPALA,5,4,4,,,,,UA,0,0
9,up,Chico & Qatoshi,Допоможе ЗСУ,9,3,14,,,,,UA,0,0
10,up,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),11,8,4,,,,,UA,0,0
11,up,O.G EzzY,Шёлковая простынь,12,11,4,,,,,0,RU,0
12,up,"Jakone, A.V.G & Итачи",Курить,52,6,2,,,,,0,RU,0
13,up,INSTASAMKA,MONEYKEN LOVE,13,13,3,,,,,0,RU,0
14,down,MONATIK,Молчунам,10,5,5,,,,,UA,0,0
15,up,SHUMEI,Біля тополі,17,9,17,,,,,UA,0,0
16,up,Patsyki Z Franeka,Марічка,16,10,12,,,,,UA,0,0
17,down,Artem Pivovarov & DOROFEEVA,Думи,15,9,9,,,,,UA,0,0
18,up,Egor Kreed,We Gotta Get Love,89,18,2,,,,,0,RU,0
19,down,Ed Sheeran,2step (feat. Antytila),14,2,12,,,,,0,0,OTHER
20,down,KALUSH,Файна (feat. Skofka),18,8,22,,,,,UA,0,0
21,down,Мюслі UA,"Вова, їбашь їх блять",20,1,18,,,,,UA,0,0
22,up,KALUSH,Тiпок (Tipok),22,21,13,,,,,UA,0,0
23,up,ANNA ASTI,По барам,25,14,9,,,,,0,RU,0
24,up,JKLN,Welcome to Ukraine,24,21,6,,,,,UA,0,0
25,down,SHUMEI,Пробач,19,10,5,,,,,UA,0,0
26,down,V $ X V PRiNCE,Суета,21,2,10,,,,,0,RU,0
27,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),27,13,21,,,,,UA,0,0
28,down,Max Korzh,Свой дом,23,1,9,,,,,0,RU,0
29,down,Один в каное,У мене немає дому,28,5,21,,,,,UA,0,0
30,up,Harry Styles,As It Was,32,18,18,,,,,0,0,OTHER
31,down,KALUSH,Зорi,29,9,27,,,,,UA,0,0
32,down,Artem Pivovarov,Ой на горі,31,31,4,,,,,UA,0,0
33,up,Tom Odell,Another Love,36,6,23,,,,,0,0,OTHER
34,down,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),33,14,10,,,,,UA,0,0
35,down,MACAN,Останься образом,26,26,3,,,,,0,RU,0
36,up,Eminem,Superman (feat. Dina Rae),92,24,2,,,,,0,0,OTHER
37,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),35,2,23,,,,,UA,0,0
38,up,Elley Duhé,MIDDLE OF THE NIGHT,38,8,40,,,,,0,0,OTHER
39,up,Skofka,Не забудем і не пробачим,40,28,12,,,,,UA,0,0
40,up,Lost Frequencies & Calum Scott,Where Are You Now,43,27,19,,,,,0,0,OTHER
41,down,KRBK,Увечье,34,13,6,,,,,UA,0,0
42,up,KALUSH,Давай начистоту (feat. Skofka),45,20,24,,,,,UA,0,0
43,down,The Limba & MORGENSHTERN,Известным,30,20,6,,,,,0,RU,0
44,down,Wellboy,Ворогів на ножі,41,41,3,,,,,UA,0,0
45,-,Chris Brown,Under the Influence,-,3,1,,,,,0,0,OTHER
46,up,Маша Кондратенко,Ванька-Встанька,87,45,2,,,,,UA,0,0
47,down,To Eternity,Несмачний Мед,37,6,6,,,,,UA,0,0
48,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),48,17,44,,,,,0,0,OTHER
49,down,MAX BARSKIH,Буде весна,47,4,20,,,,,UA,0,0
50,down,Tiësto & Ava Max,The Motto,49,35,25,,,,,0,0,OTHER
51,down,Arut & Big Baby Tape,VLAGA,39,9,7,,,,,0,RU,0
52,down,Антон Токарев,Седьмой лепесток,51,6,27,,,,,0,RU,0
53,up,Scriptonite,Положение,55,17,140,,,,,0,RU,0
54,down,Анна Тринчер & MBreeze,Ти робив мені каву,44,44,3,,,,,UA,0,0
55,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",56,15,21,,,,,UA,0,0
56,down,Kate Bush,Running Up That Hill (A Deal With God),54,37,9,,,,,0,0,OTHER
57,down,KRBK,24,50,12,12,,,,,UA,0,0
58,down,BUSHIDO ZHO,vodila,46,9,5,,,,,0,RU,0
59,up,Scriptonite,Танцуй сама,67,28,19,,,,,0,RU,0
60,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),59,1,37,,,,,0,RU,0
61,down,jockii druce,Шо Ви Браття,57,6,21,,,,,UA,0,0
62,up,Mr.Kitty,After Dark,66,42,7,,,,,0,0,OTHER
63,up,Artik & Asti,Гармония,65,2,28,,,,,0,RU,0
64,up,Miyagi & Andy Panda,Minor,69,2,106,,,,,0,RU,0
65,down,Boombox,Люди,63,27,23,,,,,UA,0,0
66,down,Jerry Heil & Verka Serduchka,#МОСКАЛЬ_НЕКРАСІВИЙ,62,13,12,,,,,UA,0,0
67,down,BURLA,Руський корабль,64,10,17,,,,,UA,0,0
68,up,HammAli & Navai,Птичка,73,1,63,,,,,0,RU,0
69,up,Scriptonite & Райда,Baby mama,70,1,64,,,,,0,RU,0
70,down,Мюслі UA,Остановіть ви цю ху..ню!,68,6,12,,,,,UA,0,0
71,up,Scriptonite,Цепи (feat. 104),78,41,60,,,,,0,RU,0
72,down,Jerry Heil,#МРІЯ,60,26,9,,,,,UA,0,0
73,up,Gayle,abcdefu,76,9,36,,,,,0,0,OTHER
74,down,SAGE,Киев это Дома,61,6,12,,,,,UA,0,0
75,up,Acraze,Do It To It (feat. Cherish),75,14,34,,,,,0,0,OTHER
76,down,ANNA ASTI & Philipp Kirkorov,Хобби,71,21,14,,,,,0,RU,0
77,down,The Limba,Секрет,58,2,11,,,,,0,RU,0
78,down,Skofka,Ой на ой,72,64,8,,,,,UA,0,0
79,down,Jerry Heil,#ПОШТА,74,4,26,,,,,UA,0,0
80,up,Glass Animals,Heat Waves,83,61,30,75,2/28/2021,71,3/7/2021,0,0,OTHER
81,up,The Weeknd,Blinding Lights,90,3,98,94,12/1/2019,1,3/1/2020,0,0,OTHER
82,up,KALUSH & alyona alyona,Гори (Gory),84,75,10,,,,,UA,0,0
83,down,Big Baby Tape & kizaru,99 Problems,81,1,41,,,,,0,RU,0
84,down,Minelli,Rampampam,82,2,67,,,,,0,0,OTHER
85,down,Dxrk ダーク,RAVE,79,16,17,,,,,0,0,OTHER
