Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Мюслі UA,"Вова, їбашь їх блять",1,1,5,,,,,UA,0,0
2,up,KALUSH,Stefania (Kalush Orchestra),2,1,12,,,,,UA,0,0
3,up,KALUSH,Додому (feat. Skofka),3,2,32,,,,,UA,0,0
4,up,MAX BARSKIH,Буде весна,4,4,7,,,,,UA,0,0
5,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),6,2,10,,,,,UA,0,0
6,down,Один в каное,У мене немає дому,5,5,8,,,,,UA,0,0
7,up,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],7,7,7,,,,,UA,0,0
8,up,JONY,Титры,88,8,2,,,,,0,RU,0
9,up,Tom Odell,Another Love,12,6,10,,,,,0,0,OTHER
10,up,Jerry Heil,#ПОШТА,11,4,13,,,,,UA,0,0
11,up,jockii druce,Шо Ви Браття,13,6,8,,,,,UA,0,0
12,up,alyona alyona,Рідні мої (feat. Jerry Heil),98,9,2,,,,,UA,0,0
13,down,BURLA,Руський корабль,10,10,4,,,,,UA,0,0
14,down,MORGENSHTERN,Селяви,8,3,4,,,,,0,RU,0
15,up,Elley Duhé,MIDDLE OF THE NIGHT,15,8,27,,,,,0,0,OTHER
16,up,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",17,15,8,,,,,UA,0,0
17,down,Dxrk ダーク,RAVE,16,16,4,,,,,0,0,OTHER
18,down,Gibbs,(Po)Ciąg Dalszy Nastąpi,9,9,3,,,,,0,0,OTHER
19,up,KALUSH,Зорi,21,9,14,,,,,UA,0,0
20,down,LAUD,2 дні,14,9,7,,,,,UA,0,0
21,up,SHUMEI,Біля тополі,22,9,4,,,,,UA,0,0
22,up,KALUSH,Файна (feat. Skofka),27,8,9,,,,,UA,0,0
23,down,Harry Styles,As It Was,19,18,5,,,,,0,0,OTHER
24,down,Okean Elzy,Не твоя війна,20,2,10,,,,,UA,0,0
25,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),26,1,24,,,,,0,RU,0
26,down,MORGENSHTERN,12,18,2,7,,,,,0,RU,0
27,up,Антон Токарев,Седьмой лепесток,29,6,14,,,,,0,RU,0
28,down,Cypis,Putin,25,4,9,,,,,0,0,OTHER
29,up,Анна Тринчер,Не залишай,57,29,2,,,,,UA,0,0
30,-,Chico & Qatoshi,Допоможе ЗСУ,-,3,1,,,,,UA,0,0
31,down,Artik & Asti,Гармония,28,2,15,,,,,0,RU,0
32,up,Lost Frequencies & Calum Scott,Where Are You Now,34,27,6,,,,,0,0,OTHER
33,down,NK,Я - Україна,30,18,7,,,,,UA,0,0
34,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),40,13,8,,,,,UA,0,0
35,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,32,2,18,,,,,0,RU,0
36,up,SadSvit,Касета,52,36,2,,,,,UA,0,0
37,up,Tiësto & Ava Max,The Motto,37,35,12,,,,,0,0,OTHER
38,down,Boombox,Люди,35,27,10,,,,,UA,0,0
39,down,Argy,Tataki,31,31,5,,,,,0,0,OTHER
40,down,The Hardkiss,Як ти?,23,23,3,,,,,UA,0,0
41,up,OG BUDA,Грязный (feat. Scally Milano & 163ONMYNECK),91,36,2,,,,,0,RU,0
42,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),39,17,31,,,,,0,0,OTHER
43,down,Big Baby Tape & kizaru,99 Problems,38,1,28,,,,,0,RU,0
44,down,Xcho,Ты и Я,33,18,6,,,,,0,RU,0
45,down,Ramil' & MACAN,MP3,24,24,3,,,,,0,RU,0
46,-,MORGENSHTERN,Номер,-,46,1,,,,,0,RU,0
47,up,Khrystyna Soloviy,Тримай,47,21,10,,,,,UA,0,0
48,down,Scriptonite & Райда,Baby mama,43,1,51,,,,,0,RU,0
49,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),41,36,6,,,,,UA,0,0
50,down,Okean Elzy,Місто весни (feat. Один в каное),44,29,14,,,,,UA,0,0
