Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
28,down,Lesha Svik,Плакала,19,1,8,,,,,0,RU,0
29,down,Big Baby Tape & kizaru,Bandana,28,2,19,,,,,0,RU,0
30,down,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,27,27,9,,,,,0,RU,0
31,up,Minelli,Rampampam,35,2,45,,,,,0,0,OTHER
32,down,Wellboy,Nozzy Bossy,14,14,3,,,,,UA,0,0
33,-,YARMAK,22 (feat. Tof),-,4,1,,,,,UA,0,0
34,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",33,2,16,,,,,0,RU,0
35,down,NЮ,Никто,29,7,16,,,,,0,RU,0
36,up,Scriptonite,Положение,41,17,119,,,,,0,RU,0
37,up,Miyagi & Andy Panda,Minor,43,2,85,,,,,0,RU,0
38,up,BRANYA & MACAN,Пополам,38,1,37,,,,,0,RU,0
39,down,Gayle,abcdefu,31,9,14,,,,,0,0,OTHER
40,-,Okean Elzy,Без бою,-,6,1,,,,,UA,0,0
41,down,Scriptonite,Танцуй сама,39,28,8,,,,,0,RU,0
42,up,Tiësto & Ava Max,The Motto,44,35,3,,,,,0,0,OTHER
43,down,Öwnboss & SEVEK,Move Your Body,32,20,12,,,,,0,0,OTHER
44,down,JONY & HammAli,"Наверно, ты меня не помнишь",42,4,18,,,,,0,RU,0
45,down,Ollane,Touch the Sky (feat. Miyagi),40,11,15,,,,,0,RU,0
46,-,Okean Elzy,Обійми,-,3,1,,,,,UA,0,0
47,up,10AGE,Пушка,49,3,37,,,,,0,RU,0
48,down,Артём Качер,Материк,30,29,5,,,,,0,RU,0
49,up,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),64,49,78,,,,,0,RU,0
50,down,Zivert,ASTALAVISTALOVE,24,15,4,,,,,0,RU,0
51,up,Akmal',Вдоль дорог,53,17,14,,,,,0,RU,0
52,up,163ONMYNECK,ЖМУРКИ,99,22,2,,,,,0,RU,0
53,up,Vladimir Dantes,ветер Надежды,91,53,2,,,,,UA,0,0
54,up,Scriptonite,Это любовь,71,52,39,,,,,0,RU,0
55,-,Okean Elzy,На небі,-,13,1,,,,,UA,0,0
56,up,Akmal',Из-за тебя,57,2,21,,,,,0,RU,0
57,down,Labrinth & Zendaya,All for Us (From the HBO Original Series Euphoria),46,40,4,,,,,0,0,OTHER
58,down,HammAli & Navai & MACAN,она хочет быть моделью,52,2,12,,,,,0,RU,0
59,down,LOBODA,ЗанесLo,47,3,12,,,,,0,RU,0
60,up,Miyagi & Andy Panda,Там ревели горы,70,12,76,,,,,0,RU,0
61,up,Вектор А,Лирика,95,61,2,,,,,0,RU,0
62,-,Okean Elzy,Стріляй,-,30,1,,,,,UA,0,0
63,up,Glass Animals,Heat Waves,69,61,8,75,2/28/2021,71,3/7/2021,0,0,OTHER
64,up,Jakomo & A.V.G.,Мы итальянцы,67,64,3,,,,,0,RU,0
65,-,Khrystyna Soloviy,Тримай,-,21,1,,,,,UA,0,0
66,down,Jnr Choi,To the Moon,48,48,4,,,,,0,0,OTHER
67,-,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),-,2,1,,,,,UA,0,0
68,up,ANIKV,Огни (feat. SALUKI),93,68,2,,,,,0,RU,0
69,-,KRBK,Тридцать восемь строчек,-,69,1,,,,,UA,0,0
70,down,Konfuz,Кайф ты поймала,59,36,18,,,,,0,RU,0
71,down,10AGE,Зоопарк,61,5,24,,,,,0,RU,0
72,down,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),51,7,11,,,,,0,0,OTHER
73,up,WHITE GALLOWS,Королева бала,88,73,2,,,,,0,RU,0
74,down,ZAPOMNI,Кожура,62,2,9,,,,,0,RU,0
75,down,Ivan Dorn,тебе нема сьогодні,66,10,14,,,,,UA,0,0
76,down,Scriptonite,Цепи (feat. 104),65,41,52,,,,,0,RU,0
77,down,Скриптонит,Москва любит...,68,5,104,,,,,0,RU,0
78,-,Iryna Bilyk,Мовчати (feat. Скрябин),-,44,1,,,,,UA,0,0
79,up,Max Korzh,Афган,82,2,11,,,,,0,RU,0
80,-,Okean Elzy,Місто весни (feat. Один в каное),-,29,5,,,,,UA,0,0
81,down,ELMAN,Самолёт бумажный,45,44,4,,,,,0,RU,0
82,-,Okean Elzy,Не йди,-,41,1,,,,,UA,0,0
83,down,Xcho,Вороны,72,17,21,,,,,0,RU,0
84,-,Okean Elzy,Не питай,-,19,1,,,,,UA,0,0
85,down,shadowraze,Astral Step,83,49,2,,,,,0,RU,0
86,-,Okean Elzy,Все буде добре,-,80,1,,,,,UA,0,0
87,-,NЮ & kavabanga Depo kolibri,Любить некого,-,87,1,,,,,0,RU,0
88,down,GUMA,Стеклянная,74,1,30,,,,,0,RU,0
89,up,163ONMYNECK & OG Buda,КОРИЧНЕВЫЕ,92,89,2,,,,,0,RU,0
90,-,Iryna Bilyk & Svyatoslav Vakarchuk,Мовчати (Live),-,90,1,,,,,UA,0,0
91,-,алёна швец.,первое свидание,-,46,1,,,,,0,RU,0
92,down,Jerry Heil,#ПОШТА,63,4,4,,,,,UA,0,0
93,-,Boombox,Люди,-,27,1,,,,,UA,0,0
94,-,Okean Elzy,Відпусти,-,85,1,,,,,UA,0,0
95,down,Konfuz,Сказка,50,50,3,,,,,0,RU,0
96,-,Tom Odell,Another Love,-,6,1,,,,,0,0,OTHER
97,-,Джарахов & Markul,Я в моменте,-,1,33,,,,,0,RU,0
98,-,Шайни,Yeyo!,-,65,1,,,,,0,RU,0
99,-,Basta,Ты была права,-,5,36,,,,,0,RU,0
100,down,KOSMONAVTOV NET,МЯТОЙ (Remix 2010),55,12,7,,,,,0,RU,0
