Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,ANNA ASTI,Феникс,36,1,2,,,,,0,RU,0
2,up,Miyagi & Andy Panda,Буревестник,2,2,3,,,,,0,RU,0
3,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),3,1,10,,,,,0,RU,0
4,down,Lesha Svik,Плакала,1,1,3,,,,,0,RU,0
5,down,Люся Чеботина,СОЛНЦЕ МОНАКО,4,3,12,,,,,0,RU,0
6,down,Big Baby Tape & kizaru,99 Problems,5,1,14,,,,,0,RU,0
7,up,Xcho,Эскизы,7,7,7,,,,,0,RU,0
8,down,ZAPOMNI,Кожура,6,2,4,,,,,0,RU,0
9,-,ZAPOMNI,Я всё решу (Intro),-,3,1,,,,,0,RU,0
10,down,Elley Duhé,MIDDLE OF THE NIGHT,8,8,13,,,,,0,0,OTHER
11,down,Big Baby Tape & kizaru,Million,9,2,14,,,,,0,RU,0
12,up,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,14,10,6,,,,,0,RU,0
13,up,KOSMONAVTOV NET,МЯТОЙ (Remix 2010),74,12,2,,,,,0,RU,0
14,down,LOBODA,ЗанесLo,11,3,7,,,,,0,RU,0
15,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,29,2,4,,,,,0,RU,0
16,up,Acraze,Do It To It (feat. Cherish),18,14,7,,,,,0,0,OTHER
17,up,MORGENSHTERN,ПОЧЕМУ?,77,17,2,,,,,0,RU,0
18,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",12,2,11,,,,,0,RU,0
19,down,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),10,7,6,,,,,0,0,OTHER
20,down,JONY,На сиреневой луне,13,7,5,,,,,0,RU,0
21,down,Scriptonite & Райда,Baby mama,19,1,37,,,,,0,RU,0
22,down,JONY & HammAli,"Наверно, ты меня не помнишь",16,4,13,,,,,0,RU,0
23,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),17,17,17,,,,,0,0,OTHER
24,down,Big Baby Tape & kizaru,Bandana,15,2,14,,,,,0,RU,0
