Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Мюслі UA,"Вова, їбашь їх блять",1,1,4,,,,,UA,0,0
2,up,KALUSH,Stefania (Kalush Orchestra),2,1,11,,,,,UA,0,0
3,up,KALUSH,Додому (feat. Skofka),4,2,31,,,,,UA,0,0
4,up,MAX BARSKIH,Буде весна,5,4,6,,,,,UA,0,0
5,up,Один в каное,У мене немає дому,6,5,7,,,,,UA,0,0
6,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),7,2,9,,,,,UA,0,0
7,up,The Kiffness,Oy U Luzi Chervona Kalyna (feat. Boombox) [Army Remix],8,7,6,,,,,UA,0,0
8,down,MORGENSHTERN,Селяви,3,3,3,,,,,0,RU,0
9,up,Gibbs,(Po)Ciąg Dalszy Nastąpi,19,9,2,,,,,0,0,OTHER
10,up,BURLA,Руський корабль,14,10,3,,,,,UA,0,0
11,down,Jerry Heil,#ПОШТА,10,4,12,,,,,UA,0,0
12,down,Tom Odell,Another Love,9,6,9,,,,,0,0,OTHER
13,down,jockii druce,Шо Ви Браття,12,6,7,,,,,UA,0,0
14,down,LAUD,2 дні,13,9,6,,,,,UA,0,0
15,up,Elley Duhé,MIDDLE OF THE NIGHT,16,8,26,,,,,0,0,OTHER
16,up,Dxrk ダーク,RAVE,21,16,3,,,,,0,0,OTHER
17,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",15,15,7,,,,,UA,0,0
18,down,MORGENSHTERN,12,11,2,6,,,,,0,RU,0
19,up,Harry Styles,As It Was,22,18,4,,,,,0,0,OTHER
20,down,Okean Elzy,Не твоя війна,17,2,9,,,,,UA,0,0
21,down,KALUSH,Зорi,20,9,13,,,,,UA,0,0
22,up,SHUMEI,Біля тополі,23,9,3,,,,,UA,0,0
23,up,The Hardkiss,Як ти?,38,23,2,,,,,UA,0,0
24,up,Ramil' & MACAN,MP3,82,24,2,,,,,0,RU,0
25,down,Cypis,Putin,18,4,8,,,,,0,0,OTHER
26,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),27,1,23,,,,,0,RU,0
27,up,KALUSH,Файна (feat. Skofka),35,8,8,,,,,UA,0,0
28,down,Artik & Asti,Гармония,25,2,14,,,,,0,RU,0
29,down,Антон Токарев,Седьмой лепесток,24,6,13,,,,,0,RU,0
30,down,NK,Я - Україна,26,18,6,,,,,UA,0,0
31,up,Argy,Tataki,46,31,4,,,,,0,0,OTHER
32,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,29,2,17,,,,,0,RU,0
33,down,Xcho,Ты и Я,28,18,5,,,,,0,RU,0
34,down,Lost Frequencies & Calum Scott,Where Are You Now,33,27,5,,,,,0,0,OTHER
35,down,Boombox,Люди,30,27,9,,,,,UA,0,0
36,up,OG Buda & Dora,Капли,87,36,2,,,,,0,RU,0
37,up,Tiësto & Ava Max,The Motto,41,35,11,,,,,0,0,OTHER
38,down,Big Baby Tape & kizaru,99 Problems,31,1,27,,,,,0,RU,0
39,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),34,17,30,,,,,0,0,OTHER
40,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),32,13,7,,,,,UA,0,0
41,down,Khrystyna Soloviy,Українська лють (Bella Ciao Cover),36,36,5,,,,,UA,0,0
42,down,Egor Kreed & MakSim,Отпускаю,37,1,11,,,,,0,RU,0
43,up,Scriptonite & Райда,Baby mama,44,1,50,,,,,0,RU,0
44,down,Okean Elzy,Місто весни (feat. Один в каное),40,29,13,,,,,UA,0,0
45,up,Acraze,Do It To It (feat. Cherish),45,14,20,,,,,0,0,OTHER
46,up,DAYTON,Namysto (Shnaps Remix),95,46,2,,,,,UA,0,0
47,up,Khrystyna Soloviy,Тримай,51,21,9,,,,,UA,0,0
48,down,BOTASHE,ПНХ,39,14,7,,,,,UA,0,0
49,down,ANNA ASTI,Феникс,48,1,15,,,,,0,RU,0
50,down,Okean Elzy,Обійми,43,3,9,,,,,UA,0,0
51,up,Gayle,abcdefu,56,9,22,,,,,0,0,OTHER
52,-,SadSvit,Касета,-,36,1,,,,,UA,0,0
53,up,Один в каное,Човен,54,53,6,,,,,UA,0,0
54,up,BONES,AirplaneMode,85,54,2,,,,,0,0,OTHER
55,down,HammAli & Navai,Птичка,53,1,49,,,,,0,RU,0
56,down,MACAN,За всех,49,1,11,,,,,0,RU,0
