Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,5,,,,,UA,0,0
2,up,Okean Elzy,Не твоя війна,2,2,3,,,,,UA,0,0
3,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),10,2,3,,,,,UA,0,0
4,up,Jerry Heil,#ПОШТА,5,4,6,,,,,UA,0,0
5,up,KALUSH,Додому (feat. Skofka),7,2,25,,,,,UA,0,0
6,up,Cypis,Putin,33,4,2,,,,,0,0,OTHER
7,down,Okean Elzy,Обійми,3,3,3,,,,,UA,0,0
8,up,Egor Kreed & MakSim,Отпускаю,9,1,5,,,,,0,RU,0
9,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,8,2,11,,,,,0,RU,0
10,down,YARMAK,22 (feat. Tof),4,4,3,,,,,UA,0,0
11,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),12,1,17,,,,,0,RU,0
12,down,MACAN,За всех,11,1,5,,,,,0,RU,0
13,up,Artik & Asti,Гармония,17,2,8,,,,,0,RU,0
14,up,Антон Токарев,Седьмой лепесток,15,6,7,,,,,0,RU,0
15,down,Okean Elzy,Без бою,6,6,3,,,,,UA,0,0
16,up,Jakomo & A.V.G,Платина,39,16,2,,,,,0,RU,0
17,down,Kambulat,Выпей меня,14,3,6,,,,,0,RU,0
18,up,Elley Duhé,MIDDLE OF THE NIGHT,20,8,20,,,,,0,0,OTHER
19,up,Tom Odell,Another Love,32,6,3,,,,,0,0,OTHER
20,down,Big Baby Tape & kizaru,99 Problems,16,1,21,,,,,0,RU,0
21,-,jockii druce,Шо Ви Браття,-,6,1,,,,,UA,0,0
22,up,Andro,Как не любить,28,22,2,,,,,0,RU,0
23,down,ANNA ASTI,Феникс,18,1,9,,,,,0,RU,0
24,down,Люся Чеботина,СОЛНЦЕ МОНАКО,23,3,19,,,,,0,RU,0
25,up,shadowraze,Showdown,87,25,2,,,,,0,RU,0
26,up,Jamala,1944,63,26,2,,,,,UA,0,0
27,down,163ONMYNECK,ЖМУРКИ,22,22,4,,,,,0,RU,0
28,down,Okean Elzy,На небі,13,13,3,,,,,UA,0,0
29,down,Scriptonite & Райда,Baby mama,24,1,44,,,,,0,RU,0
30,down,Khrystyna Soloviy,Тримай,21,21,3,,,,,UA,0,0
31,down,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,25,10,13,,,,,0,RU,0
32,down,Xcho,Эскизы,27,7,14,,,,,0,RU,0
33,down,Okean Elzy,Не питай,19,19,3,,,,,UA,0,0
34,down,Big Baby Tape & kizaru,Million,31,2,21,,,,,0,RU,0
35,up,HammAli & Navai,Птичка,37,1,43,,,,,0,RU,0
36,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),50,17,24,,,,,0,0,OTHER
37,down,ZAPOMNI,Я всё решу (Intro),26,3,8,,,,,0,RU,0
38,down,Big Baby Tape & kizaru,Bandana,34,2,21,,,,,0,RU,0
39,down,Miyagi & Andy Panda,Патрон,36,1,50,,,,,0,RU,0
40,down,Miyagi & Andy Panda,Буревестник,29,2,10,,,,,0,RU,0
41,-,Один в каное,У мене немає дому,-,5,1,,,,,UA,0,0
42,down,Boombox,Люди,38,27,3,,,,,UA,0,0
43,down,KALUSH,Зорi,42,9,7,,,,,UA,0,0
44,up,BRANYA & MACAN,Пополам,48,1,39,,,,,0,RU,0
45,down,Miyagi & Andy Panda,Minor,43,2,87,,,,,0,RU,0
46,down,Scriptonite,Положение,40,17,121,,,,,0,RU,0
47,up,Minelli,Rampampam,54,2,47,,,,,0,0,OTHER
48,down,Okean Elzy,Місто весни (feat. Один в каное),35,29,7,,,,,UA,0,0
49,up,Acraze,Do It To It (feat. Cherish),56,14,14,,,,,0,0,OTHER
50,up,JONY,На сиреневой луне,62,7,12,,,,,0,RU,0
51,down,алёна швец.,первое свидание,46,46,3,,,,,0,RU,0
52,down,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,45,27,11,,,,,0,RU,0
53,down,JONY & HammAli,"Наверно, ты меня не помнишь",52,4,20,,,,,0,RU,0
54,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",53,2,18,,,,,0,RU,0
55,up,GUMA,Стеклянная,91,1,32,,,,,0,RU,0
56,down,Scriptonite,Танцуй сама,47,28,10,,,,,0,RU,0
57,up,Olga Seryabkina,Бывшие,88,17,4,,,,,0,RU,0
58,up,Lesha Svik,Плакала,64,1,10,,,,,0,RU,0
59,down,Skryabin,Люди як кораблі (Антитіла Cover),55,55,2,,,,,UA,0,0
60,up,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),61,49,80,,,,,0,RU,0
61,up,Tiësto & Ava Max,The Motto,92,35,5,,,,,0,0,OTHER
62,up,Gayle,abcdefu,74,9,16,,,,,0,0,OTHER
63,down,Max Korzh,Афган,51,2,13,,,,,0,RU,0
64,down,Scriptonite,Это любовь,59,52,41,,,,,0,RU,0
65,up,The Neighbourhood,Softcore,69,62,5,,,,,0,0,OTHER
66,up,NЮ,Никто,68,7,18,,,,,0,RU,0
67,down,KALUSH,Файна (feat. Skofka),66,8,2,,,,,UA,0,0
68,down,Meri,Я з україни,60,51,2,,,,,UA,0,0
69,up,Akmal',Вдоль дорог,79,17,16,,,,,0,RU,0
70,down,Ollane,Touch the Sky (feat. Miyagi),67,11,17,,,,,0,RU,0
71,down,shadowraze,Astral Step,49,49,4,,,,,0,RU,0
72,down,10AGE,Пушка,71,3,39,,,,,0,RU,0
73,down,ZAPOMNI,Кожура,58,2,11,,,,,0,RU,0
74,up,Glass Animals,Heat Waves,75,61,10,75,2/28/2021,71,3/7/2021,0,0,OTHER
75,up,Öwnboss & SEVEK,Move Your Body,78,20,14,,,,,0,0,OTHER
76,down,Miyagi & Andy Panda,Там ревели горы,70,12,78,,,,,0,RU,0
77,down,Miyagi & Эндшпиль,Люби меня (feat. Симптом),72,72,2,,,,,0,RU,0
78,up,Labrinth,"I'm Tired (From ""Euphoria"" An Original HBO Series)",95,53,2,,,,,0,0,OTHER
79,-,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",-,15,1,,,,,UA,0,0
80,up,Akmal',Из-за тебя,90,2,23,,,,,0,RU,0
81,down,Okean Elzy,Стріляй,30,30,3,,,,,UA,0,0
82,up,HammAli & Navai & MACAN,она хочет быть моделью,84,2,14,,,,,0,RU,0
83,up,Scriptonite,Цепи (feat. 104),86,41,54,,,,,0,RU,0
84,down,Okean Elzy,Я так хочу...,57,57,2,,,,,UA,0,0
85,-,Labrinth & Zendaya,All for Us (From the HBO Original Series Euphoria),-,40,5,,,,,0,0,OTHER
86,down,Wellboy,Nozzy Bossy,76,14,5,,,,,UA,0,0
87,-,The Kid LAROI & Justin Bieber,Stay,-,11,33,,,,,0,0,OTHER
88,down,KALUSH,Давай начистоту (feat. Skofka),81,20,4,,,,,UA,0,0
89,up,FACE,Домино,100,22,7,,,,,0,RU,0
90,down,Iryna Bilyk,Мовчати (feat. Скрябин),44,44,3,,,,,UA,0,0
91,-,MACAN,Кино,-,8,23,,,,,0,RU,0
92,down,Шайни,Yeyo!,65,65,3,,,,,0,RU,0
93,down,Okean Elzy,Не йди,41,41,3,,,,,UA,0,0
94,down,Xcho,Вороны,82,17,23,,,,,0,RU,0
95,-,BOTASHE,ПНХ,-,14,1,,,,,UA,0,0
96,-,SHAMI,Карабах,-,65,1,,,,,0,RU,0
97,-,Megan Thee Stallion & Dua Lipa,Sweetest Pie,-,85,1,,,,,0,0,OTHER
98,down,DOROFEEVA,raznotsvetnaya,73,12,4,,,,,UA,0,0
99,up,10AGE,Зоопарк,99,5,26,,,,,0,RU,0
100,down,Scriptonite,Чистый (OST «Псих»),94,1,62,,,,,0,RU,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
