Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,6,,,,,UA,0,0
2,up,CHEEV,Гарно так,3,1,11,,,,,UA,0,0
3,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),4,2,8,,,,,UA,0,0
4,down,jockii druce,Боі Стули Пельку,2,2,4,,,,,UA,0,0
5,up,Chico & Qatoshi,Ластівки,5,1,11,,,,,UA,0,0
6,up,KALUSH,Додому (feat. Skofka),6,2,50,,,,,UA,0,0
7,up,Enleo,інша любов,7,4,8,,,,,UA,0,0
8,up,KOLA,Чи разом?,8,1,13,,,,,UA,0,0
9,up,SHUMEI,Біля тополі,13,9,22,,,,,UA,0,0
10,up,KALUSH,Stefania (Kalush Orchestra),10,1,17,,,,,UA,0,0
11,up,Chico & Qatoshi,Допоможе ЗСУ,12,3,19,,,,,UA,0,0
12,down,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,9,3,5,,,,,0,RU,0
13,down,Jerry Heil,Кохайтеся Чорнобриві,11,11,4,,,,,UA,0,0
14,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),14,14,15,,,,,UA,0,0
15,up,Chris Brown,Under the Influence,23,3,6,,,,,0,0,OTHER
16,down,"alyona alyona, Jerry Heil & ela.",KUPALA,15,4,9,,,,,UA,0,0
17,up,Artem Pivovarov & DOROFEEVA,Думи,17,9,14,,,,,UA,0,0
18,down,KALUSH,Файна (feat. Skofka),16,8,27,,,,,UA,0,0
19,down,Patsyki Z Franeka,Марічка,18,10,17,,,,,UA,0,0
20,up,Tom Odell,Another Love,27,6,28,,,,,0,0,OTHER
21,up,Ed Sheeran,2step (feat. Antytila),22,2,17,,,,,0,0,OTHER
22,up,KALUSH,Тiпок (Tipok),24,21,18,,,,,UA,0,0
23,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),19,8,9,,,,,UA,0,0
24,down,Мюслі UA,"Вова, їбашь їх блять",21,1,23,,,,,UA,0,0
25,up,Harry Styles,As It Was,29,18,23,,,,,0,0,OTHER
26,down,KALUSH,Калуські вечорниці (feat. Tember Blanche),25,13,26,,,,,UA,0,0
27,down,ANNA ASTI,По барам,26,14,14,,,,,0,RU,0
28,down,"Jakone, A.V.G & Итачи",Курить,20,6,7,,,,,0,RU,0
29,up,Один в каное,У мене немає дому,30,5,26,,,,,UA,0,0
30,up,Skofka,Не забудем і не пробачим,32,28,17,,,,,UA,0,0
31,up,KALUSH,Зорi,31,9,32,,,,,UA,0,0
32,up,Artem Pivovarov,Ой на горі,37,31,9,,,,,UA,0,0
33,up,Lost Frequencies & Calum Scott,Where Are You Now,35,27,24,,,,,0,0,OTHER
34,up,Elley Duhé,MIDDLE OF THE NIGHT,38,8,45,,,,,0,0,OTHER
35,down,JKLN,Welcome to Ukraine,33,21,11,,,,,UA,0,0
36,up,KALUSH,Давай начистоту (feat. Skofka),36,20,29,,,,,UA,0,0
37,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),34,2,28,,,,,UA,0,0
38,down,Markul & Тося Чайкина,Стрелы,28,15,5,,,,,0,RU,0
39,up,Scriptonite,Положение,44,17,145,,,,,0,RU,0
40,up,V $ X V PRiNCE,Суета,41,2,15,,,,,0,RU,0
41,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),47,17,49,,,,,0,0,OTHER
42,down,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),39,26,4,,,,,UA,0,0
43,up,Max Korzh,Свой дом,43,1,14,,,,,0,RU,0
44,down,INSTASAMKA,MONEYKEN LOVE,40,13,8,,,,,0,RU,0
45,up,Eminem,Superman (feat. Dina Rae),49,24,7,,,,,0,0,OTHER
46,down,MONATIK,Молчунам,42,5,10,,,,,UA,0,0
47,up,SHUMEI,Пробач,48,10,10,,,,,UA,0,0
48,up,Tiësto & Ava Max,The Motto,52,35,30,,,,,0,0,OTHER
49,up,Антон Токарев,Седьмой лепесток,50,6,32,,,,,0,RU,0
50,up,Mr.Kitty,After Dark,51,42,12,,,,,0,0,OTHER
51,up,Scriptonite,Танцуй сама,56,28,24,,,,,0,RU,0
52,down,O.G EzzY,Шёлковая простынь,46,11,9,,,,,0,RU,0
53,up,Miyagi & Andy Panda,Minor,57,2,111,,,,,0,RU,0
54,up,Boombox,Люди,58,27,28,,,,,UA,0,0
55,down,MAX BARSKIH,Буде весна,53,4,25,,,,,UA,0,0
56,down,Manu Chao,Me Gustas Tu,45,38,5,,,,,0,0,OTHER
57,down,Маша Кондратенко,Ванька-Встанька,55,45,7,,,,,UA,0,0
58,up,Arhangel,Оригами (feat. Белла),65,58,6,,,,,0,RU,0
59,up,Scriptonite,Цепи (feat. 104),61,41,65,,,,,0,RU,0
60,down,MONATIK,"Старі фотографії (Із к/ф ""Я, ""Побєда"" і Берлін"")",59,15,26,,,,,UA,0,0
61,down,jockii druce,Шо Ви Браття,54,6,26,,,,,UA,0,0
62,up,Арсен Мірзоян,Поцілуй,98,62,2,,,,,UA,0,0
63,down,Scriptonite & Райда,Baby mama,62,1,69,,,,,0,RU,0
64,up,ANGY KREYDA,Враже,90,50,3,,,,,UA,0,0
65,up,Miyagi & Andy Panda,Marmalade (feat. Mav-d),68,1,42,,,,,0,RU,0
66,up,Artik & Asti,Гармония,69,2,33,,,,,0,RU,0
67,up,HammAli & Navai,Птичка,71,1,68,,,,,0,RU,0
68,down,Wellboy,Ворогів на ножі,63,41,8,,,,,UA,0,0
69,down,ELMAN & MONA,Черная любовь,64,59,4,,,,,0,RU,0
70,up,Gayle,abcdefu,74,9,41,,,,,0,0,OTHER
71,down,Skofka,Ой на ой,70,64,13,,,,,UA,0,0
72,down,KRBK,Увечье,66,13,11,,,,,UA,0,0
73,up,The Weeknd,Blinding Lights,75,3,103,94,12/1/2019,1,3/1/2020,0,0,OTHER
74,up,Acraze,Do It To It (feat. Cherish),77,14,39,,,,,0,0,OTHER
75,up,uglystephan & Scally Milano,Заберу,83,47,6,,,,,0,RU,0
76,up,Miyagi & Andy Panda,Там ревели горы,82,12,88,,,,,0,RU,0
77,down,Khrystyna Soloviy,Тримай,76,21,28,,,,,UA,0,0
78,up,KRBK,24,81,12,17,,,,,UA,0,0
