Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,KALUSH,Stefania (Kalush Orchestra),1,1,4,,,,,UA,0,0
2,up,Okean Elzy,Не твоя війна,15,2,2,,,,,UA,0,0
3,up,Okean Elzy,Обійми,46,3,2,,,,,UA,0,0
4,up,YARMAK,22 (feat. Tof),33,4,2,,,,,UA,0,0
5,up,Jerry Heil,#ПОШТА,92,4,5,,,,,UA,0,0
6,up,Okean Elzy,Без бою,40,6,2,,,,,UA,0,0
7,up,KALUSH,Додому (feat. Skofka),14,2,24,,,,,UA,0,0
8,down,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,3,2,10,,,,,0,RU,0
9,down,Egor Kreed & MakSim,Отпускаю,2,1,4,,,,,0,RU,0
10,up,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),67,2,2,,,,,UA,0,0
11,down,MACAN,За всех,5,1,4,,,,,0,RU,0
12,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),8,1,16,,,,,0,RU,0
13,up,Okean Elzy,На небі,55,13,2,,,,,UA,0,0
14,down,Kambulat,Выпей меня,9,3,5,,,,,0,RU,0
15,down,Антон Токарев,Седьмой лепесток,7,6,6,,,,,0,RU,0
16,down,Big Baby Tape & kizaru,99 Problems,11,1,20,,,,,0,RU,0
17,down,Artik & Asti,Гармония,4,2,7,,,,,0,RU,0
18,down,ANNA ASTI,Феникс,6,1,8,,,,,0,RU,0
19,up,Okean Elzy,Не питай,84,19,2,,,,,UA,0,0
20,down,Elley Duhé,MIDDLE OF THE NIGHT,13,8,19,,,,,0,0,OTHER
21,up,Khrystyna Soloviy,Тримай,65,21,2,,,,,UA,0,0
22,up,163ONMYNECK,ЖМУРКИ,52,22,3,,,,,0,RU,0
23,down,Люся Чеботина,СОЛНЦЕ МОНАКО,10,3,18,,,,,0,RU,0
24,down,Scriptonite & Райда,Baby mama,16,1,43,,,,,0,RU,0
25,up,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,25,10,12,,,,,0,RU,0
26,down,ZAPOMNI,Я всё решу (Intro),18,3,7,,,,,0,RU,0
27,down,Xcho,Эскизы,17,7,13,,,,,0,RU,0
28,-,Andro,Как не любить,-,22,1,,,,,0,RU,0
29,down,Miyagi & Andy Panda,Буревестник,20,2,9,,,,,0,RU,0
30,up,Okean Elzy,Стріляй,62,30,2,,,,,UA,0,0
31,down,Big Baby Tape & kizaru,Million,24,2,20,,,,,0,RU,0
32,up,Tom Odell,Another Love,96,6,2,,,,,0,0,OTHER
33,-,Cypis,Putin,-,4,1,,,,,0,0,OTHER
34,down,Big Baby Tape & kizaru,Bandana,29,2,20,,,,,0,RU,0
35,up,Okean Elzy,Місто весни (feat. Один в каное),80,29,6,,,,,UA,0,0
36,down,Miyagi & Andy Panda,Патрон,27,1,49,,,,,0,RU,0
37,down,HammAli & Navai,Птичка,22,1,42,,,,,0,RU,0
38,up,Boombox,Люди,93,27,2,,,,,UA,0,0
39,-,Jakomo & A.V.G,Платина,-,16,1,,,,,0,RU,0
40,down,Scriptonite,Положение,36,17,120,,,,,0,RU,0
41,up,Okean Elzy,Не йди,82,41,2,,,,,UA,0,0
42,-,KALUSH,Зорi,-,9,6,,,,,UA,0,0
43,down,Miyagi & Andy Panda,Minor,37,2,86,,,,,0,RU,0
44,up,Iryna Bilyk,Мовчати (feat. Скрябин),78,44,2,,,,,UA,0,0
45,down,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,30,27,10,,,,,0,RU,0
46,up,алёна швец.,первое свидание,91,46,2,,,,,0,RU,0
47,down,Scriptonite,Танцуй сама,41,28,9,,,,,0,RU,0
48,down,BRANYA & MACAN,Пополам,38,1,38,,,,,0,RU,0
49,up,shadowraze,Astral Step,85,49,3,,,,,0,RU,0
50,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),19,17,23,,,,,0,0,OTHER
51,up,Max Korzh,Афган,79,2,12,,,,,0,RU,0
52,down,JONY & HammAli,"Наверно, ты меня не помнишь",44,4,19,,,,,0,RU,0
53,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",34,2,17,,,,,0,RU,0
54,down,Minelli,Rampampam,31,2,46,,,,,0,0,OTHER
55,-,Skryabin,Люди як кораблі (Антитіла Cover),-,55,1,,,,,UA,0,0
56,down,Acraze,Do It To It (feat. Cherish),23,14,13,,,,,0,0,OTHER
57,-,Okean Elzy,Я так хочу...,-,57,1,,,,,UA,0,0
58,up,ZAPOMNI,Кожура,74,2,10,,,,,0,RU,0
59,down,Scriptonite,Это любовь,54,52,40,,,,,0,RU,0
60,-,Meri,Я з україни,-,51,1,,,,,UA,0,0
61,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),49,49,79,,,,,0,RU,0
62,down,JONY,На сиреневой луне,26,7,11,,,,,0,RU,0
63,-,Jamala,1944,-,26,1,,,,,UA,0,0
64,down,Lesha Svik,Плакала,28,1,9,,,,,0,RU,0
65,up,Шайни,Yeyo!,98,65,2,,,,,0,RU,0
66,-,KALUSH,Файна (feat. Skofka),-,8,1,,,,,UA,0,0
67,down,Ollane,Touch the Sky (feat. Miyagi),45,11,16,,,,,0,RU,0
68,down,NЮ,Никто,35,7,17,,,,,0,RU,0
69,-,The Neighbourhood,Softcore,-,62,4,,,,,0,0,OTHER
70,down,Miyagi & Andy Panda,Там ревели горы,60,12,77,,,,,0,RU,0
71,down,10AGE,Пушка,47,3,38,,,,,0,RU,0
72,-,Miyagi & Эндшпиль,Люби меня (feat. Симптом),-,72,1,,,,,0,RU,0
73,down,DOROFEEVA,raznotsvetnaya,12,12,3,,,,,UA,0,0
74,down,Gayle,abcdefu,39,9,15,,,,,0,0,OTHER
75,down,Glass Animals,Heat Waves,63,61,9,75,2/28/2021,71,3/7/2021,0,0,OTHER
76,down,Wellboy,Nozzy Bossy,32,14,4,,,,,UA,0,0
77,down,Вектор А,Лирика,61,61,3,,,,,0,RU,0
78,down,Öwnboss & SEVEK,Move Your Body,43,20,13,,,,,0,0,OTHER
79,down,Akmal',Вдоль дорог,51,17,15,,,,,0,RU,0
80,up,Okean Elzy,Все буде добре,86,80,2,,,,,UA,0,0
81,-,KALUSH,Давай начистоту (feat. Skofka),-,20,3,,,,,UA,0,0
82,up,Xcho,Вороны,83,17,22,,,,,0,RU,0
83,down,Konfuz,Кайф ты поймала,70,36,19,,,,,0,RU,0
84,down,HammAli & Navai & MACAN,она хочет быть моделью,58,2,13,,,,,0,RU,0
85,up,Okean Elzy,Відпусти,94,85,2,,,,,UA,0,0
86,down,Scriptonite,Цепи (feat. 104),76,41,53,,,,,0,RU,0
87,-,shadowraze,Showdown,-,25,1,,,,,0,RU,0
88,down,Olga Seryabkina,Бывшие,21,17,3,,,,,0,RU,0
89,-,Skryabin,Your Own Country,-,89,1,,,,,UA,0,0
90,down,Akmal',Из-за тебя,56,2,22,,,,,0,RU,0
91,down,GUMA,Стеклянная,88,1,31,,,,,0,RU,0
92,down,Tiësto & Ava Max,The Motto,42,35,4,,,,,0,0,OTHER
93,-,KALUSH,Таксі (feat. Христина Соловій),-,42,2,,,,,UA,0,0
94,-,Scriptonite,Чистый (OST «Псих»),-,1,61,,,,,0,RU,0
95,-,Labrinth,"I'm Tired (From ""Euphoria"" An Original HBO Series)",-,53,1,,,,,0,0,OTHER
96,-,XXXTENTACION,Revenge,-,96,1,,,,,0,0,OTHER
97,down,Iryna Bilyk & Svyatoslav Vakarchuk,Мовчати (Live),90,90,2,,,,,UA,0,0
98,-,KALUSH,Калуські вечорниці (feat. Tember Blanche),-,13,1,,,,,UA,0,0
99,down,10AGE,Зоопарк,71,5,25,,,,,0,RU,0
100,-,FACE,Домино,-,22,6,,,,,0,RU,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
