Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,4,,,,,UA,0,0
2,up,CHEEV,Гарно так,2,1,9,,,,,UA,0,0
3,up,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,3,3,3,,,,,0,RU,0
4,up,jockii druce,Боі Стули Пельку,78,2,2,,,,,UA,0,0
5,down,100лица & SKYLERR,Вечорниці (Добрий день Everybody),4,2,6,,,,,UA,0,0
6,down,Chico & Qatoshi,Ластівки,5,1,9,,,,,UA,0,0
7,down,Enleo,інша любов,6,4,6,,,,,UA,0,0
8,up,KALUSH,Додому (feat. Skofka),8,2,48,,,,,UA,0,0
9,up,KOLA,Чи разом?,9,1,11,,,,,UA,0,0
10,up,KALUSH,Stefania (Kalush Orchestra),10,1,15,,,,,UA,0,0
11,up,Chico & Qatoshi,Допоможе ЗСУ,11,3,17,,,,,UA,0,0
12,up,SHUMEI,Біля тополі,12,9,20,,,,,UA,0,0
13,down,"Jakone, A.V.G & Итачи",Курить,7,6,5,,,,,0,RU,0
14,down,"alyona alyona, Jerry Heil & ela.",KUPALA,13,4,7,,,,,UA,0,0
15,up,KALUSH,Файна (feat. Skofka),16,8,25,,,,,UA,0,0
16,up,Patsyki Z Franeka,Марічка,17,10,15,,,,,UA,0,0
17,up,Artem Pivovarov & DOROFEEVA,Думи,18,9,12,,,,,UA,0,0
18,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),14,8,7,,,,,UA,0,0
19,up,Jerry Heil,Кохайтеся Чорнобриві,98,11,2,,,,,UA,0,0
20,down,Markul & Тося Чайкина,Стрелы,15,15,3,,,,,0,RU,0
21,down,Ed Sheeran,2step (feat. Antytila),19,2,15,,,,,0,0,OTHER
22,down,Мюслі UA,"Вова, їбашь їх блять",20,1,21,,,,,UA,0,0
23,down,ANNA ASTI,По барам,22,14,12,,,,,0,RU,0
24,down,KALUSH,Тiпок (Tipok),21,21,16,,,,,UA,0,0
25,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),26,13,24,,,,,UA,0,0
26,up,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),33,26,2,,,,,UA,0,0
27,up,Harry Styles,As It Was,27,18,21,,,,,0,0,OTHER
28,up,Chris Brown,Under the Influence,30,3,4,,,,,0,0,OTHER
29,up,Один в каное,У мене немає дому,29,5,24,,,,,UA,0,0
30,down,MONATIK,Молчунам,24,5,8,,,,,UA,0,0
31,up,KALUSH,Зорi,32,9,30,,,,,UA,0,0
32,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),45,14,13,,,,,UA,0,0
33,down,Skofka,Не забудем і не пробачим,31,28,15,,,,,UA,0,0
34,up,"Aarne, Yanix & SEEMEE",Фиеста,90,34,2,,,,,0,RU,0
35,down,INSTASAMKA,MONEYKEN LOVE,28,13,6,,,,,0,RU,0
36,up,Lost Frequencies & Calum Scott,Where Are You Now,44,27,22,,,,,0,0,OTHER
37,down,O.G EzzY,Шёлковая простынь,25,11,7,,,,,0,RU,0
38,up,Manu Chao,Me Gustas Tu,38,38,3,,,,,0,0,OTHER
39,down,JKLN,Welcome to Ukraine,34,21,9,,,,,UA,0,0
40,up,Tom Odell,Another Love,40,6,26,,,,,0,0,OTHER
41,down,KALUSH,Давай начистоту (feat. Skofka),39,20,27,,,,,UA,0,0
42,down,V $ X V PRiNCE,Суета,37,2,13,,,,,0,RU,0
