Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Egor Kreed & MakSim,Отпускаю,14,1,2,,,,,0,RU,0
2,up,GAYAZOV$ BROTHER$,МАЛИНОВАЯ ЛАДА,2,2,8,,,,,0,RU,0
3,up,Artik & Asti,Гармония,5,2,5,,,,,0,RU,0
4,down,MACAN,За всех,1,1,2,,,,,0,RU,0
5,up,KALUSH,Stefania (Kalush Orchestra),84,1,2,,,,,UA,0,0
6,down,ANNA ASTI,Феникс,4,1,6,,,,,0,RU,0
7,down,Kambulat,Выпей меня,3,3,3,,,,,0,RU,0
8,down,Антон Токарев,Седьмой лепесток,6,6,4,,,,,0,RU,0
9,down,Miyagi & Andy Panda,Marmalade (feat. Mav-d),7,1,14,,,,,0,RU,0
10,down,Люся Чеботина,СОЛНЦЕ МОНАКО,9,3,16,,,,,0,RU,0
11,down,Big Baby Tape & kizaru,99 Problems,10,1,18,,,,,0,RU,0
12,down,ZAPOMNI,Я всё решу (Intro),8,3,5,,,,,0,RU,0
13,down,Xcho,Эскизы,11,7,11,,,,,0,RU,0
14,up,Wellboy,Nozzy Bossy,86,14,2,,,,,UA,0,0
15,up,Scriptonite & Райда,Baby mama,18,1,41,,,,,0,RU,0
16,up,Elley Duhé,MIDDLE OF THE NIGHT,17,8,17,,,,,0,0,OTHER
17,-,Olga Seryabkina,Бывшие,-,17,1,,,,,0,RU,0
18,down,Miyagi & Andy Panda,Буревестник,12,2,7,,,,,0,RU,0
19,down,Lesha Svik,Плакала,13,1,7,,,,,0,RU,0
20,up,Acraze,Do It To It (feat. Cherish),20,14,11,,,,,0,0,OTHER
21,up,Elton John & Dua Lipa,Cold Heart (PNAU Remix),21,17,21,,,,,0,0,OTHER
22,down,Big Baby Tape & Молодой Платон,ВЛЮБИЛАСЬ,19,10,10,,,,,0,RU,0
23,down,JONY,На сиреневой луне,16,7,9,,,,,0,RU,0
24,down,Zivert,ASTALAVISTALOVE,15,15,3,,,,,0,RU,0
25,down,Big Baby Tape & kizaru,Million,22,2,18,,,,,0,RU,0
26,down,HammAli & Navai,Птичка,25,1,40,,,,,0,RU,0
27,up,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,46,27,8,,,,,0,RU,0
28,down,Big Baby Tape & kizaru,Bandana,27,2,18,,,,,0,RU,0
29,down,NЮ,Никто,23,7,15,,,,,0,RU,0
30,down,Артём Качер,Материк,29,29,4,,,,,0,RU,0
31,up,Gayle,abcdefu,31,9,13,,,,,0,0,OTHER
32,down,Öwnboss & SEVEK,Move Your Body,26,20,11,,,,,0,0,OTHER
33,down,HammAli & Navai & Jah Khalib,"Боже, как завидую",32,2,15,,,,,0,RU,0
34,up,KALUSH,Додому (feat. Skofka),59,2,22,,,,,UA,0,0
35,down,Minelli,Rampampam,34,2,44,,,,,0,0,OTHER
36,down,Miyagi & Andy Panda,Патрон,35,1,47,,,,,0,RU,0
37,-,Alina Pash,Shadows of Forgotten Ancestors,-,37,1,,,,,UA,0,0
38,up,BRANYA & MACAN,Пополам,39,1,36,,,,,0,RU,0
39,down,Scriptonite,Танцуй сама,33,28,7,,,,,0,RU,0
40,down,Ollane,Touch the Sky (feat. Miyagi),30,11,14,,,,,0,RU,0
41,up,Scriptonite,Положение,42,17,118,,,,,0,RU,0
42,down,JONY & HammAli,"Наверно, ты меня не помнишь",36,4,17,,,,,0,RU,0
43,up,Miyagi & Andy Panda,Minor,43,2,84,,,,,0,RU,0
44,up,Tiësto & Ava Max,The Motto,80,35,2,,,,,0,0,OTHER
45,down,ELMAN,Самолёт бумажный,44,44,3,,,,,0,RU,0
46,down,Labrinth & Zendaya,All for Us (From the HBO Original Series Euphoria),40,40,3,,,,,0,0,OTHER
47,down,LOBODA,ЗанесLo,45,3,11,,,,,0,RU,0
48,up,Jnr Choi,To the Moon,49,48,3,,,,,0,0,OTHER
49,up,10AGE,Пушка,51,3,36,,,,,0,RU,0
50,up,Konfuz,Сказка,92,50,2,,,,,0,RU,0
51,down,Ed Sheeran,Shivers (feat. Feduk & Slava Marlow),41,7,10,,,,,0,0,OTHER
52,down,HammAli & Navai & MACAN,она хочет быть моделью,47,2,11,,,,,0,RU,0
53,up,Akmal',Вдоль дорог,58,17,13,,,,,0,RU,0
54,-,DOROFEEVA,raznotsvetnaya,-,12,1,,,,,UA,0,0
55,down,KOSMONAVTOV NET,МЯТОЙ (Remix 2010),37,12,6,,,,,0,RU,0
56,down,Ваня Дмитриенко,Лего,50,50,2,,,,,0,RU,0
57,down,Akmal',Из-за тебя,52,2,20,,,,,0,RU,0
58,up,Джарахов,Вокзал,88,58,2,,,,,0,RU,0
59,down,Konfuz,Кайф ты поймала,56,36,17,,,,,0,RU,0
60,up,Akmal',Заново,93,60,2,,,,,0,RU,0
61,down,10AGE,Зоопарк,57,5,23,,,,,0,RU,0
62,down,ZAPOMNI,Кожура,48,2,8,,,,,0,RU,0
63,down,Jerry Heil,#ПОШТА,24,4,3,,,,,UA,0,0
64,down,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),63,49,77,,,,,0,RU,0
65,down,Scriptonite,Цепи (feat. 104),64,41,51,,,,,0,RU,0
66,down,Ivan Dorn,тебе нема сьогодні,60,10,13,,,,,UA,0,0
67,up,Jakomo & A.V.G.,Мы итальянцы,76,64,2,,,,,0,RU,0
68,down,Скриптонит,Москва любит...,66,5,103,,,,,0,RU,0
69,down,Glass Animals,Heat Waves,61,61,7,75,2/28/2021,71,3/7/2021,0,0,OTHER
70,up,Miyagi & Andy Panda,Там ревели горы,75,12,75,,,,,0,RU,0
71,down,Scriptonite,Это любовь,68,52,38,,,,,0,RU,0
72,down,Xcho,Вороны,62,17,20,,,,,0,RU,0
73,down,escape,Please don’t break my heart,53,53,2,,,,,0,RU,0
74,down,GUMA,Стеклянная,67,1,29,,,,,0,RU,0
75,down,LYRIQ,Однажды,55,55,3,,,,,0,RU,0
76,up,Mari Kraymbreri,Если устал,89,76,2,,,,,0,RU,0
77,down,The Kid LAROI & Justin Bieber,Stay,70,11,32,,,,,0,0,OTHER
78,down,Ramil',Маяк,38,22,4,,,,,0,RU,0
79,-,Ed Sheeran,The Joker And The Queen (feat. Taylor Swift),-,79,1,,,,,0,0,OTHER
80,up,"163ONMYNECK, Yanix, FEARMUCH & Scally Milano",ШОПЛИФТЕР,87,80,2,,,,,0,RU,0
81,down,Labrinth,When I R.I.P.,73,73,3,,,,,0,0,OTHER
82,down,Max Korzh,Афган,65,2,10,,,,,0,RU,0
83,-,shadowraze,Astral Step,-,49,1,,,,,0,RU,0
84,-,Scriptonite,Чистый (OST «Псих»),-,1,60,,,,,0,RU,0
85,down,Bittuev,Братик,77,11,23,,,,,0,RU,0
86,-,Вася Демчук,Украла,-,86,1,,,,,UA,0,0
87,down,Guf,Алик,28,28,3,,,,,0,RU,0
88,-,WHITE GALLOWS,Королева бала,-,73,1,,,,,0,RU,0
89,up,GaoDagamo & NeSvyat,На уверенном (feat. Miyagi & Эндшпиль),91,89,2,,,,,0,RU,0
90,down,Yung Lean,Ginseng Strip 2002,54,36,4,,,,,0,0,OTHER
91,-,Vladimir Dantes,ветер Надежды,-,53,1,,,,,UA,0,0
92,-,163ONMYNECK & OG Buda,КОРИЧНЕВЫЕ,-,89,1,,,,,0,RU,0
93,-,ANIKV,Огни (feat. SALUKI),-,68,1,,,,,0,RU,0
94,down,DJ SMASH & Poёt,АТМЛ,69,35,4,,,,,0,RU,0
95,-,Вектор А,Лирика,-,61,1,,,,,0,RU,0
96,-,Guf & Murovei,Ураган (feat. V $ X V PRiNCE),-,2,77,,,,,0,RU,0
97,down,Kristina Si,Chem Haskanum (feat. Maléna),79,12,11,,,,,0,RU,0
98,-,Artik & Asti,Любовь после тебя,-,16,23,,,,,0,RU,0
99,-,163ONMYNECK,ЖМУРКИ,-,22,1,,,,,0,RU,0
100,down,Mumiy Troll & Даня Милохин,Башня,83,3,13,,,,,0,RU,0
