Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
1,up,Skofka,Чути гімн,1,1,7,,,,,UA,0,0
2,up,CHEEV,Гарно так,2,1,12,,,,,UA,0,0
3,up,100лица & SKYLERR,Вечорниці (Добрий день Everybody),3,2,9,,,,,UA,0,0
4,up,Chico & Qatoshi,Ластівки,5,1,12,,,,,UA,0,0
5,up,KALUSH,Додому (feat. Skofka),6,2,51,,,,,UA,0,0
6,up,Enleo,інша любов,7,4,9,,,,,UA,0,0
7,down,jockii druce,Боі Стули Пельку,4,2,5,,,,,UA,0,0
8,up,KOLA,Чи разом?,8,1,14,,,,,UA,0,0
9,up,KALUSH,Stefania (Kalush Orchestra),10,1,18,,,,,UA,0,0
10,down,SHUMEI,Біля тополі,9,9,23,,,,,UA,0,0
11,up,Chris Brown,Under the Influence,15,3,7,,,,,0,0,OTHER
12,down,Chico & Qatoshi,Допоможе ЗСУ,11,3,20,,,,,UA,0,0
13,down,"Aarne, BUSHIDO ZHO & ANIKV",Тесно,12,3,6,,,,,0,RU,0
14,up,YARMAK,ДИКЕ ПОЛЕ (feat. ALISA),14,14,16,,,,,UA,0,0
15,down,Jerry Heil,Кохайтеся Чорнобриві,13,11,5,,,,,UA,0,0
16,up,Artem Pivovarov & DOROFEEVA,Думи,17,9,15,,,,,UA,0,0
17,up,Tom Odell,Another Love,20,6,29,,,,,0,0,OTHER
18,down,"alyona alyona, Jerry Heil & ela.",KUPALA,16,4,10,,,,,UA,0,0
19,down,KALUSH,Файна (feat. Skofka),18,8,28,,,,,UA,0,0
20,up,Harry Styles,As It Was,25,18,24,,,,,0,0,OTHER
21,down,Patsyki Z Franeka,Марічка,19,10,18,,,,,UA,0,0
22,down,Ed Sheeran,2step (feat. Antytila),21,2,18,,,,,0,0,OTHER
23,down,KALUSH,Тiпок (Tipok),22,21,19,,,,,UA,0,0
24,up,ANNA ASTI,По барам,27,14,15,,,,,0,RU,0
25,up,KALUSH,Калуські вечорниці (feat. Tember Blanche),26,13,27,,,,,UA,0,0
26,down,Мюслі UA,"Вова, їбашь їх блять",24,1,24,,,,,UA,0,0
27,down,Мюслі UA,Добрий день Everybody (feat. VASIA CHARISMA),23,8,10,,,,,UA,0,0
28,up,Skofka,Не забудем і не пробачим,30,28,18,,,,,UA,0,0
29,up,Elley Duhé,MIDDLE OF THE NIGHT,34,8,46,,,,,0,0,OTHER
30,down,Один в каное,У мене немає дому,29,5,27,,,,,UA,0,0
31,up,Lost Frequencies & Calum Scott,Where Are You Now,33,27,25,,,,,0,0,OTHER
32,down,KALUSH,Зорi,31,9,33,,,,,UA,0,0
33,up,YARMAK,МОЯ КРАЇНА (feat. Tof),83,33,2,,,,,UA,0,0
34,up,Scriptonite,Положение,39,17,146,,,,,0,RU,0
35,up,KALUSH,Давай начистоту (feat. Skofka),36,20,30,,,,,UA,0,0
36,down,"Jakone, A.V.G & Итачи",Курить,28,6,8,,,,,0,RU,0
37,down,Artem Pivovarov,Ой на горі,32,31,10,,,,,UA,0,0
38,down,JKLN,Welcome to Ukraine,35,21,12,,,,,UA,0,0
39,down,PROBASS ∆ HARDI,Доброго вечора (Where Are You From),37,2,29,,,,,UA,0,0
40,up,Egor Kreed,3-е Сентября (feat. Михаил Шуфутинский),98,40,2,,,,,0,RU,0
41,up,Томмі Версетті,Ти мені дуже (feat. LAUD & Тася),42,26,5,,,,,UA,0,0
42,down,V $ X V PRiNCE,Суета,40,2,16,,,,,0,RU,0
43,down,Elton John & Dua Lipa,Cold Heart (PNAU Remix),41,17,50,,,,,0,0,OTHER
44,down,Markul & Тося Чайкина,Стрелы,38,15,6,,,,,0,RU,0
45,up,V $ X V PRiNCE,Мурашки,84,17,3,,,,,0,RU,0
46,up,Антон Токарев,Седьмой лепесток,49,6,33,,,,,0,RU,0
47,down,Max Korzh,Свой дом,43,1,15,,,,,0,RU,0
48,down,Eminem,Superman (feat. Dina Rae),45,24,8,,,,,0,0,OTHER
