Position,Up or Down,Artist,Song,Last Week,Peak Position,Weeks on Chart,Global Chart Debut,Week GC,Highest Position in Global Chart,Week HP,UA,RU,OTHER
54,down,The Kid LAROI & Justin Bieber,Stay,53,11,30,,,,,0,0,OTHER
55,-,Kambulat,Выпей меня,-,3,1,,,,,0,RU,0
56,down,Mumiy Troll & Даня Милохин,Башня,52,3,11,,,,,0,RU,0
57,up,Bittuev,Братик,57,11,21,,,,,0,RU,0
58,up,Scriptonite,Цепи (feat. 104),66,41,49,,,,,0,RU,0
59,down,The Weeknd,Sacrifice,37,21,5,,,,,0,0,OTHER
60,down,Султан Лагучев,Между нами война,55,19,6,,,,,0,RU,0
61,down,Kristina Si,Chem Haskanum (feat. Maléna),59,12,9,,,,,0,RU,0
62,up,Скриптонит,Москва любит...,73,5,101,,,,,0,RU,0
63,up,Miyagi & Эндшпиль,I Got Love (feat. Рем Дигга),79,49,75,,,,,0,RU,0
64,up,Miyagi & Andy Panda,Там ревели горы,72,12,73,,,,,0,RU,0
65,up,BUSHIDO ZHO,макинтош бизнес онли,84,65,2,,,,,0,RU,0
66,-,LYRIQ,Однажды,-,55,1,,,,,0,RU,0
67,-,Zivert,Айсберг (Apple Music Home Session),-,67,1,,,,,0,RU,0
68,up,Scriptonite,Это любовь,68,52,36,,,,,0,RU,0
69,down,dora & МЭЙБИ БЭЙБИ,Барбисайз,61,27,6,,,,,0,RU,0
70,up,Glass Animals,Heat Waves,97,61,5,75,2/28/2021,71,3/7/2021,0,0,OTHER
71,down,Ramil' & Rompasso,Убей Меня,44,9,13,,,,,0,RU,0
72,-,Султан Лагучев,Люблю и ненавижу,-,72,1,,,,,0,RU,0
73,down,Wellboy,Гуси,50,8,33,,,,,UA,0,0
74,up,Chris Yank,Холодно,81,74,2,,,,,0,RU,0
75,down,Emma Louise,Jungle,49,20,5,,,,,0,0,OTHER
76,-,Jnr Choi,To the Moon,-,48,1,,,,,0,0,OTHER
77,down,Miyagi,По уши я в тебя влюблён,60,59,27,,,,,0,RU,0
78,down,Egor Kreed,LAMBO URUS,71,3,17,,,,,0,RU,0
79,-,Guf,Алик,-,28,1,,,,,0,RU,0
80,down,Artik & Asti,Любовь после тебя,74,16,22,,,,,0,RU,0
81,-,Zivert,ASTALAVISTALOVE,-,15,1,,,,,0,RU,0
82,-,KALUSH,"Сонячна (feat. Сальто Назад, Skofka)",-,82,1,,,,,UA,0,0
83,down,Basta,Ты была права,65,5,35,,,,,0,RU,0
84,-,Jerry Heil,#ПОШТА,-,4,1,,,,,UA,0,0
85,-,ALEKS ATAMAN & Finik.Finya,Диалоги тет-а-тет,-,27,6,,,,,0,RU,0
86,-,MAX BARSKIH,No Exit,-,71,1,,,,,UA,0,0
87,-,Konfuz,Кайф ты поймала,-,36,15,,,,,0,RU,0
88,-,KALUSH,Додому (feat. Skofka),-,2,20,,,,,UA,0,0
89,up,SODA LUV,Жорики,92,89,2,,,,,0,RU,0
90,-,Labrinth & Zendaya,All for Us (From the HBO Original Series Euphoria),-,40,1,,,,,0,0,OTHER
91,down,MORGENSHTERN,ПОЧЕМУ?,47,17,4,,,,,0,RU,0
92,down,MACAN,20,58,22,5,,,,,0,RU,0
93,-,Nicki Minaj & Lil Baby,Do We Have A Problem?,-,74,1,,,,,0,0,OTHER
94,-,ELMAN,Самолёт бумажный,-,44,1,,,,,0,RU,0
95,down,The Neighbourhood,Softcore,62,62,3,,,,,0,0,OTHER
96,-,Labrinth,When I R.I.P.,-,73,1,,,,,0,0,OTHER
97,down,FACE,Домино,63,22,5,,,,,0,RU,0
98,down,LOBODA,Americano,69,2,19,,,,,0,RU,0
99,down,Arthur Pirozhkov & Klava Koka,Хочешь,64,16,7,,,,,0,RU,0
100,down,Scriptonite,Чистый (OST «Псих»),78,1,59,,,,,0,RU,0
