Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,1,Bloody Mary,Lady Gaga,3,1375091,6.90%,https://www.youtube.com/watch?v=VFwmKL5OL-Q,0,0,OTHER
2,,Щоб не було,Дорофеєва Надія,1,1055833,,https://www.youtube.com/watch?v=024jiVWdPqA,UA,0,0
3,2,Чути гімн,Skofka,20,876922,-3.80%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
4,3,Там у тополі,Артем Пивоваров & NK,5,627047,5.40%,https://www.youtube.com/watch?v=m0u7iM6Xwxw,UA,0,0
5,6,Stefania,KALUSH & Kalush Orchestra,45,595333,15.70%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
6,21,ЗА ДЕНЬГИ ДА,Instasamka,3,593211,68%,https://www.youtube.com/watch?v=iZEca2A3tS4,0,RU,0
7,,Провела екскурсію,Parfeniuk,1,542148,,https://www.youtube.com/watch?v=Ryfm-7ZrL-Y,UA,0,0
8,4,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,32,539191,2.80%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
9,7,думи,Артем Пивоваров & Дорофеєва Надія,28,513625,0.80%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
10,5,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,22,494341,-5.10%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
11,8,Полярная звезда,MOSOVICH & Batrai,4,462516,-6.70%,https://www.youtube.com/watch?v=mZGb_R_dmeA,0,RU,0
12,9,Ластівки,Qatoshi & Chico,26,460366,0.10%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
13,16,По барам,ANNA ASTI,27,439410,16.30%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
14,,THE STORY OF ALISHER,Oxxxymiron,1,438220,,https://www.youtube.com/watch?v=x--M8d7UBMM,0,RU,0
15,11,Не забудем і не пробачим,Skofka,32,425703,-1.90%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
16,10,Ванька-Встанька,Маша Краш,22,422743,-4.60%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
17,13,Враже,ANGY KREYDA,25,413521,-0.70%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
18,14,Цей сон (Live),Степан Гіга,28,413079,2%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
19,17,Ой на горі,Артем Пивоваров,23,405773,7.80%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
20,18,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",35,365391,0.20%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
21,19,Моя хулиганка,Xolidayboy,7,354255,-0.90%,https://www.youtube.com/watch?v=u-gaETffwYM,0,RU,0
22,20,Біля тополі,SHUMEI,36,353151,-1.10%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
23,15,In The Shadows Of Ukraine,KALUSH & Kalush Orchestra,8,342455,-12.10%,https://www.youtube.com/watch?v=R0ebIzABQm0,UA,0,0
24,22,Калуські вечорниці (feat. Tember Blanche),KALUSH,52,309413,-5.80%,https://www.youtube.com/watch?v=doSD_dKBUF4,UA,0,0
25,23,Гарно так,Cheev,25,304068,-3.60%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
26,79,"Ти щаслива будеш (Гай, зелений гай)",Dima Prokopov,2,301451,124.70%,https://www.youtube.com/watch?v=w9l7hWlRJ5w,UA,0,0
27,25,WHEN GOD SHUT THE DOOR,Jerry Heil,2,298130,-2.20%,https://www.youtube.com/watch?v=aZyUuZisXk0,UA,0,0
28,28,Силуети,SadSvit & СТРУКТУРА ЩАСТЯ,7,295096,0.30%,https://www.youtube.com/watch?v=NjDMzkRbSZI,UA,0,0
29,24,Чорне і біле,ZOZULYA,36,292785,-4.40%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
30,30,Незламна,ЛЮСЯ КАВА,26,288700,2.50%,https://www.youtube.com/watch?v=-ZuCAA_93wc,UA,0,0
31,37,Думав вона янгол,Колін,2,284640,20%,https://www.youtube.com/watch?v=F9mMnWcYXQ0,UA,0,0
32,29,Another Love,Том Оделл,37,280653,-1.40%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
33,27,Голова,Канги & Galust,11,280419,-5.90%,https://www.youtube.com/watch?v=3j6Vm_4-w-Y,0,RU,0
34,26,Unholy,Sam Smith & Ким Петрас,12,273909,-9.80%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
35,12,Нумо Козаки (feat. KOZAK SIROMAHA),Kalush Orchestra & KALUSH,2,272811,-36.40%,https://www.youtube.com/watch?v=5CvzbWXn7_U,UA,0,0
36,31,Доча,Jah Khalib,2,269325,-1.40%,https://www.youtube.com/watch?v=ME-29s54CE0,0,RU,0
37,35,МОЯ КРАЇНА (feat. TOF),YARMAK,17,261482,8.80%,https://www.youtube.com/watch?v=wtuVa-mOknA,UA,0,0
38,32,Погляд (feat. SOBOL),YAKTAK,8,257156,-0.50%,https://www.youtube.com/watch?v=WHQygkIG8xs,UA,0,0
39,34,Біля серця,KOLA,13,251484,2.70%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
40,39,Лист до мами,BARABANDA,8,236267,2%,https://www.youtube.com/watch?v=FB66mdrur5g,UA,0,0
41,33,Зай (Shnaps Remix),Трінчер Анна Леонідівна,3,227075,-9.70%,https://www.youtube.com/watch?v=e-jIn17iTIg,UA,0,0
42,48,Ночью на кухне,ANNA ASTI,8,225905,5.50%,https://www.youtube.com/watch?v=zY5KWvwZ7bY,0,RU,0
43,36,#КОЗАЦЬКОМУ_РОДУ,Jerry Heil,4,225578,-5.50%,https://www.youtube.com/watch?v=OhKEUfSuRws,UA,0,0
44,38,В дорогу,Skofka,41,225023,-4.80%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
45,40,Марiчка,PATSYKI Z FRANEKA,39,222157,-2.50%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
46,44,Позвони,DJ Smash & NIVESTA,13,221277,2.20%,https://www.youtube.com/watch?v=ByVPVWCQVV8,0,RU,0
47,43,Азовсталь десь там під зорями,Delamer,20,219808,-1.70%,https://www.youtube.com/watch?v=0jqNI9F8n-I,UA,0,0
48,,У райському саду (Яворина) (Live),Степан Гіга,21,213145,,https://www.youtube.com/watch?v=yUdwrxAEYQI,UA,0,0
49,54,Last Christmas,Wham!,22,211205,13.70%,https://www.youtube.com/watch?v=E8gmARGvPlI,0,0,OTHER
50,50,Mockingbird,Eminem,9,210774,-0.90%,https://www.youtube.com/watch?v=S9bCLPwzSC0,0,0,OTHER
51,49,Некуда бежать,NЮ,14,209989,-1.80%,https://www.youtube.com/watch?v=CdsqxF1wiMI,0,RU,0
52,,Народна,ЛЮСЯ КАВА,1,207191,,https://www.youtube.com/watch?v=UYXcryt21m8,UA,0,0
53,41,ЛП,Milana Hametova & Milana Star,13,206405,-9.10%,https://www.youtube.com/watch?v=eN7mWKv-TQE,0,RU,0
54,,Heart of Steel,TVORCHI,1,200490,,https://www.youtube.com/watch?v=ZxDEwIyJap8,UA,0,0
55,52,Superman (feat. Дина Рей),Eminem,13,194740,-1.60%,https://www.youtube.com/watch?v=8kYkciD9VjU,0,0,OTHER
56,53,Чисто папа,84 & Lookbuffalo,13,194321,-1.70%,https://www.youtube.com/watch?v=VzBvZYIDAWQ,0,RU,0
57,47,Зай,Трінчер Анна Леонідівна,5,193384,-10%,https://www.youtube.com/watch?v=ZzvbP0dYSAI,UA,0,0
58,51,Який ти козак,Трінчер Анна Леонідівна & POSITIFF,9,189889,-9.50%,https://www.youtube.com/watch?v=abqLDv5LlHE,UA,0,0
59,59,Татанці,Марина Тимофійчук,20,182287,3.60%,https://www.youtube.com/watch?v=AF0Mitd05_A,UA,0,0
60,,Приятная (feat. Ollane),Эндшпиль,1,180896,,https://www.youtube.com/watch?v=taaSYRW2Rg8,0,RU,0
61,69,SPIT IN MY FACE!,ThxSoMch,4,178228,16.40%,https://www.youtube.com/watch?v=h54g3lvGhaI,0,0,OTHER
62,62,Басы долбят,SOSKA 69,5,176262,10.90%,https://www.youtube.com/watch?v=D6_b4Iueeo8,0,RU,0
63,60,Дзвін,SKYLERR & Sanaria,11,171352,-0.10%,https://www.youtube.com/watch?v=XrDgtxbkX34,UA,0,0
64,61,Мрієшся,Cheev,11,163946,0.10%,https://www.youtube.com/watch?v=wugM4iz1r04,UA,0,0
65,45,Как любовь твою понять?,JONY & ANNA ASTI,4,163488,-24.50%,https://www.youtube.com/watch?v=otKysx-M64k,0,RU,0
66,70,METAMORPHOSIS,INTERWORLD,10,163185,10.70%,https://www.youtube.com/watch?v=lJvRohYSrZM,0,0,OTHER
67,55,ВЕДМЕДІ-БАЛАЛАЙКИ,Маша Кондратенко & MASHUKOVSKY,10,161154,-13.10%,https://www.youtube.com/watch?v=7L1Xt1y4-6I,UA,0,0
68,64,Bones,Imagine Dragons,20,157419,0%,https://www.youtube.com/watch?v=TO-_3tck2tg,0,0,OTHER
69,66,Dead Inside,АДЛИН,10,156248,0.40%,https://www.youtube.com/watch?v=numCkbbyzJk,0,RU,0
70,63,Воїни світла,Ляпис Трубецкой,19,155460,-1.80%,https://www.youtube.com/watch?v=ayDNTDcZok8,0,0,OTHER
71,,Ты так красива,Quest Pistols,1,153666,,https://www.youtube.com/watch?v=mYcl6p3oiCc,UA,0,0
72,,інша любов,ENLEO,21,152184,,https://www.youtube.com/watch?v=0o0iK-ufovM,UA,0,0
73,56,Два незнайомці,LOBODA,4,151448,-18%,https://www.youtube.com/watch?v=mYbi1RAr7Ok,0,RU,0
74,96,Не мовчи,YAKTAK,4,146959,20.10%,https://www.youtube.com/watch?v=JulDOMKkE70,UA,0,0
75,77,All I Want For Christmas Is You,Mariah Carey,17,146793,9.20%,https://www.youtube.com/watch?v=aAkMkVFwAoo,0,0,OTHER
76,,Самотня зима,GROSU,1,146735,,https://www.youtube.com/watch?v=UUPzVoEOzA8,UA,0,0
77,65,Тішся,Артем Пивоваров & Оля Полякова,16,146707,-6.10%,https://www.youtube.com/watch?v=6y3-M72EqTQ,UA,0,0
78,80,Miss You,Оливер Три & Робін Шульц,7,146370,9.30%,https://www.youtube.com/watch?v=BX0lKSa_PTk,0,0,OTHER
79,75,Мила,Golubenko,6,142406,5.40%,https://www.youtube.com/watch?v=f4zLtKYuOK4,UA,0,0
80,76,Кислород,Артем Пивоваров,5,138503,2.70%,https://www.youtube.com/watch?v=iTYYloLTk4E,UA,0,0
81,82,Стрелы,Markul & Тося Чайкіна,6,138413,3.90%,https://www.youtube.com/watch?v=h2MfDmyBFt8,0,RU,0
82,68,Будь зі мною,Grohotsky,6,137889,-10.60%,https://www.youtube.com/watch?v=ukqYb74jzYk,UA,0,0
83,74,Если сгорим,NЮ,2,137481,1.30%,https://www.youtube.com/watch?v=L2CdIHHNifY,0,RU,0
84,86,Silhouette,MiyaGi,7,134701,2.80%,https://www.youtube.com/watch?v=e_atyw0IDqg,0,RU,0
85,85,Твоє серце,Baryk,3,134160,2.10%,https://www.youtube.com/watch?v=ZrJinmfBzH0,UA,0,0
86,88,Deutschland,Rammstein,10,133931,3.60%,https://www.youtube.com/watch?v=NeQM1c-XCDc,0,0,OTHER
87,,Ну погоди,Sivchik & Паша Морис,1,133904,,https://www.youtube.com/watch?v=CO9rkYq-35k,0,RU,0
88,84,Without Me,Eminem,13,133669,1.10%,https://www.youtube.com/watch?v=YVkUvmDQ3HY,0,0,OTHER
89,81,Show Me The Will,Sx1nxwy,11,133659,-0.20%,https://www.youtube.com/watch?v=qtT0PW4mC2g,UA,0,0
90,,Замало,Victoria Niro,2,132969,,https://www.youtube.com/watch?v=VaPCNmyfp10,UA,0,0
91,89,Купи пёсика,Milana Hametova,3,132048,3.30%,https://www.youtube.com/watch?v=ixidX4_77Bo,0,RU,0
92,73,ПОГУДИМ,RASA,16,131446,-3.30%,https://www.youtube.com/watch?v=ddW4dZ7THRg,0,RU,0
93,87,Poker Face,Lady Gaga,2,129610,-0.60%,https://www.youtube.com/watch?v=bESGLojNYSo,0,0,OTHER
94,72,Вредина (Mbts Remix),Bakr,5,128894,-11.20%,https://www.youtube.com/watch?v=LsFeLxZLybQ,0,RU,0
95,90,У полі калина,SKYLERR,2,128694,1%,https://www.youtube.com/watch?v=BYKRukwlU6o,UA,0,0
96,83,MIDDLE OF THE NIGHT,Еллі Дуе,10,127594,-3.80%,https://www.youtube.com/watch?v=oSHzUD-uqKY,0,0,OTHER
97,92,POPSTAR,Instasamka,13,126628,1.90%,https://www.youtube.com/watch?v=ABNDnLv5yUY,0,RU,0
98,98,Лише ти і я,Трінчер Анна Леонідівна & Voloshyn,12,123633,1.30%,https://www.youtube.com/watch?v=e2vfVcLpC70,UA,0,0
99,67,Хай нам брате пощастить,YARMAK,3,122737,-21%,https://www.youtube.com/watch?v=4IiJxK3Y4SM,UA,0,0
100,,Девушка в чёрном,KRBK,1,121962,,https://www.youtube.com/watch?v=7CC7C4Dci6w,UA,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
