Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,,Ой у лузі червона калина (Live),Наталія Могилевська,1,1226252,,https://www.youtube.com/watch?v=EV_vT0Vud5Q,UA,0,0
2,2,Додому (feat. Skofka),KALUSH,46,1133182,19.10%,https://www.youtube.com/watch?v=OF7bh0Y3vyo,UA,0,0
3,3,ДОБРОГО ВЕЧОРА (WHERE ARE YOU FROM?),PROBASS ∆ HARDI,8,1072349,13.40%,https://www.youtube.com/watch?v=W2S_ayZ-Eso,UA,0,0
4,1,Stefania,KALUSH & Kalush Orchestra,9,1063302,1.20%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
5,,Марічка,Михайло Хома,1,889124,,https://www.youtube.com/watch?v=-aPCl8mcoX8,UA,0,0
6,5,Oy U Luzi Chervona Kalyna (Remix) (feat. Бумбокс),The Kiffness,5,864049,30.60%,https://www.youtube.com/watch?v=lu8m5FA2nL8,UA,0,0
7,,"Вова, їбаш їх блять",Мюслі UA,1,675079,,https://www.youtube.com/watch?v=64qSNiUmaAk,UA,0,0
8,4,Малиновая лада,GAYAZOV$ BROTHER$,22,611460,-9.80%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
9,7,Браття українці,Шабля,6,538828,5.90%,https://www.youtube.com/watch?v=q_f2rlEsb8A,UA,0,0
10,10,Буде весна,Макс Барських,4,521921,22%,https://www.youtube.com/watch?v=6CrwyBT7MiU,UA,0,0
11,11,У мене немає дому,Один в каное,5,478801,20.90%,https://www.youtube.com/watch?v=gw2nclcoFNE,UA,0,0
12,56,Українська лють,Христина Соловій,2,476385,164.80%,https://www.youtube.com/watch?v=PqVCQEthhOU,UA,0,0
13,14,Козаки йдуть,PROBASS ∆ HARDI,3,468063,25.90%,https://www.youtube.com/watch?v=ooJsW-RnSl8,UA,0,0
14,8,Не твоя війна,Океан Ельзи,6,448304,-4.50%,https://www.youtube.com/watch?v=eOtEC4wCA40,UA,0,0
15,6,12,MORGENSHTERN,4,428440,-29.60%,https://www.youtube.com/watch?v=lX0TPbCSAbM,0,RU,0
16,9,СОЛНЦЕ МОНАКО,Люся Чеботіна,23,413559,-4.20%,https://www.youtube.com/watch?v=sfd2xj9xtN0,0,RU,0
17,13,Диалоги тет-а-тет,ALEKS ATAMAN & FINIK,26,372253,-1.90%,https://www.youtube.com/watch?v=GBs-vSwOTAE,0,RU,0
18,16,Батько наш - Бандера,Romax,6,368570,12.10%,https://www.youtube.com/watch?v=Ee-0C1kUp_g,UA,0,0
19,15,Ой на ой,Skofka,3,357759,-1.90%,https://www.youtube.com/watch?v=PcaCISyT-X0,UA,0,0
20,20,Putin,Cypis,6,335137,17.30%,https://www.youtube.com/watch?v=dBqBJ6C5Mkw,0,0,OTHER
21,21,Люди,Бумбокс,6,308817,9.20%,https://www.youtube.com/watch?v=AVu5wl8U_a4,UA,0,0
22,18,Федерико Феллини,Galibri & Mavik,46,308348,3.40%,https://www.youtube.com/watch?v=3-STCxyZhGE,0,RU,0
23,,"Ой, у лузі червона калина",Віктор Франкович Павлік,2,295591,,https://www.youtube.com/watch?v=Eopw24WDTQw,UA,0,0
24,28,Човен,Один в каное,11,280817,10.70%,https://www.youtube.com/watch?v=lUdbxJXBuig,UA,0,0
25,12,I AM NOT OK,KAZKA,2,280340,-27.30%,https://www.youtube.com/watch?v=MGgDdU1BYsA,UA,0,0
26,25,Місто весни,Океан Ельзи & Один в каное,26,278820,6.60%,https://www.youtube.com/watch?v=pmoYP_QvGsM,UA,0,0
27,22,"Хто, як не ти?",Христина Соловій,28,278091,-0.50%,https://www.youtube.com/watch?v=Lf6El9jHdGg,UA,0,0
28,19,Кобра,Іслам Ітляшев,18,272054,-4.90%,https://www.youtube.com/watch?v=5j5OsWpWl8M,0,RU,0
29,,Радiсно,Артем Пивоваров,1,271713,,https://www.youtube.com/watch?v=9xefsv8zUNc,UA,0,0
30,23,Я - Україна,NK,3,266901,0.30%,https://www.youtube.com/watch?v=ofspgP0cKbE,UA,0,0
31,46,ЗСУ,100лиця,2,256478,27.30%,https://www.youtube.com/watch?v=9CIMf-vTCUY,UA,0,0
32,31,My ADIDAS,Filatov & Karas & Minelli,50,255050,3.30%,https://www.youtube.com/watch?v=XqgYj8atJqo,0,RU,0
33,34,Калуські вечорниці (feat. Tember Blanche),KALUSH,16,243542,5.80%,https://www.youtube.com/watch?v=doSD_dKBUF4,UA,0,0
34,35,Ой у лузі червона калина (A cappella),Eileen,3,241167,4.90%,https://www.youtube.com/watch?v=ZztmQsSAqfo,UA,0,0
35,24,Птичка (Ptichka),HammAli & Navai,47,240075,-8.50%,https://www.youtube.com/watch?v=7T82Z7BwYfM,0,RU,0
36,27,Гармония,Artik & Asti,11,233104,-9.10%,https://www.youtube.com/watch?v=I7-Djz-CBOY,0,RU,0
37,26,Я з україни,МЕРІ,6,232719,-10.70%,https://www.youtube.com/watch?v=IcnxI5o9Qrs,UA,0,0
38,37,Baby mama,Скриптоніт & Райда,42,231096,1%,https://www.youtube.com/watch?v=eXLSBdxm_cs,0,RU,0
39,38,Люди як кораблі,Антитіла,5,230132,0.90%,https://www.youtube.com/watch?v=9CM0sVfVDx4,UA,0,0
40,44,Another Love,Том Оделл,12,222870,9.20%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
41,33,Феникс,ANNA ASTI,12,222717,-9.50%,https://www.youtube.com/watch?v=Expq6fmXLUM,0,RU,0
42,36,showdown,Shadowraze,5,221461,-3.30%,https://www.youtube.com/watch?v=Oc5bIgsg1Iw,0,RU,0
43,39,Бандерштатівські коломийки (Live),Кузьма Скрябин,6,219266,-2.20%,https://www.youtube.com/watch?v=vRYtlT5pqTE,UA,0,0
44,43,Арта,Пирятин,6,217082,6.20%,https://www.youtube.com/watch?v=0YCmjyRtNEc,UA,0,0
45,45,Давай начистоту (feat. Skofka),KALUSH,28,214901,6.10%,https://www.youtube.com/watch?v=sr-GqKwhihE,UA,0,0
46,,Hey Hey Rise Up (feat. Andriy Khlyvnyuk),Pink Floyd,1,213506,,https://www.youtube.com/watch?v=saEpkcVi1d4,UA,0,0
47,48,"Добрий ранок, Україно",Нумер 482,5,209278,6.60%,https://www.youtube.com/watch?v=3SyngeKJtkk,UA,0,0
48,41,SHUM (Live),Go_A,26,208913,-5.20%,https://www.youtube.com/watch?v=lqvzDkgok_g,UA,0,0
49,42,Наодинці,Бумбокс,5,208702,0.40%,https://www.youtube.com/watch?v=3hwj3L2hajI,UA,0,0
50,32,Обійми,Океан Ельзи,6,208429,-15.50%,https://www.youtube.com/watch?v=--Wokwe4-i0,UA,0,0
51,63,Вишнi,Wellboy,23,207016,27.20%,https://www.youtube.com/watch?v=X6eFKOSeICU,UA,0,0
52,47,Воины света,Ляпис Трубецкой,6,201253,0.10%,https://www.youtube.com/watch?v=71QQU6awLU4,0,0,OTHER
53,53,Гори (feat. alyona alyona),KALUSH,16,199720,9.10%,https://www.youtube.com/watch?v=tXJ2-PgeLVg,UA,0,0
54,49,#ПОШТА,Jerry Heil,9,198099,3.70%,https://www.youtube.com/watch?v=-tQueWDJTvk,UA,0,0
55,30,Kalyna,Go_A,3,198052,-19.80%,https://www.youtube.com/watch?v=5gOia6qznyQ,UA,0,0
56,52,Вставай,YARMAK,6,188730,2.40%,https://www.youtube.com/watch?v=gO8U8UXVlA4,UA,0,0
57,17,SHAKE,Instasamka,2,183461,-41.50%,https://www.youtube.com/watch?v=I-imNyWc0s8,0,RU,0
58,51,Не відступати і не здаватись,СКАЙ,3,182789,-1.60%,https://www.youtube.com/watch?v=QTdJkYkkQBQ,UA,0,0
59,64,В дорогу,Skofka,5,181156,14.20%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
60,,Гуси,Wellboy,32,177086,,https://www.youtube.com/watch?v=7-5v5ltkWU4,UA,0,0
61,54,Marmalade (feat. Mav D),Miyagi & Andy Panda,20,176610,-2.60%,https://www.youtube.com/watch?v=ygWr2Vu28Nw,0,RU,0
62,76,Люди як кораблі,Кузьма Скрябин,18,175320,20.50%,https://www.youtube.com/watch?v=FWH7lRJ6mPw,UA,0,0
63,77,Старі фотографії,Monatik,2,171526,18.10%,https://www.youtube.com/watch?v=UGkPQzq5Ujs,UA,0,0
64,70,Я вернусь,Тальков Ігор,6,171497,9%,https://www.youtube.com/watch?v=DFtOELd5pEI,0,RU,0
65,74,Марш Нової Армії,Воплі Відоплясова,6,170330,15.30%,https://www.youtube.com/watch?v=RgdANpB9PnY,UA,0,0
66,81,Nozzy Bossy,Wellboy,8,167674,17.60%,https://www.youtube.com/watch?v=vs1ktEjnLP8,UA,0,0
67,79,Хвилі (feat. Jerry Heil),KALUSH,9,166148,14.80%,https://www.youtube.com/watch?v=wB-BkVzcadM,UA,0,0
68,,Крузак,Skofka,25,163730,,https://www.youtube.com/watch?v=F_7oaYzQB_c,UA,0,0
69,72,Sonyachna (feat. Сальто Назад & Skofka),KALUSH,7,161851,4.70%,https://www.youtube.com/watch?v=WConm-ljSew,UA,0,0
70,69,2 дні,ЛАУД,2,158626,0.80%,https://www.youtube.com/watch?v=C2SgiHs9KtE,UA,0,0
71,71,Таксі (feat. Христина Соловій),KALUSH,16,157535,0.60%,https://www.youtube.com/watch?v=7AOgEee_pPM,UA,0,0
72,67,Марiчка,PATSYKI Z FRANEKA,3,156661,-1.10%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
73,73,Подай зброю,Kozak System,4,155930,5.40%,https://www.youtube.com/watch?v=lDN76h4-HRM,UA,0,0
74,60,Как ты там,Kamazz,9,153660,-7%,https://www.youtube.com/watch?v=9pDrV_OnMsA,0,RU,0
75,68,Девочка бандитка,FINIK & ALEKS ATAMAN,7,152152,-3.60%,https://www.youtube.com/watch?v=0RuYJrdnvTw,0,RU,0
76,62,Головы на завтрак,Компот,12,150279,-8.10%,https://www.youtube.com/watch?v=ymQE6qvJC_c,0,RU,0
77,61,ТЫ НЕ КОРОЛЕВА (Swerodo Remix),Остап Парфёнов & Nvkrn134,7,146103,-11.30%,https://www.youtube.com/watch?v=wVwFAZ1YgN4,0,RU,0
78,99,ЛАБИРИНТ,Face,2,140752,21%,https://www.youtube.com/watch?v=Mo4Wt6cKGVg,0,RU,0
79,84,astral step,Shadowraze,12,139971,1.90%,https://www.youtube.com/watch?v=89yDiQ8WkNg,0,RU,0
80,,Спи собі сама,Кузьма Скрябин,1,138767,,https://www.youtube.com/watch?v=eiobemTEDU8,UA,0,0
81,78,Снежинки,ALEKS ATAMAN & FINIK,17,138562,-4.60%,https://www.youtube.com/watch?v=YDWy-MumsA0,0,RU,0
82,66,Седьмой лепесток,Антон Токарев,10,138415,-12.60%,https://www.youtube.com/watch?v=xiyrXO2j08E,0,RU,0
83,85,Я так хочу...,Океан Ельзи,6,136283,-0.70%,https://www.youtube.com/watch?v=ll4fBm1apsA,UA,0,0
84,94,Три желания (Live),Рустам Нахушев,2,136075,9.50%,https://www.youtube.com/watch?v=B0mvcc2tWPI,0,RU,0
85,93,Україна – це ти,Тіна Кароль,3,134822,8.10%,https://www.youtube.com/watch?v=HBLzV2P2y_s,UA,0,0
86,,Потрібен живим,YARMAK,3,134414,,https://www.youtube.com/watch?v=oTHCPpCyup8,UA,0,0
87,,1944 (Live),Jamala,7,133898,,https://www.youtube.com/watch?v=B-rnM-MwRHY,UA,0,0
88,82,Эскизы,Xcho,17,133596,-6.30%,https://www.youtube.com/watch?v=9E5YJkP8x0w,0,RU,0
89,89,Вона,Тарас Григорович Чубай & Плач Єремії,4,133554,2%,https://www.youtube.com/watch?v=EaQEnpYoA2U,UA,0,0
90,,"Русский военный корабль, иди нахуй!",Bakun,1,133504,,https://www.youtube.com/watch?v=n6OT79TGqqA,UA,0,0
91,65,22 (feat. TOF),YARMAK,6,131852,-16.90%,https://www.youtube.com/watch?v=8SqTaE4-5a4,UA,0,0
92,87,Между нами ничего нет,Mujeva,15,131134,-2.30%,https://www.youtube.com/watch?v=3seMPxY9TKI,0,RU,0
93,,Prolisky,MamaRika,1,130817,,https://www.youtube.com/watch?v=k_TvD0tigHk,UA,0,0
94,83,I'm Alone,Melisa & Tommo,14,130236,-6%,https://www.youtube.com/watch?v=jhBP_5ROW6k,0,0,OTHER
95,,Чому?,"Олександр Валерійович Пономарьов, DZIDZIO, Артем Пивоваров & Алєксєєв Микита Володимирович",22,128822,,https://www.youtube.com/watch?v=dBIp-Zdu6PI,UA,0,0
96,,I am Ukrainian,Natalia Falion & Lisapetniy Batalyon (Лісапетний Батальйон),1,127558,,https://www.youtube.com/watch?v=DGGZyQ0SVpg,UA,0,0
97,90,Буревестник,Miyagi & Andy Panda,13,127226,-0.10%,https://www.youtube.com/watch?v=cmlZhoiJljM,0,RU,0
98,91,Sahara,Hensonn,7,126496,0.20%,https://www.youtube.com/watch?v=pIZ0QRWK0zg,UA,0,0
99,96,8-Ий Колір, Мотор'Ролла,2,125558,3.80%,https://www.youtube.com/watch?v=bzIzXu7XNZg,UA,0,0
100,,Василина,DZIDZIO & Іван Попович,1,124970,,https://www.youtube.com/watch?v=iYePSq0UOfA,UA,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
