Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,,In The Shadows Of Ukraine,KALUSH & Kalush Orchestra,1,1352871,,https://www.youtube.com/watch?v=R0ebIzABQm0,UA,0,0
2,1,Чути гімн,Skofka,13,1314270,-13.40%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
3,5,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,15,775122,-2.80%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
4,2,Голова,Канги & Galust,4,766285,-15.60%,https://www.youtube.com/watch?v=3j6Vm_4-w-Y,0,RU,0
5,3,думи,Артем Пивоваров & Дорофеєва Надія,21,764423,-5.60%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
6,8,Stefania,KALUSH & Kalush Orchestra,38,755014,3.40%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
7,4,Ластівки,Qatoshi & Chico,19,754635,-6.50%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
8,7,Не забудем і не пробачим,Skofka,25,701095,-10.20%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
9,6,Який ти козак,Трінчер Анна Леонідівна & POSITIFF,2,665450,-16.50%,https://www.youtube.com/watch?v=abqLDv5LlHE,UA,0,0
10,9,Ванька-Встанька,Маша Краш,15,617111,-13.30%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
11,10,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,25,590677,-15.60%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
12,11,Біля тополі,SHUMEI,29,559378,-6.20%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
13,15,Цей сон (Live),Степан Гіга,21,530513,-5.10%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
14,13,Unholy,Sam Smith & Ким Петрас,5,528678,-8.90%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
15,17,По барам,ANNA ASTI,20,522429,2.40%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
16,12,Враже,ANGY KREYDA,18,506257,-14%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
17,14,Біля серця,KOLA,6,500730,-11.40%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
18,19,ЛП,Milana Hametova & Milana Star,6,456391,-6.40%,https://www.youtube.com/watch?v=eN7mWKv-TQE,0,RU,0
19,44,Ой на горі,Артем Пивоваров,16,442408,80.80%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
20,18,Гарно так,Cheev,18,433635,-11.20%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
21,24,POPSTAR,Instasamka,6,395815,3.10%,https://www.youtube.com/watch?v=ABNDnLv5yUY,0,RU,0
22,22,Чорне і біле,ZOZULYA,29,391103,-5.60%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
23,,Ночью на кухне,ANNA ASTI,1,390811,,https://www.youtube.com/watch?v=zY5KWvwZ7bY,0,RU,0
