Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,1,Stefania,KALUSH & Kalush Orchestra,17,2455441,-25.20%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
2,2,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",7,1204706,-11.10%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
3,3,Допоможе ЗСУ,Chico & Qatoshi,5,983874,-11.50%,https://www.youtube.com/watch?v=B7BkkiytsKY,UA,0,0
4,4,ДОБРОГО ВЕЧОРА (WHERE ARE YOU FROM?),PROBASS ∆ HARDI,16,731704,-12.60%,https://www.youtube.com/watch?v=W2S_ayZ-Eso,UA,0,0
5,7,Ой у лузі червона калина (Live),Наталія Могилевська,9,694371,-3.30%,https://www.youtube.com/watch?v=EV_vT0Vud5Q,UA,0,0
6,9,Файна (feat. Skofka),KALUSH,32,666762,5%,https://www.youtube.com/watch?v=CdYDZnWTHHM,UA,0,0
7,5,2step (feat. Lil Baby),Ed Sheeran,5,647826,-18.10%,https://www.youtube.com/watch?v=Z_MvkyuOJgk,0,0,OTHER
8,6,Остановіть ви цю ху..ню!,Мюслі UA,3,641990,-13.90%,https://www.youtube.com/watch?v=3U2L8ptMs6I,UA,0,0
9,8,Не забудем і не пробачим,Skofka,4,637500,-8.50%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
10,,Ай-яй-яй (Дикая),Іслам Ітляшев,1,568802,,https://www.youtube.com/watch?v=bkVc4GDpWK8,0,RU,0
11,15,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,4,553225,11%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
12,11,У мене немає дому,Один в каное,13,532310,-2.20%,https://www.youtube.com/watch?v=gw2nclcoFNE,UA,0,0
13,19,Марiчка,PATSYKI Z FRANEKA,11,529237,16.80%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
14,14,Малиновая лада,GAYAZOV$ BROTHER$,30,518895,1.40%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
15,13,Браття українці,Шабля,14,511822,-1.20%,https://www.youtube.com/watch?v=q_f2rlEsb8A,UA,0,0
16,,#МРІЯ,Jerry Heil,1,484497,,https://www.youtube.com/watch?v=YujzhGdUIFE,UA,0,0
17,17,Хобби,ANNA ASTI & Филип Кіркоров,5,475978,1.50%,https://www.youtube.com/watch?v=QZ4pPd8MRQ8,0,RU,0
18,16,Калуські вечорниці (feat. Tember Blanche),KALUSH,24,467178,-5.40%,https://www.youtube.com/watch?v=doSD_dKBUF4,UA,0,0
19,18,Рідні мої,alyona alyona & Jerry Heil,6,454713,-0.20%,https://www.youtube.com/watch?v=eZslMJsyKdw,UA,0,0
20,12,"Вова, їбаш їх блять",Мюслі UA,9,441542,-18%,https://www.youtube.com/watch?v=64qSNiUmaAk,UA,0,0
21,,24/02,БЕЗ ОБМЕЖЕНЬ,1,421691,,https://www.youtube.com/watch?v=JXYVKz788GE,UA,0,0
22,26,Гуси,Wellboy,40,405074,9.30%,https://www.youtube.com/watch?v=7-5v5ltkWU4,UA,0,0
23,21,Гори (feat. alyona alyona),KALUSH,23,390772,-6.20%,https://www.youtube.com/watch?v=tXJ2-PgeLVg,UA,0,0
24,27,СОЛНЦЕ МОНАКО,Люся Чеботіна,31,389664,6.50%,https://www.youtube.com/watch?v=sfd2xj9xtN0,0,RU,0
25,24,Вишнi,Wellboy,31,385432,1.10%,https://www.youtube.com/watch?v=X6eFKOSeICU,UA,0,0
26,22,Давай начистоту (feat. Skofka),KALUSH,36,361756,-6.50%,https://www.youtube.com/watch?v=sr-GqKwhihE,UA,0,0
27,20,Oy U Luzi Chervona Kalyna (Remix) (feat. Бумбокс),The Kiffness,13,361124,-18.70%,https://www.youtube.com/watch?v=lu8m5FA2nL8,UA,0,0
28,23,В дорогу,Skofka,13,354949,-8.20%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
29,31,Крузак,Skofka,33,351212,3.40%,https://www.youtube.com/watch?v=F_7oaYzQB_c,UA,0,0
30,25,Козаки йдуть,PROBASS ∆ HARDI,11,348104,-6.10%,https://www.youtube.com/watch?v=ooJsW-RnSl8,UA,0,0
31,32,Не залишай,Трінчер Анна Леонідівна,6,337745,2.60%,https://www.youtube.com/watch?v=_kGN2OJ7BHA,UA,0,0
32,36,Соколи,Mirami,8,335376,5.70%,https://www.youtube.com/watch?v=TMuKsFeqFv4,UA,0,0
33,29,Секрет,The Limba,2,328942,-5.10%,https://www.youtube.com/watch?v=YQaG6-RBSzk,0,RU,0
34,34,Буде весна,Макс Барських,12,328902,3%,https://www.youtube.com/watch?v=6CrwyBT7MiU,UA,0,0
35,39,Baby mama,Скриптоніт & Райда,46,328693,6.10%,https://www.youtube.com/watch?v=eXLSBdxm_cs,0,RU,0
36,35,Диалоги тет-а-тет,ALEKS ATAMAN & FINIK,34,327903,2.80%,https://www.youtube.com/watch?v=GBs-vSwOTAE,0,RU,0
37,28,Хвилі (feat. Jerry Heil),KALUSH,17,324612,-6.90%,https://www.youtube.com/watch?v=wB-BkVzcadM,UA,0,0
38,30,Місто весни,Океан Ельзи & Один в каное,34,317849,-7.30%,https://www.youtube.com/watch?v=pmoYP_QvGsM,UA,0,0
39,44,Кобра,Іслам Ітляшев,25,311899,9.10%,https://www.youtube.com/watch?v=5j5OsWpWl8M,0,RU,0
40,40,Човен,Один в каное,19,309329,0.70%,https://www.youtube.com/watch?v=lUdbxJXBuig,UA,0,0
41,48,Біля тополі,SHUMEI,8,304624,12.30%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
42,10,#МОСКАЛЬ_НЕКРАСІВИЙ (ГЕТЬ З УКРАЇНИ) (feat. Андрій Михайлович Данилко),Jerry Heil,8,303830,-49.30%,https://www.youtube.com/watch?v=s8-h21rk0Co,UA,0,0
43,38,Ой на ой,Skofka,11,302468,-2.70%,https://www.youtube.com/watch?v=PcaCISyT-X0,UA,0,0
44,37,Руський корабль,BURLA,8,301345,-3.40%,https://www.youtube.com/watch?v=JpqPtmn9BA4,UA,0,0
45,52,Тіпок,KALUSH,3,292696,14.10%,https://www.youtube.com/watch?v=lyEgjIts-wc,UA,0,0
46,45,Nozzy Bossy,Wellboy,16,283266,-0.20%,https://www.youtube.com/watch?v=vs1ktEjnLP8,UA,0,0
47,,Суета,V $ X V PRiNCE,1,282607,,https://www.youtube.com/watch?v=JJ9y3aWBaxw,0,RU,0
48,33,SHUM (Live),Go_A,30,279405,-13.60%,https://www.youtube.com/watch?v=lqvzDkgok_g,UA,0,0
49,53,В пустій кімнаті,YAKTAK & Jerry Heil,2,272398,8.30%,https://www.youtube.com/watch?v=E8J0HPHdoBE,UA,0,0
50,42,Таксі (feat. Христина Соловій),KALUSH,23,271241,-6.90%,https://www.youtube.com/watch?v=7AOgEee_pPM,UA,0,0
51,49,Another Love,Том Оделл,20,269422,0%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
52,64,Квітка,Averin & CHURSANOV,2,257051,15.90%,https://www.youtube.com/watch?v=flTogFbea7A,UA,0,0
53,47,ЗСУ,100лиця,10,252945,-10%,https://www.youtube.com/watch?v=9CIMf-vTCUY,UA,0,0
54,46,Люди,Бумбокс,14,252386,-10.80%,https://www.youtube.com/watch?v=AVu5wl8U_a4,UA,0,0
55,41,"Русский военный корабль, иди нахуй!",Bakun,9,248654,-15.40%,https://www.youtube.com/watch?v=n6OT79TGqqA,UA,0,0
56,,Оспа,Ленінград,1,246960,,https://www.youtube.com/watch?v=vxKO70PpnAo,0,RU,0
57,79,Азов-сталь,Kozak System,2,244757,31.60%,https://www.youtube.com/watch?v=slyZVNKuMhE,UA,0,0
58,58,RAVE,Dxrk ダーク,8,237302,2.30%,https://www.youtube.com/watch?v=PTZgxW_3LIQ,0,0,OTHER
59,50,Sonyachna (feat. Сальто Назад & Skofka),KALUSH,15,236205,-11.80%,https://www.youtube.com/watch?v=WConm-ljSew,UA,0,0
60,55,Гармония,Artik & Asti,19,235317,0%,https://www.youtube.com/watch?v=I7-Djz-CBOY,0,RU,0
61,56,"Добрий ранок, Україно",Нумер 482,13,232730,-0.20%,https://www.youtube.com/watch?v=3SyngeKJtkk,UA,0,0
62,60,Спи собі сама,Кузьма Скрябин,9,226122,1.10%,https://www.youtube.com/watch?v=eiobemTEDU8,UA,0,0
63,57,Феникс,ANNA ASTI,20,225196,-3.40%,https://www.youtube.com/watch?v=Expq6fmXLUM,0,RU,0
64,54,Українська лють,Христина Соловій,10,220039,-10.80%,https://www.youtube.com/watch?v=PqVCQEthhOU,UA,0,0
65,,Никто,NЮ,21,216463,,https://www.youtube.com/watch?v=MLzKepDXBc0,0,RU,0
66,63,Не твоя війна,Океан Ельзи,14,213802,-4.10%,https://www.youtube.com/watch?v=eOtEC4wCA40,UA,0,0
67,69,Чорне і біле,ZOZULYA,8,212654,2.40%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
68,43,Give That Wolf A Banana,Subwoolfer,3,210676,-27.10%,https://www.youtube.com/watch?v=sDvXhZtcp0w,0,0,OTHER
69,98,Дорогу молодым,Goro,37,206687,30.60%,https://www.youtube.com/watch?v=WOFZ2p8jejQ,0,RU,0
70,61,Горить Москва,Діти Фрістайла,5,206346,-7.60%,https://www.youtube.com/watch?v=GZ8v27V2_YU,UA,0,0
71,78,#ПОШТА,Jerry Heil,17,200146,7.50%,https://www.youtube.com/watch?v=-tQueWDJTvk,UA,0,0
72,62,Люди як кораблі,Антитіла,13,199316,-10.70%,https://www.youtube.com/watch?v=9CM0sVfVDx4,UA,0,0
73,70,До весни,Артем Пивоваров & Злата Огнєвіч,5,199185,-3.60%,https://www.youtube.com/watch?v=GRc9RPm1p6U,UA,0,0
74,65,Putin,Cypis,14,199174,-8.90%,https://www.youtube.com/watch?v=dBqBJ6C5Mkw,0,0,OTHER
75,97,Dicke Titten,Rammstein,2,195807,23.10%,https://www.youtube.com/watch?v=thJgU9jkdU4,0,0,OTHER
76,67,Девочка бандитка,FINIK & ALEKS ATAMAN,13,192591,-7.50%,https://www.youtube.com/watch?v=0RuYJrdnvTw,0,RU,0
77,75,Дом,Артем Пивоваров,18,192328,-0.10%,https://www.youtube.com/watch?v=dvdvdk45p3Q,UA,0,0
78,80,After Dark Slowed,Hà Lê,5,191473,6.40%,https://www.youtube.com/watch?v=VAtuQj19T2k,0,0,OTHER
79,59,Сину,MamaRika,4,191140,-14.80%,https://www.youtube.com/watch?v=KAGj8PXjdHY,UA,0,0
80,77,Чорнобаївка,Діти Фрістайла,7,190232,2%,https://www.youtube.com/watch?v=qpL8kmigodA,UA,0,0
81,74,INSTASAMKA DISS,МЭЙБИ БЭЙБИ,4,189463,-1.80%,https://www.youtube.com/watch?v=Md7YEu_nlBI,0,RU,0
82,86,Как ты там,Kamazz,17,189374,8.60%,https://www.youtube.com/watch?v=9pDrV_OnMsA,0,RU,0
83,73,Вона,Тарас Григорович Чубай & Плач Єремії,12,186590,-5%,https://www.youtube.com/watch?v=EaQEnpYoA2U,UA,0,0
84,68,Розстріляна весна (БУЧА),Ірина Федишин,8,185658,-10.80%,https://www.youtube.com/watch?v=42m6YNW5XAQ,UA,0,0
85,72,Шо ви пацики на моциках,Kolaba,2,183187,-6.70%,https://www.youtube.com/watch?v=cYvRRHxcmvc,UA,0,0
86,84,Ты и Я,Xcho,2,181384,3.30%,https://www.youtube.com/watch?v=x1XuN5Rq2ws,0,RU,0
87,76,Наодинці,Бумбокс,13,173437,-9.40%,https://www.youtube.com/watch?v=3hwj3L2hajI,UA,0,0
88,71,СІРНИК,Skofka,5,170995,-17.10%,https://www.youtube.com/watch?v=oL3_nZtyzAw,UA,0,0
89,93,Радiсно,Артем Пивоваров,9,168211,3.40%,https://www.youtube.com/watch?v=9xefsv8zUNc,UA,0,0
90,85,Я з україни,МЕРІ,14,164140,-6.30%,https://www.youtube.com/watch?v=IcnxI5o9Qrs,UA,0,0
91,94,SUPERMODEL (Live),Måneskin,3,163046,0.50%,https://www.youtube.com/watch?v=C89K9WPqm9A,0,0,OTHER
92,90,Don't Fuck With Ukraine,Макс Барських,5,162912,-2.80%,https://www.youtube.com/watch?v=q5PiEjd3R6U,UA,0,0
93,,Наугад,Баста & Дарина Яніна,1,161429,,https://www.youtube.com/watch?v=mGfIM6NJPhM,0,RU,0
94,92,showdown,Shadowraze,13,159619,-3.60%,https://www.youtube.com/watch?v=Oc5bIgsg1Iw,0,RU,0
95,82,Prolisky,MamaRika,9,158836,-11%,https://www.youtube.com/watch?v=k_TvD0tigHk,UA,0,0
96,,Седьмой лепесток,Антон Токарев,11,158477,,https://www.youtube.com/watch?v=xiyrXO2j08E,0,RU,0
97,81,Друга армія у світі,Oisho btz,6,157247,-12.30%,https://www.youtube.com/watch?v=ZD-5XEmu0XY,UA,0,0
98,88,Я - Україна,NK,11,156689,-7.40%,https://www.youtube.com/watch?v=ofspgP0cKbE,UA,0,0
99,,Между нами ничего нет,Mujeva,16,154861,,https://www.youtube.com/watch?v=3seMPxY9TKI,0,RU,0
100,87,Поки молоді,TOLOKA,4,154428,-10.90%,https://www.youtube.com/watch?v=UWiinhrRcKA,UA,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
