Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,2,Провела екскурсію,Parfeniuk,3,1134174,20.70%,https://www.youtube.com/watch?v=Ryfm-7ZrL-Y,UA,0,0
2,1,Батьківщина,Skofka & KALUSH,2,1131999,-20.30%,https://www.youtube.com/watch?v=CSoCoSHyU5Y,UA,0,0
3,5,ЗА ДЕНЬГИ ДА,Instasamka,5,1022448,37.10%,https://www.youtube.com/watch?v=iZEca2A3tS4,0,RU,0
4,4,Чути гімн,Skofka,22,1003739,21.20%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
5,3,Щоб не було,Дорофеєва Надія,3,954565,10.40%,https://www.youtube.com/watch?v=024jiVWdPqA,UA,0,0
6,28,Монро,Slavik Pogosov,2,929590,232.80%,https://www.youtube.com/watch?v=62MxX43jHXs,0,RU,0
7,7,Там у тополі,Артем Пивоваров & NK,7,769430,28.80%,https://www.youtube.com/watch?v=m0u7iM6Xwxw,UA,0,0
8,8,Stefania,KALUSH & Kalush Orchestra,47,648439,10.50%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
9,10,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,34,616580,18.70%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
10,94,"Ти щаслива будеш (Гай, зелений гай)",Dima Prokopov,4,578496,377.60%,https://www.youtube.com/watch?v=w9l7hWlRJ5w,UA,0,0
11,16,Ты так красива,Quest Pistols,3,571421,44.50%,https://www.youtube.com/watch?v=mYcl6p3oiCc,UA,0,0
12,11,думи,Артем Пивоваров & Дорофеєва Надія,30,566645,13.90%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
13,13,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,24,557605,24.40%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
14,12,Ластівки,Qatoshi & Chico,28,548722,20%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
15,18,Ой на горі,Артем Пивоваров,25,484543,26.90%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
16,,Bloody Mary,Lady Gaga,4,484386,,https://www.youtube.com/watch?v=VFwmKL5OL-Q,0,0,OTHER
17,14,По барам,ANNA ASTI,29,471594,15.40%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
18,19,Враже,ANGY KREYDA,27,448682,18.70%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
19,15,Не забудем і не пробачим,Skofka,34,446050,11.40%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
20,17,Ванька-Встанька,Маша Краш,24,435784,11.30%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
21,21,Цей сон (Live),Степан Гіга,30,430200,16.30%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
22,9,Heart of Steel,TVORCHI,3,415210,-24.20%,https://www.youtube.com/watch?v=ZxDEwIyJap8,UA,0,0
23,20,Полярная звезда,MOSOVICH & Batrai,6,404172,7.40%,https://www.youtube.com/watch?v=mZGb_R_dmeA,0,RU,0
24,23,Біля тополі,SHUMEI,38,402264,19.90%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
25,22,Моя хулиганка,Xolidayboy,9,395495,12.20%,https://www.youtube.com/watch?v=u-gaETffwYM,0,RU,0
26,24,Думав вона янгол,Колін,4,385858,18.70%,https://www.youtube.com/watch?v=F9mMnWcYXQ0,UA,0,0
27,25,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",37,367868,19.70%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
28,30,Незламна,ЛЮСЯ КАВА,28,353975,33.10%,https://www.youtube.com/watch?v=-ZuCAA_93wc,UA,0,0
29,43,Last Christmas,Wham!,24,345811,50%,https://www.youtube.com/watch?v=E8gmARGvPlI,0,0,OTHER
30,,Гуси,Wellboy,48,325037,,https://www.youtube.com/watch?v=7-5v5ltkWU4,UA,0,0
31,46,Додому,Wellboy,2,320483,49.10%,https://www.youtube.com/watch?v=-BaUkgUgyEE,UA,0,0
32,26,In The Shadows Of Ukraine,KALUSH & Kalush Orchestra,10,313154,3.20%,https://www.youtube.com/watch?v=R0ebIzABQm0,UA,0,0
33,40,Погляд (feat. SOBOL),YAKTAK,10,310291,27.10%,https://www.youtube.com/watch?v=WHQygkIG8xs,UA,0,0
34,29,Чорне і біле,ZOZULYA,38,305370,11.60%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
35,37,В дорогу,Skofka,43,294016,17.80%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
36,31,Гарно так,Cheev,27,293391,11.10%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
37,32,Голова,Канги & Galust,13,293351,12.50%,https://www.youtube.com/watch?v=3j6Vm_4-w-Y,0,RU,0
38,39,Біля серця,KOLA,15,290587,18.60%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
39,,Чекає вдома,YAKTAK,1,290146,,https://www.youtube.com/watch?v=ed0aLnuNw_U,UA,0,0
40,6,THE STORY OF ALISHER,Oxxxymiron,3,289839,-53.20%,https://www.youtube.com/watch?v=x--M8d7UBMM,0,RU,0
41,,Гуляли,KOZAK SIROMAHA,1,289401,,https://www.youtube.com/watch?v=nFet6yCeOPk,UA,0,0
42,33,Силуети,SadSvit & СТРУКТУРА ЩАСТЯ,9,284081,9.80%,https://www.youtube.com/watch?v=NjDMzkRbSZI,UA,0,0
43,36,МОЯ КРАЇНА (feat. TOF),YARMAK,19,283226,12.40%,https://www.youtube.com/watch?v=wtuVa-mOknA,UA,0,0
44,34,Another Love,Том Оделл,39,281159,9.80%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
45,68,Який ти козак,Трінчер Анна Леонідівна & POSITIFF,11,273366,71.70%,https://www.youtube.com/watch?v=abqLDv5LlHE,UA,0,0
46,35,Unholy,Sam Smith & Ким Петрас,14,270986,5.80%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
47,,Bloody Mary,Lady Gaga,4,262098,,https://www.youtube.com/watch?v=VFwmKL5OL-Q,0,0,OTHER
48,45,Марiчка,PATSYKI Z FRANEKA,41,259778,16.60%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
49,47,Азовсталь десь там під зорями,Delamer,22,246205,16.10%,https://www.youtube.com/watch?v=0jqNI9F8n-I,UA,0,0
50,,Добрий день Everybody (feat. VASIA CHARISMA),Мюслі UA,21,244135,,https://www.youtube.com/watch?v=mfkiyoY8WRk,UA,0,0
51,49,Позвони,DJ Smash & NIVESTA,15,242818,18.40%,https://www.youtube.com/watch?v=ByVPVWCQVV8,0,RU,0
