Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,1,СОЛНЦЕ МОНАКО,Люся Чеботіна,11,1376900,-23.20%,https://www.youtube.com/watch?v=sfd2xj9xtN0,0,RU,0
2,3,Кобра,Іслам Ітляшев,7,976732,-17.60%,https://www.youtube.com/watch?v=5j5OsWpWl8M,0,RU,0
3,2,Федерико Феллини,Galibri & Mavik,34,886218,-27.50%,https://www.youtube.com/watch?v=3-STCxyZhGE,0,RU,0
4,,Плакала,Льоша Свік,1,798947,,https://www.youtube.com/watch?v=avgGSm1ofAw,0,RU,0
5,,Буревестник,Miyagi & Andy Panda,1,766261,,https://www.youtube.com/watch?v=cmlZhoiJljM,0,RU,0
6,4,Зараза (Live),Григорій Лепс,12,746510,-26%,https://www.youtube.com/watch?v=n1Rfi8BzNOY,0,RU,0
7,5,ЗанесLo,LOBODA,5,677596,-20.70%,https://www.youtube.com/watch?v=q8ZJ-mprbnA,0,RU,0
8,7,My ADIDAS,Minelli,38,672122,-16.20%,https://www.youtube.com/watch?v=XqgYj8atJqo,0,0,OTHER
9,9,Никто,NЮ,10,660379,-13.10%,https://www.youtube.com/watch?v=MLzKepDXBc0,0,RU,0
10,11,Малиновая лада,GAYAZOV$ BROTHER$,10,655069,-11.10%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
11,6,Гуси,Wellboy,29,619193,-24.30%,https://www.youtube.com/watch?v=7-5v5ltkWU4,UA,0,0
12,10,Горький вкус,Султан Лагучев,51,610205,-17.90%,https://www.youtube.com/watch?v=Bx8Fo7WRpXg,0,RU,0
13,8,Диалоги тет-а-тет,ALEKS ATAMAN & FINIK,14,596141,-24.10%,https://www.youtube.com/watch?v=GBs-vSwOTAE,0,RU,0
14,12,Снежинки,ALEKS ATAMAN & FINIK,5,561755,-19.60%,https://www.youtube.com/watch?v=YDWy-MumsA0,0,RU,0
15,16,Птичка (Ptichka),HammAli & Navai,35,547505,-8.90%,https://www.youtube.com/watch?v=7T82Z7BwYfM,0,RU,0
16,15,Marmalade (feat. Mav D),Miyagi & Andy Panda,8,534205,-13.60%,https://www.youtube.com/watch?v=ygWr2Vu28Nw,0,RU,0
17,23,Міраж,Артем Пивоваров,9,490237,-6.50%,https://www.youtube.com/watch?v=wRfUBcbqPsg,UA,0,0
18,17,Baby mama,Скриптоніт & Райда,30,487983,-17.50%,https://www.youtube.com/watch?v=eXLSBdxm_cs,0,RU,0
19,14,Потеряли пацана,Tanir,11,476157,-26.70%,https://www.youtube.com/watch?v=XyTxj7DFy_0,0,RU,0
20,20,Родной,LOBODA,45,473893,-16%,https://www.youtube.com/watch?v=EYtDfwfpr74,0,RU,0
21,18,Красное Вино,NK,34,467684,-20.80%,https://www.youtube.com/watch?v=cxx7hrnKxqg,UA,0,0
22,19,Вишнi,Wellboy,12,430936,-23.80%,https://www.youtube.com/watch?v=X6eFKOSeICU,UA,0,0
23,26,Americano,LOBODA,15,428301,-16.50%,https://www.youtube.com/watch?v=SqAxWiqBB2g,0,RU,0
24,22,Стоп музыка,Ислам Мальсуйгенов & Зульфия Чотчаева,33,424409,-20.90%,https://www.youtube.com/watch?v=dBAv8n-Nnyg,0,RU,0
25,21,99 Problems,Єгор Ракітін & KIZARU,12,413438,-26.20%,https://www.youtube.com/watch?v=LbmGZWQG6eM,0,RU,0
