Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,2,Stefania,KALUSH & Kalush Orchestra,8,1050396,-2.80%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
2,5,Додому (feat. Skofka),KALUSH,45,951657,31.90%,https://www.youtube.com/watch?v=OF7bh0Y3vyo,UA,0,0
3,1,ДОБРОГО ВЕЧОРА (WHERE ARE YOU FROM?),PROBASS ∆ HARDI,7,945615,-14.40%,https://www.youtube.com/watch?v=W2S_ayZ-Eso,UA,0,0
4,3,Малиновая лада,GAYAZOV$ BROTHER$,21,677785,-12.10%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
5,6,Oy U Luzi Chervona Kalyna (Remix) (feat. Бумбокс),The Kiffness,4,661506,12.30%,https://www.youtube.com/watch?v=lu8m5FA2nL8,UA,0,0
6,4,12,MORGENSHTERN,3,608228,-20.40%,https://www.youtube.com/watch?v=lX0TPbCSAbM,0,RU,0
7,7,Браття українці,Шабля,5,508727,-9.40%,https://www.youtube.com/watch?v=q_f2rlEsb8A,UA,0,0
8,8,Не твоя війна,Океан Ельзи,5,469337,-11.70%,https://www.youtube.com/watch?v=eOtEC4wCA40,UA,0,0
9,9,СОЛНЦЕ МОНАКО,Люся Чеботіна,22,431603,-2.50%,https://www.youtube.com/watch?v=sfd2xj9xtN0,0,RU,0
10,40,Буде весна,Макс Барських,3,427692,99.40%,https://www.youtube.com/watch?v=6CrwyBT7MiU,UA,0,0
11,18,У мене немає дому,Один в каное,4,396043,29.70%,https://www.youtube.com/watch?v=gw2nclcoFNE,UA,0,0
12,,I AM NOT OK,KAZKA,1,385610,,https://www.youtube.com/watch?v=MGgDdU1BYsA,UA,0,0
13,10,Диалоги тет-а-тет,ALEKS ATAMAN & FINIK,25,379581,-8.40%,https://www.youtube.com/watch?v=GBs-vSwOTAE,0,RU,0
14,11,Козаки йдуть,PROBASS ∆ HARDI,2,371641,-1.10%,https://www.youtube.com/watch?v=ooJsW-RnSl8,UA,0,0
15,13,Ой на ой,Skofka,2,364602,4%,https://www.youtube.com/watch?v=PcaCISyT-X0,UA,0,0
16,19,Батько наш - Бандера,Romax,5,328720,8.80%,https://www.youtube.com/watch?v=Ee-0C1kUp_g,UA,0,0
17,,SHAKE,Instasamka,1,313571,,https://www.youtube.com/watch?v=I-imNyWc0s8,0,RU,0
18,15,Федерико Феллини,Galibri & Mavik,45,298087,-12.40%,https://www.youtube.com/watch?v=3-STCxyZhGE,0,RU,0
19,16,Кобра,Іслам Ітляшев,17,286057,-10.30%,https://www.youtube.com/watch?v=5j5OsWpWl8M,0,RU,0
20,42,Putin,Cypis,5,285721,38.10%,https://www.youtube.com/watch?v=dBqBJ6C5Mkw,0,0,OTHER
21,24,Люди,Бумбокс,5,282790,7.10%,https://www.youtube.com/watch?v=AVu5wl8U_a4,UA,0,0
22,21,"Хто, як не ти?",Христина Соловій,27,279365,-4.50%,https://www.youtube.com/watch?v=Lf6El9jHdGg,UA,0,0
23,14,Я - Україна,NK,2,266223,-23.50%,https://www.youtube.com/watch?v=ofspgP0cKbE,UA,0,0
24,32,Птичка (Ptichka),HammAli & Navai,46,262246,5.20%,https://www.youtube.com/watch?v=7T82Z7BwYfM,0,RU,0
25,38,Місто весни,Океан Ельзи & Один в каное,25,261643,18%,https://www.youtube.com/watch?v=pmoYP_QvGsM,UA,0,0
26,17,Я з україни,МЕРІ,5,260598,-16.90%,https://www.youtube.com/watch?v=IcnxI5o9Qrs,UA,0,0
27,23,Гармония,Artik & Asti,10,256451,-4%,https://www.youtube.com/watch?v=I7-Djz-CBOY,0,RU,0
28,28,Човен,Один в каное,10,253778,-0.90%,https://www.youtube.com/watch?v=lUdbxJXBuig,UA,0,0
29,,Мелочи,Ленінград,1,253293,,https://www.youtube.com/watch?v=C9vuPgGMxTs,0,RU,0
30,27,Kalyna,Go_A,2,247017,-4.10%,https://www.youtube.com/watch?v=5gOia6qznyQ,UA,0,0
31,29,My ADIDAS,Minelli,49,246985,-3.30%,https://www.youtube.com/watch?v=XqgYj8atJqo,0,0,OTHER
32,25,Обійми,Океан Ельзи,5,246769,-4.90%,https://www.youtube.com/watch?v=--Wokwe4-i0,UA,0,0
33,30,Феникс,ANNA ASTI,11,246017,-3.10%,https://www.youtube.com/watch?v=Expq6fmXLUM,0,RU,0
34,51,Калуські вечорниці (feat. Tember Blanche),KALUSH,15,230257,20.70%,https://www.youtube.com/watch?v=doSD_dKBUF4,UA,0,0
35,63,Ой у лузі червона калина (A cappella),Eileen,2,229933,38.80%,https://www.youtube.com/watch?v=ZztmQsSAqfo,UA,0,0
36,22,showdown,Shadowraze,4,229102,-14.70%,https://www.youtube.com/watch?v=Oc5bIgsg1Iw,0,RU,0
37,35,Baby mama,Скриптоніт & Райда,41,228883,-1.20%,https://www.youtube.com/watch?v=eXLSBdxm_cs,0,RU,0
38,52,Люди як кораблі,Антитіла,4,228126,20.20%,https://www.youtube.com/watch?v=9CM0sVfVDx4,UA,0,0
39,26,Бандерштатівські коломийки (Live),Кузьма Скрябин,5,224161,-13.10%,https://www.youtube.com/watch?v=vRYtlT5pqTE,UA,0,0
40,36,Патрон,Miyagi & Andy Panda,52,223932,-2.50%,https://www.youtube.com/watch?v=E18h8GB98Is,0,RU,0
41,41,SHUM (Live),Go_A,25,220364,4.60%,https://www.youtube.com/watch?v=lqvzDkgok_g,UA,0,0
42,44,Наодинці,Бумбокс,4,207807,3%,https://www.youtube.com/watch?v=3hwj3L2hajI,UA,0,0
43,31,Арта,Пирятин,5,204459,-19.30%,https://www.youtube.com/watch?v=0YCmjyRtNEc,UA,0,0
44,39,Another Love,Том Оделл,11,204079,-5.90%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
45,66,Давай начистоту (feat. Skofka),KALUSH,27,202600,24.80%,https://www.youtube.com/watch?v=sr-GqKwhihE,UA,0,0
46,,ЗСУ,100лиця,1,201542,,https://www.youtube.com/watch?v=9CIMf-vTCUY,UA,0,0
47,43,Воины света,Ляпис Трубецкой,5,201137,-2.60%,https://www.youtube.com/watch?v=71QQU6awLU4,0,0,OTHER
48,54,"Добрий ранок, Україно",Нумер 482,4,196330,6.60%,https://www.youtube.com/watch?v=3SyngeKJtkk,UA,0,0
49,60,#ПОШТА,Jerry Heil,8,190991,12.60%,https://www.youtube.com/watch?v=-tQueWDJTvk,UA,0,0
50,62,TDME,Антитіла,25,186638,11.80%,https://www.youtube.com/watch?v=qDXcXsbdOEI,UA,0,0
51,34,Не відступати і не здаватись,СКАЙ,2,185785,-21.90%,https://www.youtube.com/watch?v=QTdJkYkkQBQ,UA,0,0
52,53,Вставай,YARMAK,5,184348,-2.50%,https://www.youtube.com/watch?v=gO8U8UXVlA4,UA,0,0
53,74,Гори (feat. alyona alyona),KALUSH,15,183059,18.20%,https://www.youtube.com/watch?v=tXJ2-PgeLVg,UA,0,0
54,57,Marmalade (feat. Mav D),Miyagi & Andy Panda,19,181276,3.30%,https://www.youtube.com/watch?v=ygWr2Vu28Nw,0,RU,0
55,67,Файна (feat. Skofka),KALUSH,25,180270,11.60%,https://www.youtube.com/watch?v=CdYDZnWTHHM,UA,0,0
56,,Українська лють,Христина Соловій,1,179929,,https://www.youtube.com/watch?v=PqVCQEthhOU,UA,0,0
57,61,Міраж,Артем Пивоваров,20,175646,4.90%,https://www.youtube.com/watch?v=wRfUBcbqPsg,UA,0,0
58,,Друга армія у світі,Oisho btz,1,171467,,https://www.youtube.com/watch?v=ZD-5XEmu0XY,UA,0,0
59,,Не стій під вікном,Руся,1,167041,,https://www.youtube.com/watch?v=h7K_FSKiTe0,UA,0,0
60,68,Как ты там,Kamazz,8,165157,4.40%,https://www.youtube.com/watch?v=9pDrV_OnMsA,0,RU,0
61,59,ТЫ НЕ КОРОЛЕВА (Swerodo Remix),Остап Парфёнов & Nvkrn134,6,164807,-3.90%,https://www.youtube.com/watch?v=wVwFAZ1YgN4,0,RU,0
62,47,Головы на завтрак,Компот,11,163437,-17.10%,https://www.youtube.com/watch?v=ymQE6qvJC_c,0,RU,0
63,80,Вишнi,Wellboy,22,162783,12.10%,https://www.youtube.com/watch?v=X6eFKOSeICU,UA,0,0
64,87,В дорогу,Skofka,4,158683,14.50%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
