Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,,Батьківщина,Skofka & KALUSH,1,1419746,,https://www.youtube.com/watch?v=CSoCoSHyU5Y,UA,0,0
2,7,Провела екскурсію,Parfeniuk,2,939754,73.30%,https://www.youtube.com/watch?v=Ryfm-7ZrL-Y,UA,0,0
3,2,Щоб не було,Дорофеєва Надія,2,864368,-18.10%,https://www.youtube.com/watch?v=024jiVWdPqA,UA,0,0
4,3,Чути гімн,Skofka,21,828184,-5.60%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
5,6,ЗА ДЕНЬГИ ДА,Instasamka,4,745768,25.70%,https://www.youtube.com/watch?v=iZEca2A3tS4,0,RU,0
6,14,THE STORY OF ALISHER,Oxxxymiron,2,619798,41.40%,https://www.youtube.com/watch?v=x--M8d7UBMM,0,RU,0
7,4,Там у тополі,Артем Пивоваров & NK,6,597210,-4.80%,https://www.youtube.com/watch?v=m0u7iM6Xwxw,UA,0,0
8,5,Stefania,KALUSH & Kalush Orchestra,46,586986,-1.40%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
9,54,Heart of Steel,TVORCHI,2,547753,173.20%,https://www.youtube.com/watch?v=ZxDEwIyJap8,UA,0,0
10,8,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,33,519227,-3.70%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
11,9,думи,Артем Пивоваров & Дорофеєва Надія,29,497610,-3.10%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
12,12,Ластівки,Qatoshi & Chico,27,457314,-0.70%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
13,10,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,23,448284,-9.30%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
14,13,По барам,ANNA ASTI,28,408692,-7%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
15,15,Не забудем і не пробачим,Skofka,33,400458,-5.90%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
16,71,Ты так красива,Quest Pistols,2,395507,157.40%,https://www.youtube.com/watch?v=mYcl6p3oiCc,UA,0,0
17,16,Ванька-Встанька,Маша Краш,23,391424,-7.40%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
18,19,Ой на горі,Артем Пивоваров,24,381706,-5.90%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
19,17,Враже,ANGY KREYDA,26,378136,-8.60%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
20,11,Полярная звезда,MOSOVICH & Batrai,5,376228,-18.70%,https://www.youtube.com/watch?v=mZGb_R_dmeA,0,RU,0
21,18,Цей сон (Live),Степан Гіга,29,369801,-10.50%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
22,21,Моя хулиганка,Xolidayboy,8,352398,-0.50%,https://www.youtube.com/watch?v=u-gaETffwYM,0,RU,0
23,22,Біля тополі,SHUMEI,37,335545,-5%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
24,31,Думав вона янгол,Колін,3,325023,14.20%,https://www.youtube.com/watch?v=F9mMnWcYXQ0,UA,0,0
25,20,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",36,307285,-15.90%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
26,23,In The Shadows Of Ukraine,KALUSH & Kalush Orchestra,9,303495,-11.40%,https://www.youtube.com/watch?v=R0ebIzABQm0,UA,0,0
27,,Юність,Христина Соловій,1,300106,,https://www.youtube.com/watch?v=5CjAMTaurvY,UA,0,0
28,,Монро,Slavik Pogosov,1,279323,,https://www.youtube.com/watch?v=62MxX43jHXs,0,RU,0
29,29,Чорне і біле,ZOZULYA,37,273649,-6.50%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
30,30,Незламна,ЛЮСЯ КАВА,27,265915,-7.90%,https://www.youtube.com/watch?v=-ZuCAA_93wc,UA,0,0
31,25,Гарно так,Cheev,26,263983,-13.20%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
32,33,Голова,Канги & Galust,12,260730,-7%,https://www.youtube.com/watch?v=3j6Vm_4-w-Y,0,RU,0
33,28,Силуети,SadSvit & СТРУКТУРА ЩАСТЯ,8,258821,-12.30%,https://www.youtube.com/watch?v=NjDMzkRbSZI,UA,0,0
34,32,Another Love,Том Оделл,38,256114,-8.70%,https://www.youtube.com/watch?v=MwpMEbgC7DA,0,0,OTHER
35,34,Unholy,Sam Smith & Ким Петрас,13,256040,-6.50%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
36,37,МОЯ КРАЇНА (feat. TOF),YARMAK,18,251898,-3.70%,https://www.youtube.com/watch?v=wtuVa-mOknA,UA,0,0
37,44,В дорогу,Skofka,42,249596,10.90%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
38,35,Нумо Козаки (feat. KOZAK SIROMAHA),Kalush Orchestra & KALUSH,3,245925,-9.90%,https://www.youtube.com/watch?v=5CvzbWXn7_U,UA,0,0
39,39,Біля серця,KOLA,14,244971,-2.60%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
40,38,Погляд (feat. SOBOL),YAKTAK,9,244191,-5%,https://www.youtube.com/watch?v=WHQygkIG8xs,UA,0,0
41,,"Ой, мамо, люблю Гриця",Kolaba,1,243111,,https://www.youtube.com/watch?v=8KzU-7bca7o,UA,0,0
42,,Інь Ян,Monatik & ROXOLANA,1,240915,,https://www.youtube.com/watch?v=oBsCUHkveVw,UA,0,0
43,49,Last Christmas,Wham!,23,230501,9.10%,https://www.youtube.com/watch?v=E8gmARGvPlI,0,0,OTHER
44,36,Доча,Jah Khalib,3,228116,-15.30%,https://www.youtube.com/watch?v=ME-29s54CE0,0,RU,0
45,45,Марiчка,PATSYKI Z FRANEKA,40,222809,0.30%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
46,,Додому,Wellboy,1,214986,,https://www.youtube.com/watch?v=-BaUkgUgyEE,UA,0,0
47,47,Азовсталь десь там під зорями,Delamer,21,212064,-3.50%,https://www.youtube.com/watch?v=0jqNI9F8n-I,UA,0,0
48,27,WHEN GOD SHUT THE DOOR,Jerry Heil,3,210378,-29.40%,https://www.youtube.com/watch?v=aZyUuZisXk0,UA,0,0
49,46,Позвони,DJ Smash & NIVESTA,14,205032,-7.30%,https://www.youtube.com/watch?v=ByVPVWCQVV8,0,RU,0
50,53,ЛП,Milana Hametova & Milana Star,14,197437,-4.30%,https://www.youtube.com/watch?v=eN7mWKv-TQE,0,RU,0
51,40,Лист до мами,BARABANDA,9,196538,-16.80%,https://www.youtube.com/watch?v=FB66mdrur5g,UA,0,0
52,51,Некуда бежать,NЮ,15,196443,-6.50%,https://www.youtube.com/watch?v=CdsqxF1wiMI,0,RU,0
53,50,Mockingbird,Eminem,10,195138,-7.40%,https://www.youtube.com/watch?v=S9bCLPwzSC0,0,0,OTHER
54,43,#КОЗАЦЬКОМУ_РОДУ,Jerry Heil,5,194450,-13.80%,https://www.youtube.com/watch?v=OhKEUfSuRws,UA,0,0
55,56,Чисто папа,84 & Lookbuffalo,14,186789,-3.90%,https://www.youtube.com/watch?v=VzBvZYIDAWQ,0,RU,0
56,66,METAMORPHOSIS,INTERWORLD,11,184968,13.30%,https://www.youtube.com/watch?v=lJvRohYSrZM,0,0,OTHER
57,42,Ночью на кухне,ANNA ASTI,9,184297,-18.40%,https://www.youtube.com/watch?v=zY5KWvwZ7bY,0,RU,0
58,41,Зай (Shnaps Remix),Трінчер Анна Леонідівна,4,182067,-19.80%,https://www.youtube.com/watch?v=e-jIn17iTIg,UA,0,0
59,62,Басы долбят,SOSKA 69,6,180477,2.40%,https://www.youtube.com/watch?v=D6_b4Iueeo8,0,RU,0
60,72,інша любов,ENLEO,22,179319,17.80%,https://www.youtube.com/watch?v=0o0iK-ufovM,UA,0,0
61,55,Superman (feat. Дина Рей),Eminem,14,168805,-13.30%,https://www.youtube.com/watch?v=8kYkciD9VjU,0,0,OTHER
62,63,Дзвін,SKYLERR & Sanaria,12,167497,-2.20%,https://www.youtube.com/watch?v=XrDgtxbkX34,UA,0,0
63,57,Зай,Трінчер Анна Леонідівна,6,166015,-14.20%,https://www.youtube.com/watch?v=ZzvbP0dYSAI,UA,0,0
64,,СІРНИК,Skofka,21,163555,,https://www.youtube.com/watch?v=oL3_nZtyzAw,UA,0,0
65,64,Мрієшся,Cheev,12,161224,-1.70%,https://www.youtube.com/watch?v=wugM4iz1r04,UA,0,0
