Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,46,Hey Hey Rise Up (feat. Andriy Khlyvnyuk),Pink Floyd,2,1656891,676%,https://www.youtube.com/watch?v=saEpkcVi1d4,UA,0,0
2,1,Ой у лузі червона калина (Live),Наталія Могилевська,2,1655820,35%,https://www.youtube.com/watch?v=EV_vT0Vud5Q,UA,0,0
3,,Розстріляна весна (БУЧА),Ірина Федишин,1,1308365,,https://www.youtube.com/watch?v=42m6YNW5XAQ,UA,0,0
4,2,Додому (feat. Skofka),KALUSH,47,1208503,6.60%,https://www.youtube.com/watch?v=OF7bh0Y3vyo,UA,0,0
5,3,ДОБРОГО ВЕЧОРА (WHERE ARE YOU FROM?),PROBASS ∆ HARDI,9,1119558,4.40%,https://www.youtube.com/watch?v=W2S_ayZ-Eso,UA,0,0
6,4,Stefania,KALUSH & Kalush Orchestra,10,1067648,0.40%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
7,,#МОСКАЛЬ_НЕКРАСІВИЙ (ГЕТЬ З УКРАЇНИ) (feat. Андрій Михайлович Данилко),Jerry Heil,1,1004928,,https://www.youtube.com/watch?v=s8-h21rk0Co,UA,0,0
8,,Селяви,MORGENSHTERN,1,922285,,https://www.youtube.com/watch?v=zdUIpi3WC5s,0,RU,0
9,6,Oy U Luzi Chervona Kalyna (Remix) (feat. Бумбокс),The Kiffness,6,839090,-2.90%,https://www.youtube.com/watch?v=lu8m5FA2nL8,UA,0,0
10,7,"Вова, їбаш їх блять",Мюслі UA,2,744638,10.30%,https://www.youtube.com/watch?v=64qSNiUmaAk,UA,0,0
11,11,У мене немає дому,Один в каное,6,580762,21.30%,https://www.youtube.com/watch?v=gw2nclcoFNE,UA,0,0
12,8,Малиновая лада,GAYAZOV$ BROTHER$,23,572378,-6.40%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
13,9,Браття українці,Шабля,7,552277,2.50%,https://www.youtube.com/watch?v=q_f2rlEsb8A,UA,0,0
14,13,Козаки йдуть,PROBASS ∆ HARDI,4,495376,5.80%,https://www.youtube.com/watch?v=ooJsW-RnSl8,UA,0,0
15,10,Буде весна,Макс Барських,5,489566,-6.20%,https://www.youtube.com/watch?v=6CrwyBT7MiU,UA,0,0
16,12,Українська лють,Христина Соловій,3,474230,-0.50%,https://www.youtube.com/watch?v=PqVCQEthhOU,UA,0,0
