Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,4,Stefania,KALUSH & Kalush Orchestra,15,5518015,347.70%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
2,1,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",5,1708184,-9%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
3,3,Додому (feat. Skofka),KALUSH,52,1616926,23.40%,https://www.youtube.com/watch?v=OF7bh0Y3vyo,UA,0,0
4,5,Допоможе ЗСУ,Chico & Qatoshi,3,1423982,20.20%,https://www.youtube.com/watch?v=B7BkkiytsKY,UA,0,0
5,7,ДОБРОГО ВЕЧОРА (WHERE ARE YOU FROM?),PROBASS ∆ HARDI,14,971241,5.30%,https://www.youtube.com/watch?v=W2S_ayZ-Eso,UA,0,0
6,2,2step (feat. Lil Baby),Ed Sheeran,3,963741,-29.50%,https://www.youtube.com/watch?v=Z_MvkyuOJgk,0,0,OTHER
7,6,#МОСКАЛЬ_НЕКРАСІВИЙ (ГЕТЬ З УКРАЇНИ) (feat. Андрій Михайлович Данилко),Jerry Heil,6,833557,-22.70%,https://www.youtube.com/watch?v=s8-h21rk0Co,UA,0,0
8,8,Ой у лузі червона калина (Live),Наталія Могилевська,7,811450,-8.60%,https://www.youtube.com/watch?v=EV_vT0Vud5Q,UA,0,0
9,13,Не забудем і не пробачим,Skofka,2,792468,38.40%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
10,10,"Вова, їбаш їх блять",Мюслі UA,7,719955,7.30%,https://www.youtube.com/watch?v=64qSNiUmaAk,UA,0,0
11,,Зорі,KALUSH,26,699333,,https://www.youtube.com/watch?v=5p-IJhnyQMM,UA,0,0
12,19,Файна (feat. Skofka),KALUSH,30,578125,40%,https://www.youtube.com/watch?v=CdYDZnWTHHM,UA,0,0
13,11,У мене немає дому,Один в каное,11,572298,-4.80%,https://www.youtube.com/watch?v=gw2nclcoFNE,UA,0,0
14,,Остановіть ви цю ху..ню!,Мюслі UA,1,546456,,https://www.youtube.com/watch?v=3U2L8ptMs6I,UA,0,0
15,9,Рідні мої,alyona alyona & Jerry Heil,4,535396,-23.90%,https://www.youtube.com/watch?v=eZslMJsyKdw,UA,0,0
16,14,Малиновая лада,GAYAZOV$ BROTHER$,28,522857,-1.90%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
17,16,Браття українці,Шабля,12,514038,3.10%,https://www.youtube.com/watch?v=q_f2rlEsb8A,UA,0,0
18,23,Калуські вечорниці (feat. Tember Blanche),KALUSH,22,503433,36.90%,https://www.youtube.com/watch?v=doSD_dKBUF4,UA,0,0
19,15,Хобби,ANNA ASTI & Филип Кіркоров,3,477747,-7%,https://www.youtube.com/watch?v=QZ4pPd8MRQ8,0,RU,0
20,17,Oy U Luzi Chervona Kalyna (Remix) (feat. Бумбокс),The Kiffness,11,454286,-4.70%,https://www.youtube.com/watch?v=lu8m5FA2nL8,UA,0,0
21,12,Не залишай,Трінчер Анна Леонідівна,4,447668,-22.60%,https://www.youtube.com/watch?v=_kGN2OJ7BHA,UA,0,0
22,,SPACE MAN (Live),Сем Райдер,1,444523,,https://www.youtube.com/watch?v=RZ0hqX_92zI,0,0,OTHER
23,18,Козаки йдуть,PROBASS ∆ HARDI,9,440152,3.60%,https://www.youtube.com/watch?v=ooJsW-RnSl8,UA,0,0
24,29,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,2,436811,27%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
25,,Гори (feat. alyona alyona),KALUSH,21,423876,,https://www.youtube.com/watch?v=tXJ2-PgeLVg,UA,0,0
26,26,В дорогу,Skofka,11,423283,19.20%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
27,50,SHUM (Live),Go_A,28,418845,55%,https://www.youtube.com/watch?v=lqvzDkgok_g,UA,0,0
28,41,Марiчка,PATSYKI Z FRANEKA,9,402344,36.70%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
29,40,Давай начистоту (feat. Skofka),KALUSH,34,395377,33.60%,https://www.youtube.com/watch?v=sr-GqKwhihE,UA,0,0
