Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,2,СОЛНЦЕ МОНАКО,Люся Чеботіна,13,1339755,-2.50%,https://www.youtube.com/watch?v=sfd2xj9xtN0,0,RU,0
2,1,Феникс,ANNA ASTI,2,1200522,-14.50%,https://www.youtube.com/watch?v=Expq6fmXLUM,0,RU,0
3,8,Малиновая лада,GAYAZOV$ BROTHER$,12,948397,29.90%,https://www.youtube.com/watch?v=TvEkldfa3T0,0,RU,0
4,4,Кобра,Іслам Ітляшев,9,802551,-15.70%,https://www.youtube.com/watch?v=5j5OsWpWl8M,0,RU,0
5,6,Федерико Феллини,Galibri & Mavik,36,751611,-1.90%,https://www.youtube.com/watch?v=3-STCxyZhGE,0,RU,0
6,7,Зараза (Live),Григорій Лепс,14,723464,-1.10%,https://www.youtube.com/watch?v=n1Rfi8BzNOY,0,RU,0
7,5,Головы на завтрак,Компот,2,704435,-24.80%,https://www.youtube.com/watch?v=ymQE6qvJC_c,0,RU,0
8,9,Никто,NЮ,12,635068,-5.70%,https://www.youtube.com/watch?v=MLzKepDXBc0,0,RU,0
9,12,Диалоги тет-а-тет,ALEKS ATAMAN & FINIK,16,619812,1.20%,https://www.youtube.com/watch?v=GBs-vSwOTAE,0,RU,0
10,3,ПОЧЕМУ?,MORGENSHTERN,2,612078,-53.40%,https://www.youtube.com/watch?v=2IGwkJDcIk8,0,RU,0
11,10,My ADIDAS,Minelli,40,604423,-2.90%,https://www.youtube.com/watch?v=XqgYj8atJqo,0,0,OTHER
12,11,ЗанесLo,LOBODA,7,559895,-9.40%,https://www.youtube.com/watch?v=q8ZJ-mprbnA,0,RU,0
13,13,Гуси,Wellboy,31,533773,-9%,https://www.youtube.com/watch?v=7-5v5ltkWU4,UA,0,0
14,17,Міраж,Артем Пивоваров,11,528465,-1%,https://www.youtube.com/watch?v=wRfUBcbqPsg,UA,0,0
15,16,Птичка (Ptichka),HammAli & Navai,37,513679,-4.30%,https://www.youtube.com/watch?v=7T82Z7BwYfM,0,RU,0
16,21,Baby mama,Скриптоніт & Райда,32,489155,-1.10%,https://www.youtube.com/watch?v=eXLSBdxm_cs,0,RU,0
17,23,Родной,LOBODA,47,487999,4.30%,https://www.youtube.com/watch?v=EYtDfwfpr74,0,RU,0
18,15,Снежинки,ALEKS ATAMAN & FINIK,7,485937,-10.80%,https://www.youtube.com/watch?v=YDWy-MumsA0,0,RU,0
19,22,Потеряли пацана,Tanir,13,466381,-4.80%,https://www.youtube.com/watch?v=XyTxj7DFy_0,0,RU,0
20,20,Marmalade (feat. Mav D),Miyagi & Andy Panda,10,453825,-9.30%,https://www.youtube.com/watch?v=ygWr2Vu28Nw,0,RU,0
21,14,Буревестник,Miyagi & Andy Panda,3,422078,-24.60%,https://www.youtube.com/watch?v=cmlZhoiJljM,0,RU,0
22,24,Americano,LOBODA,17,415745,-7.90%,https://www.youtube.com/watch?v=SqAxWiqBB2g,0,RU,0
