rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:059YaYSppRHOPojr4Rejdn,MORGENSHTERN,SHEIKH,Bugatti Music,1,-1,1,173074,0,RU,0
2,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,2,17,2,153776,0,0,OTHER
3,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,1,1,5,150398,0,0,OTHER
4,spotify:track:1imDwppkVEsjqrAFQiyqen,MORGENSHTERN,TEASER,Bugatti Music,4,-1,1,144400,0,RU,0
5,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,1,2,13,133662,UA,0,0
6,spotify:track:7bvl0wSkJ7AzfbXwRGJDSy,"LIL KRYSTALLL, Лоя (5sta Family)",Я БУДУ,LIL KRYSTALLL,6,-1,1,125576,0,RU,0
7,spotify:track:6ZlZ3uBMRyM4cmj0AVcfwc,MORGENSHTERN,TATU,Bugatti Music,7,-1,1,121761,0,RU,0
8,spotify:track:5dSOtyf70O6fG1xm4xFeTD,"KALUSH, Kalush Orchestra, The Rasmus",In The Shadows Of Ukraine (feat. The Rasmus),Columbia Local,8,-1,1,120144,UA,0,0
9,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,3,4,28,115582,0,0,OTHER
10,spotify:track:2uNrriUaePhbbmsXT8HQJU,INSTASAMKA,POPSTAR,NaMneCash Music,1,3,6,108416,0,RU,0
11,spotify:track:2ZEz6GozzVQY1cThsDj1nh,MORGENSHTERN,UGU,Bugatti Music,11,-1,1,101332,0,RU,0
12,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,5,12,96349,0,RU,0
13,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,7,19,95923,0,RU,0
14,spotify:track:6HMk2bFT4VkIWwIAmDCqHj,"Poshlaya Molly, HOFMANNITA",#HABIBATI,DROPBLED,8,8,3,95873,0,RU,0
15,spotify:track:3QG9XbSVq4UHF1UGBpYDQj,MORGENSHTERN,B,Bugatti Music,15,-1,1,90898,0,RU,0
16,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,8,9,24,90592,0,0,OTHER
17,spotify:track:3XOcTnIA8aGpil8h76eH7N,zxcursed,mana break,A+,6,6,2,88966,0,RU,0
18,spotify:track:6fyQVDmueOJWskMaUacp7t,"MORGENSHTERN, The Limba",BESTIE,Bugatti Music,18,-1,1,88794,0,RU,0
19,spotify:track:40rRCYp2QiowCZNtvfSwbC,MORGENSHTERN,GUF DISS,Bugatti Music,19,-1,1,88315,0,RU,0
20,spotify:track:7BnqVQ9dzFli95IPNBMiSd,"MORGENSHTERN, LSP",Дор Блю,Bugatti Music,20,-1,1,86374,0,RU,0
21,spotify:track:3yi4CF76vbCXfI1sb3FMuW,MORGENSHTERN,BALANCE,Bugatti Music,21,-1,1,85560,0,RU,0
22,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,11,70,84975,UA,0,0
23,spotify:track:3YBuVhXFlm2VyMww57afjI,MORGENSHTERN,CCTV,Bugatti Music,23,-1,1,82564,0,RU,0
24,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,12,22,81042,0,RU,0
25,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,12,15,15,79687,0,0,OTHER
26,spotify:track:6JrGELYUIbZvBV74j4Q5LN,ENLEO,інша любов,SADNESS RCRDS,6,13,15,78950,UA,0,0
27,spotify:track:3bMVSeSOCkppgrhNZYMxZy,MORGENSHTERN,Eeee,Bugatti Music,27,-1,1,77649,0,RU,0
28,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,16,19,108,76724,0,0,OTHER
29,spotify:track:7zF1rACW4Ox3ZdgZ0iXm92,"MORGENSHTERN, ENTYPE",Вставал Падал,Bugatti Music,29,-1,1,76114,0,RU,0
30,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,18,58,74562,0,0,OTHER
31,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,16,13,72862,0,RU,0
32,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,21,34,72341,UA,0,0
33,spotify:track:5BvKkMNYoZYYeTGVFhjlRv,Jerry Heil,Кохайтеся Чорнобриві,Universal Music Polska Sp. Z.o.o (Ukraine Distribution Deals),30,41,11,71826,UA,0,0
34,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,20,30,71604,0,0,OTHER
35,spotify:track:7cePdbh3eZF9thPis8xsnm,MORGENSHTERN,"Ночь, Такси, Заметки",Bugatti Music,35,-1,1,69994,0,RU,0
36,spotify:track:20SSuP71R4A88qHQu4BKY6,KOLA,Біля серця,Universal Music Polska Sp. Z.o.o (Ukraine Distribution Deals),13,14,6,69610,UA,0,0
37,spotify:track:1Oag2GWkdwuS4oVc1IWIfC,"MORGENSHTERN, Eldzhey",LOCATION,Bugatti Music,37,-1,1,68472,0,RU,0
38,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Aftermath,38,45,11,68189,0,0,OTHER
39,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,35,39,22,68014,UA,0,0
40,spotify:track:3gVhsZtseYtY1fMuyYq06F,Rammstein,Sonne,Vertigo Berlin,29,29,7,68014,0,0,OTHER
41,spotify:track:74loibzxXRL875X20kenvk,Lil Yachty,Poland,Quality Control Music/Motown Records,10,10,3,67363,0,0,OTHER
42,spotify:track:3MqaB8TndvgRZ1QSQXH7J7,SHUMEI,Біля тополі,Art Sound Media,24,25,17,67209,UA,0,0
43,spotify:track:0wGbyS1tExQSwOYu6UceyE,"ONIMXRU, SMITHMANE",SHADOW,ONIMXRU x SMITHMANE,13,24,11,67114,0,RU,0
44,spotify:track:5FkJHVudUByVjanCqFXRql,Mr.Kitty,After Dark,Juggernaut Music Group,12,31,105,65724,0,0,OTHER
45,spotify:track:6BfnNid8w0UyZqzR2mx1HB,"Молодой Платон, Poshlaya Molly, Yanix","DON'T PLAY, BAE",Zion Music,21,23,6,65065,0,RU,0
46,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,14,28,21,64667,0,0,OTHER
47,spotify:track:2vHzOWRKYPLu8umRPIFuOq,"KALUSH, Kalush Orchestra",Stefania (Kalush Orchestra),Columbia Local,1,35,37,64184,UA,0,0
