rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,astral step,shadowraze,271516,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
2,Фотографирую закат,fem.love,165507,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
3,баночка с окурками,КОСМОНАВТОВ НЕТ,153177,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
4,Лёд,WENARO,150217,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
5,МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,148954,https://open.spotify.com/track/0ZGHCIFlJWqwB4TpG8LFbe,,,,0,RU,0
6,Кожура,ZAPOMNI,143379,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
7,99 Problems,Big Baby Tape,134156,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
8,плачь,rizza,132113,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
9,Я всё решу (Intro),ZAPOMNI,130495,https://open.spotify.com/track/3sRsr0TzQ1gMEEzJfWf9cW,,,,0,RU,0
10,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,128950,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
11,Million,Big Baby Tape,125042,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
12,shadowfiend,shadowraze,117313,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
13,Bandana,Big Baby Tape,117076,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
14,juggernaut (Prod. by PLVSTIC),shadowraze,116103,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
15,ПОЧЕМУ?,MORGENSHTERN,115109,https://open.spotify.com/track/6TYmpWMxhqv0TVtiAIwzBW,,,,0,RU,0
16,psiblades,shadowraze,107017,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
17,ВЛЮБИЛАСЬ,Big Baby Tape,105430,https://open.spotify.com/track/3bbkkPpf8AdRU6DurnvoC4,,,,0,RU,0
18,Лифон,uniqe,101349,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
19,Барбисайз,Дора,100911,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
20,1000-7,shadowraze,97173,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
21,ТОЛПЫ КРИЧАТ,uniqe,93738,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
22,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,89855,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,,,,0,0,OTHER
23,Marmalade,Miyagi & Andy Panda,89214,https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,,,,0,RU,0
24,Aomine Daiki,quiizzzmeow,87397,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
25,Baby mama,Skryptonite,77809,https://open.spotify.com/track/5X33A2X2OuQXUOKhawWCMm,,,,0,RU,0
26,Close Eyes,DVRST,77564,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,,,,0,RU,0
27,Буревестник,Miyagi & Andy Panda,76796,https://open.spotify.com/track/0YMRW5mlu9bUCWeRMZfB32,,,,0,RU,0
28,СОЛНЦЕ МОНАКО,Lusia Chebotina,73694,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,,,,0,RU,0
29,TRAXXXMANIA,GONE.Fludd,72178,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,,,,0,RU,0
30,1000-7,fem.love,72041,https://open.spotify.com/track/2L2iWhBsyosVcxx36iurfa,,,,0,RU,0
31,Звезда упала,Sqwore,70401,https://open.spotify.com/track/2398GSLbctyjLClJrqskt2,,,,0,RU,0
32,Вина (feat. 17 SEVENTEEN),OG Buda,69856,https://open.spotify.com/track/1Kp2TF4fFYjJPqEMf1U0RK,,,,0,RU,0
33,untitled,semmmyq,69620,https://open.spotify.com/track/0z58HQdBeOGPCveLYfX6lO,,,,0,RU,0
34,STAY (with Justin Bieber),The Kid LAROI,69253,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,,,,0,0,OTHER
35,Домино,FACE,68112,https://open.spotify.com/track/6GyZQ9o0dBU9V0NIjGPz2r,,,,0,RU,0
36,Привет,Kambulat,67253,https://open.spotify.com/track/2INWHGzw5qTbdeLDARChfe,,,,0,RU,0
37,кладбище,вышел покурить,66747,https://open.spotify.com/track/1xASDcZcb869OkSu86Wbw8,,,,0,RU,0
38,abcdefu,GAYLE,66453,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,,,,0,0,OTHER
39,Дорадура,Дора,65063,https://open.spotify.com/track/4mTPviBGRgjPxeaQFnBDW3,,,,0,RU,0
40,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,64237,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,,,,0,0,OTHER
41,Днями-ночами,pyrokinesis,64225,https://open.spotify.com/track/04gmklgYhNhZxRnAvSofoE,,,,0,RU,0
42,сети,quiizzzmeow,62212,https://open.spotify.com/track/2mKa6WpSZ97avRyIlPKRK8,,,,0,RU,0
43,Рассвет,КАКАЯ РАЗНИЦА,61648,https://open.spotify.com/track/0VGLb6IeeG5ZqonN5EavDu,,,,0,RU,0
44,Первый раз - remix nevroz,JojoHF,59010,https://open.spotify.com/track/1zE2dRkxtOLEOubAmqcHX3,,,,0,RU,0
45,Патрон,Miyagi & Andy Panda,58863,https://open.spotify.com/track/3uCth4TIWyeQDnj3YbAVQB,,,,0,RU,0
46,Сан Ларан,Платина,58423,https://open.spotify.com/track/07OqyOeHz7LOGVuXUx4pr3,,,,0,RU,0
47,ночь,ooes,57840,https://open.spotify.com/track/0Mfjy6p9vZsfzbQReWdooZ,,,,0,RU,0
