rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,astral step,shadowraze,275907,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
2,adaptive strike,shadowraze,198997,https://open.spotify.com/track/5jXocrsUwpKwWyI5BZLKFA,,,,0,RU,0
3,Фотографирую закат,fem.love,150602,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
4,Stefania (Kalush Orchestra),KALUSH,146467,https://open.spotify.com/track/0unPBMjVwn0HpWget3DBze,,,,UA,0,0
5,Лёд,WENARO,137159,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
6,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,132517,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
7,shadowfiend,shadowraze,125950,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
8,juggernaut (Prod. by PLVSTIC),shadowraze,117324,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
9,ТОЛПЫ КРИЧАТ,uniqe,108002,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
10,плачь,rizza,106698,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
11,Yeyo!,Шайни,105908,https://open.spotify.com/track/4jvw60Iw8LpSRJwy1sOmoB,,,,0,RU,0
12,Aomine Daiki,quiizzzmeow,103546,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
13,psiblades,shadowraze,102786,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
14,99 Problems,Big Baby Tape,97816,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
15,1000-7,shadowraze,96883,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
16,Million,Big Baby Tape,87348,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
17,Bandana,Big Baby Tape,86275,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
18,баночка с окурками,КОСМОНАВТОВ НЕТ,85528,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
19,первое свидание,алёна швец.,84858,https://open.spotify.com/track/4tPB6H0QcK4bDib8iauE28,,,,0,RU,0
20,Кожура,ZAPOMNI,74191,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
21,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,73761,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o,,,,0,0,OTHER
22,Close Eyes,DVRST,72689,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,,,,0,RU,0
23,Барбисайз,Дора,71458,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
24,Marmalade,Miyagi & Andy Panda,71415,https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,,,,0,RU,0
25,Лифон,uniqe,70559,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
