rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
66,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,62,33,37118,0,RU,0
67,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,38,36,36978,0,RU,0
68,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,64,29,36786,0,RU,0
69,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,56,8,36772,UA,0,0
70,spotify:track:3ZKDhr5EaaVQLY82b3dMME,Arsen Mirzoyan,Вінні-Пух,Violet Music,70,96,9,36322,UA,0,0
71,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,39,73,15,36226,0,0,OTHER
72,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,63,12,36143,0,RU,0
73,spotify:track:5X33A2X2OuQXUOKhawWCMm,"Skryptonite, Райда",Baby mama,Musica36,1,97,49,36105,0,RU,0
74,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,77,48,36084,0,0,OTHER
75,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,75,120,2,36015,UA,0,0
76,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,67,36,35720,0,RU,0
77,spotify:track:2WoksKIDPQ8o90cqDbgE7L,Patsyki Z Franeka,Марічка,FFK REKORDZ,67,76,4,35280,UA,0,0
78,spotify:track:1qwAvf8LsXY7H1sD5rRXGO,zxcursed,bankai,zxcursed,11,71,10,35156,0,RU,0
79,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,35,80,47,35030,0,0,OTHER
80,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,60,88,12,34829,UA,0,0
81,spotify:track:04gmklgYhNhZxRnAvSofoE,"pyrokinesis, MUKKA",Днями-ночами,Rhymes Music Inc.,31,81,63,34362,0,RU,0
82,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,72,55,34251,0,RU,0
83,spotify:track:1GOiMxQXZUzjzH0Sxpck0B,kizaru,Дежавю,Sony Music Entertainment,1,82,100,34129,0,RU,0
84,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,78,29,34110,UA,0,0
85,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,84,59,34102,0,0,OTHER
86,spotify:track:63WuQOXohQIxOxIFA2K7bR,Måneskin,SUPERMODEL,Epic,31,61,4,34020,0,0,OTHER
87,spotify:track:6ChnGkBwnq2HUJD24YhMhW,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,68,68,5,33884,0,0,OTHER
88,spotify:track:0fQ4uYwlzD6TYVobAoz8Qt,"KALUSH, Jerry Heil",Хвилi (feat. Jerry Heil),Columbia Local,48,90,13,33380,UA,0,0
89,spotify:track:1OeGvzNcGC2s6F41lmCdjA,remember.,Кожура,VAUVISION,1,86,25,33374,0,RU,0
90,spotify:track:34lfu3S4fIcKZRNXzbdbo7,Kordhell,Live Another Day,Kordhell,90,91,13,33274,0,0,OTHER
91,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,80,94,12,32856,UA,0,0
92,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,76,83,75,32544,0,0,OTHER
93,spotify:track:4oMyggIzClkOcCTvotFLkP,Ghostface Playa,Why Not,Ghostface Playa,62,79,9,32440,0,0,OTHER
94,spotify:track:1AMf9lmFOmLmb0e57QB78e,"Дора, MAYBE BABY",Барбисайз,"Streaming Club, under exclusive license to Rhymes Music Inc.",6,105,26,32437,0,RU,0
95,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,53,37,32431,0,RU,0
96,spotify:track:1guHCTD0uiEgTG3HOPgBmU,GRAVECHILL,Twilight,GRAVECHILL,96,98,9,32027,0,0,OTHER
97,spotify:track:7aeleTqgkiIZLitnXp9NMl,Boulevard Depo,Angry toy$ - Prod. Ray Qwa,Warner Music Russia,50,132,50,31882,0,RU,0
98,spotify:track:2rowi7dF3AqhugMtAnvQmP,GONE.Fludd,TRAXXXMANIA,Sony Music Entertainment,1,93,35,31847,0,RU,0
99,spotify:track:4qYAgZDdKIGf137Nbdw6gR,"KALUSH, Khrystyna Soloviy",Таксі,Columbia Local,37,100,18,31752,UA,0,0
100,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,85,24,31273,0,RU,0
101,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,Subwoolfer,Give That Wolf A Banana,Universal Music AS,9,39,4,31224,0,0,OTHER
102,spotify:track:6elbXjrCvueg010YEQJx8X,"KALUSH, Сальто Назад, Skofka","Сонячна (feat. Сальто Назад, Skofka)",Columbia Local,59,106,11,30991,UA,0,0
103,spotify:track:06JvOZ39sK8D8SqiqfaxDU,"Kanye West, XXXTENTACION",True Love,Columbia,103,133,2,30824,0,0,OTHER
104,spotify:track:7rvEwAILTqxBpdIyUifkE8,"Miyagi & Andy Panda, Mav-d",Marmalade,Hajime Records,6,95,29,30807,0,RU,0
105,spotify:track:3bbkkPpf8AdRU6DurnvoC4,"Big Baby Tape, Молодой Платон",ВЛЮБИЛАСЬ,OOO Universal Music,7,104,25,30750,0,RU,0
106,spotify:track:2B9N1fCinwxEo89GcDGB5I,MORGENSHTERN,12,MORGENSHTERN,3,101,13,30483,0,RU,0
107,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,107,13,30375,0,RU,0
108,spotify:track:2IMrzJTRHGndoUbM39QIJ7,"shadowraze, GENJUTSU",1000-7,Союз Мьюзик,11,87,50,30257,0,RU,0
109,spotify:track:2AbA0a53nHOdeLsYveGrap,Медовий Полин,Сепаратіст,Медовий Полин,42,75,5,30042,UA,0,0
110,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,114,46,29765,0,0,OTHER
111,spotify:track:1llPAwXXqcuBGvd1WtFsot,Wellboy,Nozzy Bossy,Юрий Бардаш,56,121,14,29693,UA,0,0
112,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,55,134,19,29539,0,RU,0
113,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,RCA Records Label,1,109,52,29409,0,0,OTHER
114,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,117,13,29398,UA,0,0
115,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,125,12,29188,UA,0,0
116,spotify:track:2INWHGzw5qTbdeLDARChfe,Kambulat,Привет,Legacy Music,9,138,30,29168,0,RU,0
117,spotify:track:66P9j5bWiRBotkxJN9ZsyV,KALUSH,Тіпок,Columbia Local,110,110,3,28986,UA,0,0
118,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,116,22,28821,0,0,OTHER
119,spotify:track:70qbqCW6z92WESMZC1opsd,Nervy,Нервы,Navigator Records,96,112,16,28681,0,RU,0
120,spotify:track:1xwDjxLlGNxXiHYqltJvpH,конец солнечных дней,дети немой страны,A+,61,92,36,28638,0,RU,0
121,spotify:track:16NGHIeBR9Dxx0xKe0vByC,MAX BARSKIH,Буде весна,BEST MUSIC,59,113,11,28616,UA,0,0
122,spotify:track:4v2RVsMWMLpzpmKq3THgFc,BUSHIDO ZHO,макинтош бизнес онли,cplus,14,142,19,28614,0,RU,0
123,spotify:track:4DcMqvjv5pcYVu9jTBhpDH,ROCKET,Инкассатор,Still Only,65,128,100,28587,0,RU,0
124,spotify:track:5561HkcMU0A4i3D6Tlsxhe,Okean Elzy,Обійми,"ТОВ ""Суперсиметрія""",26,135,15,28552,UA,0,0
125,spotify:track:6xRrfacr5bW5PCtsIZHp6w,Мюслі UA,Остановіть ви цю ху..ню!,мюслі UA,97,108,4,28466,UA,0,0
126,spotify:track:320b8n5Ew9RgzDP67tVIx1,"Scally Milano, LOVV66",Буква Х,AMC MUSIC,59,102,24,28368,0,RU,0
127,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,123,123,4,28353,0,0,OTHER
128,spotify:track:1esZgaqm0YKN87CIP3orJ3,Minelli,Rampampam,Global Records,3,147,46,28243,0,0,OTHER
129,spotify:track:0Mfjy6p9vZsfzbQReWdooZ,ooes,ночь,rabstvo,27,146,56,27968,0,RU,0
130,spotify:track:4stWOQpaEynPUlVAb4Jtw9,СЕРЕГА ПИРАТ,Тп на аме,"Streaming Club, under exclusive license to Rhymes Music Inc.",62,124,19,27714,0,RU,0
131,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,131,166,6,27514,UA,0,0
132,spotify:track:4mTPviBGRgjPxeaQFnBDW3,Дора,Дорадура,"Streaming Club, under exclusive license to Rhymes Music Inc.",33,136,75,27512,0,RU,0
133,spotify:track:1MiUVjoHt4jiskDrt2ZHrq,LIL MORTY,Я пиздатый,Lil Morty,20,126,43,27475,0,RU,0
134,spotify:track:29bhnde7Gvnp7rvY9zsq5S,Go_A,SHUM,Universal Music Polska Sp. z o.o.,4,131,23,27329,UA,0,0
135,spotify:track:6Agjnaru9cco5sJrXne4F5,Kolaba,Шо ви пацики на моциках,GM DIGITAL / KOLABA MUSIC,135,148,4,27298,UA,0,0
136,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,64,157,13,27295,UA,0,0
137,spotify:track:2DYzsMQpO7xOw7b3JwyIWP,Korol i Shut,Кукла колдуна,United Music Group,5,103,98,27257,0,RU,0
138,spotify:track:3oN1sJcKLYbc8z4tO6sjVE,SHADXWBXRN,KNIGHT,SHADXWBXRN,56,130,12,27251,0,RU,0
139,spotify:track:5YZNLIF1saO6y3T8FaQoom,Нумер 482,"Добрий ранок, Україно",Moon Vinyl s.r.o.,118,143,8,27200,UA,0,0
140,spotify:track:6hRvewF5MRAsqqxnNs3z2b,"WEEDMANE, Suicideyear",SUICIDE YEAR,WEEDMANE,83,119,40,27140,0,0,OTHER
141,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,100,156,23,26833,0,0,OTHER
142,spotify:track:49y9IcSwgoYR8YBBvwllP2,Max Korzh,Афган,Макс Корж,12,-1,8,26829,0,RU,0
143,spotify:track:2urEkSHmYy4oIgVZniFRo5,"Artem Pivovarov, KALUSH",Майбутність,BEST MUSIC,88,160,7,26800,UA,0,0
144,spotify:track:2hTwzEEN5XJGJzKjOYLbYa,Мері,Я з україни,Наш формат,84,168,13,26708,UA,0,0
145,spotify:track:4tPB6H0QcK4bDib8iauE28,Alyona Shvets,первое свидание,rainbow flower,16,137,37,26685,0,RU,0
146,spotify:track:4h3KlpOEXS6FxIpab6EKlf,MC ORSEN,INCOMING,MC ORSEN,140,140,6,26417,0,0,OTHER
147,spotify:track:1CqOEa4NIRBaWR6sNHTDTo,Перемотка,Как тебя покорить,UP!UP!UP! Music,51,141,57,26377,0,RU,0
148,spotify:track:2mKa6WpSZ97avRyIlPKRK8,quiizzzmeow,сети,SAVAGE$TATION,5,122,25,26319,0,RU,0
149,spotify:track:0nqWnlvSpyqbk2Xp9mncVL,"BRANYA, MACAN",Пополам,GOLDEN SOUND,6,158,48,26258,0,RU,0
150,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,111,111,3,26244,0,0,OTHER
151,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,171,99,26210,0,0,OTHER
152,spotify:track:7uHFrsclJjAhONLcc8grZU,"VovaZiLvova, Morphom",Шукав тебе. Знайшов тебе,Hitwonder,135,155,3,25990,UA,0,0
153,spotify:track:3SOHFsSinxM6flLceYl5BT,MORGENSHTERN,Селяви,MORGENSHTERN,2,115,9,25971,0,RU,0
154,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,KOLA,Чи разом?,BEST MUSIC,154,-1,1,25874,UA,0,0
155,spotify:track:0OQf2nxEo29HqO4iUuHCov,вышел покурить,вопрос,Dying sky,98,145,20,25800,0,RU,0
156,spotify:track:0EDYTUzZPOcxUkki7HcHgV,KENTUKKI,Замигает свет,OOO Universal Music,41,150,27,25792,0,RU,0
157,spotify:track:30bqVoKjX479ab90a8Pafp,Lil Peep,Star Shopping,Lil Peep,53,139,98,25768,0,0,OTHER
158,spotify:track:1GAQCGqNVPWbM7Qm1cbi62,"163ONMYNECK, BUSHIDO ZHO",СТОМАТОЛОГИЧКА,AMC MUSIC,76,151,16,25763,0,RU,0
159,spotify:track:3uCth4TIWyeQDnj3YbAVQB,Miyagi & Andy Panda,Патрон,Hajime Records,5,170,62,25712,0,RU,0
160,spotify:track:307BZpDAtO3OwRs2wrV1S9,Okean Elzy,На небі,"ТОВ ""Суперсиметрія""",56,152,15,25683,UA,0,0
161,spotify:track:2VpLc9WUmxcaFzwtq6ZMSp,MoonDeity,GO!,MoonDeity,161,-1,1,25541,0,0,OTHER
162,spotify:track:776AftMmFFAWUIEAb3lHhw,Måneskin,ZITTI E BUONI,RCA Records Label,1,144,39,25508,0,0,OTHER
163,spotify:track:2mGmf1BfJuS1vcBW1OitDG,MamaRika,Prolisky,MamaRika,163,189,4,25492,UA,0,0
164,spotify:track:0cOftxEWGyu4XAqEsqmdWS,ooes,зима,rabstvo,15,176,54,25434,0,RU,0
165,spotify:track:1zE2dRkxtOLEOubAmqcHX3,"JojoHF, nevroz",Первый раз - remix nevroz,JojoHF,26,149,35,25360,0,RU,0
166,spotify:track:0Y5i43d7YtHWyYulOojDXP,Okean Elzy,Без бою,"ТОВ ""Суперсиметрія""",27,162,15,25331,UA,0,0
167,spotify:track:4yqnxV2zcd2wWE8nFGpZgA,MONATIK,"Старі фотографії - із к/ф ""Я, ""Побєда"" і Берлін""",Kuzma Skryabin/Star Media,123,164,12,25294,UA,0,0
168,spotify:track:0J7oHYxjF6Oln61wy0kP2i,niteboi,u.,niteboi,120,174,20,25160,0,RU,0
169,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,161,161,2,25035,UA,0,0
170,spotify:track:2L2iWhBsyosVcxx36iurfa,fem.love,1000-7,A+,9,153,49,25029,0,RU,0
171,spotify:track:0BZzXqTVQazUUw4OuT1bEd,BEZ OBMEZHEN,"Мовчати - із к/ф ""Я, ""Побєда"" і Берлін""",Kuzma Skryabin/Star Media,170,198,7,24704,UA,0,0
172,spotify:track:08pVm2BCyMSevBLXYLysqi,FACE,СПАСАТЕЛЬНЫЙ КРУГ,Face,38,167,72,24639,0,RU,0
173,spotify:track:2ChVq8CrBPd0Ubxr6f2N8u,"shadowraze, shinra",stockholm,Союз Мьюзик,48,129,5,24609,0,RU,0
174,spotify:track:5XFPXH2ieaL05Xgsati1JJ,ROCKET,She Wants,Still Only,51,165,61,24417,0,RU,0
175,spotify:track:5VXf1XETOMtk0WZIT4Bw3M,Nervy,Батареи,Navigator Records,105,169,21,24415,0,RU,0
176,spotify:track:04cMUwER7r2VwqMCj4kYJ9,ZODIVK,Devil Eyes,ZODIVK,96,180,10,24384,0,RU,0
177,spotify:track:4yyX0nJqMpqaubcGdGsxx9,"LXST CXNTURY, Kingpin Skinny Pimp",ODIUM,WHY Z MUSIC,47,181,94,24263,0,RU,0
178,spotify:track:0i8YObgqnjZYoYJOQbwLHq,"Poshlaya Molly, Eldzhey",Дом Периньон,DROPBLED,5,118,38,24236,0,RU,0
179,spotify:track:7q8jzypmJPGTsph168wWjt,MACAN,Кино,GOLDEN SOUND,44,159,97,24164,0,RU,0
180,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,129,172,16,24125,0,0,OTHER
181,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,KIDinaKORNER/Interscope Records,114,-1,4,24125,0,0,OTHER
182,spotify:track:51K6oQ8WNneTfUaaQnzQdq,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,"Streaming Club, under exclusive license to Rhymes Music Inc.",140,-1,8,24120,0,RU,0
183,spotify:track:5hxOo9pCGL5lYvLP5dMy9y,Платина,Бандана,РНБ КЛУБ,103,192,60,23870,0,RU,0
184,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,11,190,28,23868,0,0,OTHER
185,spotify:track:1cM6fsR7qJbls7CkU2Hway,Valentin Strykalo,Кайен,Валентин Стрыкало,75,196,21,23662,UA,0,0
186,spotify:track:1DNfspfRRy59nYnxAVeqK0,LIZER,Между Нами,Warner Music Russia,85,173,42,23609,0,RU,0
187,spotify:track:7I4ibsZgwuf46g0xHuTC8s,BONES,HDMI,TeamSESH,128,187,27,23511,0,0,OTHER
188,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,13,193,39,23495,0,0,OTHER
189,spotify:track:6p9KkBAfxdiulHJWBBj5OK,Автостопом по фазе сна,Опианариум,Sony Music Entertainment,159,185,14,23261,0,RU,0
