rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,astral step,shadowraze,244950,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
2,МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,203008,https://open.spotify.com/track/0ZGHCIFlJWqwB4TpG8LFbe,,,,0,RU,0
3,баночка с окурками,КОСМОНАВТОВ НЕТ,186152,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
4,ПОЧЕМУ?,MORGENSHTERN,161402,https://open.spotify.com/track/6TYmpWMxhqv0TVtiAIwzBW,,,,0,RU,0
5,Кожура,ZAPOMNI,160771,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
6,Фотографирую закат,fem.love,154081,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
7,Лёд,WENARO,144412,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
8,99 Problems,Big Baby Tape,138415,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
9,Million,Big Baby Tape,128438,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
10,плачь,rizza,125305,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
11,Bandana,Big Baby Tape,120997,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
12,Барбисайз,Дора,107593,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
13,juggernaut (Prod. by PLVSTIC),shadowraze,105585,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
14,Лифон,uniqe,104246,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
15,shadowfiend,shadowraze,104074,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
16,ВЛЮБИЛАСЬ,Big Baby Tape,98694,https://open.spotify.com/track/3bbkkPpf8AdRU6DurnvoC4,,,,0,RU,0
17,psiblades,shadowraze,95352,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
18,Marmalade,Miyagi & Andy Panda,93176,https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,,,,0,RU,0
19,ТОЛПЫ КРИЧАТ,uniqe,92048,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
20,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,91555,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,,,,0,0,OTHER
21,Буревестник,Miyagi & Andy Panda,90685,https://open.spotify.com/track/0YMRW5mlu9bUCWeRMZfB32,,,,0,RU,0
22,1000-7,shadowraze,86953,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
23,Aomine Daiki,quiizzzmeow,84163,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
24,Baby mama,Skryptonite,78063,https://open.spotify.com/track/5X33A2X2OuQXUOKhawWCMm,,,,0,RU,0
25,Вина (feat. 17 SEVENTEEN),OG Buda,76786,https://open.spotify.com/track/1Kp2TF4fFYjJPqEMf1U0RK,,,,0,RU,0
26,Close Eyes,DVRST,75467,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,,,,0,RU,0
27,TRAXXXMANIA,GONE.Fludd,74199,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,,,,0,RU,0
28,тпм,КОСМОНАВТОВ НЕТ,73498,https://open.spotify.com/track/2UxHaQdCaLxLMsVWOHg72M,,,,0,RU,0
29,Домино,FACE,72712,https://open.spotify.com/track/6GyZQ9o0dBU9V0NIjGPz2r,,,,0,RU,0
30,СОЛНЦЕ МОНАКО,Lusia Chebotina,72512,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,,,,0,RU,0
31,STAY (with Justin Bieber),The Kid LAROI,71508,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,,,,0,0,OTHER
32,abcdefu,GAYLE,69676,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,,,,0,0,OTHER
33,Звезда упала,Sqwore,68640,https://open.spotify.com/track/2398GSLbctyjLClJrqskt2,,,,0,RU,0
34,1000-7,fem.love,67523,https://open.spotify.com/track/2L2iWhBsyosVcxx36iurfa,,,,0,RU,0
35,Привет,Kambulat,66046,https://open.spotify.com/track/2INWHGzw5qTbdeLDARChfe,,,,0,RU,0
36,untitled,semmmyq,66043,https://open.spotify.com/track/0z58HQdBeOGPCveLYfX6lO,,,,0,RU,0
37,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,65688,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,,,,0,0,OTHER
38,сети,quiizzzmeow,65355,https://open.spotify.com/track/2mKa6WpSZ97avRyIlPKRK8,,,,0,RU,0
39,кладбище,вышел покурить,65054,https://open.spotify.com/track/1xASDcZcb869OkSu86Wbw8,,,,0,RU,0
40,Дорадура,Дора,64995,https://open.spotify.com/track/4mTPviBGRgjPxeaQFnBDW3,,,,0,RU,0
41,Рассвет,КАКАЯ РАЗНИЦА,63810,https://open.spotify.com/track/0VGLb6IeeG5ZqonN5EavDu,,,,0,RU,0
42,Я всё решу (Intro),ZAPOMNI,63422,https://open.spotify.com/track/3sRsr0TzQ1gMEEzJfWf9cW,,,,0,RU,0
43,Сан Ларан,Платина,62921,https://open.spotify.com/track/07OqyOeHz7LOGVuXUx4pr3,,,,0,RU,0
44,Sacrifice,The Weeknd,62908,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU,,,,0,0,OTHER
45,Домой,MORGENSHTERN,60314,https://open.spotify.com/track/5bA2HBafCfregvLZV4idXb,,,,0,RU,0
46,Башня,Даня Милохин,60079,https://open.spotify.com/track/7gPyGGhy2cVVVOq5V5jUt4,,,,0,RU,0
47,Internal,Rogue Dave,58068,https://open.spotify.com/track/5VIR1O2q6JhcugcuOeYpO8,,,,0,0,OTHER
48,Mama Makusa,Big Baby Tape,57803,https://open.spotify.com/track/6h2f5GrfpXo6eZCxUdzvF2,,,,0,RU,0
49,Дежавю,kizaru,57018,https://open.spotify.com/track/1GOiMxQXZUzjzH0Sxpck0B,,,,0,RU,0
50,Патрон,Miyagi & Andy Panda,56966,https://open.spotify.com/track/3uCth4TIWyeQDnj3YbAVQB,,,,0,RU,0
51,Трахаца,ЛЯЛЬКА,56303,https://open.spotify.com/track/46676b6dbunL2OgPGQw5sv,,,,0,RU,0
52,Softcore,The Neighbourhood,56202,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,,,,0,0,OTHER
53,Кукла колдуна,Korol i Shut,54947,https://open.spotify.com/track/2DYzsMQpO7xOw7b3JwyIWP,,,,0,RU,0
54,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,54216,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
55,Я пиздатый,LIL MORTY,53979,https://open.spotify.com/track/1MiUVjoHt4jiskDrt2ZHrq,,,,0,RU,0
56,Гуси,Wellboy,53492,https://open.spotify.com/track/0NPRigM2lZGGFW3OD48g43,,,,UA,0,0
57,ты похож на кота,zhanulka,52251,https://open.spotify.com/track/1AbuUhtugvlVM4N6EZUjyz,,,,0,RU,0
58,After Dark,Mr.Kitty,52010,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,,,,0,0,OTHER
59,Big Tymers,Big Baby Tape,51631,https://open.spotify.com/track/66jiJ5DX54pWNBL2Vt2859,,,,0,RU,0
60,Heat Waves,Glass Animals,51628,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,,,,0,0,OTHER
61,Sweater Weather,The Neighbourhood,50757,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,,,,0,0,OTHER
62,Как тебя покорить,Перемотка,49847,https://open.spotify.com/track/1CqOEa4NIRBaWR6sNHTDTo,,,,0,RU,0
63,Первый раз - remix nevroz,JojoHF,49828,https://open.spotify.com/track/1zE2dRkxtOLEOubAmqcHX3,,,,0,RU,0
64,Brooklyn,Miyagi & Andy Panda,49682,https://open.spotify.com/track/6WX6YUtobLydEjuvFqVggj,,,,0,RU,0
65,MIDDLE OF THE NIGHT,Elley Duhé,48775,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,,,,0,0,OTHER
66,Do It To It,ACRAZE,48137,https://open.spotify.com/track/20on25jryn53hWghthWWW3,,,,0,0,OTHER
67,Rampampam,Minelli,48122,https://open.spotify.com/track/1esZgaqm0YKN87CIP3orJ3,,,,0,0,OTHER
68,Toxic,BoyWithUke,47656,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,,,,0,0,OTHER
69,Ghoul,Twinky,47590,https://open.spotify.com/track/2diJF8UbIsmOilJU3BTTyM,,,,0,RU,0
70,Танцы,ssshhhiiittt!,47399,https://open.spotify.com/track/5hY09NvKjD3gBQS3qhriXD,,,,0,RU,0
71,Холодное оружие,Sqwore,47184,https://open.spotify.com/track/1qNe5rzjYah7emeSt96L6n,,,,0,RU,0
72,Положение,Skryptonite,46488,https://open.spotify.com/track/1hfISzdAwnywAKxaSpfloo,,,,0,RU,0
73,Dirrt,Big Baby Tape,46482,https://open.spotify.com/track/0h3jDrGXvkETn0xJRcZOJ9,,,,0,RU,0
74,Jungle,Emma Louise,46114,https://open.spotify.com/track/5sAYqcQTEQbTbxdcqI4b8v,,,,0,0,OTHER
75,Демоны,Три дня дождя,46027,https://open.spotify.com/track/4H15QMzixtVgXvaLPzXN3V,,,,0,RU,0
76,Дом Периньон,Poshlaya Molly,46023,https://open.spotify.com/track/0i8YObgqnjZYoYJOQbwLHq,,,,0,RU,0
77,toxin,Benedixhion,46021,https://open.spotify.com/track/79i617mqpQLwUs3WTokYX9,,,,0,0,OTHER
78,Динозаврики,Папин Олимпос,45865,https://open.spotify.com/track/4tP3JZw4NcKQJitu7F3SCa,,,,0,RU,0
79,No Love,АДЛИН,45027,https://open.spotify.com/track/03TPcM9vWUmc8y6LkJAzwJ,,,,0,RU,0
80,LIPSI HA,INSTASAMKA,44954,https://open.spotify.com/track/54ZhPL5soHKDxg9a5wizPv,,,,0,RU,0
81,So Icy Nihao,Big Baby Tape,44744,https://open.spotify.com/track/5Wr1F6BoB9BQ4wtlefGpK3,,,,0,RU,0
82,ночь,ooes,44365,https://open.spotify.com/track/0Mfjy6p9vZsfzbQReWdooZ,,,,0,RU,0
83,Снова обогнал их,uglystephan,44138,https://open.spotify.com/track/2ZTJxMmPZizet6NSJmSezo,,,,0,RU,0
84,зима,ooes,43986,https://open.spotify.com/track/0cOftxEWGyu4XAqEsqmdWS,,,,0,RU,0
85,Погоди,DSPRITE,43807,https://open.spotify.com/track/5sJt5rmSaKTQyAymKx6e1W,,,,0,RU,0
86,Ride Or Die,Big Baby Tape,43313,https://open.spotify.com/track/5shMiLCYjeNGe1WKikPg6T,,,,0,RU,0
87,Шнурки,METAN,43309,https://open.spotify.com/track/4lBbG8BHYRvJAJE25bEMIm,,,,0,RU,0
88,Люди,Дайте танк (!),42879,https://open.spotify.com/track/3rpi29kD9YUDwXz1yhjS7Q,,,,0,RU,0
89,Blinding Lights,The Weeknd,42762,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,,,,0,0,OTHER
90,Minor,Miyagi & Andy Panda,42555,https://open.spotify.com/track/5m5rShfBQk4UpG7vpsEKzf,,,,0,RU,0
91,Танцуй сама,Skryptonite,42399,https://open.spotify.com/track/6nvXTYOmS7ES6BWuRASHHL,,,,0,RU,0
92,Днями-ночами,pyrokinesis,42051,https://open.spotify.com/track/04gmklgYhNhZxRnAvSofoE,,,,0,RU,0
93,Phonky Town,PlayaPhonk,41858,https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv,,,,0,0,OTHER
94,Буква Х,Scally Milano,41787,https://open.spotify.com/track/320b8n5Ew9RgzDP67tVIx1,,,,0,RU,0
95,Замигает свет,KENTUKKI,41684,https://open.spotify.com/track/0EDYTUzZPOcxUkki7HcHgV,,,,0,RU,0
96,Птичка,HammAli & Navai,41597,https://open.spotify.com/track/6Abmb1Nh7Bc5U6o4iEgSDH,,,,0,RU,0
97,I WANNA BE YOUR SLAVE,Måneskin,41327,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,,,,0,0,OTHER
98,ФИТИЛЬ,3TERNITY,41131,https://open.spotify.com/track/1YADTnjt9bhRYc2Qm6ymDn,,,,0,RU,0
99,Миллионы,THRILL PILL,40901,https://open.spotify.com/track/3F3bEnE5mney9PyuFU7LS8,,,,0,RU,0
100,Колхозник,Mnogoznaal,40650,https://open.spotify.com/track/19guFw87TvSkoxnC9EBu2Y,,,,0,RU,0
101,The Business,Tiësto,39723,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,,,,0,0,OTHER
102,Пополам,BRANYA,39717,https://open.spotify.com/track/0nqWnlvSpyqbk2Xp9mncVL,,,,0,RU,0
103,Bad Habits,Ed Sheeran,39696,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,,,,0,0,OTHER
104,Infinity,Jaymes Young,38933,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,,,,0,0,OTHER
105,Плакала,Lesha Svik,38898,https://open.spotify.com/track/3OT5C10nU53DceMzR90dUf,,,,0,RU,0
106,Sahara,Hensonn,38738,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,,,,UA,0,0
