rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,showdown,shadowraze,274822,https://open.spotify.com/track/48fzAdCxamFYCHNXXLk6zn,,,,0,RU,0
2,astral step,shadowraze,159783,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
3,12,MORGENSHTERN,155686,https://open.spotify.com/track/2B9N1fCinwxEo89GcDGB5I,,,,0,RU,0
4,Stefania (Kalush Orchestra),KALUSH,122454,https://open.spotify.com/track/0unPBMjVwn0HpWget3DBze,,,,UA,0,0
5,adaptive strike,shadowraze,108938,https://open.spotify.com/track/5jXocrsUwpKwWyI5BZLKFA,,,,0,RU,0
6,Putin,Cypis,97940,https://open.spotify.com/track/3lCZxajTCSYR5OnHPEfa2v,,,,0,0,OTHER
7,Лёд,WENARO,94410,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
8,never enough,zxcursed,88622,https://open.spotify.com/track/48jRCynldeK3WQbvd3jr73,,,,0,RU,0
9,shadowfiend,shadowraze,84480,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
10,Фотографирую закат,fem.love,81620,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
11,juggernaut (Prod. by PLVSTIC),shadowraze,80354,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
12,шо ви браття,jockii druce,77340,https://open.spotify.com/track/0cCXLN9eUn6dmAgDPpZaJV,,,,UA,0,0
13,psiblades,shadowraze,71238,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
14,Another Love,Tom Odell,69272,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,,,,0,0,OTHER
15,плачь,rizza,69136,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
16,Yeyo!,Шайни,68033,https://open.spotify.com/track/4jvw60Iw8LpSRJwy1sOmoB,,,,0,RU,0
17,1000-7,shadowraze,67599,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
18,Aomine Daiki,quiizzzmeow,67587,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
19,ТОЛПЫ КРИЧАТ,uniqe,63185,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
20,Додому (feat. Skofka),KALUSH,61390,https://open.spotify.com/track/7kKTYTHULdERuHGCkVyLVD,,,,UA,0,0
21,ЛАБИРИНТ,FACE,59911,https://open.spotify.com/track/7biChppM3c8q7qcVl7ceb2,,,,0,RU,0
22,99 Problems,Big Baby Tape,58343,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
