rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
53,Phonky Town,PlayaPhonk,38037,https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv,,,,0,0,OTHER
54,Faded,BUSHIDO ZHO,37531,https://open.spotify.com/track/57TwN5BQLPXTlDT6e2bVZf,,,,0,RU,0
55,Місто весни,Okean Elzy,37053,https://open.spotify.com/track/56wSomSllGESHGhcfHrvEw,,,,UA,0,0
56,Marmalade,Miyagi & Andy Panda,36999,https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,,,,0,RU,0
57,SHAKE,INSTASAMKA,36508,https://open.spotify.com/track/6ljlpspxptHxDmYfR3NW2O,,,,0,RU,0
58,макинтош бизнес онли,BUSHIDO ZHO,36187,https://open.spotify.com/track/4v2RVsMWMLpzpmKq3THgFc,,,,0,RU,0
59,#ПОШТА,Jerry Heil,35837,https://open.spotify.com/track/1n7AVWNbLx5OUhItzDTj4A,,,,UA,0,0
60,untitled,semmmyq,35739,https://open.spotify.com/track/0z58HQdBeOGPCveLYfX6lO,,,,0,RU,0
61,Танцы,ssshhhiiittt!,35700,https://open.spotify.com/track/5hY09NvKjD3gBQS3qhriXD,,,,0,RU,0
62,TRAXXXMANIA,GONE.Fludd,35100,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,,,,0,RU,0
63,За цвет голубых очей (Remix),Adecvat_production,34882,https://open.spotify.com/track/1pA2xy2nV5JjIjJxe5mhZE,,,,0,RU,0
64,В диапазоне,Pornofilmy,34358,https://open.spotify.com/track/1cmIuauHOxvxzTCFXFnNRL,,,,0,RU,0
65,STAY (with Justin Bieber),The Kid LAROI,33966,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,,,,0,0,OTHER
66,2 дні,LAUD,33921,https://open.spotify.com/track/7GFeKobpFEF8PmecVHgJ3X,,,,UA,0,0
67,ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,33921,https://open.spotify.com/track/3oIvvpkmjxdzd7NYNg5fxm,,,,0,RU,0
68,баночка с окурками,КОСМОНАВТОВ НЕТ,33505,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
69,Обійми,Okean Elzy,33135,https://open.spotify.com/track/5561HkcMU0A4i3D6Tlsxhe,,,,UA,0,0
70,Лифон,uniqe,32966,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
71,Sweater Weather,The Neighbourhood,32924,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,,,,0,0,OTHER
72,Override,KSLV Noh,32604,https://open.spotify.com/track/0KYvs7DKC7Cl5IHmwpP13f,,,,0,0,OTHER
73,Baby mama,Skryptonite,32380,https://open.spotify.com/track/5X33A2X2OuQXUOKhawWCMm,,,,0,RU,0
74,Freaks,Surf Curse,31854,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr,,,,0,0,OTHER
75,Vlone,FACE,31826,https://open.spotify.com/track/6qZra71fzsZOgmCPwzBKLt,,,,0,RU,0
76,1000-7,fem.love,31768,https://open.spotify.com/track/2L2iWhBsyosVcxx36iurfa,,,,0,RU,0
77,Softcore,The Neighbourhood,30648,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,,,,0,0,OTHER
78,Файна (feat. Skofka),KALUSH,30467,https://open.spotify.com/track/3EkGH0yreaWUFAXBil8rmH,,,,UA,0,0
79,Привет,Kambulat,30400,https://open.spotify.com/track/2INWHGzw5qTbdeLDARChfe,,,,0,RU,0
80,Не стій під вікном,Руся,30382,https://open.spotify.com/track/5HbFSEy7XPxGDrRoaLZDXs,,,,UA,0,0
81,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,30119,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,,,,0,0,OTHER
82,Я пиздатый,LIL MORTY,30112,https://open.spotify.com/track/1MiUVjoHt4jiskDrt2ZHrq,,,,0,RU,0
83,Ау,10AGE,30007,https://open.spotify.com/track/6RmlamfS2Supq8wARlY0QQ,,,,0,RU,0
84,Таблетка,PLOHOYPAREN,29943,https://open.spotify.com/track/0fLampmh4qsOLGitXM171a,,,,0,RU,0
85,Патрон,Miyagi & Andy Panda,29602,https://open.spotify.com/track/3uCth4TIWyeQDnj3YbAVQB,,,,0,RU,0
86,Инкассатор,ROCKET,29587,https://open.spotify.com/track/4DcMqvjv5pcYVu9jTBhpDH,,,,0,RU,0
87,Без бою,Okean Elzy,29504,https://open.spotify.com/track/0Y5i43d7YtHWyYulOojDXP,,,,UA,0,0
88,Первый раз - remix nevroz,JojoHF,29304,https://open.spotify.com/track/1zE2dRkxtOLEOubAmqcHX3,,,,0,RU,0
89,Люди,Boombox,28941,https://open.spotify.com/track/0JqA8n5VF8GzM36YPyeKPE,,,,UA,0,0
90,Как тебя покорить,Перемотка,28831,https://open.spotify.com/track/1CqOEa4NIRBaWR6sNHTDTo,,,,0,RU,0
91,Барбисайз,Дора,28733,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
92,She Wants,ROCKET,28475,https://open.spotify.com/track/5XFPXH2ieaL05Xgsati1JJ,,,,0,RU,0
93,Антидепрессант,FACE,28390,https://open.spotify.com/track/26yvlxKTtN2u3mpbl6AIeI,,,,0,RU,0
94,Кукла колдуна,Korol i Shut,28381,https://open.spotify.com/track/2DYzsMQpO7xOw7b3JwyIWP,,,,0,RU,0
95,abcdefu,GAYLE,28051,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,,,,0,0,OTHER
96,Star Shopping,Lil Peep,27468,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,,,,0,0,OTHER
97,Тп на аме,СЕРЕГА ПИРАТ,27464,https://open.spotify.com/track/4stWOQpaEynPUlVAb4Jtw9,,,,0,RU,0
98,вопрос,вышел покурить,27392,https://open.spotify.com/track/0OQf2nxEo29HqO4iUuHCov,,,,0,RU,0
99,Звезда упала,Sqwore,27316,https://open.spotify.com/track/2398GSLbctyjLClJrqskt2,,,,0,RU,0
100,Автозак,Zhadan i Sobaky,27260,https://open.spotify.com/track/1GT4VFRNFDAwmbhztzKgMT,,,,UA,0,0
101,22,YARMAK,27095,https://open.spotify.com/track/7651rU1gh2zSe0wP82ciHp,,,,UA,0,0
102,Човен,Odyn v Kanoe,26912,https://open.spotify.com/track/12L3PRi1KaDiCPhFngI6Al,,,,UA,0,0
103,Буде весна,MAX BARSKIH,26824,https://open.spotify.com/track/16NGHIeBR9Dxx0xKe0vByC,,,,UA,0,0
104,24 на 7,FACE,26807,https://open.spotify.com/track/2am944KUlJJbeXQ4nm1ipw,,,,0,RU,0
105,8-Ий Колір,Motor'Rolla,26517,https://open.spotify.com/track/5grohwSCKaYj35Ea8LjpUT,,,,UA,0,0
106,дети немой страны,конец солнечных дней,26444,https://open.spotify.com/track/1xwDjxLlGNxXiHYqltJvpH,,,,0,RU,0
107,Notion,The Rare Occasions,26198,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,,,,0,0,OTHER
108,Smells Like Teen Spirit - Remastered,Nirvana,26184,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu,,,,0,0,OTHER
109,Sahara,Hensonn,26107,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,,,,UA,0,0
110,Ребром,BUSHIDO ZHO,26030,https://open.spotify.com/track/2aQgGle0AyaUEA70sA9Nnf,,,,0,RU,0
111,Демоны,Три дня дождя,25906,https://open.spotify.com/track/4H15QMzixtVgXvaLPzXN3V,,,,0,RU,0
112,Таксі,KALUSH,25901,https://open.spotify.com/track/4qYAgZDdKIGf137Nbdw6gR,,,,UA,0,0
113,Mama Makusa,Big Baby Tape,25817,https://open.spotify.com/track/6h2f5GrfpXo6eZCxUdzvF2,,,,0,RU,0
114,SUICIDE YEAR,WEEDMANE,25583,https://open.spotify.com/track/6hRvewF5MRAsqqxnNs3z2b,,,,0,0,OTHER
115,Батареи,Нервы,25569,https://open.spotify.com/track/5VXf1XETOMtk0WZIT4Bw3M,,,,0,RU,0
116,ТАЙМАУТ,Nikitata,25560,https://open.spotify.com/track/175xPRXSrf7RSWdjAhc6oD,,,,0,RU,0
117,В Хлам,BUSHIDO ZHO,25556,https://open.spotify.com/track/7EreKVdQLrvIASwS37XDBb,,,,0,RU,0
118,KNIGHT,SHADXWBXRN,25524,https://open.spotify.com/track/3oN1sJcKLYbc8z4tO6sjVE,,,,0,RU,0
119,Миллионы,THRILL PILL,25479,https://open.spotify.com/track/3F3bEnE5mney9PyuFU7LS8,,,,0,RU,0
120,Динозаврики,Папин Олимпос,25403,https://open.spotify.com/track/4tP3JZw4NcKQJitu7F3SCa,,,,0,RU,0
121,Я всё решу (Intro),ZAPOMNI,25399,https://open.spotify.com/track/3sRsr0TzQ1gMEEzJfWf9cW,,,,0,RU,0
122,ПОЧЕМУ?,MORGENSHTERN,25342,https://open.spotify.com/track/6TYmpWMxhqv0TVtiAIwzBW,,,,0,RU,0
123,ODIUM,LXST CXNTURY,25309,https://open.spotify.com/track/4yyX0nJqMpqaubcGdGsxx9,,,,0,RU,0
124,сети,quiizzzmeow,25298,https://open.spotify.com/track/2mKa6WpSZ97avRyIlPKRK8,,,,0,RU,0
125,ночь,ooes,25244,https://open.spotify.com/track/0Mfjy6p9vZsfzbQReWdooZ,,,,0,RU,0
126,ДРЕССКОД,Nikitata,25080,https://open.spotify.com/track/1QyvurbWtrlEUK1ZnyHsyH,,,,0,RU,0
127,PRINCE OF DARKNESS,SHADXWBXRN,25041,https://open.spotify.com/track/3F8ydJz1se1vIxZTRcRjIJ,,,,0,RU,0
128,Вишнi,Wellboy,24962,https://open.spotify.com/track/1xHs6PLjlvqihewyitoP3A,,,,UA,0,0
129,Revenge,XXXTENTACION,24901,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,,,,0,0,OTHER
130,Дорадура,Дора,24602,https://open.spotify.com/track/4mTPviBGRgjPxeaQFnBDW3,,,,0,RU,0
131,На небі,Okean Elzy,24567,https://open.spotify.com/track/307BZpDAtO3OwRs2wrV1S9,,,,UA,0,0
132,Вина (feat. 17 SEVENTEEN),OG Buda,24350,https://open.spotify.com/track/1Kp2TF4fFYjJPqEMf1U0RK,,,,0,RU,0
133,Big Tymers,Big Baby Tape,24345,https://open.spotify.com/track/66jiJ5DX54pWNBL2Vt2859,,,,0,RU,0
134,Так гріє,Valentin Strykalo,24301,https://open.spotify.com/track/1qC93FzhcsGUFG2ZvcQzrT,,,,UA,0,0
135,Infinite Tsukuyomi,ROCKET,24288,https://open.spotify.com/track/1w6yKhAgRhIaZhsWEay2H3,,,,0,RU,0
136,Люди,Дайте танк (!),24238,https://open.spotify.com/track/3rpi29kD9YUDwXz1yhjS7Q,,,,0,RU,0
137,MANIAC,Stray Kids,24226,https://open.spotify.com/track/7BDHDiidJ8WV349p3HTxTV,,,,0,0,OTHER
138,No Love,АДЛИН,24164,https://open.spotify.com/track/03TPcM9vWUmc8y6LkJAzwJ,,,,0,RU,0
139,Давай начистоту (feat. Skofka),KALUSH,24159,https://open.spotify.com/track/3ICTmbm0RyjP8qQjUYHxB1,,,,UA,0,0
140,Дом Периньон,Poshlaya Molly,24061,https://open.spotify.com/track/0i8YObgqnjZYoYJOQbwLHq,,,,0,RU,0
141,Hard Drive,Griffinilla,24059,https://open.spotify.com/track/4xx37dCWh0zxsWsq4zg6GF,,,,0,0,OTHER
142,Tom's Diner,AnnenMayKantereit,23931,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP,,,,0,0,OTHER
143,СОЛНЦЕ МОНАКО,Lusia Chebotina,23789,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,,,,0,RU,0
144,Вона,Taras Chubay,23558,https://open.spotify.com/track/1qDqswcqJ7QxtbVlDv5P6W,,,,UA,0,0
145,.logicx,BUSHIDO ZHO,23474,https://open.spotify.com/track/5csTYqPNsPECtmuw758mWi,,,,0,RU,0
146,Scary Garry,Kaito Shoma,23450,https://open.spotify.com/track/658QJ4p8WcbT3O7iWLpO1D,,,,0,RU,0
147,Я з україни,Мері,23428,https://open.spotify.com/track/2hTwzEEN5XJGJzKjOYLbYa,,,,UA,0,0
148,СТОМАТОЛОГИЧКА,163ONMYNECK,23302,https://open.spotify.com/track/1GAQCGqNVPWbM7Qm1cbi62,,,,0,RU,0
149,Холодное оружие,Sqwore,23129,https://open.spotify.com/track/1qNe5rzjYah7emeSt96L6n,,,,0,RU,0
150,засыпай,ssshhhiiittt!,23086,https://open.spotify.com/track/5U6sM9kRxOJ2dXPyUT4w7l,,,,0,RU,0
151,Disaster,KSLV Noh,23034,https://open.spotify.com/track/0PGAJ37n4O2AslZosr1YGx,,,,0,0,OTHER
152,Separatist,Medovyi Polyn,23019,https://open.spotify.com/track/1RqjijshsZOAFykrr7WDIr,,,,UA,0,0
153,Хвилi (feat. Jerry Heil),KALUSH,23016,https://open.spotify.com/track/0fQ4uYwlzD6TYVobAoz8Qt,,,,UA,0,0
154,Нервы,Нервы,22978,https://open.spotify.com/track/70qbqCW6z92WESMZC1opsd,,,,0,RU,0
155,Nozzy Bossy,Wellboy,22918,https://open.spotify.com/track/1llPAwXXqcuBGvd1WtFsot,,,,UA,0,0
156,Ghoul,Twinky,22846,https://open.spotify.com/track/2diJF8UbIsmOilJU3BTTyM,,,,0,RU,0
157,Devil Eyes,ZODIVK,22740,https://open.spotify.com/track/04cMUwER7r2VwqMCj4kYJ9,,,,0,RU,0
158,Пополам,BRANYA,22673,https://open.spotify.com/track/0nqWnlvSpyqbk2Xp9mncVL,,,,0,RU,0
159,"Старі фотографії - із к/ф ""Я, ""Побєда"" і Берлін""",MONATIK,22656,https://open.spotify.com/track/4yqnxV2zcd2wWE8nFGpZgA,,,,UA,0,0
160,Почему ты еще не фанат?,СЕРЕГА ПИРАТ,22648,https://open.spotify.com/track/51K6oQ8WNneTfUaaQnzQdq,,,,0,RU,0
161,u.,niteboi,22615,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i,,,,0,RU,0
162,Забирай всё что хочешь,FACE,22608,https://open.spotify.com/track/10366E7kt5R1lTzz1vfENZ,,,,0,RU,0
163,"Хто, як не ти?",Khrystyna Soloviy,22546,https://open.spotify.com/track/1Re4DWmjTSYymDL3SpRE7c,,,,UA,0,0
164,Bones,Imagine Dragons,22532,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G,,,,0,0,OTHER
165,Rock,BUSHIDO ZHO,22406,https://open.spotify.com/track/7jvJTnGq9lmiNXMh896TvV,,,,0,RU,0
166,Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix,MORGENSHTERN,22404,https://open.spotify.com/track/5MAQgObkQo8YHICDRqdYcg,,,,0,RU,0
167,зима,ooes,22279,https://open.spotify.com/track/0cOftxEWGyu4XAqEsqmdWS,,,,0,RU,0
168,Brooklyn,Miyagi & Andy Panda,22236,https://open.spotify.com/track/6WX6YUtobLydEjuvFqVggj,,,,0,RU,0
169,Blinding Lights,The Weeknd,22195,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,,,,0,0,OTHER
170,Кайен,Valentin Strykalo,22154,https://open.spotify.com/track/1cM6fsR7qJbls7CkU2Hway,,,,UA,0,0
171,Я так хочу...,Okean Elzy,22141,https://open.spotify.com/track/26m8YCzG7pNULecmoI5Ntt,,,,UA,0,0
172,Кино,MACAN,22118,https://open.spotify.com/track/7q8jzypmJPGTsph168wWjt,,,,0,RU,0
173,Cumback,Nekoglai,22070,https://open.spotify.com/track/0miDZPhTC5rLUc514v6Pck,,,,0,RU,0
174,Положение,Skryptonite,22028,https://open.spotify.com/track/1hfISzdAwnywAKxaSpfloo,,,,0,RU,0
175,надежда,ssshhhiiittt!,21986,https://open.spotify.com/track/5axNFRXx6NST1qeRolD8E9,,,,0,RU,0
176,Буква Х,Scally Milano,21979,https://open.spotify.com/track/320b8n5Ew9RgzDP67tVIx1,,,,0,RU,0
177,Сан Ларан,Платина,21967,https://open.spotify.com/track/07OqyOeHz7LOGVuXUx4pr3,,,,0,RU,0
178,Снова обогнал их,uglystephan,21919,https://open.spotify.com/track/2ZTJxMmPZizet6NSJmSezo,,,,0,RU,0
179,Jealous,Eyedress,21816,https://open.spotify.com/track/1aXV8GrmQLvgoFtBPERP7E,,,,0,0,OTHER
180,Toxic,BoyWithUke,21781,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,,,,0,0,OTHER
181,За всех,MACAN,21723,https://open.spotify.com/track/7uJlcGDXjx8Ha6t8kWFlxf,,,,0,RU,0
182,ПНХ,BOTASHE,21681,https://open.spotify.com/track/51347fxVTJWFi9mIw8mTGb,,,,UA,0,0
183,toxin,Benedixhion,21645,https://open.spotify.com/track/79i617mqpQLwUs3WTokYX9,,,,0,0,OTHER
184,KILLKA,Ghostface Playa,21622,https://open.spotify.com/track/3SQV31uJMStclklmwxQHe1,,,,0,0,OTHER
185,HDMI,BONES,21609,https://open.spotify.com/track/7I4ibsZgwuf46g0xHuTC8s,,,,0,0,OTHER
186,Опианариум,Автостопом по фазе сна,21584,https://open.spotify.com/track/6p9KkBAfxdiulHJWBBj5OK,,,,0,RU,0
187,Something In The Way - Remastered,Nirvana,21573,https://open.spotify.com/track/2WL6GQzPuK9Nrpy9XwNEbz,,,,0,0,OTHER
188,Live Another Day,Kordhell,21553,https://open.spotify.com/track/34lfu3S4fIcKZRNXzbdbo7,,,,0,0,OTHER
189,спать с тобой,хочуспать,21477,https://open.spotify.com/track/0cXmD7OpJfjmKP7zlrMQHS,,,,0,RU,0
190,Я так соскучился,Pornofilmy,21476,https://open.spotify.com/track/6OMBhRhwg6cnWR9ghrTubA,,,,0,RU,0
191,Любила,Sasha Chemerov,21465,https://open.spotify.com/track/5qKLAXmy19fE0Z9vRbLFhz,,,,UA,0,0
192,Minor,Miyagi & Andy Panda,21406,https://open.spotify.com/track/5m5rShfBQk4UpG7vpsEKzf,,,,0,RU,0
193,Monday,ROCKET,21211,https://open.spotify.com/track/1AuvZZkmzlsArfACRNk97B,,,,0,RU,0
194,The Motto,Tiësto,21197,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO,,,,0,0,OTHER
195,Сам собі країна,Skryabin,21138,https://open.spotify.com/track/1DjPynhNFePUXjUswwgGHS,,,,UA,0,0
196,I WANNA BE YOUR SLAVE,Måneskin,21084,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,,,,0,0,OTHER
197,В новых адиках,FACE,21064,https://open.spotify.com/track/6VRdPW2Y7g7LufDPRXmbhr,,,,0,RU,0
198,Dirrt,Big Baby Tape,20899,https://open.spotify.com/track/0h3jDrGXvkETn0xJRcZOJ9,,,,0,RU,0
199,Я тебя люблю,Где Фантом?,20896,https://open.spotify.com/track/35LIFNsMZjGJhLvRYAYxTX,,,,0,RU,0
200,Money long,kizaru,20807,https://open.spotify.com/track/5bgOnX2KXKiC006R5hnHAJ,,,,0,RU,0
