rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,-1,1,155327,0,RU,0
2,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,CandyFlip Music,1,1,7,150679,0,RU,0
3,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,3,10,109726,0,RU,0
4,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,5,58,104492,UA,0,0
5,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,2,25,103966,UA,0,0
6,spotify:track:24s8SuDR01re1GxkELG7d0,ENLEO,інша любов,SADNESS RCRDS,6,8,3,100669,UA,0,0
7,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,7,9,16,98939,0,0,OTHER
8,spotify:track:1hnMLPOqTMV2gurNxOnsjK,"Jakone, A.V.G, Итачи",Курить,GS-Prod.,8,29,2,95608,0,RU,0
9,spotify:track:2DHX9faMGUQQTwD1Ot4ch2,INSTASAMKA,MONEYKEN LOVE,NaMneCash Music,5,6,4,95316,0,RU,0
10,spotify:track:2kWuVqpxPnj131Z53vxF98,"alyona alyona, Jerry Heil, ela.",KUPALA,Columbia Local,4,4,4,93794,UA,0,0
11,spotify:track:3NjAwkM75GH3cvfV9zRtv8,BUSHIDO ZHO,vodila,cplus,1,7,5,92182,0,RU,0
12,spotify:track:1x8o2E70kQnWm6pHW5ApOw,uglystephan archive,ahh,Mansion Music,12,35,3,88184,0,RU,0
13,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,12,14,86242,UA,0,0
14,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,11,7,85520,UA,0,0
15,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,13,12,85274,0,0,OTHER
16,spotify:track:1slchF9M94s4KRvvG6aOOd,"LOVV66, Платина",ВАЛЫНА,LOVV66,16,-1,1,85093,0,RU,0
17,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,17,-1,1,81972,UA,0,0
18,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,14,14,9,78931,0,0,OTHER
19,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,16,18,76588,0,0,OTHER
20,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,KOLA,Чи разом?,BEST MUSIC,13,25,9,75600,UA,0,0
21,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,22,22,74133,UA,0,0
22,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,15,22,74038,0,RU,0
23,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,18,25,70461,0,RU,0
24,spotify:track:6g42z2BRoSNf7hdmhcHCZt,LIL MORTY,G,Lil Morty,24,-1,1,70226,0,RU,0
25,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,19,10,70084,0,RU,0
26,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,12,23,93,69488,0,0,OTHER
27,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Parlophone UK,12,20,10,67044,0,0,OTHER
28,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,18,26,24,65995,UA,0,0
29,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,27,27,27,65524,0,RU,0
30,spotify:track:0pgbIUVOfAUml2rYrf4hcz,Clonnex,Codeinoslav,Lemniskata LLC,10,10,2,65077,UA,0,0
31,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,24,18,64913,UA,0,0
32,spotify:track:5IHRFEEHSVd8Ks1joLjZDq,"nkeeei, uniqe, ARTEM SHILOVETS, MAYOT",У У У,Flame Generation,7,17,6,63908,0,RU,0
33,spotify:track:64Qnw6jO2dnkjV9una5peq,"100лиця, SKYLERR",Вечорниці - Добрий день Everybody,Moon Vinyl s.r.o.,33,45,3,63831,UA,0,0
34,spotify:track:4m0ELYovhweZYdw4cCqVv0,INSTASAMKA,RARARA,NaMneCash Music,14,21,6,62687,0,RU,0
35,spotify:track:3MqaB8TndvgRZ1QSQXH7J7,SHUMEI,Біля тополі,Art Sound Media,35,40,5,62319,UA,0,0
36,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,36,46,61983,0,0,OTHER
37,spotify:track:42loxtj7bufLsPgZSl47I9,H8.HOOD,PHANTOM,H8.HOOD,37,-1,1,60544,0,RU,0
38,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,32,33,60389,UA,0,0
39,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,41,18,60174,0,RU,0
40,spotify:track:3YhFOvxeW3sCqbCtjnDdgK,Scally Milano,Недоволен,AMC MUSIC,30,30,3,59513,0,RU,0
41,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,34,40,58942,0,RU,0
42,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,42,18,56953,0,0,OTHER
43,spotify:track:0mOR5OSzH7zoBD36umptZD,EeOneGuy,Kyivstar,EeOneGuy,43,101,2,56238,UA,0,0
44,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,43,60,54413,0,RU,0
45,spotify:track:4tEr9oykqAlnLnaltbjoDe,To Eternity,Несмачний Мед,To Eternity,3,39,7,53981,UA,0,0
46,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,39,49,96,53517,0,0,OTHER
47,spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN,"Arut, Big Baby Tape",VLAGA,Bugatti Music,2,33,7,53393,0,RU,0
48,spotify:track:17SiOJ50b7dQU1ZSFtAXVc,"MORGENSHTERN, Aarne",DALEKO,Bugatti Music,3,31,4,52496,0,RU,0
49,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,44,75,50820,UA,0,0
50,spotify:track:0EgNmGWjnYm3FMyaOW5xsM,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,46,14,50431,UA,0,0
51,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,29,48,33,50411,0,RU,0
52,spotify:track:3yRDM5tBS7H8HG64y3x9kw,CHEEV,Гарно так,UMPG MUSIC,37,50,5,49733,UA,0,0
53,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,51,21,49570,UA,0,0
54,spotify:track:6KvQKU21c1ZGEoOajKfim0,Skofka,Не забудем і не пробачим,Columbia Local,54,58,6,48605,UA,0,0
55,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,59,45,48510,0,RU,0
56,spotify:track:00ZFbk7oYrtx8nup5y58BO,Маша Кондратенко,Ванька-Встанька,Маша Кондратенко,56,57,3,48200,UA,0,0
57,spotify:track:7xIlDDAM1RpASn4o16S2F3,"Мюслі UA, VASIA CHARISMA",Добрий день Everybody,мюслі UA,57,62,4,47844,UA,0,0
58,spotify:track:5Txeau6Fi96zS4THXUJ4w7,VISXGE,IMMACULATE,VISXGE,47,47,4,47844,UA,0,0
59,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,53,40,47776,0,0,OTHER
60,spotify:track:0IjCnXqJTlPElz8HmIiO9p,"The Limba, MORGENSHTERN",Известным,Bugatti Music,10,38,6,46578,0,RU,0
