rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:61BaxM1NIcadLu3gtWm2uT,"SadSvit, СТРУКТУРА ЩАСТЯ",Силуети,Svit music,1,2,7,181295,UA,0,0
2,spotify:track:7yBEKiv1LmO7GM4rOejhcW,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),1,1,5,176821,0,0,OTHER
3,spotify:track:1mAed61HkjfjJc5evljpNs,INSTASAMKA,ЗА ДЕНЬГИ ДА,NaMneCash Music,3,8,3,165506,0,RU,0
4,spotify:track:11BKm0j4eYoCPPpCONAVwA,Lady Gaga,Bloody Mary,Interscope,3,3,3,143579,0,0,OTHER
5,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,1,4,20,112491,UA,0,0
6,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,3,6,35,107480,0,0,OTHER
7,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,7,7,22,102799,0,0,OTHER
8,spotify:track:3XOcTnIA8aGpil8h76eH7N,zxcursed,mana break,A+,2,5,9,101655,0,RU,0
9,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,1,9,12,90910,0,0,OTHER
10,spotify:track:37F7E7BKEw2E4O2L7u0IEp,Freddie Dredd,Limbo,Doomshop Records/RCA Records,8,10,7,90405,0,0,OTHER
11,spotify:track:7krNeHssTmY3ijTox4OBbD,DOROFEEVA,Щоб не було,MOЗGI Entertainment,11,-1,1,82791,UA,0,0
12,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,12,23,35,80618,UA,0,0
13,spotify:track:5Zlb01Jcn0Ld49zazzZJSB,"TWISTED, Oliver Tree",WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,Artist Partner Group – FF10,11,11,7,78734,0,0,OTHER
14,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,12,77,72839,UA,0,0
15,spotify:track:3h9XZd7ZON6LubTC3AqwzT,Parfeniuk,Провела екскурсію,ShowTime Music,15,-1,1,72297,UA,0,0
16,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,14,26,71775,0,RU,0
17,spotify:track:4s1vFYAbvaSsy0gIjuqPuf,SOSKA 69,Басы долбят,KISS KOALA,6,15,7,71752,0,RU,0
18,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,2,13,9,71107,0,0,OTHER
19,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,16,29,69936,0,RU,0
20,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,17,19,68293,0,RU,0
21,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,16,20,115,66978,0,0,OTHER
22,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,8,18,31,66963,0,0,OTHER
23,spotify:track:5FkJHVudUByVjanCqFXRql,Mr.Kitty,After Dark,Juggernaut Music Group,12,21,112,66391,0,0,OTHER
24,spotify:track:6JrGELYUIbZvBV74j4Q5LN,ENLEO,інша любов,SADNESS RCRDS,6,19,22,64984,UA,0,0
25,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,22,37,62677,0,0,OTHER
