rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
28,spotify:track:42loxtj7bufLsPgZSl47I9,H8.HOOD,PHANTOM,H8.HOOD,16,16,4,70322,0,RU,0
29,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,18,35,27,70209,UA,0,0
30,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,14,30,12,69639,0,0,OTHER
31,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,12,27,96,67513,0,0,OTHER
32,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,36,36,66964,UA,0,0
33,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,42,49,66827,0,0,OTHER
34,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,26,26,30,65981,0,RU,0
35,spotify:track:1hnMLPOqTMV2gurNxOnsjK,"Jakone, A.V.G, Итачи",Курить,GS-Prod.,5,11,5,65562,0,RU,0
36,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,29,25,64882,0,RU,0
37,spotify:track:6KvQKU21c1ZGEoOajKfim0,Skofka,Не забудем і не пробачим,Columbia Local,37,38,9,62946,UA,0,0
38,spotify:track:6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,Radio Bemba,22,22,4,61864,0,0,OTHER
39,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,28,13,61719,0,RU,0
40,spotify:track:3yRDM5tBS7H8HG64y3x9kw,CHEEV,Гарно так,UMPG MUSIC,33,33,8,61142,UA,0,0
41,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,41,61,13,61053,UA,0,0
42,spotify:track:0EgNmGWjnYm3FMyaOW5xsM,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,60,17,59960,UA,0,0
43,spotify:track:6CgFrA9qNPFMlnL40LQ8qJ,Clonnex,Dripoholic,Lemniskata LLC,43,-1,1,58813,UA,0,0
44,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,37,21,56333,0,RU,0
45,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,46,21,56284,UA,0,0
46,spotify:track:33aN03SdPY7SyO7jAWMTwc,INSTASAMKA,BALANCE,NaMneCash Music,46,129,2,55996,0,RU,0
47,spotify:track:73HVRUpTeY48oFcc1RMfVs,Skofka,Ой на ой,Columbia Local,47,53,5,55822,UA,0,0
48,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,45,48,55509,0,RU,0
49,spotify:track:4m0ELYovhweZYdw4cCqVv0,INSTASAMKA,RARARA,NaMneCash Music,14,49,9,54429,0,RU,0
50,spotify:track:7mwifeICJFfHpwKWPh4rjA,Clonnex,Banyak,Lemniskata LLC,50,-1,1,54161,UA,0,0
51,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Parlophone UK,12,41,13,54030,0,0,OTHER
52,spotify:track:00I0reI4XO1h9goVaUbN9d,Clonnex,Popa Yana,Lemniskata LLC,52,-1,1,53412,UA,0,0
53,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,54,24,52904,UA,0,0
54,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,56,24,52854,UA,0,0
55,spotify:track:3bKxhUuoRvSRwIdyZfQa3F,"Artem Pivovarov, DOROFEEVA",Думи,MOЗGI Entertainment,55,62,12,52398,UA,0,0
56,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,52,63,50196,0,RU,0
57,spotify:track:3voddQQlt5fKj6ZPwDxVpy,Clonnex,Vid`moiob,Lemniskata LLC,57,-1,1,50170,UA,0,0
58,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,50,43,50154,0,RU,0
59,spotify:track:3YhFOvxeW3sCqbCtjnDdgK,Scally Milano,Недоволен,AMC MUSIC,30,48,6,49583,0,RU,0
60,spotify:track:3sYyBDC4zPM3UZsgUfPhbb,"Jerry Heil, Verka Serduchka",#МОСКАЛЬ_НЕКРАСІВИЙ,Universal Music Polska Sp. z o.o.,41,72,16,48940,UA,0,0
61,spotify:track:7uHFrsclJjAhONLcc8grZU,"VovaZiLvova, Morphom",Шукав тебе. Знайшов тебе,Hitwonder,61,95,14,48841,UA,0,0
62,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,39,51,99,48633,0,0,OTHER
63,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,58,43,48374,0,0,OTHER
64,spotify:track:7xIlDDAM1RpASn4o16S2F3,"Мюслі UA, VASIA CHARISMA",Добрий день Everybody,мюслі UA,57,59,7,48337,UA,0,0
65,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,44,69,23,48115,UA,0,0
66,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,65,19,48013,UA,0,0
67,spotify:track:5BvKkMNYoZYYeTGVFhjlRv,Jerry Heil,Кохайтеся Чорнобриві,Universal Music Polska Sp. z o.o.,67,76,2,47309,UA,0,0
68,spotify:track:0wGbyS1tExQSwOYu6UceyE,"ONIMXRU, SMITHMANE",SHADOW,ONIMXRU x SMITHMANE,68,158,2,47300,0,RU,0
69,spotify:track:1lf0coB1tmgEcGHBHoArJA,Boulevard Depo,AYОЙ,Boulevard Depo,69,-1,1,46723,0,RU,0
70,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,65,73,5,45436,0,0,OTHER
71,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,63,21,45274,0,0,OTHER
72,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,78,30,45138,UA,0,0
73,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,71,27,44781,UA,0,0
74,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,70,40,44324,UA,0,0
75,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,92,26,43968,UA,0,0
76,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,29,68,36,43189,0,RU,0
77,spotify:track:00ZFbk7oYrtx8nup5y58BO,Маша Кондратенко,Ванька-Встанька,Маша Кондратенко,49,64,6,43155,UA,0,0
78,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,89,78,42912,UA,0,0
79,spotify:track:3gtOXzaB4v6CFeQcIIS6JP,Artem Pivovarov,Ой на горі,BEST MUSIC,76,114,6,42878,UA,0,0
80,spotify:track:4tEr9oykqAlnLnaltbjoDe,To Eternity,Несмачний Мед,To Eternity,3,75,10,42787,UA,0,0
81,spotify:track:5IHRFEEHSVd8Ks1joLjZDq,"nkeeei, uniqe, ARTEM SHILOVETS, MAYOT",У У У,Flame Generation,7,55,9,42110,0,RU,0
82,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,71,80,23,41947,UA,0,0
83,spotify:track:2HZLXBOnaSRhXStMLrq9fD,Ghost,Mary On A Cross,Loma Vista Recordings,83,113,2,40799,0,0,OTHER
84,spotify:track:34lfu3S4fIcKZRNXzbdbo7,Kordhell,Live Another Day,Kordhell,84,86,24,40591,0,0,OTHER
85,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,64,105,24,40577,UA,0,0
86,spotify:track:5YZNLIF1saO6y3T8FaQoom,Нумер 482,"Добрий ранок, Україно",Moon Vinyl s.r.o.,86,93,19,40333,UA,0,0
87,spotify:track:1GOiMxQXZUzjzH0Sxpck0B,kizaru,Дежавю,Sony Music Entertainment,1,82,111,40081,0,RU,0
88,spotify:track:0qyeRF33qX9pNm16m4Yykb,"Aarne, Yanix, SEEMEE",Фиеста,AA Team,31,31,2,39762,0,RU,0
89,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,39,84,26,39379,0,0,OTHER
90,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,81,53,39077,0,RU,0
91,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,97,70,39023,0,0,OTHER
92,spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN,"Arut, Big Baby Tape",VLAGA,Bugatti Music,2,74,10,38899,0,RU,0
93,spotify:track:27sTvQ5qRMwcL1zcdtGlOi,"Scally Milano, OG Buda",Большие Бабки,AMC MUSIC,63,79,10,38842,0,RU,0
94,spotify:track:2oYEBUQiMYGUxLJlBzIHrm,Clonnex,Vony Bazaryatt,Lemniskata LLC,94,-1,1,38594,UA,0,0
95,spotify:track:7n8TQPcPNpmzfKpTBBzsMh,"Aarne, MORGENSHTERN",Daleko,AA Team,3,43,7,38256,0,RU,0
96,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,91,44,38184,0,RU,0
97,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,88,44,38145,0,RU,0
98,spotify:track:1Yaq1dsl9Ioj7wyGP2KNRe,"alyona alyona, Jerry Heil",Рідні мої (feat. Jerry Heil),Columbia Local,98,112,8,38038,UA,0,0
99,spotify:track:1rT2BmlIKlvmDIbAkHWG2Z,"Кореш, treepside",Толпа,CPLUS,29,57,3,38011,0,RU,0
100,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,85,44,37913,0,RU,0
101,spotify:track:6z7FLfYEQ5h2wkyEIgVibB,"MC Mazzie, Mc Rd, DJ NpcSize, DJ Wizard",Ele Te Bota Soca Soca,Ritmo dos Fluxos Records,87,87,2,37872,0,0,OTHER
102,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,34,83,25,37694,UA,0,0
103,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,61,98,15,37386,0,0,OTHER
104,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,107,23,37239,UA,0,0
105,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,101,101,17,36904,UA,0,0
106,spotify:track:0gvziNZtbWyfRH57YyMx93,Showbiz School,Все Сам,Showbiz School,77,77,4,36619,0,RU,0
107,spotify:track:0gL1QjPRDoCUN4glNgGCKt,Clonnex,Kol`orovi Sny,Lemniskata LLC,107,-1,1,36616,UA,0,0
108,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,Epolets,Зраджуй,Epolets,25,90,10,36576,UA,0,0
109,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,94,24,36110,0,RU,0
110,spotify:track:2biQrVojyWPDk6f15rSGJ9,Clonnex,Karpats`kyj Drap,Lemniskata LLC,110,-1,1,35754,UA,0,0
111,spotify:track:2WoksKIDPQ8o90cqDbgE7L,Patsyki Z Franeka,Марічка,FFK REKORDZ,60,138,15,35728,UA,0,0
112,spotify:track:0PGAJ37n4O2AslZosr1YGx,KSLV Noh,Disaster,3066940 Records DK,58,100,36,35319,0,0,OTHER
113,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,KSLV Noh,Override,3066940 Records DK,48,108,26,34834,0,0,OTHER
114,spotify:track:2kx5sQgmjYug0GiDh1a4sU,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,53,111,16,34782,0,0,OTHER
115,spotify:track:1AcGAf1zNnRuGmnKN8ouQg,Лилу45,Світ мене ловив,Money Gun,103,103,4,34406,UA,0,0
116,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,22,96,44,34404,0,0,OTHER
117,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,55,99,23,34304,UA,0,0
118,spotify:track:38sNsooZ7WRWAZkQnpHZcG,Wellboy,Ворогів на ножі,Wellboy,118,126,6,34247,UA,0,0
119,spotify:track:3ICTmbm0RyjP8qQjUYHxB1,"KALUSH, Skofka",Давай начистоту (feat. Skofka),Columbia Local,53,145,25,34235,UA,0,0
120,spotify:track:1llPAwXXqcuBGvd1WtFsot,Wellboy,Nozzy Bossy,Юрий Бардаш,56,175,25,34088,UA,0,0
121,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,109,73,33852,0,RU,0
122,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,Phonky Town,Arista Records,14,104,68,33748,0,0,OTHER
123,spotify:track:6kTnG3MZyRyk4dpsBODFID,"Aarne, MAYOT, Markul",Больно,AA Team,39,39,2,33052,0,RU,0
124,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,120,23,32983,UA,0,0
125,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,76,119,86,32647,0,0,OTHER
126,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,115,28,32475,0,RU,0
127,spotify:track:5Txeau6Fi96zS4THXUJ4w7,VISXGE,IMMACULATE,VISXGE,47,102,7,32461,UA,0,0
128,spotify:track:2ch5o7qvAhjtlCsbGYR15y,Шайни,Fukit,Mansion Music,106,106,4,32277,0,RU,0
129,spotify:track:30bqVoKjX479ab90a8Pafp,Lil Peep,Star Shopping,Lil Peep,53,118,109,32259,0,0,OTHER
130,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,127,127,27,32041,0,0,OTHER
131,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,124,24,32028,0,RU,0
132,spotify:track:2mGmf1BfJuS1vcBW1OitDG,MamaRika,Prolisky,MamaRika,132,171,14,31891,UA,0,0
133,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,35,125,58,31713,0,0,OTHER
134,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,122,146,13,31241,UA,0,0
135,spotify:track:4h3KlpOEXS6FxIpab6EKlf,MC ORSEN,INCOMING,MC ORSEN,113,134,17,31223,0,0,OTHER
136,spotify:track:03TPcM9vWUmc8y6LkJAzwJ,АДЛИН,No Love,Союз Мьюзик,31,122,43,31045,0,RU,0
137,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,132,35,30863,0,RU,0
138,spotify:track:60PINd8oHZjazE0J9cuKcA,zxcursed,killua,A+,11,123,14,30741,0,RU,0
139,spotify:track:5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,Танцы,ssshhhiiittt!,40,131,109,30741,0,RU,0
140,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,111,-1,6,30720,0,0,OTHER
141,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,136,47,30655,0,RU,0
142,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,128,66,30453,0,RU,0
143,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,147,46,30324,0,RU,0
144,spotify:track:1guHCTD0uiEgTG3HOPgBmU,GRAVECHILL,Twilight,GRAVECHILL,96,130,20,30310,0,0,OTHER
145,spotify:track:2ZTJxMmPZizet6NSJmSezo,uglystephan,Снова обогнал их,Mansion Music,66,151,32,30281,0,RU,0
146,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,146,154,4,30141,0,0,OTHER
147,spotify:track:6zex05MW2nLLrjmkvANSgd,"Clonnex, AQUAKILLA",O Xanna,Lemniskata LLC,147,-1,1,30068,UA,0,0
148,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,135,47,29933,0,RU,0
149,spotify:track:7788eklPnSToo8EBOey6Ya,Clonnex,Code Inna,Lemniskata LLC,149,-1,1,29887,UA,0,0
150,spotify:track:7wsRLhIqlDCZ6iFYaXw7O1,"Aarne, Big Baby Tape",Ski Ski,AA Team,44,44,2,29659,0,RU,0
151,spotify:track:16NGHIeBR9Dxx0xKe0vByC,MAX BARSKIH,Буде весна,BEST MUSIC,59,179,22,29639,UA,0,0
152,spotify:track:0IwVRC9ENR0FmcFeTXBgi8,LIL MORTY,ТРЭП ДВИЖЕНИЯ,Lil Morty,47,47,2,29538,0,RU,0
153,spotify:track:6RSoNbRPI3DY0NICU0xL8L,Okean Elzy,Квіти мінних зон,"ТОВ ""Суперсиметрія""",131,155,3,29537,UA,0,0
154,spotify:track:4n0dPM6Xk0q1IxBqaN4grV,"Clonnex, йо",Faino,Lemniskata LLC,154,-1,1,29470,UA,0,0
155,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,143,110,29444,0,0,OTHER
156,spotify:track:6g42z2BRoSNf7hdmhcHCZt,LIL MORTY,G,Lil Morty,24,117,4,29435,0,RU,0
157,spotify:track:0IjCnXqJTlPElz8HmIiO9p,"The Limba, MORGENSHTERN",Известным,Bugatti Music,10,116,9,29432,0,RU,0
158,spotify:track:7KXAgGAHEB1Ny89pL6eEA0,yatashigang,Demons Around,yatashigang,114,148,3,29344,0,0,OTHER
159,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,164,26,29225,UA,0,0
160,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,153,33,28872,0,0,OTHER
161,spotify:track:6Xbxtp7npEVChidq0W49AA,артилерія,Недоторканна,Plan,104,180,6,28858,UA,0,0
162,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,137,144,6,28752,0,0,OTHER
163,spotify:track:1J7zBMMz4qoRRnmequFkSR,MONATIK,From U to z,MONATIK Corporation/Best Music,133,-1,2,28637,UA,0,0
164,spotify:track:7c56kvQfpFZSyDkbWUvWMI,ATELLWULF,Перезвоню,Студия СОЮЗ,79,186,11,28574,0,RU,0
165,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,169,24,28548,UA,0,0
166,spotify:track:0b23CsQIcHz1Ab68MVQ49X,"DAYTON, Shnaps",Namysto - Shnaps Remix,Moon Vinyl s.r.o.,110,110,12,28291,UA,0,0
167,spotify:track:42p94sdDTSKGCoLUssuJme,СТРУКТУРА ЩАСТЯ,Сидативи,Plan,52,182,9,28283,UA,0,0
168,spotify:track:2rowi7dF3AqhugMtAnvQmP,GONE.Fludd,TRAXXXMANIA,Sony Music Entertainment,1,150,46,28267,0,RU,0
169,spotify:track:3KU7TtvrEncPnuzXkrW7Tw,Кишлак,Эй,Sony Music Entertainment,137,137,3,28244,0,RU,0
170,spotify:track:4qYAgZDdKIGf137Nbdw6gR,"KALUSH, Khrystyna Soloviy",Таксі,Columbia Local,37,196,29,27951,UA,0,0
171,spotify:track:0mOR5OSzH7zoBD36umptZD,EeOneGuy,Kyivstar,EeOneGuy,43,141,5,27796,UA,0,0
172,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,157,40,27739,0,RU,0
173,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,161,54,27689,0,RU,0
174,spotify:track:2DYzsMQpO7xOw7b3JwyIWP,Korol i Shut,Кукла колдуна,United Music Group,5,152,109,27592,0,RU,0
175,spotify:track:66P9j5bWiRBotkxJN9ZsyV,KALUSH,Тіпок,Columbia Local,48,184,14,27582,UA,0,0
176,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,140,28,27566,0,RU,0
177,spotify:track:3TgVv1B12UrF0cLFAHXuer,LIL MORTY,I Am Cute,Lil Morty,177,192,5,27492,0,RU,0
178,spotify:track:1MiUVjoHt4jiskDrt2ZHrq,LIL MORTY,Я пиздатый,Lil Morty,20,162,54,27381,0,RU,0
179,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,142,163,12,27373,0,0,OTHER
180,spotify:track:5m5rShfBQk4UpG7vpsEKzf,Miyagi & Andy Panda,Minor,Hajime Records,7,176,92,27223,0,RU,0
181,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,173,19,27166,UA,0,0
182,spotify:track:320b8n5Ew9RgzDP67tVIx1,"Scally Milano, LOVV66",Буква Х,AMC MUSIC,59,156,35,27148,0,RU,0
183,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,168,59,27068,0,0,OTHER
184,spotify:track:26yvlxKTtN2u3mpbl6AIeI,FACE,Антидепрессант,Face,74,181,23,27013,0,RU,0
185,spotify:track:3MfoVUFEXWX6bxbACLVZEG,"OG Buda, BUSHIDO ZHO, Scally Milano, MAYOT, Magnum Opus, SEEMEE, YUNGWAY","ГАНЬГ Аутро (feat. Bushido Zho, Scally Milano, MAYOT, Magnum Opus, SEEMEE, YUNGWAY)",Sony Music Entertainment,12,159,51,26954,0,RU,0
186,spotify:track:3qaHQHFei5haumGtlPhDDe,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,187,24,26935,UA,0,0
187,spotify:track:6elbXjrCvueg010YEQJx8X,"KALUSH, Сальто Назад, Skofka","Сонячна (feat. Сальто Назад, Skofka)",Columbia Local,59,-1,20,26895,UA,0,0
188,spotify:track:0xY3mc3o0NJ3CetKAV8ma3,"Poshlaya Molly, Молодой Платон",ШКОЛЬНИК,DROPBLED,18,165,9,26845,0,RU,0
